RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
176,0,24912,Will MacKenzie,72.38,941,13
177,0,01127,Danny Briggs,72.42,869,12
177,0,21806,Paul Gow,72.42,869,12
179,0,20472,Alex Cejka,72.43,1014,14
180,0,10117,Bob Heintz,72.50,1450,20
180,0,01619,Skip Kendall,72.50,1160,16
182,0,10912,Craig Perks,72.53,1378,19
183,0,12826,Paul Claxton,72.63,1162,16
184,0,21498,Hideto Tanihara,72.67,654,9
184,0,26287,Roland Thatcher,72.67,1090,15
184,0,08793,Tiger Woods,72.67,436,6
187,0,01175,Jim Carter,72.69,945,13
187,0,06599,John Elliott,72.69,945,13
189,0,08537,J.P. Hayes,72.71,1018,14
190,0,19824,Craig Barlow,72.73,800,11
191,0,22621,Ben Curtis,72.77,946,13
192,0,01142,Bart Bryant,72.86,1020,14
192,0,21350,Ryuji Imada,72.86,1020,14
194,0,23540,Jason Allred,72.94,1240,17
194,0,28088,Matt Davidson,72.94,1167,16
196,0,23614,Rich Beem,73.08,950,13
197,0,01887,Mark O'Meara,73.23,952,13
198,0,07457,Steve Flesch,73.53,1250,17
199,0,23322,Brett Wetterich,73.60,736,10
200,0,01249,John Daly,73.67,1105,15
201,0,20766,Padraig Harrington,73.71,516,7
202,0,23063,Scott Hend,75.00,975,13
