RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
149,0,32448,James Hahn,18.06,260,1440
149,0,27330,Josh Teater,18.06,286,1584
151,0,12510,Chad Campbell,18.03,172,954
152,0,24140,Sean O'Hair,17.89,248,1386
152,0,25349,Tim Wilkinson,17.89,264,1476
154,0,25720,Chad Collins,17.87,238,1332
154,0,34174,John Huh,17.87,267,1494
156,0,10860,Justin Leonard,17.85,241,1350
157,0,29222,Billy Hurley III,17.83,276,1548
158,0,20498,Briny Baird,17.78,160,900
159,0,24663,Y.E. Yang,17.52,246,1404
160,0,35541,John Peterson,17.50,189,1080
161,0,22378,Trevor Immelman,17.36,250,1440
162,0,28780,Nicholas Thompson,17.35,253,1458
163,0,37273,Derek Ernst,17.32,237,1368
164,0,26956,Bronson La'Cassie,17.26,146,846
165,0,19846,Brian Gay,17.23,245,1422
166,0,32333,Kevin Tway,17.13,185,1080
167,0,27556,Ted Potter Jr.,17.08,209,1224
168,0,32200,Roberto Castro,17.04,227,1332
169,0,23353,J.J. Henry,16.99,266,1566
170,0,26289,Boo Weekley,16.98,220,1296
171,0,25240,D.A. Points,16.89,222,1314
172,0,01724,Jeff Maggert,16.67,162,972
172,0,26951,Johnson Wagner,16.67,195,1170
172,0,10423,Mike Weir,16.67,195,1170
175,0,22913,John Rollins,16.46,237,1440
176,0,21878,Mark Wilson,15.64,183,1170
177,0,28092,D.H. Lee,15.22,137,900
