RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
45,-3,32366,Kevin Chappell,254.7,641897.000,70
45,-3,52375,Doug Ghim,254.7,348497.000,38
45,-3,27349,Alex Noren,254.7,843463.000,92
48,-3,35450,Patrick Cantlay,254.8,1082437.000,118
48,-3,33486,Roger Sloan,254.8,632957.000,69
48,-3,23623,Bo Van Pelt,254.8,522817.000,57
51,-3,32791,K.H. Lee,254.9,1137854.000,124
52,-3,46442,Maverick McNealy,255.0,1092456.000,119
53,-1,36699,Patrick Rodgers,255.2,1635469.000,178
54,-1,20229,Stewart Cink,255.3,726101.000,79
54,-1,32102,Rickie Fowler,255.3,873022.000,95
56,9,34099,Harris English,255.4,1333052.000,145
56,0,23325,Vaughn Taylor,255.4,579355.000,63
56,0,27064,Jhonattan Vegas,255.4,845807.000,92
59,-1,28307,Matt Every,255.5,846193.000,92
60,-1,27556,Ted Potter Jr.,255.6,459995.000,50
61,0,25493,Nick Taylor,255.7,874466.000,95
62,0,23788,D.J. Trahan,255.9,635571.000,69
63,10,29478,Kevin Kisner,256.0,939961.000,102
64,-1,34076,Joel Dahmen,256.1,1133927.000,123
64,-1,33597,Harry Higgs,256.1,1327863.000,144
66,-1,31420,Anirban Lahiri,256.2,461238.000,50
66,-1,25818,Scott Piercy,256.2,986816.000,107
68,1,51766,Wyndham Clark,256.3,1116467.000,121
68,1,30944,Jason Kokrak,256.3,1079464.000,117
68,1,30163,Henrik Norlander,256.3,1014907.000,110
71,2,22405,Justin Rose,256.5,692421.000,75
71,2,37275,Sam Ryder,256.5,1209829.000,131
71,2,47347,Adam Schenk,256.5,1117168.000,121
74,3,31557,Jim Herman,256.6,757474.000,82
75,3,28775,Nate Lashley,256.9,749205.000,81
75,3,26596,Ryan Moore,256.9,693502.000,75
77,3,46435,Austin Cook,257.0,805079.000,87
77,3,46550,Brandon Hagy,257.0,804946.000,87
77,47,30925,Dustin Johnson,257.0,1119620.000,121
80,10,32839,Hideki Matsuyama,257.1,1388301.000,150
80,10,45486,Joaquin Niemann,257.1,1240117.000,134
80,2,27330,Josh Teater,257.1,370289.000,40
83,0,24024,Zach Johnson,257.2,833234.000,90
84,0,33404,Chris Baker,257.3,602184.000,65
84,0,48119,Ben Taylor,257.3,370468.000,40
84,14,33448,Justin Thomas,257.3,1370949.000,148
87,-1,40058,Zac Blair,257.5,556133.000,60
87,7,35506,Mackenzie Hughes,257.5,1019884.000,110
89,8,26851,Marc Leishman,257.6,927259.000,100
89,-2,30692,Scott Stallings,257.6,1112856.000,120
89,-2,49964,Aaron Wise,257.6,806786.000,87
92,-3,28089,Jason Day,257.7,797709.000,86
93,-3,10809,Jim Furyk,257.9,492069.000,53
93,8,46717,Viktor Hovland,257.9,1244082.000,134
95,-2,49766,Hank Lebioda,258.0,770962.000,83
96,-2,29535,Brice Garnett,258.1,743425.000,80
96,-2,56278,Matthew Wolff,258.1,1672518.000,180
98,6,29221,Webb Simpson,258.2,1041062.000,112
99,25,35310,Lanto Griffin,258.5,1703057.000,183
99,56,34363,Tyrrell Hatton,258.5,642174.000,69
101,-2,24138,Ian Poulter,258.7,605282.000,65
101,-2,35732,Wes Roach,258.7,391215.000,42
101,35,35891,Cameron Smith,258.7,940601.000,101
104,-3,33490,Bo Hoag,258.9,829637.000,89
104,-3,22056,Cameron Percy,258.9,540677.000,58
106,-2,34314,Sebastian Cappelen,259.0,643350.000,69
106,-2,39997,Corey Conners,259.0,1370660.000,147
106,-2,25686,Jason Dufner,259.0,801939.000,86
106,-2,27644,Brian Harman,259.0,1212148.000,130
106,-2,32254,Xinjun Zhang,259.0,1202831.000,129
111,-1,29479,Scott Brown,259.1,886097.000,95
111,-1,35532,Tom Hoge,259.1,1119227.000,120
113,-1,31646,Emiliano Grillo,259.2,970450.000,104
113,-1,33410,Andrew Landry,259.2,1016952.000,109
115,-1,40098,Matt Fitzpatrick,259.3,793351.000,85
116,32,29725,Tony Finau,259.4,1382172.000,148
116,-1,29926,Danny Lee,259.4,1204502.000,129
116,-1,25572,Graeme McDowell,259.4,578874.000,62
116,-1,29518,Brendan Steele,259.4,1055359.000,113
116,10,30927,Brendon Todd,259.4,1055075.000,113
116,-1,35617,Martin Trainer,259.4,887185.000,95
122,-3,19803,Ryan Armour,259.5,737922.000,79
122,-3,31560,Brian Stuard,259.5,850013.000,91
124,-3,48045,Michael Gellerman,259.6,448601.000,48
124,-3,21961,Charles Howell III,259.6,1056150.000,113
124,-3,27214,Kevin Streelman,259.6,1028135.000,110
127,6,50525,Collin Morikawa,259.9,1581241.000,169
128,-1,34021,Bud Cauley,260.0,964074.000,103
129,0,01810,Phil Mickelson,260.2,880442.000,94
130,0,25900,Lucas Glover,260.4,1162481.000,124
130,0,33399,Adam Hadwin,260.4,974877.000,104
130,0,30110,Kyle Stanley,260.4,806095.000,86
133,0,45609,Tyler Duncan,260.5,1172431.000,125
133,0,27936,Martin Laird,260.5,543939.000,58
135,11,39971,Sungjae Im,260.6,1651416.000,176
135,1,32757,Patton Kizzire,260.6,844263.000,90
135,1,32150,Michael Thompson,260.6,910004.000,97
135,1,33419,Cameron Tringale,260.6,1153989.000,123
139,1,36801,Mark Hubbard,260.7,1323366.000,141
140,1,26476,Chez Reavie,260.8,910761.000,97
140,1,25349,Tim Wilkinson,260.8,422557.000,45
142,1,34098,Russell Henley,260.9,911119.000,97
142,1,33449,Zack Sucher,260.9,516535.000,55
144,1,32448,James Hahn,261.0,535654.000,57
145,9,34360,Patrick Reed,261.1,1410075.000,150
146,13,46046,Scottie Scheffler,261.2,1466701.000,156
147,-1,33667,Carlos Ortiz,261.3,1486330.000,158
148,0,29268,Bronson Burgoon,261.4,884580.000,94
149,1,49771,J.T. Poston,261.5,1233203.000,131
150,1,28679,Fabián Gómez,261.6,621515.000,66
150,1,35230,Nelson Ledesma,261.6,470848.000,50
150,1,39324,J.J. Spaun,261.6,969890.000,103
153,2,29484,Peter Uihlein,262.0,575314.000,61
154,3,29970,Dylan Frittelli,262.1,1490837.000,158
155,3,34466,Peter Malnati,262.2,708039.000,75
156,19,46970,Jon Rahm,262.3,1501177.000,159
156,3,24502,Adam Scott,262.3,755345.000,80
158,3,33204,Shane Lowry,262.4,680229.000,72
158,3,34431,Robert Streb,262.4,547795.000,58
160,3,35449,Adam Long,262.6,1209900.000,128
161,6,25396,Kevin Na,262.7,1049647.000,111
161,3,46441,Robby Shelton,262.7,1229235.000,130
163,3,31323,Gary Woodland,262.9,1325064.000,140
164,3,23108,Matt Kuchar,263.0,899471.000,95
165,4,25364,Paul Casey,263.1,1108056.000,117
165,4,26329,Louis Oosthuizen,263.1,643955.000,68
167,4,34046,Jordan Spieth,263.2,994861.000,105
167,4,48887,Matt Wallace,263.2,909661.000,96
169,4,37455,Si Woo Kim,263.3,1469268.000,155
170,4,47993,Denny McCarthy,263.5,1327825.000,140
171,11,48081,Xander Schauffele,263.6,1575545.000,166
172,4,24924,Bill Haas,263.8,617253.000,65
173,7,45526,Abraham Ancer,264.0,1140637.000,120
173,4,22371,Aaron Baddeley,264.0,703382.000,74
175,9,29420,Billy Horschel,264.2,1131690.000,119
176,3,29908,C.T. Pan,264.3,789834.000,83
177,5,32139,Danny Willett,264.6,742939.000,78
178,6,40009,Dominic Bozzelli,264.7,390738.000,41
179,8,27963,Chris Stroud,264.8,657681.000,69
180,8,33948,Byeong Hun An,264.9,1239580.000,130
180,4,48822,Sebastián Muñoz,264.9,1811952.000,190
182,7,47128,Richy Werenski,265.0,906145.000,95
183,7,26499,Rafa Cabrera Bello,265.4,716512.000,75
184,8,27649,Brandt Snedeker,265.9,976476.000,102
185,9,47959,Bryson DeChambeau,266.6,1861918.000,194
185,8,27974,Sung Kang,266.6,1526123.000,159
187,7,25804,Bubba Watson,267.1,1423196.000,148
188,8,29974,Branden Grace,267.2,683059.000,71
189,8,30911,Tommy Fleetwood,267.5,712491.000,74
189,8,26758,David Hearn,267.5,491076.000,51
191,8,34256,Andrew Putnam,267.6,500935.000,52
192,8,21209,Sergio Garcia,267.8,838819.000,87
193,8,28237,Rory McIlroy,269.4,1425820.000,147
