RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
137,0,01810,Phil Mickelson,62.59,532,850,-0.23
138,0,01577,Lee Janzen,62.52,679,1086,-0.19
139,0,08881,Tripp Isenhour,62.46,426,682,-0.14
140,0,06567,Vijay Singh,62.42,804,1288,-0.30
141,0,24925,Jonathan Byrd,62.28,649,1042,-0.20
142,0,21949,Joe Ogilvie,62.18,799,1285,-0.18
143,0,25345,Carl Pettersson,62.05,752,1212,-0.22
144,0,01261,Jay Delsing,61.98,613,989,-0.18
145,0,20593,Greg Chalmers,61.95,586,946,-0.18
146,0,20121,Todd Fischer,61.64,858,1392,-0.20
147,0,01927,Dennis Paulson,61.43,575,936,-0.15
148,0,01329,Brad Faxon,61.42,624,1016,-0.16
149,0,02002,John Riegger,61.35,454,740,-0.17
150,0,21407,Arjun Atwal,61.14,675,1104,-0.15
151,0,01706,Davis Love III,60.98,522,856,-0.18
152,0,23621,Rory Sabbatini,60.58,647,1068,-0.19
153,0,21209,Sergio Garcia,60.30,439,728,-0.20
154,0,20572,Rod Pampling,60.26,705,1170,-0.23
155,0,08835,Kris Cox,60.04,544,906,-0.15
156,0,21633,Steve Allan,60.02,794,1323,-0.16
157,0,10107,Deane Pappas,60.00,570,950,-0.15
158,0,12660,Jesper Parnevik,59.98,685,1142,-0.19
159,0,02106,Chris Smith,59.97,845,1409,-0.18
160,0,12782,Tim Herron,59.86,592,989,-0.18
161,0,02245,Grant Waite,59.85,626,1046,-0.15
162,0,20378,Mathias Grönberg,59.82,676,1130,-0.11
163,0,23307,Roger Tambellini,59.79,617,1032,-0.14
164,0,01024,Billy Andrade,59.70,831,1392,-0.17
165,0,12823,Carlos Franco,59.58,787,1321,-0.19
166,0,01226,Fred Couples,59.52,369,620,-0.21
167,0,23613,Rich Barcelo,59.45,522,878,-0.14
168,0,20580,Andre Stolz,59.24,423,714,-0.13
169,0,24502,Adam Scott,59.22,334,564,-0.29
170,0,20850,Daniel Chopra,59.08,823,1393,-0.19
171,0,20229,Stewart Cink,59.07,684,1158,-0.23
172,0,20104,Ken Duke,58.92,700,1188,-0.11
173,0,01707,Steve Lowery,58.70,661,1126,-0.18
174,0,01473,Todd Hamilton,58.53,590,1008,-0.12
175,0,06332,Neal Lancaster,57.97,815,1406,-0.17
176,0,01042,Paul Azinger,57.91,571,986,-0.20
177,0,08793,Tiger Woods,57.36,452,788,-0.29
178,0,07749,Brett Quigley,57.27,733,1280,-0.17
179,0,23497,Tag Ridings,57.21,381,666,-0.19
180,0,06373,José María Olazábal,57.19,350,612,-0.20
181,0,21731,Freddie Jacobson,57.07,541,948,-0.21
182,0,06522,Ernie Els,56.93,337,592,-0.23
183,0,06197,Michael Allen,56.91,675,1186,-0.18
184,0,11123,Chris Couch,56.10,414,738,-0.16
185,0,12394,Tom Carter,55.84,808,1447,-0.16
186,0,25237,Kevin Muncrief,55.39,370,668,-0.11
187,0,10912,Craig Perks,55.05,523,950,-0.19
188,0,23338,David Gossett,54.71,418,764,-0.02
189,0,06613,Tommy Tolles,54.19,491,906,-0.13
190,0,23063,Scott Hend,54.10,568,1050,-0.16
191,0,01249,John Daly,53.63,547,1020,-0.30
192,0,22371,Aaron Baddeley,53.36,588,1102,-0.16
193,0,06527,Steve Stricker,52.79,558,1057,-0.21
194,0,07939,Dan Olsen,51.35,494,962,-0.16
195,0,20663,Brenden Pappas,50.61,746,1474,-0.23
196,0,23552,Hank Kuehne,50.00,608,1216,-0.21
