RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
50,0,22405,Justin Rose,35' 3",33120.917,939,1 Under
56,0,34021,Bud Cauley,35' 4",51927.833,1468,1 Under
56,0,30926,Chris Kirk,35' 4",43940.500,1244,Under
56,0,34409,David Lingmerth,35' 4",43404.917,1228,Under
59,0,40058,Zac Blair,35' 5",51229.167,1445,Under
59,0,32757,Patton Kizzire,35' 5",45320.833,1279,Over
59,0,25349,Tim Wilkinson,35' 5",28892.000,815,Under
62,0,25364,Paul Casey,35' 6",44930.583,1266,1 Under
62,0,34466,Peter Malnati,35' 6",46104.250,1299,Under
62,0,29485,Brett Stegmaier,35' 6",36559.917,1030,Over
65,0,23108,Matt Kuchar,35' 7",49126.000,1379,1 Under
65,0,25198,Francesco Molinari,35' 7",37448.167,1053,1 Under
65,0,29518,Brendan Steele,35' 7",45049.083,1266,1 Under
65,0,27214,Kevin Streelman,35' 7",49363.250,1387,Under
65,0,27963,Chris Stroud,35' 7",30377.250,853,Under
65,0,37189,Harold Varner III,35' 7",54406.667,1530,Under
71,0,40026,Daniel Berger,35' 8",43936.167,1233,1 Under
71,0,33141,Keegan Bradley,35' 8",57796.167,1619,1 Under
71,0,39975,Michael Kim,35' 8",53230.833,1493,1 Under
71,0,29926,Danny Lee,35' 8",48101.083,1349,Under
71,0,27129,Luke List,35' 8",54600.583,1532,1 Under
71,0,46601,Trey Mullinax,35' 8",44573.917,1251,Under
77,0,29223,Sam Saunders,35' 9",38804.167,1086,Under
77,0,25632,Jimmy Walker,35' 9",31872.500,892,Under
79,0,33120,Mark Anderson,35' 10",26868.167,750,Under
79,0,24357,K.J. Choi,35' 10",34556.750,965,Under
79,0,34099,Harris English,35' 10",45872.333,1279,Under
79,0,28500,Martin Flores,35' 10",42859.333,1197,Under
79,0,33204,Shane Lowry,35' 10",24253.250,677,Under
79,0,32640,Troy Merritt,35' 10",44652.083,1246,Under
79,0,22056,Cameron Percy,35' 10",35191.167,981,Under
79,0,49771,J.T. Poston,35' 10",46635.667,1302,Under
79,0,35891,Cameron Smith,35' 10",44913.250,1254,1 Under
88,0,31416,Derek Fathauer,35' 11",40627.750,1132,Over
88,0,29222,Billy Hurley III,35' 11",44147.750,1230,Under
88,0,46440,Smylie Kaufman,35' 11",39937.917,1112,Under
88,0,34213,Grayson Murray,35' 11",54244.167,1509,Under
88,0,27649,Brandt Snedeker,35' 11",27006.750,752,1 Under
93,0,24924,Bill Haas,36' 0",46405.750,1288,1 Under
93,0,31420,Anirban Lahiri,36' 0",37879.250,1052,Over
93,0,37278,Nicholas Lindheim,36' 0",28137.250,782,Over
96,0,29720,Andres Gonzales,36' 1",36675.667,1016,Under
96,0,33399,Adam Hadwin,36' 1",50866.167,1409,1 Under
96,0,31557,Jim Herman,36' 1",42496.667,1177,Under
96,0,01810,Phil Mickelson,36' 1",44647.167,1236,1 Under
100,0,29479,Scott Brown,36' 2",50035.000,1382,Under
100,0,22046,Geoff Ogilvy,36' 2",43071.417,1192,Under
100,0,33418,Shawn Stefani,36' 2",38528.583,1066,Under
100,0,27770,Camilo Villegas,36' 2",40066.833,1109,Under
104,0,46443,Brian Campbell,36' 3",26389.917,728,Under
104,0,21209,Sergio Garcia,36' 3",29725.667,820,Under
104,0,31323,Gary Woodland,36' 3",43943.917,1212,1 Under
107,0,29420,Billy Horschel,36' 4",51692.250,1422,Under
107,0,48081,Xander Schauffele,36' 4",47757.000,1314,1 Under
107,0,39324,J.J. Spaun,36' 4",46652.333,1283,Under
110,0,30191,Julián Etulain,36' 6",33087.833,906,Under
110,0,27644,Brian Harman,36' 6",55852.500,1529,1 Under
110,0,34098,Russell Henley,36' 6",55789.167,1530,1 Under
110,0,25572,Graeme McDowell,36' 6",32498.917,890,Under
114,0,28093,Miguel Angel Carballo,36' 7",28085.500,767,Over
115,0,24846,Ricky Barnes,36' 8",50168.667,1369,Under
115,0,35450,Patrick Cantlay,36' 8",30188.333,824,1 Under
115,0,47959,Bryson DeChambeau,36' 8",47788.000,1304,Under
115,0,28252,Seamus Power,36' 8",44647.083,1218,1 Under
119,0,12716,Charley Hoffman,36' 9",60765.083,1654,1 Under
119,0,27141,J.B. Holmes,36' 9",39799.000,1084,Under
119,0,35879,Kelly Kraft,36' 9",42695.333,1162,Over
119,0,24138,Ian Poulter,36' 9",36199.750,985,Under
119,0,24502,Adam Scott,36' 9",27474.917,748,Under
124,0,32366,Kevin Chappell,36' 10",47231.667,1281,Under
124,0,29725,Tony Finau,36' 10",59686.667,1620,1 Under
124,0,28237,Rory McIlroy,36' 10",23460.917,637,Under
124,0,24140,Sean O'Hair,36' 10",45948.833,1247,Under
124,0,32150,Michael Thompson,36' 10",29041.750,788,Over
129,0,27958,Ryan Blaum,36' 11",53999.250,1462,Under
129,0,25720,Chad Collins,36' 11",35588.583,963,Under
129,0,33461,Morgan Hoffmann,36' 11",53882.250,1459,Under
129,0,27974,Sung Kang,36' 11",53828.500,1458,Under
129,0,22986,Søren Kjeldsen,36' 11",22233.333,602,Over
129,0,31202,William McGirt,36' 11",47228.083,1279,Under
129,0,25834,Daniel Summerhays,36' 11",53750.833,1456,Under
129,0,25804,Bubba Watson,36' 11",34745.417,942,Under
137,0,23983,Luke Donald,37' 0",28445.750,768,Over
137,0,32448,James Hahn,37' 0",53454.083,1446,1 Under
137,0,21961,Charles Howell III,37' 0",45014.417,1217,Under
137,0,27466,Spencer Levin,37' 0",44204.750,1196,Under
137,0,35300,Andrew Loupe,37' 0",30972.417,837,Over
137,0,29908,C.T. Pan,37' 0",50103.333,1355,Under
143,0,23541,Ben Crane,37' 1",45691.167,1232,Under
143,0,29974,Branden Grace,37' 1",31143.500,840,Under
143,0,23353,J.J. Henry,37' 1",49797.083,1343,Under
143,0,26329,Louis Oosthuizen,37' 1",33571.083,906,1 Under
147,0,34174,John Huh,37' 2",50371.750,1354,Under
147,0,37454,Whee Kim,37' 2",41168.500,1108,Over
147,0,48822,Sebastián Muñoz,37' 2",25620.083,690,Under
147,0,34358,Jonathan Randolph,37' 2",33733.417,908,Over
147,0,29476,Kyle Reifers,37' 2",49061.417,1319,Over
152,0,28307,Matt Every,37' 4",40330.333,1081,1 Over
152,0,30852,Ryo Ishikawa,37' 4",28389.583,761,Over
152,0,27936,Martin Laird,37' 4",47856.833,1283,1 Under
155,0,40009,Dominic Bozzelli,37' 5",36494.750,976,Over
155,0,46550,Brandon Hagy,37' 5",45980.583,1230,1 Under
155,0,24361,Pat Perez,37' 5",48757.917,1304,1 Under
158,0,20593,Greg Chalmers,37' 6",45295.833,1208,Over
158,0,30944,Jason Kokrak,37' 6",55366.333,1478,Over
158,0,27064,Jhonattan Vegas,37' 6",47387.417,1265,Under
161,0,28420,Ryan Brehm,37' 7",43515.250,1157,Under
161,0,23800,Bryce Molder,37' 7",42854.167,1140,Over
161,0,33419,Cameron Tringale,37' 7",43589.000,1161,Under
164,0,28089,Jason Day,37' 8",36825.167,978,1 Under
165,0,26499,Rafa Cabrera Bello,37' 9",30748.833,815,Under
165,0,06522,Ernie Els,37' 9",24817.667,657,Over
165,0,32333,Kevin Tway,37' 9",50033.583,1325,Under
168,0,25191,Gonzalo Fernandez-Castaño,37' 10",29764.250,786,Under
168,0,26851,Marc Leishman,37' 10",49329.167,1303,1 Under
170,0,25493,Nick Taylor,37' 11",56435.000,1488,Under
171,0,29289,S.Y. Noh,38' 0",50820.750,1337,Under
172,0,28679,Fabián Gómez,38' 1",34354.250,903,Under
172,0,25345,Carl Pettersson,38' 1",35184.917,924,Over
174,0,33948,Byeong Hun An,38' 2",38898.833,1020,Under
174,0,34431,Robert Streb,38' 2",57326.250,1502,Under
176,0,27895,Jonas Blixt,38' 4",40404.250,1053,Over
176,0,36689,Brooks Koepka,38' 4",45457.417,1186,1 Under
176,0,26331,Charl Schwartzel,38' 4",32969.917,861,Under
179,0,39954,Cody Gribble,38' 5",47625.667,1239,Over
179,0,35506,Mackenzie Hughes,38' 5",65917.583,1715,Under
179,0,26300,Matt Jones,38' 5",35046.167,912,Under
179,0,25892,Steve Wheatcroft,38' 5",27337.333,711,Under
183,0,22371,Aaron Baddeley,38' 6",31542.167,820,Under
183,0,34360,Patrick Reed,38' 6",57716.250,1500,1 Under
185,0,29461,Jamie Lovemark,38' 10",55234.750,1421,1 Under
186,0,36699,Patrick Rodgers,39' 0",45799.167,1175,Over
187,0,20572,Rod Pampling,39' 4",46227.083,1176,Over
188,0,37455,Si Woo Kim,39' 5",41835.250,1062,Over
189,0,24781,Hunter Mahan,39' 10",42019.333,1055,Over
190,0,25274,Steven Bowditch,40' 4",32128.083,796,1 Over
