RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
103,0,28252,Seamus Power,-.003,-.215,66
104,0,34076,Joel Dahmen,-.004,-.316,71
105,0,49771,J.T. Poston,-.005,-.267,57
106,0,25900,Lucas Glover,-.008,-.374,46
107,0,22582,Kyle Thompson,-.014,-.502,36
108,0,34213,Grayson Murray,-.015,-.866,59
109,0,47993,Denny McCarthy,-.019,-.922,49
110,0,45526,Abraham Ancer,-.022,-1.847,83
111,0,30692,Scott Stallings,-.025,-1.974,80
112,0,32333,Kevin Tway,-.026,-2.332,90
113,0,47125,Matt Atkins,-.027,-1.081,40
113,0,39975,Michael Kim,-.027,-1.474,54
113,0,48081,Xander Schauffele,-.027,-1.973,72
113,0,30110,Kyle Stanley,-.027,-1.798,67
113,0,21528,Henrik Stenson,-.027,-1.195,44
118,0,27349,Alex Noren,-.029,-1.414,49
119,0,28679,Fabián Gómez,-.030,-2.098,71
120,0,34174,John Huh,-.047,-3.820,82
121,0,31416,Derek Fathauer,-.048,-3.233,68
122,0,37278,Nicholas Lindheim,-.052,-3.066,59
122,0,33204,Shane Lowry,-.052,-2.666,51
124,0,27963,Chris Stroud,-.058,-3.379,58
125,0,12716,Charley Hoffman,-.071,-4.856,68
126,0,35545,Blayne Barber,-.073,-4.402,60
126,0,26331,Charl Schwartzel,-.073,-3.057,42
128,0,35532,Tom Hoge,-.079,-6.555,83
129,0,34409,David Lingmerth,-.081,-5.572,69
130,0,20157,Retief Goosen,-.083,-3.317,40
131,0,35310,Lanto Griffin,-.084,-5.042,60
132,0,47347,Adam Schenk,-.091,-5.985,66
133,0,32640,Troy Merritt,-.092,-6.697,73
133,0,39546,Keith Mitchell,-.092,-7.613,83
135,0,27644,Brian Harman,-.096,-6.902,72
135,0,33413,Ben Martin,-.096,-5.461,57
137,0,28500,Martin Flores,-.098,-7.058,72
138,0,37275,Sam Ryder,-.099,-6.934,70
139,0,30944,Jason Kokrak,-.101,-8.871,88
140,0,34563,Chesson Hadley,-.102,-9.075,89
141,0,39954,Cody Gribble,-.111,-6.010,54
142,0,26758,David Hearn,-.113,-5.653,50
143,0,29478,Kevin Kisner,-.118,-7.645,65
144,0,31646,Emiliano Grillo,-.122,-8.920,73
144,0,35506,Mackenzie Hughes,-.122,-8.310,68
146,0,35421,Brandon Harkins,-.124,-10.579,85
146,0,27064,Jhonattan Vegas,-.124,-7.905,64
148,0,35879,Kelly Kraft,-.126,-9.327,74
149,0,39327,Ben Silverman,-.128,-9.701,76
150,0,26476,Chez Reavie,-.137,-8.242,60
151,0,23353,J.J. Henry,-.138,-8.669,63
151,0,29223,Sam Saunders,-.138,-9.220,67
153,0,40026,Daniel Berger,-.145,-8.988,62
154,0,37454,Whee Kim,-.146,-10.664,73
155,0,32757,Patton Kizzire,-.150,-11.716,78
156,0,33410,Andrew Landry,-.152,-11.076,73
157,0,20572,Rod Pampling,-.163,-7.317,45
158,0,24140,Sean O'Hair,-.164,-9.359,57
159,0,45609,Tyler Duncan,-.166,-13.446,81
160,0,27095,Nick Watney,-.167,-13.397,80
161,0,29420,Billy Horschel,-.169,-13.037,77
162,0,20593,Greg Chalmers,-.174,-7.128,41
162,0,23320,Ryan Palmer,-.174,-10.417,60
164,0,29479,Scott Brown,-.175,-14.172,81
165,0,25686,Jason Dufner,-.178,-9.280,52
166,0,34358,Jonathan Randolph,-.182,-10.942,60
166,0,32254,Xinjun Zhang,-.182,-10.370,57
168,0,24358,Robert Garrigus,-.186,-12.617,68
168,0,34098,Russell Henley,-.186,-10.764,58
168,0,32876,Martin Piller,-.186,-12.471,67
171,0,37338,Zecheng Dou,-.187,-6.740,36
172,0,29518,Brendan Steele,-.195,-10.535,54
173,0,39997,Corey Conners,-.198,-15.640,79
174,0,46601,Trey Mullinax,-.207,-12.199,59
175,0,34264,Hudson Swafford,-.221,-11.474,52
176,0,27974,Sung Kang,-.225,-15.059,67
177,0,31323,Gary Woodland,-.228,-15.933,70
178,0,25804,Bubba Watson,-.231,-15.689,68
179,0,32366,Kevin Chappell,-.236,-14.659,62
180,0,35376,Roberto Díaz,-.237,-13.245,56
181,0,39328,Conrad Shindler,-.252,-11.107,44
182,0,39324,J.J. Spaun,-.255,-18.120,71
183,0,25892,Steve Wheatcroft,-.258,-11.877,46
184,0,25834,Daniel Summerhays,-.277,-10.542,38
185,0,29535,Brice Garnett,-.278,-22.537,81
186,0,50526,Tom Lovelady,-.279,-19.267,69
187,0,29485,Brett Stegmaier,-.296,-13.894,47
188,0,29268,Bronson Burgoon,-.307,-17.472,57
189,0,47287,Ethan Tracy,-.309,-16.708,54
190,0,28307,Matt Every,-.314,-19.181,61
191,0,35544,Andrew Yun,-.432,-14.690,34
192,0,24781,Hunter Mahan,-.453,-23.108,51
193,0,32816,Satoshi Kodaira,-.930,-37.189,40
