RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
50,0,32333,Kevin Tway,.271,24.388,90
52,0,26499,Rafa Cabrera Bello,.256,12.288,48
52,0,25686,Jason Dufner,.256,13.315,52
54,0,12716,Charley Hoffman,.254,17.242,68
55,0,32102,Rickie Fowler,.244,14.856,61
56,0,22056,Cameron Percy,.241,9.868,41
57,0,48081,Xander Schauffele,.240,17.310,72
58,0,33141,Keegan Bradley,.237,18.955,80
59,0,23320,Ryan Palmer,.235,14.104,60
60,0,34264,Hudson Swafford,.225,11.715,52
61,0,23621,Rory Sabbatini,.217,16.252,75
62,0,29908,C.T. Pan,.215,17.591,82
63,0,24140,Sean O'Hair,.211,12.041,57
64,0,24358,Robert Garrigus,.210,14.301,68
65,0,25818,Scott Piercy,.209,14.209,68
66,0,27349,Alex Noren,.208,10.169,49
67,0,33410,Andrew Landry,.206,15.039,73
68,0,37189,Harold Varner III,.204,15.079,74
69,0,37275,Sam Ryder,.203,14.206,70
70,0,32839,Hideki Matsuyama,.194,11.080,57
71,0,29535,Brice Garnett,.188,15.240,81
72,0,26476,Chez Reavie,.183,10.959,60
73,0,35421,Brandon Harkins,.181,15.346,85
74,0,28089,Jason Day,.176,8.641,49
75,0,23353,J.J. Henry,.174,10.937,63
76,0,27095,Nick Watney,.170,13.592,80
77,0,29974,Branden Grace,.163,7.180,44
78,0,34363,Tyrrell Hatton,.148,6.222,42
79,0,34563,Chesson Hadley,.146,13.027,89
80,0,24138,Ian Poulter,.141,7.059,50
81,0,32254,Xinjun Zhang,.139,7.925,57
82,0,25364,Paul Casey,.138,6.745,49
82,0,32640,Troy Merritt,.138,10.079,73
84,0,27644,Brian Harman,.137,9.848,72
85,0,47125,Matt Atkins,.134,5.364,40
86,0,29484,Peter Uihlein,.132,8.548,65
87,0,25572,Graeme McDowell,.124,5.720,46
88,0,46435,Austin Cook,.120,11.070,92
89,0,39328,Conrad Shindler,.114,5.024,44
90,0,25892,Steve Wheatcroft,.112,5.136,46
91,0,28775,Nate Lashley,.111,3.898,35
92,0,35545,Blayne Barber,.101,6.070,60
93,0,40026,Daniel Berger,.100,6.178,62
94,0,34098,Russell Henley,.093,5.379,58
95,0,47128,Richy Werenski,.077,5.715,74
96,0,28252,Seamus Power,.076,4.992,66
97,0,47347,Adam Schenk,.073,4.785,66
98,0,31420,Anirban Lahiri,.070,4.678,67
99,0,39327,Ben Silverman,.069,5.229,76
100,0,08793,Tiger Woods,.061,3.609,59
101,0,33122,Russell Knox,.059,4.355,74
102,0,20229,Stewart Cink,.057,3.831,67
102,0,33399,Adam Hadwin,.057,3.788,66
104,0,34360,Patrick Reed,.051,3.230,63
105,0,25493,Nick Taylor,.049,3.594,74
106,0,36799,Stephan Jaeger,.045,2.814,63
107,0,32816,Satoshi Kodaira,.027,1.069,40
108,0,35532,Tom Hoge,.018,1.475,83
109,0,27958,Ryan Blaum,.011,.797,72
109,0,47993,Denny McCarthy,.011,.530,49
111,0,34409,David Lingmerth,.006,.396,69
112,0,29926,Danny Lee,.005,.379,70
113,0,23325,Vaughn Taylor,-.005,-.325,70
114,0,26851,Marc Leishman,-.006,-.449,73
115,0,30692,Scott Stallings,-.008,-.634,80
116,0,19803,Ryan Armour,-.012,-1.117,96
117,0,37455,Si Woo Kim,-.014,-1.112,78
118,0,20472,Alex Cejka,-.024,-1.421,60
119,0,26331,Charl Schwartzel,-.035,-1.464,42
120,0,36699,Patrick Rodgers,-.039,-2.873,73
121,0,12510,Chad Campbell,-.042,-2.787,67
122,0,29478,Kevin Kisner,-.043,-2.785,65
123,0,27936,Martin Laird,-.045,-2.739,61
124,0,35310,Lanto Griffin,-.046,-2.743,60
125,0,30926,Chris Kirk,-.048,-4.609,96
126,0,47287,Ethan Tracy,-.054,-2.891,54
127,0,24024,Zach Johnson,-.059,-4.241,72
128,0,28679,Fabián Gómez,-.062,-4.404,71
129,0,24361,Pat Perez,-.063,-3.215,51
130,0,35506,Mackenzie Hughes,-.068,-4.641,68
131,0,32150,Michael Thompson,-.073,-4.104,56
132,0,27556,Ted Potter Jr.,-.074,-5.673,77
133,0,37338,Zecheng Dou,-.079,-2.828,36
134,0,33418,Shawn Stefani,-.093,-5.569,60
135,0,20572,Rod Pampling,-.095,-4.279,45
136,0,28500,Martin Flores,-.097,-6.985,72
137,0,29461,Jamie Lovemark,-.101,-7.874,78
138,0,34174,John Huh,-.110,-9.044,82
139,0,34021,Bud Cauley,-.113,-4.626,41
140,0,29221,Webb Simpson,-.116,-9.356,81
141,0,29485,Brett Stegmaier,-.135,-6.367,47
142,0,33413,Ben Martin,-.142,-8.091,57
143,0,27649,Brandt Snedeker,-.145,-10.725,74
144,0,34256,Andrew Putnam,-.146,-11.255,77
145,0,35891,Cameron Smith,-.148,-9.006,61
146,0,35376,Roberto Díaz,-.165,-9.257,56
147,0,19846,Brian Gay,-.166,-15.270,92
148,0,26758,David Hearn,-.170,-8.515,50
149,0,24924,Bill Haas,-.177,-11.693,66
150,0,23108,Matt Kuchar,-.199,-12.949,65
151,0,39954,Cody Gribble,-.212,-11.472,54
152,0,26951,Johnson Wagner,-.213,-11.712,55
153,0,34099,Harris English,-.219,-14.923,68
154,0,01810,Phil Mickelson,-.225,-15.742,70
155,0,31560,Brian Stuard,-.227,-19.968,88
156,0,40009,Dominic Bozzelli,-.244,-14.859,61
157,0,32876,Martin Piller,-.248,-16.645,67
158,0,37278,Nicholas Lindheim,-.258,-15.194,59
159,0,29479,Scott Brown,-.265,-21.470,81
160,0,34358,Jonathan Randolph,-.271,-16.272,60
161,0,27963,Chris Stroud,-.277,-16.089,58
162,0,35879,Kelly Kraft,-.286,-21.172,74
163,0,32757,Patton Kizzire,-.294,-22.952,78
164,0,23541,Ben Crane,-.302,-13.895,46
165,0,31202,William McGirt,-.306,-22.937,75
166,0,46402,Talor Gooch,-.322,-19.985,62
167,0,22371,Aaron Baddeley,-.345,-24.141,70
167,0,40058,Zac Blair,-.345,-15.889,46
169,0,34466,Peter Malnati,-.372,-27.889,75
170,0,25396,Kevin Na,-.378,-26.485,70
171,0,10809,Jim Furyk,-.392,-18.015,46
171,0,20157,Retief Goosen,-.392,-15.667,40
173,0,46501,Ollie Schniederjans,-.410,-31.589,77
174,0,27895,Jonas Blixt,-.424,-20.344,48
175,0,28307,Matt Every,-.437,-26.654,61
175,0,25632,Jimmy Walker,-.437,-28.872,66
177,0,35544,Andrew Yun,-.457,-15.540,34
178,0,27974,Sung Kang,-.488,-32.695,67
179,0,28132,Tyrone Van Aswegen,-.493,-40.886,83
180,0,22582,Kyle Thompson,-.534,-19.224,36
181,0,24925,Jonathan Byrd,-.542,-26.025,48
182,0,27942,Rob Oppenheim,-.662,-35.726,54
183,0,34431,Robert Streb,-.680,-40.825,60
184,0,20593,Greg Chalmers,-.690,-28.270,41
185,0,29222,Billy Hurley III,-.696,-39.674,57
186,0,37454,Whee Kim,-.748,-54.597,73
187,0,31416,Derek Fathauer,-.757,-51.498,68
188,0,25834,Daniel Summerhays,-.977,-37.127,38
189,0,24846,Ricky Barnes,-1.019,-45.876,45
190,0,39975,Michael Kim,-1.023,-55.221,54
191,0,25240,D.A. Points,-1.069,-51.307,48
192,0,33419,Cameron Tringale,-1.351,-68.917,51
193,0,48084,Wesley Bryan,-1.443,-73.579,51
