RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
49,0,24358,Robert Garrigus,70.53,1058,15
50,0,35539,Luke Guthrie,70.54,917,13
50,0,23320,Ryan Palmer,70.54,1975,28
52,0,37455,Si Woo Kim,70.55,2187,31
52,0,36699,Patrick Rodgers,70.55,2046,29
54,0,34431,Robert Streb,70.58,1694,24
55,0,21731,Freddie Jacobson,70.59,1906,27
55,0,35451,Scott Pinckney,70.59,1200,17
57,0,30944,Jason Kokrak,70.64,1978,28
58,0,25493,Nick Taylor,70.67,1272,18
59,0,27141,J.B. Holmes,70.68,1979,28
59,0,33122,Russell Knox,70.68,2686,38
59,0,02206,David Toms,70.68,1343,19
62,0,28132,Tyrone Van Aswegen,70.69,2050,29
63,0,30692,Scott Stallings,70.70,707,10
64,0,31416,Derek Fathauer,70.71,1485,21
65,0,31202,William McGirt,70.72,2263,32
66,0,24461,Thomas Aiken,70.73,778,11
66,0,27064,Jhonattan Vegas,70.73,2122,30
68,0,23325,Vaughn Taylor,70.74,1344,19
69,0,32200,Roberto Castro,70.75,1981,28
70,0,26758,David Hearn,70.76,2335,33
70,0,27974,Sung Kang,70.76,1769,25
72,0,27436,Graham DeLaet,70.77,1840,26
73,0,33399,Adam Hadwin,70.78,1911,27
73,0,32757,Patton Kizzire,70.78,1911,27
75,0,35545,Blayne Barber,70.79,1345,19
75,0,37454,Whee Kim,70.79,1345,19
75,0,30926,Chris Kirk,70.79,1699,24
75,0,26331,Charl Schwartzel,70.79,2336,33
75,0,25892,Steve Wheatcroft,70.79,1699,24
80,0,26300,Matt Jones,70.81,1133,16
81,0,10809,Jim Furyk,70.82,1558,22
82,0,27466,Spencer Levin,70.83,1700,24
83,0,34099,Harris English,70.84,2267,32
84,0,22371,Aaron Baddeley,70.86,1559,22
84,0,24846,Ricky Barnes,70.86,1984,28
84,0,33461,Morgan Hoffmann,70.86,2055,29
84,0,30110,Kyle Stanley,70.86,1488,21
88,0,45526,Abraham Ancer,70.88,1134,16
89,0,29720,Andres Gonzales,70.89,1276,18
89,0,29476,Kyle Reifers,70.89,2694,38
91,0,27644,Brian Harman,70.91,1631,23
91,0,25818,Scott Piercy,70.91,1560,22
93,0,10885,Robert Allenby,70.92,922,13
93,0,24140,Sean O'Hair,70.92,1844,26
95,0,46440,Smylie Kaufman,70.94,2554,36
95,0,27129,Luke List,70.94,2199,31
95,0,27942,Rob Oppenheim,70.94,1277,18
98,0,25900,Lucas Glover,71.00,1775,25
98,0,33410,Andrew Landry,71.00,923,13
98,0,33413,Ben Martin,71.00,1207,17
98,0,34264,Hudson Swafford,71.00,2130,30
102,0,29222,Billy Hurley III,71.04,1634,23
102,0,26851,Marc Leishman,71.04,1989,28
104,0,34261,Scott Langley,71.05,1350,19
104,0,35300,Andrew Loupe,71.05,1492,21
106,0,29479,Scott Brown,71.09,2417,34
106,0,25198,Francesco Molinari,71.09,1564,22
106,0,20572,Rod Pampling,71.09,782,11
109,0,23638,Brendon de Jonge,71.10,1422,20
110,0,37189,Harold Varner III,71.11,1920,27
111,0,32448,James Hahn,71.13,1138,16
112,0,26951,Johnson Wagner,71.17,1708,24
113,0,31646,Emiliano Grillo,71.18,1993,28
113,0,35879,Kelly Kraft,71.18,1210,17
115,0,10213,Dicky Pride,71.20,712,10
116,0,39975,Michael Kim,71.22,1923,27
116,0,27936,Martin Laird,71.22,1638,23
116,0,29223,Sam Saunders,71.22,1638,23
119,0,24024,Zach Johnson,71.23,2493,35
119,0,25349,Tim Wilkinson,71.23,926,13
121,0,36801,Mark Hubbard,71.25,1710,24
122,0,29268,Bronson Burgoon,71.30,1640,23
122,0,29926,Danny Lee,71.30,2139,30
124,0,40058,Zac Blair,71.35,1641,23
124,0,23541,Ben Crane,71.35,1427,20
124,0,32640,Troy Merritt,71.35,1213,17
124,0,28475,Jeff Overton,71.35,1213,17
128,0,35732,Wes Roach,71.36,785,11
129,0,28679,Fabián Gómez,71.37,1356,19
129,0,27770,Camilo Villegas,71.37,1356,19
131,0,20157,Retief Goosen,71.41,1214,17
131,0,22405,Justin Rose,71.41,2071,29
133,0,20766,Padraig Harrington,71.44,1143,16
133,0,24912,Will MacKenzie,71.44,1786,25
135,0,29518,Brendan Steele,71.45,2215,31
136,0,31557,Jim Herman,71.46,2001,28
137,0,29461,Jamie Lovemark,71.47,2430,34
138,0,20229,Stewart Cink,71.50,715,10
138,0,28114,Dawie van der Walt,71.50,1144,16
140,0,27747,Hiroshi Iwata,71.53,1359,19
141,0,29745,Tyler Aldridge,71.54,1860,26
142,0,34174,John Huh,71.55,1574,22
142,0,32876,Martin Piller,71.55,1574,22
144,0,33141,Keegan Bradley,71.59,1933,27
145,0,29725,Tony Finau,71.63,2292,32
146,0,23353,J.J. Henry,71.67,645,9
146,0,33419,Cameron Tringale,71.67,1290,18
148,0,29289,S.Y. Noh,71.68,1362,19
149,0,24781,Hunter Mahan,71.69,1147,16
149,0,25632,Jimmy Walker,71.69,2509,35
151,0,31323,Gary Woodland,71.71,2438,34
152,0,12716,Charley Hoffman,71.76,2081,29
153,0,35532,Tom Hoge,71.79,1364,19
154,0,25240,D.A. Points,71.80,718,10
155,0,29420,Billy Horschel,71.83,2155,30
155,0,33418,Shawn Stefani,71.83,1652,23
157,0,34563,Chesson Hadley,71.87,1078,15
158,0,35891,Cameron Smith,71.88,1222,17
159,0,33667,Carlos Ortiz,71.89,1366,19
160,0,34409,David Lingmerth,71.91,1582,22
161,0,20104,Ken Duke,71.93,1007,14
162,0,27214,Kevin Streelman,71.96,1871,26
163,0,33204,Shane Lowry,72.00,1512,21
163,0,20691,Greg Owen,72.00,792,11
165,0,27895,Jonas Blixt,72.04,1801,25
166,0,06522,Ernie Els,72.05,1369,19
167,0,26329,Louis Oosthuizen,72.12,1875,26
167,0,31560,Brian Stuard,72.12,1226,17
169,0,24494,Erik Compton,72.13,1154,16
170,0,22046,Geoff Ogilvy,72.14,1010,14
170,0,26289,Boo Weekley,72.14,1515,21
172,0,24357,K.J. Choi,72.16,1804,25
173,0,21878,Mark Wilson,72.17,866,12
174,0,32618,Rhein Gibson,72.18,794,11
174,0,24490,George McNeill,72.18,1227,17
176,0,06567,Vijay Singh,72.25,1156,16
177,0,31420,Anirban Lahiri,72.36,1809,25
178,0,20848,Ángel Cabrera,72.42,869,12
179,0,25720,Chad Collins,72.63,1162,16
180,0,22892,Jason Gore,72.75,1164,16
180,0,30927,Brendon Todd,72.75,582,8
182,0,37273,Derek Ernst,73.75,590,8
182,0,23621,Rory Sabbatini,73.75,295,4
184,0,25274,Steven Bowditch,73.82,1255,17
185,0,28092,D.H. Lee,74.08,889,12
