RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
101,0,27214,Kevin Streelman,36' 0",38520.333,1071,Under
103,0,23983,Luke Donald,36' 1",28357.750,785,Under
103,0,30750,Tommy Gainey,36' 1",38665.583,1072,Over
103,0,29926,Danny Lee,36' 1",44500.167,1234,Under
103,0,35732,Wes Roach,36' 1",32352.417,897,Over
103,0,34046,Jordan Spieth,36' 1",51004.333,1415,Under
108,0,27408,Martin Kaymer,36' 2",31052.583,858,Under
108,0,34409,David Lingmerth,36' 2",43367.083,1200,Over
108,0,22913,John Rollins,36' 2",43475.000,1201,Over
108,0,20645,John Senden,36' 2",52502.500,1452,Under
108,0,32150,Michael Thompson,36' 2",38817.417,1074,Under
108,0,33419,Cameron Tringale,36' 2",63525.750,1755,Under
114,0,07867,Woody Austin,36' 3",37032.417,1022,Over
114,0,28307,Matt Every,36' 3",42153.417,1163,Under
114,0,28500,Martin Flores,36' 3",43988.250,1214,Under
114,0,30944,Jason Kokrak,36' 3",39556.667,1092,Under
118,0,29420,Billy Horschel,36' 4",44699.000,1229,Under
118,0,25240,D.A. Points,36' 4",35731.583,984,Over
118,0,34360,Patrick Reed,36' 4",48179.083,1326,Under
121,0,25274,Steven Bowditch,36' 5",50714.333,1393,Over
121,0,32200,Roberto Castro,36' 5",38497.250,1057,Over
121,0,21961,Charles Howell III,36' 5",62082.417,1705,Under
121,0,24138,Ian Poulter,36' 5",26573.083,729,Over
121,0,23621,Rory Sabbatini,36' 5",42383.750,1164,Over
126,0,33461,Morgan Hoffmann,36' 6",58841.000,1612,Under
126,0,21528,Henrik Stenson,36' 6",24786.083,679,Under
126,0,27963,Chris Stroud,36' 6",47004.417,1289,Under
126,0,25632,Jimmy Walker,36' 6",47616.750,1305,1 Under
130,0,24781,Hunter Mahan,36' 7",46996.833,1285,Under
130,0,25834,Daniel Summerhays,36' 7",57683.750,1575,Under
130,0,26951,Johnson Wagner,36' 7",37795.333,1033,Over
130,0,25349,Tim Wilkinson,36' 7",46665.417,1275,Even
134,0,24925,Jonathan Byrd,36' 8",42517.750,1160,Over
134,0,25191,Gonzalo Fernandez-Castaño,36' 8",45066.917,1228,Over
134,0,23353,J.J. Henry,36' 8",51313.333,1398,Over
134,0,24912,Will MacKenzie,36' 8",48033.750,1311,Under
134,0,28486,Michael Putnam,36' 8",59731.250,1628,Under
134,0,20160,Charlie Wi,36' 8",42771.833,1166,Over
140,0,22046,Geoff Ogilvy,36' 9",47998.417,1305,Over
141,0,21753,Brian Davis,36' 10",53577.250,1456,Under
141,0,29461,Jamie Lovemark,36' 10",30849.750,838,Over
141,0,28475,Jeff Overton,36' 10",43531.000,1181,Under
141,0,31323,Gary Woodland,36' 10",48161.500,1307,Under
141,0,24663,Y.E. Yang,36' 10",40153.583,1091,Over
146,0,19846,Brian Gay,36' 11",41631.750,1128,Over
146,0,34098,Russell Henley,36' 11",49359.000,1337,Under
146,0,27466,Spencer Levin,36' 11",33077.083,897,Over
149,0,27120,Troy Matteson,37' 0",32515.083,878,Over
149,0,31202,William McGirt,37' 0",55548.833,1503,Under
151,0,29535,Brice Garnett,37' 1",51711.750,1394,Under
151,0,27936,Martin Laird,37' 1",36477.583,983,Under
153,0,24494,Erik Compton,37' 2",49975.167,1344,Over
153,0,10860,Justin Leonard,37' 2",41328.833,1111,Over
153,0,24140,Sean O'Hair,37' 2",44539.583,1199,Over
156,0,26956,Bronson La'Cassie,37' 4",24084.500,645,Over
156,0,26331,Charl Schwartzel,37' 4",36113.167,967,Under
158,0,28259,Sangmoon Bae,37' 5",43428.083,1161,Under
159,0,27895,Jonas Blixt,37' 7",28880.917,769,Over
160,0,27141,J.B. Holmes,37' 9",52065.750,1380,Under
161,0,32333,Kevin Tway,37' 10",31790.083,841,Over
161,0,10423,Mike Weir,37' 10",35887.417,948,Over
163,0,35300,Andrew Loupe,37' 11",33952.833,895,Over
164,0,22378,Trevor Immelman,38' 0",45632.250,1202,Over
164,0,27064,Jhonattan Vegas,38' 0",43600.250,1147,Under
166,0,06522,Ernie Els,38' 1",42908.083,1127,Under
166,0,28092,D.H. Lee,38' 1",30656.833,805,Over
168,0,22621,Ben Curtis,38' 2",43924.667,1150,Over
169,0,25720,Chad Collins,38' 3",41753.750,1091,Over
170,0,20593,Greg Chalmers,38' 4",50123.917,1308,Over
170,0,25562,Andres Romero,38' 4",49397.750,1289,Under
172,0,23409,James Driscoll,38' 6",40039.083,1041,Over
173,0,37273,Derek Ernst,38' 7",43548.500,1129,Over
173,0,26300,Matt Jones,38' 7",41505.250,1075,Under
173,0,20396,Lee Westwood,38' 7",29666.917,769,Under
176,0,35139,Richard Lee,38' 8",41898.250,1084,Over
177,0,22371,Aaron Baddeley,39' 1",41249.417,1056,Over
