RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
109,0,20502,Michael Long,45' 7",50912,93,4242.667,+4.00
109,0,01724,Jeff Maggert,45' 7",26235,48,2186.250,+7.00
109,0,02214,Kirk Triplett,45' 7",18036,33,1503.000,+7.00
113,0,06573,Brandt Jobe,45' 8",48221,88,4018.417,+16.00
113,0,06613,Tommy Tolles,45' 8",47086,86,3923.833,+20.00
115,0,07457,Steve Flesch,45' 10",42317,77,3526.417,+15.00
115,0,10962,Bradley Hughes,45' 10",34653,63,2887.750,+14.00
115,0,24361,Pat Perez,45' 10",35744,65,2978.667,+8.00
118,0,06004,Stephen Ames,45' 11",33070,60,2755.833,+10.00
119,0,06498,Matt Peterson,46' 0",39201,71,3266.750,+19.00
119,0,23177,Kenneth Staton,46' 0",50810,92,4234.167,+14.00
121,0,02133,Craig Stadler,46' 1",21575,39,1797.917,+11.00
121,0,02322,Richard Zokol,46' 1",24321,44,2026.750,+4.00
123,0,06515,Shaun Micheel,46' 2",50933,92,4244.417,+15.00
124,0,19958,Miguel Angel Jiménez,46' 3",21661,39,1805.083,+12.00
124,0,20566,Kaname Yokoo,46' 3",27740,50,2311.667,-2.00
126,0,21806,Paul Gow,46' 4",56720,102,4726.667,+28.00
126,0,20094,Jonathan Kaye,46' 4",50575,91,4214.583,+4.00
126,0,20645,John Senden,46' 4",47852,86,3987.667,+17.00
126,0,02245,Grant Waite,46' 4",57308,103,4775.667,+15.00
130,0,01928,Corey Pavin,46' 5",21160,38,1763.333,+10.00
131,0,12782,Tim Herron,46' 7",56491,101,4707.583,-5.00
132,0,01132,Mark Brooks,46' 9",45430,81,3785.833,+24.00
132,0,06012,Greg Kraft,46' 9",42078,75,3506.500,+20.00
134,0,23108,Matt Kuchar,46' 10",28679,51,2389.917,+2.00
135,0,12823,Carlos Franco,46' 11",54646,97,4553.833,+8.00
136,0,20572,Rod Pampling,47' 0",47902,85,3991.833,+5.00
136,0,10213,Dicky Pride,47' 0",42329,75,3527.417,+24.00
138,0,02104,Jeff Sluman,47' 1",51971,92,4330.917,+11.00
138,0,02170,Hal Sutton,47' 1",29384,52,2448.667,+5.00
140,0,23135,Tim Clark,47' 2",26605,47,2217.083,+14.00
141,0,19817,Michael Muehr,47' 3",35145,62,2928.750,+20.00
142,0,12388,Michael Clark II,47' 4",42593,75,3549.417,+14.00
143,0,01381,Fred Funk,47' 5",32974,58,2747.833,+13.00
143,0,23623,Bo Van Pelt,47' 5",54604,96,4550.333,+37.00
145,0,01161,Mark Calcavecchia,47' 6",31353,55,2612.750,+16.00
146,0,20229,Stewart Cink,47' 7",38832,68,3236.000,+15.00
146,0,12753,David Morland IV,47' 7",34809,61,2900.750,+10.00
146,0,22293,Heath Slocum,47' 7",26272,46,2189.333,+9.00
149,0,01475,Donnie Hammond,47' 10",25844,45,2153.667,+7.00
149,0,10733,Kent Jones,47' 10",53379,93,4448.250,+17.00
149,0,20634,Peter Lonard,47' 10",36714,64,3059.500,+7.00
149,0,01810,Phil Mickelson,47' 10",52810,92,4400.833,+11.00
149,0,21949,Joe Ogilvie,47' 10",27540,48,2295.000,+18.00
154,0,20593,Greg Chalmers,48' 0",51808,90,4317.333,+21.00
155,0,01320,Bob Estes,48' 2",33542,58,2795.167,+8.00
156,0,08931,Glen Day,48' 5",47098,81,3924.833,+13.00
156,0,07749,Brett Quigley,48' 5",67427,116,5618.917,+11.00
158,0,09011,David Duval,48' 6",45418,78,3784.833,+15.00
159,0,06373,José María Olazábal,48' 7",46667,80,3888.917,+19.00
160,0,01761,Len Mattiace,48' 8",56635,97,4719.583,+7.00
161,0,08993,Franklin Langham,48' 9",49123,84,4093.583,+17.00
162,0,01098,Jay Don Blake,48' 10",52181,89,4348.417,+24.00
162,0,01388,Robert Gamez,48' 10",37478,64,3123.167,+5.00
164,0,10423,Mike Weir,48' 11",38760,66,3230.000,+9.00
165,0,23125,Brad Elder,49' 0",46466,79,3872.167,+11.00
165,0,06350,Bob May,49' 0",59395,101,4949.583,+23.00
167,0,06197,Michael Allen,49' 2",44829,76,3735.750,+18.00
168,0,01374,Robin Freeman,49' 3",60256,102,5021.333,+22.00
169,0,01142,Bart Bryant,49' 5",31423,53,2618.583,+17.00
170,0,01185,Brandel Chamblee,49' 6",48706,82,4058.833,+18.00
170,0,22046,Geoff Ogilvy,49' 6",64162,108,5346.833,+25.00
170,0,08793,Tiger Woods,49' 6",35659,60,2971.583,-5.00
173,0,19881,Robert Damron,49' 9",43560,73,3630.000,+18.00
173,0,02010,Loren Roberts,49' 9",39412,66,3284.333,+18.00
175,0,23800,Bryce Molder,50' 3",56662,94,4721.833,+19.00
176,0,08339,Spike McRoy,50' 4",31423,52,2618.583,+13.00
177,0,06016,Brad Lardon,50' 6",30300,50,2525.000,+16.00
178,0,01307,Joel Edwards,50' 9",48131,79,4010.917,+13.00
179,0,08375,Paul Stankowski,50' 10",61597,101,5133.083,+24.00
180,0,02099,Scott Simpson,51' 2",33749,55,2812.417,+10.00
181,0,12645,Brent Geiberger,51' 3",48617,79,4051.417,+22.00
181,0,10457,Frank Nobilo,51' 3",42419,69,3534.917,+17.00
183,0,20095,Carl Paulson,51' 4",52935,86,4411.250,+12.00
183,0,08553,Lee Porter,51' 4",41905,68,3492.083,+23.00
183,0,23322,Brett Wetterich,51' 4",58481,95,4873.417,+33.00
186,0,01707,Steve Lowery,51' 11",47329,76,3944.083,+13.00
186,0,02110,Jerry Smith,51' 11",46718,75,3893.167,+24.00
188,0,01329,Brad Faxon,52' 2",40058,64,3338.167,+12.00
189,0,08633,Per-Ulrik Johansson,52' 5",42172,67,3514.333,+9.00
190,0,01042,Paul Azinger,52' 7",30300,48,2525.000,+11.00
191,0,01378,David Frost,52' 10",48782,77,4065.167,+13.00
192,0,20498,Briny Baird,53' 0",50913,80,4242.750,+15.00
193,0,01024,Billy Andrade,53' 8",54100,84,4508.333,+10.00
194,0,01457,Jay Haas,53' 10",36810,57,3067.500,+25.00
195,0,10885,Robert Allenby,54' 1",57152,88,4762.667,+9.00
196,0,01926,Steve Pate,54' 3",30616,47,2551.333,+22.00
197,0,01514,Eduardo Herrera,54' 6",51650,79,4304.167,+29.00
198,0,20574,Mathew Goggin,55' 1",56859,86,4738.250,+26.00
199,0,06522,Ernie Els,55' 8",36065,54,3005.417,+10.00
200,0,12660,Jesper Parnevik,56' 4",30437,45,2536.417,+14.00
201,0,01920,Craig Parry,57' 8",40846,59,3403.833,+14.00
202,0,06527,Steve Stricker,61' 4",36789,50,3065.750,E
