RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
148,0,23353,J.J. Henry,46' 6",137322,246,11443.500,+44.00
148,0,06475,Jeff Klein,46' 6",74707,134,6225.583,+34.00
148,0,24502,Adam Scott,46' 6",68692,123,5724.333,+36.00
148,0,21878,Mark Wilson,46' 6",111069,199,9255.750,+37.00
152,0,19825,Darren Clarke,46' 7",56453,101,4704.417,+5.00
152,0,08075,Jerry Kelly,46' 7",112882,202,9406.833,+31.00
154,0,01329,Brad Faxon,46' 8",143344,256,11945.333,+46.00
155,0,01307,Joel Edwards,46' 9",86430,154,7202.500,+34.00
155,0,02010,Loren Roberts,46' 9",83591,149,6965.917,+11.00
155,0,06595,Kevin Sutherland,46' 9",129587,231,10798.917,+22.00
158,0,01378,David Frost,46' 10",120760,215,10063.333,+37.00
159,0,01706,Davis Love III,46' 11",103113,183,8592.750,+26.00
160,0,06581,David Sutherland,47' 0",106120,188,8843.333,+22.00
161,0,01024,Billy Andrade,47' 1",159934,283,13327.833,+42.00
161,0,20574,Mathew Goggin,47' 1",135676,240,11306.333,+39.00
161,0,06617,Brian Henninger,47' 1",85883,152,7156.917,+11.00
161,0,06527,Steve Stricker,47' 1",119194,211,9932.833,+17.00
165,0,12680,Shigeki Maruyama,47' 2",99021,175,8251.750,+20.00
166,0,22548,Patrick Sheehan,47' 4",158343,279,13195.250,+21.00
167,0,01761,Len Mattiace,47' 5",116613,205,9717.750,+41.00
167,0,22293,Heath Slocum,47' 5",109764,193,9147.000,+41.00
169,0,26489,Cameron Yancey,47' 11",85097,148,7091.417,+24.00
170,0,01457,Jay Haas,48' 3",119756,207,9979.667,+48.00
171,0,01724,Jeff Maggert,48' 4",83492,144,6957.667,+30.00
172,0,26420,Richard Johnson,48' 6",103572,178,8631.000,+29.00
172,0,23177,Kenneth Staton,48' 6",90194,155,7516.167,+27.00
174,0,01175,Jim Carter,48' 7",127618,219,10634.833,+42.00
174,0,23034,Brent Schwarzrock,48' 7",88573,152,7381.083,+33.00
176,0,12645,Brent Geiberger,48' 8",94585,162,7882.083,+26.00
177,0,01677,Tom Lehman,48' 10",98506,168,8208.833,+19.00
177,0,01685,J.L. Lewis,48' 10",132413,226,11034.417,+53.00
179,0,01577,Lee Janzen,48' 11",99859,170,8321.583,+31.00
180,0,20029,Notah Begay III,49' 6",116432,196,9702.667,+37.00
180,0,20566,Kaname Yokoo,49' 6",88512,149,7376.000,+47.00
182,0,01320,Bob Estes,49' 8",116752,196,9729.333,+27.00
183,0,01139,Olin Browne,49' 9",125938,211,10494.833,+41.00
183,0,07101,Dave Stockton Jr.,49' 9",127132,213,10594.333,+44.00
185,0,01797,Rocco Mediate,50' 1",84189,140,7015.750,+40.00
186,0,22621,Ben Curtis,50' 5",104060,172,8671.667,+41.00
187,0,10885,Robert Allenby,50' 8",112569,185,9380.750,+29.00
187,0,01766,Billy Mayfair,50' 8",116107,191,9675.583,+28.00
189,0,08793,Tiger Woods,50' 9",95621,157,7968.417,+5.00
190,0,06522,Ernie Els,51' 3",78059,127,6504.917,+7.00
