RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
102,0,19824,Craig Barlow,.041,2.596,64
102,0,01619,Skip Kendall,.041,2.938,71
104,0,01024,Billy Andrade,.031,2.282,74
105,0,12823,Carlos Franco,.025,1.696,67
106,0,19881,Robert Damron,.016,1.293,80
107,0,20472,Alex Cejka,.012,.863,70
108,0,23725,Brendan Jones,.003,.226,73
109,0,12660,Jesper Parnevik,.000,.001,68
110,0,06595,Kevin Sutherland,-.009,-.653,74
111,0,20502,Michael Long,-.011,-.673,64
112,0,01599,Steve Jones,-.013,-.588,46
112,0,02223,Bob Tway,-.013,-.871,66
114,0,24912,Will MacKenzie,-.016,-1.061,68
115,0,01381,Fred Funk,-.018,-1.489,82
115,0,26420,Richard Johnson,-.018,-.823,46
117,0,07749,Brett Quigley,-.024,-2.059,85
118,0,02104,Jeff Sluman,-.029,-2.457,85
119,0,10860,Justin Leonard,-.031,-1.722,55
120,0,07223,Brian Bateman,-.034,-2.896,86
121,0,02214,Kirk Triplett,-.039,-1.707,44
122,0,21633,Steve Allan,-.044,-3.879,89
123,0,23552,Hank Kuehne,-.047,-3.507,75
124,0,23614,Rich Beem,-.049,-2.369,48
124,0,19972,José Coceres,-.049,-2.605,53
126,0,12652,Cameron Beckman,-.050,-4.255,85
127,0,20099,Doug Barron,-.056,-3.663,65
128,0,12510,Chad Campbell,-.060,-4.575,76
128,0,01320,Bob Estes,-.060,-4.815,80
130,0,10423,Mike Weir,-.066,-3.109,47
131,0,20127,Chris Riley,-.074,-3.170,43
132,0,23409,James Driscoll,-.078,-4.943,63
133,0,06004,Stephen Ames,-.087,-5.315,61
134,0,23108,Matt Kuchar,-.096,-5.391,56
135,0,10585,Scott McCarron,-.103,-6.260,61
136,0,01139,Olin Browne,-.105,-8.836,84
137,0,08931,Glen Day,-.113,-8.338,74
138,0,22548,Patrick Sheehan,-.116,-11.229,97
139,0,12680,Shigeki Maruyama,-.117,-9.919,85
140,0,24227,Justin Bolli,-.118,-6.959,59
141,0,12826,Paul Claxton,-.119,-7.857,66
142,0,06599,John Elliott,-.138,-7.165,52
143,0,10201,Matt Gogel,-.158,-10.726,68
144,0,07457,Steve Flesch,-.170,-10.860,64
144,0,20812,Tjaart van der Walt,-.170,-9.178,54
146,0,01219,John Cook,-.171,-10.064,59
147,0,06373,José María Olazábal,-.177,-7.246,41
148,0,20382,Stephen Leaney,-.182,-13.824,76
149,0,19846,Brian Gay,-.204,-18.936,93
150,0,06575,Dudley Hart,-.213,-15.514,73
150,0,08545,Glen Hnatiuk,-.213,-10.872,51
152,0,01823,Larry Mize,-.215,-9.884,46
153,0,10733,Kent Jones,-.216,-18.967,88
154,0,01457,Jay Haas,-.218,-8.498,39
154,0,01666,Bernhard Langer,-.218,-10.050,46
156,0,01127,Danny Briggs,-.229,-14.171,62
156,0,06251,Chris DiMarco,-.229,-13.533,59
158,0,25345,Carl Pettersson,-.235,-22.118,94
159,0,12645,Brent Geiberger,-.238,-12.370,52
160,0,01948,Tim Petrovic,-.240,-19.236,80
161,0,01175,Jim Carter,-.247,-13.604,55
161,0,21498,Hideto Tanihara,-.247,-11.103,45
163,0,02246,Duffy Waldorf,-.249,-17.659,71
164,0,01157,Tom Byrum,-.255,-19.350,76
165,0,06197,Michael Allen,-.260,-20.006,77
166,0,20229,Stewart Cink,-.262,-18.623,71
166,0,25396,Kevin Na,-.262,-20.950,80
168,0,12602,Dean Wilson,-.270,-21.579,80
169,0,20160,Charlie Wi,-.274,-16.715,61
170,0,23036,Chris Anderson,-.276,-16.008,58
171,0,21731,Freddie Jacobson,-.281,-15.735,56
172,0,01361,Dan Forsman,-.295,-13.863,47
173,0,28088,Matt Davidson,-.301,-15.034,50
174,0,01723,Andrew Magee,-.327,-23.226,71
175,0,21806,Paul Gow,-.328,-22.328,68
176,0,20121,Todd Fischer,-.329,-28.966,88
177,0,01042,Paul Azinger,-.336,-19.839,59
177,0,21878,Mark Wilson,-.336,-21.525,64
179,0,22621,Ben Curtis,-.337,-16.860,50
180,0,20766,Padraig Harrington,-.343,-14.054,41
181,0,20474,Phillip Price,-.347,-22.177,64
182,0,24604,Hunter Haas,-.359,-26.215,73
183,0,10117,Bob Heintz,-.361,-22.393,62
184,0,01887,Mark O'Meara,-.363,-18.896,52
185,0,01132,Mark Brooks,-.372,-23.436,63
186,0,08993,Franklin Langham,-.438,-33.692,77
187,0,25847,Rob Rashell,-.453,-24.920,55
188,0,01329,Brad Faxon,-.459,-26.621,58
189,0,01418,Bill Glasson,-.462,-20.337,44
190,0,01487,Jeff Hart,-.477,-27.684,58
191,0,01761,Len Mattiace,-.495,-37.651,76
192,0,20623,Gavin Coles,-.527,-33.699,64
193,0,02010,Loren Roberts,-.539,-25.876,48
194,0,12662,Thomas Levet,-.572,-20.589,36
195,0,08537,J.P. Hayes,-.589,-31.194,53
196,0,20663,Brenden Pappas,-.614,-30.071,49
197,0,23540,Jason Allred,-.675,-43.191,64
198,0,22371,Aaron Baddeley,-.726,-55.169,76
199,0,01577,Lee Janzen,-.789,-47.331,60
200,0,10912,Craig Perks,-.824,-48.617,59
201,0,06527,Steve Stricker,-.909,-53.604,59
202,0,01928,Corey Pavin,-1.008,-61.499,61
