RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
134,0,01313,Steve Elkington,245,169,76
135,0,19846,Brian Gay,248,183,65
136,0,25842,Jon Mills,251,98,153
137,0,26596,Ryan Moore,257,152,105
138,0,24449,Parker McLachlin,261,176,85
139,0,19913,Ron Whittaker,264,137,127
140,0,27120,Troy Matteson,266,98,168
140,0,27770,Camilo Villegas,266,144,122
142,0,24925,Jonathan Byrd,269,98,171
142,0,30750,Tommy Gainey,269,114,155
142,0,27963,Chris Stroud,269,107,162
145,0,26420,Richard Johnson,271,190,81
146,0,28475,Jeff Overton,275,148,127
147,0,06575,Dudley Hart,278,146,132
148,0,25396,Kevin Na,279,166,113
148,0,25594,Travis Perkins,279,102,177
150,0,12660,Jesper Parnevik,280,121,159
151,0,26300,Matt Jones,283,117,166
152,0,01810,Phil Mickelson,285,134,151
153,0,23497,Tag Ridings,288,124,164
153,0,20160,Charlie Wi,288,162,126
155,0,10505,Shane Bertsch,289,188,101
155,0,23797,Brett Rumford,289,124,165
157,0,22371,Aaron Baddeley,291,157,134
157,0,02223,Bob Tway,291,184,107
159,0,21731,Freddie Jacobson,293,138,155
160,0,12309,Bob Sowards,296,124,172
161,0,26500,Alejandro Cañizares,301,155,146
162,0,06034,Marco Dawson,303,150,153
162,0,06251,Chris DiMarco,303,129,174
164,0,25804,Bubba Watson,304,134,170
165,0,01320,Bob Estes,309,196,113
166,0,23540,Jason Allred,313,124,189
166,0,01948,Tim Petrovic,313,175,138
168,0,10649,Tom Scherrer,317,159,158
168,0,12602,Dean Wilson,317,156,161
170,0,22378,Trevor Immelman,323,185,138
170,0,20127,Chris Riley,323,160,163
170,0,26668,Marc Turnesa,323,148,175
173,0,06004,Stephen Ames,328,182,146
173,0,24924,Bill Haas,328,141,187
175,0,20104,Ken Duke,331,193,138
176,0,21350,Ryuji Imada,333,154,179
176,0,02002,John Riegger,333,165,168
178,0,20157,Retief Goosen,338,150,188
178,0,10585,Scott McCarron,338,166,172
180,0,24912,Will MacKenzie,344,163,181
181,0,09011,David Duval,346,152,194
182,0,12826,Paul Claxton,347,170,177
182,0,23718,Nathan Green,347,164,183
184,0,01142,Bart Bryant,350,195,155
185,0,23353,J.J. Henry,352,186,166
185,0,01577,Lee Janzen,352,160,192
187,0,06197,Michael Allen,353,194,159
187,0,27214,Kevin Streelman,353,170,183
189,0,06621,Joe Durant,355,173,182
190,0,24663,Y.E. Yang,363,180,183
191,0,21961,Charles Howell III,364,189,175
192,0,23409,James Driscoll,367,176,191
193,0,06573,Brandt Jobe,368,173,195
194,0,20645,John Senden,373,180,193
195,0,25720,Chad Collins,377,191,186
195,0,21209,Sergio Garcia,377,187,190
197,0,12823,Carlos Franco,394,197,197
