RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
80,0,12826,Paul Claxton,11.58,532.50,46
81,0,01797,Rocco Mediate,11.55,797.06,69
81,0,10425,Jay Williamson,11.55,785.07,68
83,0,22913,John Rollins,11.54,854.00,74
84,0,26500,Alejandro Cañizares,11.52,472.20,41
85,0,27141,J.B. Holmes,11.51,506.43,44
86,0,21959,Ted Purdy,11.50,517.32,45
87,0,22621,Ben Curtis,11.49,781.19,68
88,0,21633,Steve Allan,11.46,481.42,42
89,0,10649,Tom Scherrer,11.45,435.17,38
90,0,12716,Charley Hoffman,11.43,994.04,87
90,0,08385,Omar Uresti,11.43,628.41,55
92,0,28475,Jeff Overton,11.41,867.49,76
93,0,26695,Michael Letzig,11.38,773.57,68
94,0,01313,Steve Elkington,11.36,704.53,62
95,0,20498,Briny Baird,11.34,963.63,85
96,0,21461,Kenneth Ferrie,11.33,623.41,55
97,0,27561,Nick Flanagan,11.31,848.37,75
97,0,12602,Dean Wilson,11.31,972.88,86
99,0,20574,Mathew Goggin,11.27,800.37,71
100,0,26631,Cody Freeman,11.25,562.27,50
101,0,24024,Zach Johnson,11.24,854.16,76
102,0,23614,Rich Beem,11.21,818.60,73
103,0,22892,Jason Gore,11.17,659.25,59
104,0,26420,Richard Johnson,11.16,535.88,48
105,0,27963,Chris Stroud,11.15,702.14,63
106,0,20157,Retief Goosen,11.10,410.62,37
107,0,25349,Tim Wilkinson,11.09,832.12,75
108,0,01161,Mark Calcavecchia,11.08,520.67,47
109,0,06575,Dudley Hart,11.07,708.66,64
109,0,01706,Davis Love III,11.07,597.77,54
109,0,27933,John Merrick,11.07,775.06,70
112,0,01024,Billy Andrade,11.06,552.86,50
112,0,23349,Charles Warren,11.06,730.28,66
114,0,30925,Dustin Johnson,11.05,751.28,68
115,0,26596,Ryan Moore,10.99,615.54,56
116,0,23788,D.J. Trahan,10.98,790.40,72
117,0,10505,Shane Bertsch,10.91,970.66,89
117,0,24502,Adam Scott,10.91,370.91,34
119,0,21350,Ryuji Imada,10.88,729.19,67
120,0,25364,Paul Casey,10.86,336.77,31
121,0,19913,Ron Whittaker,10.85,423.20,39
122,0,25842,Jon Mills,10.84,606.96,56
123,0,20572,Rod Pampling,10.83,671.45,62
124,0,27770,Camilo Villegas,10.78,635.94,59
125,0,06251,Chris DiMarco,10.77,775.78,72
126,0,21731,Freddie Jacobson,10.76,677.89,63
127,0,20848,Ángel Cabrera,10.75,397.73,37
127,0,10809,Jim Furyk,10.75,902.86,84
127,0,24140,Sean O'Hair,10.75,687.72,64
130,0,24138,Ian Poulter,10.72,396.68,37
131,0,24490,George McNeill,10.71,920.73,86
132,0,10860,Justin Leonard,10.70,834.44,78
132,0,01707,Steve Lowery,10.70,674.07,63
134,0,27120,Troy Matteson,10.68,918.51,86
134,0,25190,Jeff Quinney,10.68,661.96,62
136,0,06034,Marco Dawson,10.64,489.51,46
137,0,26300,Matt Jones,10.63,786.31,74
138,0,20098,Stuart Appleby,10.60,656.91,62
138,0,01677,Tom Lehman,10.60,402.75,38
140,0,27936,Martin Laird,10.59,793.94,75
140,0,23797,Brett Rumford,10.59,592.79,56
142,0,24925,Jonathan Byrd,10.58,825.62,78
142,0,08845,Scott Sterling,10.58,698.34,66
144,0,20850,Daniel Chopra,10.56,696.68,66
145,0,25900,Lucas Glover,10.52,841.89,80
145,0,23157,Richard Johnson,10.52,641.85,61
147,0,01473,Todd Hamilton,10.51,483.46,46
147,0,24361,Pat Perez,10.51,756.56,72
149,0,23540,Jason Allred,10.47,470.99,45
150,0,20160,Charlie Wi,10.44,918.42,88
151,0,01577,Lee Janzen,10.42,708.50,68
152,0,26951,Johnson Wagner,10.38,674.55,65
153,0,07867,Woody Austin,10.36,953.38,92
154,0,23778,Brad Adamonis,10.35,734.93,71
155,0,23353,J.J. Henry,10.24,962.23,94
156,0,25594,Travis Perkins,10.22,255.56,25
157,0,23621,Rory Sabbatini,10.21,683.87,67
158,0,12510,Chad Campbell,10.17,925.57,91
159,0,10875,Todd Demsey,10.16,670.82,66
159,0,02223,Bob Tway,10.16,498.04,49
161,0,24912,Will MacKenzie,10.06,573.65,57
161,0,12309,Bob Sowards,10.06,432.65,43
163,0,02002,John Riegger,10.05,562.81,56
164,0,26668,Marc Turnesa,10.02,701.66,70
165,0,01810,Phil Mickelson,10.01,530.64,53
165,0,25396,Kevin Na,10.01,800.72,80
167,0,10585,Scott McCarron,9.98,498.97,50
168,0,01928,Corey Pavin,9.97,488.38,49
168,0,20127,Chris Riley,9.97,319.05,32
170,0,25804,Bubba Watson,9.90,643.42,65
171,0,23718,Nathan Green,9.86,710.23,72
172,0,26289,Boo Weekley,9.83,678.08,69
173,0,01948,Tim Petrovic,9.81,735.77,75
174,0,06573,Brandt Jobe,9.77,390.99,40
175,0,24924,Bill Haas,9.71,844.68,87
176,0,27214,Kevin Streelman,9.69,842.83,87
177,0,24449,Parker McLachlin,9.65,655.95,68
178,0,06621,Joe Durant,9.62,740.76,77
179,0,07457,Steve Flesch,9.57,774.86,81
180,0,09011,David Duval,9.56,296.40,31
181,0,06004,Stephen Ames,9.54,696.21,73
182,0,20645,John Senden,9.52,676.06,71
183,0,24663,Y.E. Yang,9.41,686.79,73
184,0,10423,Mike Weir,9.37,637.37,68
185,0,27095,Nick Watney,9.27,677.00,73
186,0,25720,Chad Collins,9.21,561.70,61
187,0,01142,Bart Bryant,9.16,640.95,70
188,0,01320,Bob Estes,8.99,629.18,70
189,0,20104,Ken Duke,8.98,871.30,97
189,0,23497,Tag Ridings,8.98,628.62,70
191,0,21209,Sergio Garcia,8.76,429.18,49
192,0,22371,Aaron Baddeley,8.66,484.93,56
193,0,22378,Trevor Immelman,8.55,427.60,50
194,0,23409,James Driscoll,8.51,544.54,64
195,0,06197,Michael Allen,8.28,579.59,70
196,0,12823,Carlos Franco,8.12,365.42,45
197,0,21961,Charles Howell III,7.89,647.26,82
