RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
84,0,06004,Stephen Ames,20.75,325,1566,82
85,0,12823,Carlos Franco,20.74,392,1890,41
85,0,01619,Skip Kendall,20.74,377,1818,161
85,0,02002,John Riegger,20.74,321,1548,17
88,0,08931,Glen Day,20.71,384,1854,58
88,0,12782,Tim Herron,20.71,369,1782,109
90,0,01320,Bob Estes,20.69,324,1566,11
90,0,06573,Brandt Jobe,20.69,350,1692,26
92,0,06515,Shaun Micheel,20.68,361,1746,4
93,0,02104,Jeff Sluman,20.66,435,2106,22
94,0,01329,Brad Faxon,20.65,316,1530,154
95,0,20548,Hidemichi Tanaka,20.64,379,1836,69
96,0,12645,Brent Geiberger,20.59,341,1656,64
97,0,19881,Robert Damron,20.53,303,1476,179
98,0,01723,Andrew Magee,20.52,325,1584,160
99,0,01927,Dennis Paulson,20.50,321,1566,118
100,0,20574,Mathew Goggin,20.40,235,1152,103
101,0,01457,Jay Haas,20.39,290,1422,156
102,0,01098,Jay Don Blake,20.37,385,1890,140
102,0,06617,Brian Henninger,20.37,242,1188,102
102,0,08633,Per-Ulrik Johansson,20.37,319,1566,92
105,0,23983,Luke Donald,20.35,381,1872,27
106,0,06809,Bob Burns,20.31,351,1728,91
107,0,01374,Robin Freeman,20.30,274,1350,96
107,0,23623,Bo Van Pelt,20.30,285,1404,128
109,0,01920,Craig Parry,20.29,252,1242,46
110,0,10733,Kent Jones,20.28,376,1854,121
111,0,08545,Glen Hnatiuk,20.25,339,1674,15
112,0,12753,David Morland IV,20.21,211,1044,167
113,0,20095,Carl Paulson,20.19,298,1476,123
113,0,02010,Loren Roberts,20.19,338,1674,35
115,0,10912,Craig Perks,20.18,316,1566,186
116,0,07749,Brett Quigley,20.17,334,1656,168
117,0,01941,Tom Pernice Jr.,20.09,358,1782,123
117,0,02223,Bob Tway,20.09,358,1782,38
119,0,01761,Len Mattiace,20.07,383,1908,94
120,0,06350,Bob May,20.04,321,1602,33
121,0,01948,Tim Petrovic,19.98,320,1602,61
122,0,01926,Steve Pate,19.91,215,1080,20
123,0,26289,Boo Weekley,19.88,204,1026,90
124,0,23108,Matt Kuchar,19.85,293,1476,138
125,0,10457,Frank Nobilo,19.80,335,1692,115
126,0,07223,Brian Bateman,19.78,324,1638,93
127,0,10809,Jim Furyk,19.74,302,1530,2
128,0,19824,Craig Barlow,19.73,206,1044,80
128,0,08123,Jeff Brehaut,19.73,309,1566,56
130,0,01042,Paul Azinger,19.66,223,1134,185
130,0,20436,Garrett Willis,19.66,276,1404,172
132,0,20094,Jonathan Kaye,19.62,286,1458,111
133,0,01185,Brandel Chamblee,19.58,296,1512,103
134,0,12660,Jesper Parnevik,19.51,295,1512,126
135,0,23177,Kenneth Staton,19.50,358,1836,50
136,0,06332,Neal Lancaster,19.47,354,1818,137
137,0,06373,José María Olazábal,19.44,224,1152,191
138,0,10425,Jay Williamson,19.35,317,1638,101
139,0,07003,David Berganio Jr.,19.34,275,1422,32
139,0,01724,Jeff Maggert,19.34,289,1494,141
139,0,06078,Esteban Toledo,19.34,355,1836,125
142,0,02245,Grant Waite,19.33,334,1728,97
143,0,12388,Michael Clark II,19.30,330,1710,99
144,0,20566,Kaname Yokoo,19.29,250,1296,199
145,0,06643,Paul Goydos,19.28,229,1188,152
146,0,20043,Edward Fryatt,19.20,318,1656,165
147,0,10201,Matt Gogel,19.15,262,1368,162
148,0,23125,Brad Elder,19.14,255,1332,153
149,0,06012,Greg Kraft,19.11,289,1512,169
150,0,01569,Peter Jacobsen,19.07,230,1206,75
151,0,22293,Heath Slocum,18.96,314,1656,117
152,0,20502,Michael Long,18.94,242,1278,62
153,0,10107,Deane Pappas,18.90,296,1566,188
154,0,10649,Tom Scherrer,18.83,322,1710,120
155,0,01175,Jim Carter,18.82,332,1764,158
156,0,01035,Tommy Armour III,18.79,274,1458,133
157,0,01378,David Frost,18.77,304,1620,174
158,0,07867,Woody Austin,18.74,334,1782,180
159,0,01928,Corey Pavin,18.71,256,1368,196
160,0,06621,Joe Durant,18.67,289,1548,9
161,0,01203,Russ Cochran,18.66,225,1206,108
162,0,01313,Steve Elkington,18.64,265,1422,173
163,0,10213,Dicky Pride,18.63,171,918,47
164,0,01157,Tom Byrum,18.61,258,1386,87
165,0,20105,Jeff Gove,18.60,298,1602,72
166,0,21806,Paul Gow,18.58,321,1728,112
166,0,06595,Kevin Sutherland,18.58,301,1620,43
168,0,12826,Paul Claxton,18.54,277,1494,143
169,0,01132,Mark Brooks,18.52,310,1674,170
170,0,19958,Miguel Angel Jiménez,18.49,193,1044,178
171,0,01766,Billy Mayfair,18.38,311,1692,76
172,0,01887,Mark O'Meara,18.35,218,1188,142
172,0,11011,Mike Sposa,18.35,360,1962,131
174,0,01666,Bernhard Langer,18.31,178,972,146
175,0,01599,Steve Jones,18.30,224,1224,149
176,0,10962,Bradley Hughes,18.24,197,1080,45
177,0,01677,Tom Lehman,18.02,227,1260,8
178,0,23353,J.J. Henry,18.00,350,1944,30
178,0,01771,Blaine McCallister,18.00,243,1350,77
180,0,08553,Lee Porter,17.87,283,1584,175
181,0,06498,Matt Peterson,17.85,257,1440,57
182,0,24937,Jess Daley,17.84,244,1368,149
183,0,20663,Brenden Pappas,17.83,199,1116,158
184,0,19817,Michael Muehr,17.76,227,1278,184
185,0,08339,Spike McRoy,17.74,214,1206,82
186,0,06197,Michael Allen,17.72,236,1332,192
187,0,21259,Jason Hill,17.61,187,1062,119
188,0,02257,Brian Watts,17.39,169,972,189
189,0,08993,Franklin Langham,17.31,215,1242,177
190,0,02110,Jerry Smith,17.24,270,1566,190
191,0,21949,Joe Ogilvie,17.22,155,900,200
192,0,19972,José Coceres,16.88,155,918,198
192,0,01549,Mike Hulbert,16.88,161,954,193
192,0,06315,Pete Jordan,16.88,237,1404,182
195,0,02099,Scott Simpson,16.76,184,1098,197
196,0,06036,Scott Dunlap,16.67,216,1296,110
197,0,02170,Hal Sutton,16.51,217,1314,95
198,0,06016,Brad Lardon,16.38,174,1062,145
199,0,02322,Richard Zokol,16.23,149,918,194
200,0,01514,Eduardo Herrera,16.20,172,1062,201
201,0,08535,Gary Nicklaus,16.16,192,1188,175
202,0,01014,Fulton Allem,15.96,181,1134,181
