RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
43,0,20443,Jin Park,2.562,267.709,104.485,46,0220902943
43,0,25562,Andres Romero,2.562,294.495,114.925,47,0214102984
46,0,28310,Lee Williams,2.561,271.953,106.201,54,0205403042
47,0,33141,Keegan Bradley,2.560,303.637,118.606,61,0193003066
47,0,34261,Scott Langley,2.560,277.562,108.422,63,0218402968
49,0,23800,Bryce Molder,2.558,276.409,108.062,72,0218202945
49,0,27649,Brandt Snedeker,2.558,282.947,110.591,59,0221902885
51,0,26679,Kevin Stadler,2.557,293.952,114.943,73,0197802853
51,0,29425,Andrew Svoboda,2.557,286.982,112.253,37,0212002860
51,0,26289,Boo Weekley,2.557,292.513,114.386,87,0214003079
54,0,23108,Matt Kuchar,2.556,282.966,110.700,76,0121202951
55,0,34174,John Huh,2.554,282.832,110.759,76,0214602987
55,0,01810,Phil Mickelson,2.554,296.942,116.248,26,0233302746
57,0,24357,K.J. Choi,2.552,279.136,109.377,60,0230102932
58,0,24399,Scott Gardiner,2.551,286.659,112.393,55,0226802894
58,0,21528,Henrik Stenson,2.551,307.380,120.476,23,0230203174
60,0,29518,Brendan Steele,2.550,291.777,114.430,75,0223603019
61,0,28135,Aaron Watkins,2.549,272.619,106.931,36,0192502826
61,0,26497,Casey Wittenberg,2.549,278.870,109.387,63,0158603130
63,0,31557,Jim Herman,2.547,295.762,116.120,38,0211603032
63,0,30944,Jason Kokrak,2.547,306.609,120.381,63,0208603031
63,0,25572,Graeme McDowell,2.547,280.677,110.220,40,0225202784
63,0,31560,Brian Stuard,2.547,282.793,111.047,66,0220603006
63,0,20160,Charlie Wi,2.547,278.432,109.333,65,0224602994
68,0,25274,Steven Bowditch,2.545,297.609,116.939,59,0202702951
68,0,06567,Vijay Singh,2.545,284.862,111.918,48,0178302901
70,0,29479,Scott Brown,2.544,290.265,114.099,57,0174602830
70,0,08075,Jerry Kelly,2.544,268.648,105.585,66,0184803007
70,0,22056,Cameron Percy,2.544,290.396,114.134,56,0202703005
73,0,25686,Jason Dufner,2.543,285.651,112.324,66,0219503148
73,0,25900,Lucas Glover,2.543,297.577,117.034,49,0217702898
73,0,27214,Kevin Streelman,2.543,289.849,113.998,71,0218003198
73,0,20396,Lee Westwood,2.543,294.499,115.801,56,0215702925
77,0,27895,Jonas Blixt,2.542,284.838,112.050,72,0209602958
77,0,12716,Charley Hoffman,2.542,296.101,116.465,76,0197202963
77,0,24663,Y.E. Yang,2.542,283.358,111.472,41,0204602988
80,0,34098,Russell Henley,2.541,294.164,115.759,64,0224202982
81,0,22621,Ben Curtis,2.540,274.916,108.235,48,0191102980
81,0,10213,Dicky Pride,2.540,271.328,106.827,62,0186702861
81,0,30692,Scott Stallings,2.540,303.076,119.330,62,0181102931
84,0,28679,Fabián Gómez,2.539,285.360,112.412,56,0209002820
84,0,26331,Charl Schwartzel,2.539,299.906,118.112,49,0209402986
84,0,24502,Adam Scott,2.539,303.698,119.635,38,0224702929
84,0,30110,Kyle Stanley,2.539,303.706,119.625,56,0154602812
88,0,23353,J.J. Henry,2.538,289.493,114.043,54,0225903020
88,0,34409,David Lingmerth,2.538,282.712,111.387,61,0224702856
88,0,27120,Troy Matteson,2.538,291.329,114.803,55,0198702875
91,0,33418,Shawn Stefani,2.537,295.792,116.578,44,0185603091
92,0,24227,Justin Bolli,2.535,274.372,108.245,47,0211802839
92,0,24494,Erik Compton,2.535,289.096,114.061,63,0216202860
92,0,22961,David Mathis,2.535,275.835,108.795,61,0207702944
95,0,27936,Martin Laird,2.534,296.313,116.932,46,0206402971
95,0,22913,John Rollins,2.534,292.531,115.448,67,0215802897
97,0,25336,Alistair Presnell,2.533,283.267,111.825,48,0218202851
97,0,23621,Rory Sabbatini,2.533,291.111,114.947,73,0179202986
97,0,27330,Josh Teater,2.533,289.974,114.484,61,0188203089
100,0,20593,Greg Chalmers,2.531,276.965,109.442,75,0200202961
101,0,12782,Tim Herron,2.530,283.045,111.896,41,0225802838
102,0,06573,Brandt Jobe,2.529,288.242,113.974,50,0210102956
103,0,32448,James Hahn,2.525,288.571,114.301,66,0212102871
103,0,20572,Rod Pampling,2.525,281.353,111.427,36,0210202901
103,0,25804,Bubba Watson,2.525,310.497,122.965,52,0213903079
106,0,20766,Padraig Harrington,2.524,288.668,114.382,32,0210502812
107,0,20098,Stuart Appleby,2.522,283.300,112.347,76,0200802950
108,0,20104,Ken Duke,2.521,278.480,110.457,72,0212303082
108,0,30750,Tommy Gainey,2.521,288.159,114.312,74,0199003055
108,0,22046,Geoff Ogilvy,2.521,287.572,114.080,41,0226702844
111,0,32366,Kevin Chappell,2.520,294.798,117.006,58,0216402826
111,0,29740,Brad Fritsch,2.520,291.444,115.655,71,0201302891
111,0,25444,Justin Hicks,2.520,276.519,109.712,58,0222102878
111,0,30711,Colt Knost,2.520,266.658,105.819,61,0211403082
115,0,24924,Bill Haas,2.519,289.342,114.864,70,0205003017
115,0,28237,Rory McIlroy,2.519,305.429,121.249,35,0217402792
115,0,29221,Webb Simpson,2.519,286.082,113.558,65,0224402834
118,0,28500,Martin Flores,2.518,298.041,118.342,78,0185502885
118,0,21961,Charles Howell III,2.518,295.379,117.321,81,0213102823
120,0,32102,Rickie Fowler,2.517,291.096,115.637,59,0213102889
121,0,10885,Robert Allenby,2.515,281.618,111.978,47,0212602792
122,0,28089,Jason Day,2.514,302.369,120.260,48,0212302870
122,0,28475,Jeff Overton,2.514,289.446,115.133,73,0195202947
122,0,27556,Ted Potter Jr.,2.514,277.800,110.491,57,0208402821
122,0,27963,Chris Stroud,2.514,276.038,109.809,80,0159202884
126,0,25632,Jimmy Walker,2.512,297.526,118.422,75,0164503045
127,0,12510,Chad Campbell,2.511,284.474,113.288,68,0154002910
128,0,28259,Sangmoon Bae,2.510,286.092,114.003,73,0187302883
128,0,10809,Jim Furyk,2.510,275.163,109.622,68,0216002822
128,0,34431,Robert Streb,2.510,296.899,118.270,62,0202302827
131,0,28455,Will Claxton,2.509,277.954,110.782,58,0211302890
132,0,36884,Ben Kohles,2.508,276.291,110.175,62,0182902941
133,0,27770,Camilo Villegas,2.506,285.088,113.766,65,0206002888
134,0,31202,William McGirt,2.505,278.033,110.995,72,0194502964
134,0,30163,Henrik Norlander,2.505,286.361,114.329,55,0130602987
136,0,23983,Luke Donald,2.504,276.150,110.265,45,0160902835
136,0,35139,Richard Lee,2.504,276.414,110.375,73,0218002891
138,0,06004,Stephen Ames,2.503,276.265,110.389,40,0202002979
138,0,08793,Tiger Woods,2.503,296.162,118.302,31,0198003123
140,0,28092,D.H. Lee,2.502,275.469,110.101,59,0202902868
141,0,23497,Tag Ridings,2.498,297.911,119.277,48,0198102883
142,0,22371,Aaron Baddeley,2.493,296.356,118.885,48,0190802893
143,0,35539,Luke Guthrie,2.490,285.295,114.599,68,0225702841
143,0,34360,Patrick Reed,2.490,292.837,117.621,68,0208703107
145,0,26951,Johnson Wagner,2.489,275.104,110.534,52,0221602858
146,0,24490,George McNeill,2.488,289.050,116.177,60,0210402816
147,0,27408,Martin Kaymer,2.487,291.344,117.138,45,0203502811
147,0,31323,Gary Woodland,2.487,304.148,122.272,55,0205502866
149,0,34099,Harris English,2.486,297.682,119.753,70,0193503128
149,0,30852,Ryo Ishikawa,2.486,284.801,114.545,56,0213502870
151,0,27129,Luke List,2.485,305.468,122.940,51,0132303067
152,0,24507,Jason Bohn,2.484,273.679,110.170,69,0224203000
152,0,20848,Ángel Cabrera,2.484,298.402,120.147,55,0201302964
154,0,23638,Brendon de Jonge,2.483,287.937,115.947,91,0216102805
155,0,27503,Steve LeBrun,2.481,286.534,115.512,51,0127103041
156,0,19970,Robert Karlsson,2.479,282.268,113.882,38,0163802905
157,0,32200,Roberto Castro,2.476,282.253,114.008,78,0216002856
158,0,21731,Freddie Jacobson,2.475,289.080,116.805,48,0210403031
159,0,27436,Graham DeLaet,2.473,303.356,122.689,70,0194402951
160,0,08725,Tom Gillis,2.470,281.960,114.136,61,0196902802
161,0,26851,Marc Leishman,2.466,291.292,118.141,63,0155502880
162,0,20691,Greg Owen,2.465,288.765,117.123,65,0127602936
163,0,37273,Derek Ernst,2.463,295.522,119.979,54,0201102974
163,0,26300,Matt Jones,2.463,294.429,119.519,69,0206102779
165,0,33869,Eric Meierdierks,2.462,295.611,120.084,37,0206202929
166,0,27095,Nick Watney,2.454,293.601,119.659,73,0202802944
167,0,10423,Mike Weir,2.453,267.567,109.061,45,0197502756
168,0,29289,S.Y. Noh,2.450,298.372,121.781,59,0207702902
169,0,20229,Stewart Cink,2.449,286.770,117.099,41,0166702698
170,0,24358,Robert Garrigus,2.447,301.444,123.171,40,0178602795
171,0,20645,John Senden,2.444,283.125,115.844,60,0193902840
172,0,01116,Michael Bradley,2.435,277.408,113.928,37,0190802846
173,0,33419,Cameron Tringale,2.433,281.636,115.778,69,0208002882
174,0,32698,Bobby Gates,2.430,297.256,122.333,39,0212002824
175,0,23409,James Driscoll,2.422,284.491,117.467,62,0206802708
176,0,21209,Sergio Garcia,2.421,292.384,120.780,37,0210102711
177,0,24361,Pat Perez,2.416,284.582,117.783,65,0176402770
178,0,32334,Charlie Beljan,2.406,299.445,124.454,45,0200302751
179,0,24846,Ricky Barnes,2.395,283.400,118.332,58,0198802776
180,0,22378,Trevor Immelman,2.357,278.442,118.118,58,0170802649
