RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
50,0,29970,Dylan Frittelli,604,0,3,1854
51,0,40098,Matt Fitzpatrick,602,0,4,1856
52,0,35506,Mackenzie Hughes,597,0,3,1861
53,0,29926,Danny Lee,588,0,3,1870
54,0,31557,Jim Herman,581,1,1,1877
55,0,25364,Paul Casey,559,0,1,1899
56,0,39997,Corey Conners,535,0,1,1923
57,0,39977,Max Homa,526,0,4,1932
58,0,46442,Maverick McNealy,523,0,3,1935
59,0,49771,J.T. Poston,516,0,2,1942
60,0,53165,Doc Redman,514,0,1,1944
61,0,27974,Sung Kang,512,0,2,1946
62,0,46402,Talor Gooch,508,0,2,1950
63,0,23108,Matt Kuchar,502,0,1,1956
64,0,21961,Charles Howell III,492,0,3,1966
65,0,47993,Denny McCarthy,489,0,4,1969
66,0,25804,Bubba Watson,489,0,3,1969
67,0,01810,Phil Mickelson,488,0,2,1970
68,0,30163,Henrik Norlander,483,0,3,1975
69,0,27644,Brian Harman,480,0,1,1978
70,0,32254,Xinjun Zhang,474,0,3,1984
71,0,49960,Sepp Straka,466,0,3,1992
72,0,33597,Harry Higgs,465,0,2,1993
73,0,37189,Harold Varner III,457,0,1,2001
74,0,34021,Bud Cauley,443,0,2,2015
75,0,23325,Vaughn Taylor,442,0,2,2016
76,0,31560,Brian Stuard,438,0,2,2020
77,0,36699,Patrick Rodgers,431,0,1,2027
78,0,27349,Alex Noren,428,0,3,2030
79,0,24361,Pat Perez,421,0,2,2037
80,0,32640,Troy Merritt,419,0,2,2039
81,0,46441,Robby Shelton,417,0,3,2041
82,0,37455,Si Woo Kim,409,0,1,2049
83,0,26476,Chez Reavie,408,0,2,2050
84,0,28775,Nate Lashley,395,0,2,2063
85,0,24138,Ian Poulter,392,0,1,2066
86,0,26300,Matt Jones,388,0,2,2070
87,0,33419,Cameron Tringale,381,0,1,2077
88,0,32102,Rickie Fowler,381,0,2,2077
89,0,30911,Tommy Fleetwood,380,0,1,2078
90,0,30944,Jason Kokrak,376,0,2,2082
91,0,45157,Cam Davis,374,0,2,2084
92,0,31646,Emiliano Grillo,373,0,3,2085
93,0,36871,Matthew NeSmith,372,0,1,2086
94,0,27554,Scott Harrington,370,0,1,2088
95,0,19803,Ryan Armour,366,0,3,2092
96,0,26596,Ryan Moore,360,0,2,2098
97,0,36689,Brooks Koepka,360,0,2,2098
98,0,27649,Brandt Snedeker,358,0,1,2100
99,0,26329,Louis Oosthuizen,354,0,2,2104
100,0,34046,Jordan Spieth,354,0,3,2104
101,0,34098,Russell Henley,352,0,3,2106
102,0,37275,Sam Ryder,349,0,2,2109
103,0,47504,Sam Burns,345,0,1,2113
104,0,24024,Zach Johnson,337,0,1,2121
105,0,39546,Keith Mitchell,328,0,1,2130
106,0,40058,Zac Blair,324,0,1,2134
107,0,29479,Scott Brown,323,0,1,2135
108,0,19846,Brian Gay,323,0,2,2135
109,0,22405,Justin Rose,313,0,2,2145
110,0,32791,K.H. Lee,312,0,1,2146
111,0,12716,Charley Hoffman,311,0,2,2147
112,0,33141,Keegan Bradley,309,0,2149
113,0,25572,Graeme McDowell,305,0,1,2153
114,0,47347,Adam Schenk,304,0,2154
115,0,25900,Lucas Glover,303,0,1,2155
116,0,27129,Luke List,297,0,1,2161
117,0,30692,Scott Stallings,296,0,2,2162
118,0,29535,Brice Garnett,294,0,2164
119,0,25818,Scott Piercy,291,0,1,2167
120,0,23621,Rory Sabbatini,291,0,2167
121,0,35461,Beau Hossler,286,0,1,2172
122,0,33204,Shane Lowry,283,0,1,2175
123,0,35104,Tom Lewis,281,0,1,2177
124,0,33490,Bo Hoag,281,0,1,2177
125,0,51766,Wyndham Clark,276,0,1,2182
126,0,28679,Fabián Gómez,274,0,2,2184
127,0,33122,Russell Knox,269,0,2189
128,0,26331,Charl Schwartzel,266,0,2,2192
129,0,26499,Rafa Cabrera Bello,258,0,2200
130,0,29268,Bronson Burgoon,255,0,1,2203
131,0,39953,Chase Seiffert,254,0,1,2204
132,0,27095,Nick Watney,253,0,1,2205
133,0,30110,Kyle Stanley,246,0,1,2212
134,0,48887,Matt Wallace,244,0,1,2214
135,0,21209,Sergio Garcia,241,0,1,2217
136,0,34563,Chesson Hadley,239,0,2219
137,0,34466,Peter Malnati,238,0,2220
138,0,27942,Rob Oppenheim,236,0,1,2222
139,0,27064,Jhonattan Vegas,235,0,1,2223
140,0,49766,Hank Lebioda,230,0,1,2228
141,0,34255,Joseph Bramlett,223,0,1,2235
142,0,27330,Josh Teater,217,0,1,2241
143,0,22056,Cameron Percy,208,0,1,2250
144,0,20229,Stewart Cink,207,0,1,2251
145,0,34431,Robert Streb,207,0,1,2251
146,0,32139,Danny Willett,202,0,1,2256
147,0,34256,Andrew Putnam,184,0,1,2274
148,0,27141,J.B. Holmes,183,0,2275
149,0,25349,Tim Wilkinson,183,0,2275
150,0,49964,Aaron Wise,175,0,2,2283
151,0,28252,Seamus Power,168,0,1,2290
152,0,46550,Brandon Hagy,167,0,2291
153,0,23788,D.J. Trahan,165,0,1,2293
154,0,27556,Ted Potter Jr.,163,0,2,2295
155,0,46435,Austin Cook,162,0,2296
156,0,35658,Kris Ventura,157,0,2301
157,0,34314,Sebastian Cappelen,156,0,1,2302
158,0,33120,Mark Anderson,154,0,2304
159,0,22371,Aaron Baddeley,153,0,2305
160,0,26758,David Hearn,152,0,1,2306
161,0,40042,Tyler McCumber,151,0,2307
162,0,33413,Ben Martin,142,0,2316
163,0,33404,Chris Baker,141,0,2317
164,0,25686,Jason Dufner,138,0,2320
165,0,29974,Branden Grace,136,0,1,2322
166,0,29484,Peter Uihlein,136,0,2322
167,0,34264,Hudson Swafford,135,0,1,2323
168,0,32662,Michael Gligic,132,0,2326
169,0,33486,Roger Sloan,131,0,2327
170,0,49298,Kramer Hickok,131,0,2327
171,0,32448,James Hahn,129,0,2329
172,0,32757,Patton Kizzire,129,0,1,2329
173,0,35732,Wes Roach,123,0,2,2335
174,0,27963,Chris Stroud,120,0,2338
175,0,24490,George McNeill,119,0,1,2339
176,0,33449,Zack Sucher,114,0,2344
177,0,40009,Dominic Bozzelli,112,0,1,2346
178,0,29908,C.T. Pan,112,0,2346
179,0,25632,Jimmy Walker,112,0,2346
180,0,32333,Kevin Tway,110,0,2348
181,0,10809,Jim Furyk,108,0,2350
182,0,27936,Martin Laird,106,0,1,2352
183,0,51894,Vince Whaley,106,0,1,2352
184,0,52375,Doug Ghim,102,0,2356
185,0,39324,J.J. Spaun,102,0,2356
186,0,34213,Grayson Murray,100,0,1,2358
187,0,33418,Shawn Stefani,98,0,2360
188,0,30978,Kiradech Aphibarnrat,94,0,1,2364
189,0,28307,Matt Every,94,0,2364
190,0,48084,Wesley Bryan,94,0,2364
191,0,23983,Luke Donald,89,0,2369
192,0,32618,Rhein Gibson,87,0,2371
193,0,25198,Francesco Molinari,84,0,2374
194,0,30926,Chris Kirk,80,0,2378
195,0,24846,Ricky Barnes,77,0,2381
196,0,32200,Roberto Castro,77,0,2381
197,0,28420,Ryan Brehm,75,0,2383
198,0,32366,Kevin Chappell,75,0,2383
199,0,06527,Steve Stricker,73,0,2385
200,0,12510,Chad Campbell,73,0,1,2385
201,0,21528,Henrik Stenson,69,0,2389
202,0,26289,Boo Weekley,69,0,2389
203,0,24925,Jonathan Byrd,67,0,2391
204,0,20472,Alex Cejka,62,0,2396
205,0,29289,S.Y. Noh,62,0,2396
206,0,48045,Michael Gellerman,61,0,2397
207,0,24357,K.J. Choi,61,0,2397
208,0,32070,Rafael Campos,60,0,2398
209,0,24924,Bill Haas,59,0,2399
210,0,48119,Ben Taylor,54,0,2404
211,0,29461,Jamie Lovemark,53,0,2405
212,0,08075,Jerry Kelly,47,0,2411
213,0,34174,John Huh,46,0,2412
214,0,23541,Ben Crane,41,0,2417
215,0,21407,Arjun Atwal,32,0,2426
216,0,35617,Martin Trainer,31,0,2427
217,0,35230,Nelson Ledesma,27,0,2431
218,0,27933,John Merrick,27,0,2431
219,0,31420,Anirban Lahiri,27,0,2431
220,0,32816,Satoshi Kodaira,26,0,2432
221,0,28259,Sangmoon Bae,26,0,2432
222,0,33461,Morgan Hoffmann,24,0,2434
223,0,30750,Tommy Gainey,23,0,2435
224,0,26951,Johnson Wagner,20,0,2438
225,0,25345,Carl Pettersson,18,0,2440
226,0,34409,David Lingmerth,16,0,2442
227,0,20572,Rod Pampling,15,0,2443
228,0,23623,Bo Van Pelt,15,0,2443
229,0,24358,Robert Garrigus,12,0,2446
230,0,11123,Chris Couch,11,0,2447
231,0,01706,Davis Love III,10,0,2448
232,0,33803,Lucas Bjerregaard,10,0,2448
233,0,20645,John Senden,9,0,2449
234,0,06522,Ernie Els,9,0,2449
235,0,37273,Derek Ernst,8,0,2450
236,0,32982,Vince Covello,8,0,2450
237,0,27436,Graham DeLaet,8,0,2450
238,0,24140,Sean O'Hair,8,0,2450
239,0,23353,J.J. Henry,7,0,2451
240,0,12782,Tim Herron,6,0,2452
241,0,23614,Rich Beem,6,0,2452
242,0,20850,Daniel Chopra,5,0,2453
243,0,01666,Bernhard Langer,5,0,2453
244,0,06567,Vijay Singh,4,0,2454
245,0,20593,Greg Chalmers,4,0,2454
246,0,21959,Ted Purdy,3,0,2455
247,0,31202,William McGirt,3,0,2455
248,0,39975,Michael Kim,3,0,2455
249,0,21753,Brian Davis,3,0,2455
250,0,10213,Dicky Pride,3,0,2455
251,0,23638,Brendon de Jonge,2,0,2456
251,0,24449,Parker McLachlin,2,0,2456
253,0,12823,Carlos Franco,2,0,2456
253,0,08385,Omar Uresti,2,0,2456
