RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
38,0,02101,Joey Sindelar,72.22,871,1206,-178.00
39,0,06004,Stephen Ames,72.20,805,1115,-169.00
39,0,06527,Steve Stricker,72.20,844,1169,-235.00
41,0,20572,Rod Pampling,72.13,960,1331,-227.00
42,0,22405,Justin Rose,72.08,506,702,-128.00
43,0,29718,Anthony Kim,72.06,1037,1439,-262.00
43,0,01724,Jeff Maggert,72.06,1011,1403,-231.00
43,0,27770,Camilo Villegas,72.06,895,1242,-235.00
46,0,24502,Adam Scott,72.02,700,972,-209.00
47,0,01388,Robert Gamez,71.93,984,1368,-221.00
48,0,23614,Rich Beem,71.90,906,1260,-217.00
48,0,24358,Robert Garrigus,71.90,1113,1548,-268.00
50,0,20229,Stewart Cink,71.87,930,1294,-248.00
51,0,19803,Ryan Armour,71.85,1215,1691,-274.00
52,0,08075,Jerry Kelly,71.83,969,1349,-224.00
53,0,10425,Jay Williamson,71.76,620,864,-161.00
54,0,06567,Vijay Singh,71.75,1059,1476,-281.00
55,0,21731,Freddie Jacobson,71.73,878,1224,-248.00
56,0,24357,K.J. Choi,71.71,877,1223,-240.00
57,0,24912,Will MacKenzie,71.66,1173,1637,-276.00
58,0,28486,Michael Putnam,71.65,1031,1439,-231.00
59,0,01810,Phil Mickelson,71.58,670,936,-198.00
60,0,01706,Davis Love III,71.56,682,953,-140.00
61,0,26596,Ryan Moore,71.53,965,1349,-234.00
62,0,20160,Charlie Wi,71.49,1068,1494,-270.00
63,0,20104,Ken Duke,71.35,1220,1710,-288.00
64,0,01707,Steve Lowery,71.34,886,1242,-208.00
65,0,24024,Zach Johnson,71.30,770,1080,-195.00
66,0,02214,Kirk Triplett,71.24,872,1224,-163.00
67,0,01132,Mark Brooks,71.23,525,737,-87.00
68,0,24457,Jaco Van Zyl,71.21,564,792,-87.00
69,0,24290,D.J. Brigman,71.19,692,972,-145.00
69,0,22378,Trevor Immelman,71.19,692,972,-144.00
71,0,25190,Jeff Quinney,71.17,1101,1547,-261.00
71,0,23322,Brett Wetterich,71.17,896,1259,-219.00
73,0,24924,Bill Haas,71.14,1050,1476,-240.00
74,0,12660,Jesper Parnevik,71.11,960,1350,-259.00
75,0,07457,Steve Flesch,71.09,1151,1619,-249.00
76,0,02206,David Toms,71.05,805,1133,-200.00
77,0,11032,Frank Lickliter II,71.03,1086,1529,-268.00
78,0,10423,Mike Weir,71.02,767,1080,-184.00
79,0,21209,Sergio Garcia,71.01,703,990,-202.00
80,0,26882,Michael Sim,71.00,639,900,-150.00
81,0,10733,Kent Jones,70.90,1123,1584,-265.00
82,0,26289,Boo Weekley,70.87,995,1404,-235.00
83,0,06197,Michael Allen,70.83,816,1152,-201.00
84,0,27963,Chris Stroud,70.73,713,1008,-162.00
85,0,25686,Jason Dufner,70.69,1107,1566,-230.00
86,0,26679,Kevin Stadler,70.66,992,1404,-189.00
87,0,12782,Tim Herron,70.64,1042,1475,-231.00
88,0,25804,Bubba Watson,70.54,838,1188,-223.00
89,0,21878,Mark Wilson,70.53,926,1313,-184.00
90,0,21633,Steve Allan,70.51,698,990,-176.00
90,0,10860,Justin Leonard,70.51,1040,1475,-236.00
92,0,22806,Doug LaBelle II,70.49,1154,1637,-226.00
93,0,21470,Daisuke Maruyama,70.47,964,1368,-209.00
94,0,01157,Tom Byrum,70.46,520,738,-106.00
95,0,19824,Craig Barlow,70.45,558,792,-127.00
95,0,01313,Steve Elkington,70.45,925,1313,-207.00
97,0,22295,Darron Stiles,70.44,672,954,-142.00
98,0,12602,Dean Wilson,70.42,950,1349,-226.00
99,0,20850,Daniel Chopra,70.41,1204,1710,-307.00
100,0,07363,Craig Bowden,70.40,849,1206,-193.00
101,0,27141,J.B. Holmes,70.31,810,1152,-183.00
102,0,01797,Rocco Mediate,70.29,847,1205,-202.00
102,0,06595,Kevin Sutherland,70.29,873,1242,-197.00
104,0,20859,Anders Hansen,70.26,430,612,-93.00
105,0,12510,Chad Campbell,70.22,922,1313,-205.00
105,0,08931,Glen Day,70.22,948,1350,-193.00
107,0,20634,Peter Lonard,70.20,959,1366,-197.00
108,0,07867,Woody Austin,70.17,1061,1512,-233.00
109,0,23135,Tim Clark,70.09,668,953,-193.00
109,0,07547,Craig Kanada,70.09,1186,1692,-255.00
111,0,23325,Vaughn Taylor,70.06,908,1296,-246.00
112,0,06034,Marco Dawson,70.00,819,1170,-192.00
113,0,12705,Cliff Kresge,69.98,1259,1799,-289.00
114,0,24361,Pat Perez,69.97,818,1169,-210.00
115,0,01024,Billy Andrade,69.90,994,1422,-220.00
116,0,20378,Mathias Grönberg,69.89,1107,1584,-259.00
117,0,12716,Charley Hoffman,69.88,1044,1494,-270.00
118,0,26420,Richard Johnson,69.82,1055,1511,-215.00
119,0,02036,Jim Rutledge,69.81,578,828,-84.00
120,0,24507,Jason Bohn,69.78,665,953,-158.00
120,0,23638,Brendon de Jonge,69.78,829,1188,-210.00
122,0,01161,Mark Calcavecchia,69.63,915,1314,-247.00
123,0,23108,Matt Kuchar,69.62,889,1277,-201.00
124,0,02223,Bob Tway,69.61,1102,1583,-243.00
125,0,27120,Troy Matteson,69.59,952,1368,-232.00
126,0,08537,J.P. Hayes,69.58,1002,1440,-244.00
127,0,26881,Jarrod Lyle,69.49,838,1206,-206.00
128,0,21646,David Branshaw,69.48,938,1350,-173.00
129,0,22892,Jason Gore,69.44,975,1404,-227.00
129,0,22046,Geoff Ogilvy,69.44,800,1152,-210.00
131,0,23320,Ryan Palmer,69.42,1024,1475,-237.00
132,0,27702,Matt Hendrix,69.29,686,990,-148.00
132,0,22913,John Rollins,69.29,1047,1511,-254.00
134,0,21961,Charles Howell III,69.28,823,1188,-210.00
134,0,12714,Chris Tidland,69.28,636,918,-146.00
136,0,01249,John Daly,69.27,611,882,-150.00
137,0,27649,Brandt Snedeker,69.23,1071,1547,-275.00
138,0,10213,Dicky Pride,69.22,760,1098,-171.00
139,0,24925,Jonathan Byrd,69.18,772,1116,-222.00
140,0,25345,Carl Pettersson,69.06,1143,1655,-324.00
141,0,08375,Paul Stankowski,69.05,522,756,-116.00
142,0,23621,Rory Sabbatini,69.02,782,1133,-225.00
143,0,21805,Harrison Frazar,69.00,906,1313,-212.00
144,0,01320,Bob Estes,68.96,993,1440,-271.00
145,0,23933,Michael Boyd,68.91,645,936,-124.00
146,0,24490,George McNeill,68.89,992,1440,-252.00
147,0,01948,Tim Petrovic,68.81,1176,1709,-285.00
148,0,12195,Tom Johnson,68.78,780,1134,-167.00
148,0,29476,Kyle Reifers,68.78,780,1134,-150.00
150,0,01381,Fred Funk,68.76,656,954,-140.00
151,0,21806,Paul Gow,68.71,705,1026,-150.00
151,0,21949,Joe Ogilvie,68.71,1076,1566,-301.00
153,0,27060,John Mallinger,68.65,1075,1566,-234.00
154,0,23497,Tag Ridings,68.64,556,810,-158.00
155,0,22212,Craig Lile,68.60,852,1242,-203.00
156,0,24980,Scott Gutschewski,68.58,716,1044,-168.00
156,0,25892,Steve Wheatcroft,68.58,753,1098,-160.00
158,0,19972,José Coceres,68.52,518,756,-101.00
158,0,01941,Tom Pernice Jr.,68.52,1036,1512,-256.00
160,0,25273,Andrew Buckle,68.49,826,1206,-189.00
161,0,21660,Jason Schultz,68.45,653,954,-141.00
162,0,23983,Luke Donald,68.44,616,900,-156.00
162,0,19846,Brian Gay,68.44,1195,1746,-302.00
164,0,20628,Arron Oberholser,68.31,651,953,-166.00
164,0,07749,Brett Quigley,68.31,774,1133,-190.00
166,0,01577,Lee Janzen,68.27,639,936,-131.00
167,0,10117,Bob Heintz,68.06,882,1296,-242.00
168,0,20623,Gavin Coles,68.04,943,1386,-199.00
169,0,23718,Nathan Green,68.03,1064,1564,-274.00
170,0,25396,Kevin Na,68.00,954,1403,-250.00
171,0,11123,Chris Couch,67.96,893,1314,-197.00
172,0,22348,Nick O'Hern,67.95,672,989,-163.00
173,0,20098,Stuart Appleby,67.91,709,1044,-157.00
174,0,20766,Padraig Harrington,67.87,562,828,-150.00
175,0,20433,Mark Hensby,67.72,877,1295,-215.00
176,0,23613,Rich Barcelo,67.62,852,1260,-210.00
177,0,07223,Brian Bateman,67.55,535,792,-107.00
177,0,06251,Chris DiMarco,67.55,766,1134,-165.00
179,0,01928,Corey Pavin,67.53,863,1278,-177.00
180,0,02104,Jeff Sluman,67.46,510,756,-102.00
181,0,21528,Henrik Stenson,67.44,437,648,-108.00
182,0,20127,Chris Riley,67.43,619,918,-157.00
183,0,21350,Ryuji Imada,67.42,1080,1602,-292.00
184,0,24138,Ian Poulter,67.24,472,702,-113.00
185,0,08881,Tripp Isenhour,67.05,881,1314,-198.00
186,0,12680,Shigeki Maruyama,66.81,962,1440,-233.00
187,0,23048,Eric Axley,66.77,1129,1691,-267.00
188,0,24449,Parker McLachlin,66.36,872,1314,-206.00
189,0,06643,Paul Goydos,66.19,560,846,-124.00
190,0,22371,Aaron Baddeley,66.08,785,1188,-244.00
191,0,23800,Bryce Molder,65.87,581,882,-123.00
192,0,20157,Retief Goosen,65.03,398,612,-90.00
193,0,26360,Bubba Dickerson,64.99,503,774,-114.00
194,0,22621,Ben Curtis,64.90,747,1151,-155.00
195,0,01473,Todd Hamilton,63.31,661,1044,-142.00
196,0,06373,José María Olazábal,62.16,414,666,-101.00
