RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
206,0,24459,Richard Sterne,36,WGC-CA Champ,1,2 - Par 4 -
209,0,12823,Carlos Franco,35,Milwaukee,3,6 - Par 5 -
213,0,31323,Gary Woodland,35,Milwaukee,2,7 - Par 3 -
214,0,27466,Spencer Levin,34,Heritage,4,10 - Par 4
215,0,22961,David Mathis,34,AT&T National,4,14 - Par 4
216,0,20572,Rod Pampling,34,Zurich Classic,3,8 - Par 4 -
220,0,01261,Jay Delsing,34,St. Jude,2,14 - Par 3
226,0,23624,Soren Hansen,33,WGC-Bridgestone,1,3 - Par 4 -
227,0,20574,Mathew Goggin,33,Arnold Palmer,3,16 - Par 4
229,0,01329,Brad Faxon,33,Arnold Palmer,1,17 - Par 3
232,0,20593,Greg Chalmers,32,Deutsche Bank,1,2 - Par 5 -
237,0,10585,Scott McCarron,32,Deutsche Bank,4,4 - Par 4 -
239,0,23517,Clint Jensen,31,AT&T Pebble,3,10 - Par 4
242,0,06220,Jaxon Brigman,31,HP Byron Nelson,1,6 - Par 4 -
244,0,08075,Jerry Kelly,31,FBR Open,1,11 - Par 4
249,0,24930,Curt Sanders,31,Quail Hollow,2,15 - Par 5
252,0,06575,Dudley Hart,30,WGC-CA Champ,1,4 - Par 3 -
256,0,27963,Chris Stroud,30,Northern Trust,1,10 - Par 4
261,0,24449,Parker McLachlin,29,Crowne Plaza,2,18 - Par 4
263,0,25396,Kevin Na,29,Reno-Tahoe Open,3,11 - Par 5
264,0,33449,Zack Sucher,28,John Deere Clas,1,13 - Par 4
267,0,02223,Bob Tway,28,Buick Invitatio,2,12 - Par 4
269,0,21949,Joe Ogilvie,28,Texas Open,2,14 - Par 5
272,0,01723,Andrew Magee,28,Arnold Palmer,1,14 - Par 3
274,0,30927,Brendon Todd,28,Wyndham Champ.,1,10 - Par 4
280,0,29926,Danny Lee,27,Memorial Tourn,2,3 - Par 4 -
281,0,02206,David Toms,27,Sony Open,3,18 - Par 5
288,0,27095,Nick Watney,27,WGC-CA Champ,4,9 - Par 3 -
289,0,24361,Pat Perez,27,Buick Invitatio,1,16 - Par 3
290,0,22621,Ben Curtis,27,Buick Invitatio,1,1 - Par 4 -
291,0,20766,Padraig Harrington,27,The Barclays,1,11 - Par 3
293,0,23614,Rich Beem,27,Wyndham Champ.,2,5 - Par 5 -
296,0,01473,Todd Hamilton,27,Zurich Classic,4,6 - Par 4 -
298,0,23983,Luke Donald,27,Memorial Tourn,1,2 - Par 4 -
300,0,10885,Robert Allenby,26,THE PLAYERS,1,11 - Par 5
303,0,27214,Kevin Streelman,26,Buick Invitatio,1,6 - Par 5 -
312,0,08337,Mike Heinen,26,Texas Open,2,13 - Par 3
313,0,23320,Ryan Palmer,26,Honda Classic,4,13 - Par 4
317,0,30786,Brady Schnell,25,John Deere Clas,2,3 - Par 3 -
330,0,28475,Jeff Overton,24,The Barclays,1,10 - Par 4
334,0,06707,Greg Casagranda,24,Buick Invitatio,2,7 - Par 4 -
337,0,25349,Tim Wilkinson,24,Sony Open,2,8 - Par 4 -
338,0,25900,Lucas Glover,24,Shell Houston,2,8 - Par 5 -
342,0,33016,Josh Anderson,23,Buick Invitatio,2,10 - Par 4
345,0,01116,Michael Bradley,23,Crowne Plaza,1,7 - Par 4 -
348,0,01374,Robin Freeman,23,Texas Open,2,14 - Par 5
352,0,27784,Wen-Tang Lin,23,WGC-CA Champ,3,17 - Par 4
357,0,25572,Graeme McDowell,23,Arnold Palmer,3,9 - Par 4 -
360,0,23788,D.J. Trahan,23,Memorial Tourn,4,10 - Par 4
368,0,25919,Brian Vranesh,22,Frys.com Open,1,4 - Par 5 -
376,0,28089,Jason Day,22,St. Jude,4,10 - Par 4
377,0,29461,Jamie Lovemark,22,Buick Open,2,13 - Par 5
393,0,25562,Andres Romero,21,J. Timberlake,1,17 - Par 3
395,0,20472,Alex Cejka,21,Shell Houston,4,9 - Par 3 -
396,0,22371,Aaron Baddeley,21,Buick Invitatio,3,2 - Par 4 -
399,0,30110,Kyle Stanley,21,Travelers Champ,1,11 - Par 3
400,0,21731,Freddie Jacobson,21,Quail Hollow,4,11 - Par 4
407,0,22295,Darron Stiles,21,Milwaukee,2,8 - Par 4 -
411,0,20669,James Kingston,21,WGC-CA Champ,1,14 - Par 4
418,0,24663,Y.E. Yang,20,HP Byron Nelson,1,3 - Par 4 -
420,0,01724,Jeff Maggert,20,Heritage,1,17 - Par 3
421,0,07457,Steve Flesch,20,Arnold Palmer,1,6 - Par 5 -
423,0,06573,Brandt Jobe,20,Northern Trust,3,15 - Par 4
425,0,12660,Jesper Parnevik,20,50th Bob Hope,4,6 - Par 5 -
426,0,24357,K.J. Choi,20,Transitions Chp,2,1 - Par 5 -
427,0,19846,Brian Gay,20,Travelers Champ,2,6 - Par 5 -
429,0,20070,Matt Bettencourt,20,Travelers Champ,1,5 - Par 3 -
431,0,08845,Scott Sterling,20,Buick Open,2,15 - Par 4
436,0,23108,Matt Kuchar,20,Sony Open,2,11 - Par 3
445,0,23157,Richard Johnson,19,St. Jude,1,13 - Par 4
450,0,20628,Arron Oberholser,19,Frys.com Open,3,11 - Par 5
455,0,20098,Stuart Appleby,19,Transitions Chp,2,1 - Par 5 -
458,0,20121,Todd Fischer,19,AT&T Pebble,2,10 - Par 4
463,0,29718,Anthony Kim,19,THE PLAYERS,1,9 - Par 5 -
465,0,23638,Brendon de Jonge,19,Canadian Open,1,7 - Par 3 -
467,0,06539,Rick Price,19,Wyndham Champ.,2,7 - Par 3 -
482,0,25364,Paul Casey,18,Heritage,2,4 - Par 3 -
501,0,24846,Ricky Barnes,18,HP Byron Nelson,1,18 - Par 4
505,0,10117,Bob Heintz,18,John Deere Clas,1,8 - Par 4 -
508,0,24912,Will MacKenzie,18,Zurich Classic,2,1 - Par 4 -
515,0,02294,Willie Wood,18,Texas Open,1,3 - Par 3 -
518,0,29419,Tadd Fujikawa,18,Honda Classic,4,5 - Par 3 -
533,0,20382,Stephen Leaney,17,Transitions Chp,2,10 - Par 4
537,0,28620,Aron Price,17,HP Byron Nelson,2,2 - Par 3 -
541,0,28237,Rory McIlroy,17,WGC-Bridgestone,1,9 - Par 4 -
543,0,24924,Bill Haas,17,AT&T National,2,17 - Par 4
550,0,24781,Hunter Mahan,17,Arnold Palmer,3,4 - Par 4 -
554,0,22046,Geoff Ogilvy,17,Shell Houston,2,16 - Par 3
570,0,23338,David Gossett,17,Reno-Tahoe Open,2,8 - Par 4 -
576,0,30711,Colt Knost,17,Reno-Tahoe Open,1,7 - Par 3 -
578,0,01810,Phil Mickelson,17,WGC-CA Champ,1,4 - Par 3 -
580,0,27382,Wil Collins,17,St. Jude,4,17 - Par 4
586,0,01677,Tom Lehman,17,Crowne Plaza,3,11 - Par 5
588,0,06515,Shaun Micheel,17,Shell Houston,1,14 - Par 3
601,0,22405,Justin Rose,16,Quail Hollow,2,14 - Par 4
615,0,26951,Johnson Wagner,16,Honda Classic,2,14 - Par 4
618,0,26289,Boo Weekley,16,Heritage,2,12 - Par 4
621,0,02214,Kirk Triplett,16,J. Timberlake,2,16 - Par 5
633,0,02245,Grant Waite,16,Texas Open,2,8 - Par 4 -
634,0,08931,Glen Day,16,St. Jude,3,16 - Par 5
635,0,27506,Oliver Wilson,16,WGC-Bridgestone,3,1 - Par 4 -
636,0,01042,Paul Azinger,16,FBR Open,1,15 - Par 5
638,0,20848,Ángel Cabrera,16,FBR Open,2,5 - Par 4 -
643,0,08537,J.P. Hayes,16,Transitions Chp,1,17 - Par 3
653,0,01200,Keith Clearwater,16,Crowne Plaza,2,12 - Par 4
659,0,24617,Rafael Gómez,16,Canadian Open,1,13 - Par 5
674,0,06034,Marco Dawson,15,Texas Open,4,5 - Par 4 -
676,0,32620,Cameron Peck,15,St. Jude,1,10 - Par 4
678,0,29720,Andres Gonzales,15,Canadian Open,2,11 - Par 4
693,0,01938,David Peoples,15,Texas Open,2,5 - Par 4 -
695,0,06373,José María Olazábal,15,Memorial Tourn,1,5 - Par 5 -
709,0,07003,David Berganio Jr.,15,St. Jude,1,1 - Par 4 -
716,0,20218,Shingo Katayama,15,Honda Classic,1,17 - Par 3
718,0,26881,Jarrod Lyle,15,Travelers Champ,3,15 - Par 4
727,0,24490,George McNeill,15,HP Byron Nelson,4,14 - Par 4
750,0,26420,Richard Johnson,14,THE PLAYERS,1,18 - Par 4
775,0,21528,Henrik Stenson,14,THE PLAYERS,1,2 - Par 5 -
793,0,32698,Bobby Gates,14,Texas Open,2,9 - Par 4 -
847,0,19970,Robert Karlsson,13,Quail Hollow,1,5 - Par 5 -
857,0,01553,John Huston,13,Buick Invitatio,3,16 - Par 3
875,0,09011,David Duval,13,St. Jude,2,3 - Par 5 -
892,0,32262,Mark Brown,13,WGC-CA Champ,3,10 - Par 5
914,0,01139,Olin Browne,12,Transitions Chp,2,4 - Par 3 -
934,0,19972,José Coceres,12,Heritage,3,6 - Par 4 -
943,0,27302,Garth Mulroy,12,WGC-CA Champ,4,7 - Par 4 -
956,0,26371,James Oh,12,Milwaukee,2,13 - Par 4
997,0,27408,Martin Kaymer,12,Memorial Tourn,4,3 - Par 4 -
