RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
77,0,12823,Carlos Franco,28.73,231,804
78,0,02239,Scott Verplank,28.69,272,948
79,0,28089,Jason Day,28.66,272,949
80,0,21731,Freddie Jacobson,28.64,248,866
81,0,12716,Charley Hoffman,28.62,314,1097
82,0,12782,Tim Herron,28.56,297,1040
83,0,06575,Dudley Hart,28.45,237,833
83,0,01706,Davis Love III,28.45,258,907
85,0,07457,Steve Flesch,28.44,314,1104
85,0,23788,D.J. Trahan,28.44,318,1118
85,0,10423,Mike Weir,28.44,287,1009
88,0,21633,Steve Allan,28.40,169,595
89,0,23157,Richard Johnson,28.37,223,786
90,0,06197,Michael Allen,28.35,309,1090
91,0,10585,Scott McCarron,28.34,208,734
92,0,02206,David Toms,28.30,225,795
93,0,01707,Steve Lowery,28.26,223,789
94,0,25900,Lucas Glover,28.25,302,1069
95,0,12602,Dean Wilson,28.21,349,1237
96,0,20572,Rod Pampling,28.15,257,913
97,0,19803,Ryan Armour,28.12,275,978
98,0,21209,Sergio Garcia,28.11,237,843
99,0,01035,Tommy Armour III,28.10,245,872
100,0,20848,Ángel Cabrera,28.05,161,574
101,0,25632,Jimmy Walker,28.03,206,735
102,0,06595,Kevin Sutherland,28.00,336,1200
103,0,01724,Jeff Maggert,27.88,286,1026
104,0,07547,Craig Kanada,27.86,185,664
105,0,23778,Brad Adamonis,27.83,273,981
105,0,22348,Nick O'Hern,27.83,258,927
107,0,06522,Ernie Els,27.82,153,550
108,0,20160,Charlie Wi,27.81,322,1158
109,0,06004,Stephen Ames,27.80,266,957
110,0,23614,Rich Beem,27.79,299,1076
111,0,10885,Robert Allenby,27.76,375,1351
111,0,24357,K.J. Choi,27.76,229,825
113,0,01577,Lee Janzen,27.75,267,962
114,0,10733,Kent Jones,27.74,215,775
115,0,27649,Brandt Snedeker,27.72,265,956
116,0,10649,Tom Scherrer,27.70,164,592
117,0,27120,Troy Matteson,27.66,315,1139
118,0,24663,Y.E. Yang,27.64,285,1031
119,0,21461,Kenneth Ferrie,27.61,206,746
120,0,20634,Peter Lonard,27.56,283,1027
121,0,20574,Mathew Goggin,27.55,303,1100
122,0,27561,Nick Flanagan,27.53,269,977
123,0,25364,Paul Casey,27.52,169,614
124,0,23623,Bo Van Pelt,27.51,323,1174
124,0,26289,Boo Weekley,27.51,279,1014
126,0,10875,Todd Demsey,27.38,250,913
127,0,20157,Retief Goosen,27.30,169,619
128,0,07867,Woody Austin,27.27,351,1287
128,0,21961,Charles Howell III,27.27,324,1188
130,0,24781,Hunter Mahan,27.26,290,1064
131,0,22548,Patrick Sheehan,27.24,368,1351
132,0,01161,Mark Calcavecchia,27.14,206,759
133,0,01388,Robert Gamez,27.13,248,914
134,0,10809,Jim Furyk,26.93,303,1125
135,0,06251,Chris DiMarco,26.90,266,989
136,0,06527,Steve Stricker,26.89,221,822
137,0,27933,John Merrick,26.87,294,1094
138,0,23349,Charles Warren,26.82,254,947
139,0,22913,John Rollins,26.80,287,1071
140,0,26631,Cody Freeman,26.79,183,683
141,0,25349,Tim Wilkinson,26.76,274,1024
142,0,02002,John Riegger,26.67,223,836
143,0,20127,Chris Riley,26.62,127,477
144,0,20472,Alex Cejka,26.53,208,784
145,0,01473,Todd Hamilton,26.39,275,1042
146,0,24024,Zach Johnson,26.37,269,1020
147,0,21805,Harrison Frazar,26.31,216,821
148,0,07749,Brett Quigley,26.30,237,901
149,0,22621,Ben Curtis,26.21,227,866
149,0,06573,Brandt Jobe,26.21,163,622
151,0,08931,Glen Day,26.19,176,672
151,0,08385,Omar Uresti,26.19,214,817
153,0,24912,Will MacKenzie,26.15,188,719
154,0,06643,Paul Goydos,26.13,231,884
155,0,24138,Ian Poulter,26.10,137,525
156,0,01797,Rocco Mediate,26.07,255,978
157,0,26476,Chez Reavie,26.05,305,1171
158,0,06621,Joe Durant,26.00,279,1073
159,0,22046,Geoff Ogilvy,25.98,185,712
160,0,22806,Doug LaBelle II,25.93,175,675
161,0,06090,Jim McGovern,25.89,210,811
162,0,09011,David Duval,25.85,137,530
163,0,08537,J.P. Hayes,25.68,189,736
164,0,23125,Brad Elder,25.67,183,713
165,0,24227,Justin Bolli,25.60,246,961
165,0,01320,Bob Estes,25.60,278,1086
167,0,20623,Gavin Coles,25.59,142,555
168,0,12705,Cliff Kresge,25.51,238,933
168,0,24140,Sean O'Hair,25.51,239,937
170,0,23108,Matt Kuchar,25.45,239,939
171,0,27613,David Lutterus,25.38,151,595
171,0,27963,Chris Stroud,25.38,231,910
173,0,01677,Tom Lehman,25.36,139,548
173,0,12309,Bob Sowards,25.36,158,623
175,0,20645,John Senden,25.35,289,1140
176,0,25842,Jon Mills,25.34,260,1026
177,0,20443,Jin Park,25.32,220,869
178,0,19913,Ron Whittaker,25.31,143,565
179,0,20498,Briny Baird,25.25,333,1319
180,0,08075,Jerry Kelly,25.18,241,957
181,0,08845,Scott Sterling,25.12,254,1011
182,0,12826,Paul Claxton,25.08,167,666
183,0,22582,Kyle Thompson,25.07,180,718
184,0,25594,Travis Perkins,25.05,130,519
185,0,22378,Trevor Immelman,24.77,191,771
186,0,01766,Billy Mayfair,24.68,311,1260
187,0,01142,Bart Bryant,24.55,231,941
188,0,22293,Heath Slocum,24.44,305,1248
189,0,12680,Shigeki Maruyama,23.97,116,484
190,0,10425,Jay Williamson,23.93,252,1053
191,0,23353,J.J. Henry,23.68,318,1343
192,0,01024,Billy Andrade,23.56,180,764
193,0,20105,Jeff Gove,23.49,132,562
194,0,26420,Richard Johnson,23.30,147,631
195,0,21959,Ted Purdy,23.28,173,743
196,0,20382,Stephen Leaney,22.53,123,546
197,0,01139,Olin Browne,21.81,193,885
