RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
89,0,22405,Justin Rose,166.94,11685.91,70
90,0,01116,Michael Bradley,166.91,8679.16,52
91,0,26679,Kevin Stadler,166.87,10179.12,61
92,0,10585,Scott McCarron,166.84,12179.50,73
93,0,07749,Brett Quigley,166.56,12991.84,78
94,0,12782,Tim Herron,166.54,9659.04,58
95,0,20572,Rod Pampling,166.33,10146.41,61
96,0,23613,Rich Barcelo,166.31,8149.00,49
96,0,27613,David Lutterus,166.31,8149.11,49
98,0,28780,Nicholas Thompson,166.15,11131.75,67
99,0,12510,Chad Campbell,166.13,12293.27,74
100,0,23307,Roger Tambellini,166.11,9634.18,58
101,0,24781,Hunter Mahan,166.10,12291.32,74
102,0,01707,Steve Lowery,166.09,8138.53,49
103,0,06621,Joe Durant,166.07,7805.11,47
104,0,20378,Mathias Grönberg,165.91,6636.27,40
105,0,01320,Bob Estes,165.77,10608.97,64
106,0,27963,Chris Stroud,165.74,10110.00,61
107,0,06595,Kevin Sutherland,165.62,12256.15,74
108,0,20160,Charlie Wi,165.58,13080.54,79
109,0,24912,Will MacKenzie,165.53,9931.56,60
110,0,27933,John Merrick,165.42,14391.35,87
111,0,22946,Henrik Bjornstad,165.34,8928.57,54
112,0,06004,Stephen Ames,165.10,9575.53,58
113,0,08375,Paul Stankowski,165.08,6272.92,38
114,0,01161,Mark Calcavecchia,165.01,6600.38,40
115,0,26882,Michael Sim,164.80,8240.20,50
116,0,28087,Kris Blanks,164.74,11367.24,69
117,0,24357,K.J. Choi,164.57,10038.54,61
118,0,25686,Jason Dufner,164.47,10854.95,66
119,0,12755,Vance Veazey,164.46,6578.55,40
120,0,23548,Bill Lunde,164.38,9698.37,59
121,0,26287,Roland Thatcher,164.35,10354.11,63
122,0,21949,Joe Ogilvie,164.32,13309.80,81
123,0,23718,Nathan Green,164.26,11498.21,70
124,0,06527,Steve Stricker,164.25,10512.25,64
125,0,01945,Kenny Perry,164.18,9686.58,59
126,0,06515,Shaun Micheel,164.14,7714.73,47
127,0,24138,Ian Poulter,163.70,6547.96,40
128,0,01948,Tim Petrovic,163.62,13580.56,83
129,0,23108,Matt Kuchar,163.46,12749.64,78
130,0,25240,D.A. Points,163.35,11924.77,73
131,0,20105,Jeff Gove,163.17,5710.94,35
132,0,31560,Brian Stuard,163.06,11251.05,69
133,0,25396,Kevin Na,163.03,12064.35,74
134,0,07867,Woody Austin,162.98,11082.35,68
135,0,29221,Webb Simpson,162.93,14500.35,89
136,0,01313,Steve Elkington,162.84,8467.79,52
137,0,25720,Chad Collins,162.71,12040.64,74
137,0,27466,Spencer Levin,162.71,13667.47,84
139,0,20593,Greg Chalmers,162.63,14311.26,88
140,0,26951,Johnson Wagner,162.58,11218.23,69
140,0,25892,Steve Wheatcroft,162.58,7641.32,47
142,0,23983,Luke Donald,162.54,9427.26,58
143,0,25345,Carl Pettersson,162.39,14614.91,90
144,0,12652,Cameron Beckman,162.14,8917.49,55
144,0,23325,Vaughn Taylor,162.14,11512.13,71
146,0,20436,Garrett Willis,162.12,10537.88,65
147,0,23800,Bryce Molder,162.05,11829.73,73
148,0,01766,Billy Mayfair,161.88,8903.61,55
149,0,23673,Michael Connell,161.87,11493.08,71
150,0,21350,Ryuji Imada,161.77,13264.74,82
151,0,24507,Jason Bohn,161.71,12937.17,80
152,0,10425,Jay Williamson,161.58,8563.56,53
153,0,20127,Chris Riley,161.47,9365.42,58
154,0,20498,Briny Baird,161.31,11130.65,69
155,0,23541,Ben Crane,160.89,11745.31,73
156,0,10423,Mike Weir,160.80,6592.72,41
157,0,10809,Jim Furyk,160.67,11086.47,69
158,0,08537,J.P. Hayes,160.17,10411.06,65
159,0,26420,Richard Johnson,160.14,9768.58,61
160,0,07457,Steve Flesch,160.10,8805.51,55
161,0,32617,Jerod Turner,160.04,6241.73,39
162,0,06514,Kevin Johnson,159.78,7030.20,44
163,0,27649,Brandt Snedeker,159.77,13101.14,82
164,0,21753,Brian Davis,159.73,12619.03,79
165,0,12602,Dean Wilson,159.70,6068.61,38
166,0,01797,Rocco Mediate,159.68,9261.44,58
167,0,10860,Justin Leonard,159.63,11812.30,74
168,0,20472,Alex Cejka,159.57,9414.91,59
169,0,01941,Tom Pernice Jr.,159.56,7020.82,44
170,0,22621,Ben Curtis,159.49,10845.20,68
171,0,08075,Jerry Kelly,159.40,11795.69,74
172,0,28620,Aron Price,159.27,7804.23,49
173,0,24024,Zach Johnson,159.14,12571.71,79
174,0,24227,Justin Bolli,159.06,6044.41,38
175,0,06251,Chris DiMarco,159.03,10178.15,64
176,0,02206,David Toms,158.65,10947.09,69
177,0,22293,Heath Slocum,158.33,12507.73,79
178,0,27060,John Mallinger,158.20,7909.79,50
179,0,12705,Cliff Kresge,158.12,5534.13,35
180,0,02239,Scott Verplank,157.92,9317.22,59
181,0,29285,Brent Delahoussaye,157.69,5834.56,37
182,0,01724,Jeff Maggert,157.58,9454.51,60
183,0,21878,Mark Wilson,157.50,11182.81,71
184,0,01619,Skip Kendall,157.34,5978.98,38
185,0,01329,Brad Faxon,157.00,7221.96,46
186,0,23135,Tim Clark,156.63,10651.09,68
187,0,08385,Omar Uresti,156.61,8613.40,55
188,0,06643,Paul Goydos,156.55,10645.26,68
189,0,06012,Greg Kraft,155.99,5147.55,33
190,0,25190,Jeff Quinney,155.35,10408.62,67
191,0,19846,Brian Gay,151.94,13370.73,88
192,0,07363,Craig Bowden,151.84,5618.22,37
