RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
58,0,26881,Jarrod Lyle,131,96,35
58,0,24663,Y.E. Yang,131,103,28
60,0,12705,Cliff Kresge,132,126,6
61,0,27963,Chris Stroud,133,80,53
62,0,27936,Martin Laird,135,86,49
63,0,22056,Cameron Percy,136,41,95
64,0,23548,Bill Lunde,138,59,79
64,0,24781,Hunter Mahan,138,96,42
66,0,26596,Ryan Moore,139,86,53
67,0,23135,Tim Clark,143,123,20
68,0,25892,Steve Wheatcroft,148,129,19
69,0,22046,Geoff Ogilvy,149,50,99
70,0,12714,Chris Tidland,150,89,61
71,0,24357,K.J. Choi,155,119,36
71,0,32102,Rickie Fowler,155,43,112
71,0,29221,Webb Simpson,155,94,61
74,0,23322,Brett Wetterich,156,118,38
75,0,01797,Rocco Mediate,159,74,85
76,0,27613,David Lutterus,163,89,74
76,0,28158,Steve Marino,163,27,136
78,0,06522,Ernie Els,164,103,61
78,0,01810,Phil Mickelson,164,7,157
80,0,27466,Spencer Levin,165,96,69
80,0,10425,Jay Williamson,165,136,29
82,0,01706,Davis Love III,167,40,127
83,0,26289,Boo Weekley,171,110,61
84,0,26392,Chris Wilson,172,48,124
85,0,20472,Alex Cejka,173,63,110
86,0,07363,Craig Bowden,175,107,68
87,0,24507,Jason Bohn,176,71,105
88,0,28780,Nicholas Thompson,177,55,122
89,0,24227,Justin Bolli,179,91,88
90,0,28475,Jeff Overton,181,71,110
90,0,25190,Jeff Quinney,181,150,31
92,0,06643,Paul Goydos,184,142,42
93,0,22946,Henrik Bjornstad,190,114,76
93,0,24925,Jonathan Byrd,190,68,122
93,0,27770,Camilo Villegas,190,114,76
96,0,20663,Brenden Pappas,191,79,112
97,0,22405,Justin Rose,192,91,101
98,0,20574,Mathew Goggin,193,76,117
99,0,20157,Retief Goosen,195,100,95
99,0,06514,Kevin Johnson,195,100,95
101,0,30946,Alex Prugh,196,82,114
102,0,25900,Lucas Glover,197,147,50
102,0,26679,Kevin Stadler,197,64,133
104,0,23108,Matt Kuchar,200,131,69
105,0,29910,Blake Adams,203,110,93
106,0,28500,Martin Flores,204,103,101
107,0,24490,George McNeill,207,80,127
108,0,10809,Jim Furyk,208,149,59
109,0,01707,Steve Lowery,209,100,109
110,0,26851,Marc Leishman,210,76,134
111,0,25686,Jason Dufner,211,142,69
111,0,01577,Lee Janzen,211,107,104
113,0,27436,Graham DeLaet,212,64,148
114,0,07749,Brett Quigley,213,50,163
115,0,08385,Omar Uresti,214,119,95
115,0,20436,Garrett Willis,214,114,100
117,0,22621,Ben Curtis,216,86,130
118,0,19846,Brian Gay,219,150,69
119,0,23638,Brendon de Jonge,228,113,115
119,0,24358,Robert Garrigus,228,82,146
119,0,27302,Garth Mulroy,228,62,166
122,0,12652,Cameron Beckman,231,128,103
123,0,20127,Chris Riley,233,172,61
124,0,26695,Michael Letzig,234,114,120
125,0,24138,Ian Poulter,236,93,143
126,0,23349,Charles Warren,237,59,178
127,0,33419,Cameron Tringale,238,119,119
128,0,24140,Sean O'Hair,242,96,146
129,0,02239,Scott Verplank,244,171,73
130,0,27095,Nick Watney,245,140,105
131,0,10860,Justin Leonard,247,155,92
132,0,32640,Troy Merritt,250,107,143
132,0,25804,Bubba Watson,250,133,117
134,0,01941,Tom Pernice Jr.,251,124,127
135,0,09011,David Duval,253,112,141
136,0,01619,Skip Kendall,255,131,124
137,0,20850,Daniel Chopra,257,94,163
138,0,21350,Ryuji Imada,258,124,134
139,0,12510,Chad Campbell,260,136,124
139,0,01948,Tim Petrovic,260,145,115
141,0,01313,Steve Elkington,261,140,121
142,0,22122,Andrew McLardy,265,74,191
143,0,25240,D.A. Points,269,130,139
144,0,06004,Stephen Ames,270,182,88
145,0,22371,Aaron Baddeley,273,84,189
146,0,06515,Shaun Micheel,276,183,93
147,0,01329,Brad Faxon,277,187,90
148,0,20691,Greg Owen,278,136,142
149,0,26300,Matt Jones,282,103,179
150,0,01320,Bob Estes,291,186,105
151,0,20098,Stuart Appleby,293,134,159
152,0,12602,Dean Wilson,294,164,130
153,0,23800,Bryce Molder,295,159,136
154,0,12716,Charley Hoffman,296,126,170
155,0,21209,Sergio Garcia,299,119,180
156,0,28307,Matt Every,302,136,166
157,0,20070,Matt Bettencourt,304,165,139
158,0,29285,Brent Delahoussaye,305,169,136
159,0,10585,Scott McCarron,310,134,176
160,0,23983,Luke Donald,312,147,165
160,0,21731,Freddie Jacobson,312,180,132
160,0,24361,Pat Perez,312,150,162
163,0,01116,Michael Bradley,315,159,156
163,0,27214,Kevin Streelman,315,158,157
163,0,26951,Johnson Wagner,315,167,148
166,0,20498,Briny Baird,318,165,153
166,0,20160,Charlie Wi,318,159,159
168,0,21961,Charles Howell III,322,179,143
169,0,20593,Greg Chalmers,323,172,151
169,0,07457,Steve Flesch,323,168,155
171,0,26301,James Nitties,324,176,148
172,0,26882,Michael Sim,325,150,175
173,0,07867,Woody Austin,326,154,172
173,0,23353,J.J. Henry,326,156,170
175,0,24924,Bill Haas,329,156,173
176,0,25632,Jimmy Walker,330,142,188
177,0,12755,Vance Veazey,331,177,154
178,0,25720,Chad Collins,335,174,161
178,0,24502,Adam Scott,335,145,190
180,0,20572,Rod Pampling,338,170,168
181,0,08725,Tom Gillis,340,188,152
182,0,20686,Jeev Milkha Singh,342,174,168
183,0,26420,Richard Johnson,344,163,181
183,0,20645,John Senden,344,159,185
185,0,23718,Nathan Green,357,184,173
186,0,23409,James Driscoll,361,178,183
187,0,06621,Joe Durant,366,184,182
188,0,25396,Kevin Na,368,191,177
189,0,11123,Chris Couch,373,181,192
190,0,10423,Mike Weir,374,190,184
191,0,24846,Ricky Barnes,375,188,187
192,0,22378,Trevor Immelman,377,192,185
