RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
182,0,01388,Robert Gamez,-.349,-26.542,76
183,0,26679,Kevin Stadler,-.356,-27.733,78
184,0,06621,Joe Durant,-.363,-26.483,73
185,0,02101,Joey Sindelar,-.389,-26.055,67
186,0,24781,Hunter Mahan,-.397,-28.573,72
187,0,21528,Henrik Stenson,-.414,-14.887,36
188,0,12714,Chris Tidland,-.422,-21.501,51
189,0,23320,Ryan Palmer,-.440,-36.063,82
190,0,24457,Jaco Van Zyl,-.447,-19.670,44
191,0,10885,Robert Allenby,-.449,-33.640,75
192,0,24980,Scott Gutschewski,-.456,-26.465,58
193,0,21646,David Branshaw,-.500,-37.514,75
194,0,11123,Chris Couch,-.517,-37.718,73
195,0,24358,Robert Garrigus,-.609,-52.382,86
196,0,27702,Matt Hendrix,-.780,-42.920,55
