RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
120,0,24507,Jason Bohn,-.069,-4.592,67
121,0,26476,Chez Reavie,-.077,-6.332,82
122,0,27330,Josh Teater,-.089,-8.210,92
123,0,23673,Michael Connell,-.097,-6.998,72
124,0,26851,Marc Leishman,-.099,-7.943,80
125,0,22913,John Rollins,-.101,-7.297,72
126,0,10860,Justin Leonard,-.110,-8.148,74
127,0,12652,Cameron Beckman,-.112,-7.141,64
128,0,25686,Jason Dufner,-.116,-7.542,65
128,0,31323,Gary Woodland,-.116,-8.139,70
130,0,28679,Fabián Gómez,-.117,-8.103,69
131,0,21209,Sergio Garcia,-.119,-5.361,45
132,0,06567,Vijay Singh,-.131,-9.414,72
133,0,06251,Chris DiMarco,-.145,-11.876,82
134,0,27120,Troy Matteson,-.150,-12.127,81
135,0,30692,Scott Stallings,-.154,-10.651,69
136,0,27963,Chris Stroud,-.155,-12.110,78
137,0,21350,Ryuji Imada,-.157,-11.936,76
138,0,10809,Jim Furyk,-.160,-11.231,70
139,0,26881,Jarrod Lyle,-.163,-11.737,72
140,0,23623,Bo Van Pelt,-.167,-11.849,71
141,0,10885,Robert Allenby,-.173,-12.114,70
142,0,25804,Bubba Watson,-.182,-10.735,59
143,0,20098,Stuart Appleby,-.184,-11.048,60
144,0,01810,Phil Mickelson,-.190,-11.042,58
145,0,27770,Camilo Villegas,-.194,-11.053,57
146,0,01116,Michael Bradley,-.196,-11.540,59
147,0,30926,Chris Kirk,-.202,-15.580,77
148,0,01766,Billy Mayfair,-.237,-20.104,85
149,0,24290,D.J. Brigman,-.245,-13.469,55
150,0,24502,Adam Scott,-.247,-11.119,45
151,0,24140,Sean O'Hair,-.253,-15.165,60
152,0,12716,Charley Hoffman,-.256,-18.964,74
153,0,20127,Chris Riley,-.292,-19.826,68
153,0,25834,Daniel Summerhays,-.292,-19.299,66
155,0,27064,Jhonattan Vegas,-.315,-22.038,70
156,0,01706,Davis Love III,-.318,-16.557,52
157,0,27797,Derek Lamely,-.321,-18.634,58
158,0,32640,Troy Merritt,-.334,-19.020,57
159,0,31557,Jim Herman,-.344,-19.628,57
160,0,09011,David Duval,-.364,-21.113,58
161,0,12510,Chad Campbell,-.368,-32.002,87
162,0,24358,Robert Garrigus,-.384,-26.499,69
163,0,21805,Harrison Frazar,-.386,-16.218,42
164,0,23621,Rory Sabbatini,-.403,-24.597,61
165,0,26679,Kevin Stadler,-.426,-31.076,73
166,0,08725,Tom Gillis,-.436,-21.808,50
167,0,28087,Kris Blanks,-.440,-36.524,83
168,0,32698,Bobby Gates,-.452,-30.298,67
169,0,24846,Ricky Barnes,-.480,-30.734,64
170,0,31401,Zack Miller,-.483,-36.247,75
171,0,22293,Heath Slocum,-.493,-36.491,74
172,0,32366,Kevin Chappell,-.501,-30.551,61
173,0,30110,Kyle Stanley,-.506,-40.470,80
174,0,30925,Dustin Johnson,-.549,-29.630,54
175,0,34255,Joseph Bramlett,-.581,-35.456,61
176,0,30946,Alex Prugh,-.582,-41.352,71
177,0,23614,Rich Beem,-.592,-27.246,46
178,0,01797,Rocco Mediate,-.621,-29.817,48
179,0,06643,Paul Goydos,-.628,-46.486,74
180,0,24980,Scott Gutschewski,-.638,-35.071,55
181,0,20472,Alex Cejka,-.665,-31.253,47
182,0,06522,Ernie Els,-.705,-41.606,59
183,0,23788,D.J. Trahan,-.815,-67.666,83
184,0,06621,Joe Durant,-.861,-55.134,64
185,0,25444,Justin Hicks,-.955,-42.016,44
186,0,26289,Boo Weekley,-1.100,-62.721,57
