RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
201,0,35840,Kevin Foley,78,0,2504
202,0,09011,David Duval,77,0,2505
203,0,20572,Rod Pampling,74,0,1,2508
204,0,28310,Lee Williams,74,0,2508
205,0,01320,Bob Estes,73,0,1,2509
206,0,30946,Alex Prugh,72,0,2510
207,0,12652,Cameron Beckman,72,0,2510
208,0,20691,Greg Owen,67,0,2515
209,0,01249,John Daly,63,0,2519
210,0,19972,José Coceres,59,0,2523
211,0,20070,Matt Bettencourt,57,0,2525
212,0,33120,Mark Anderson,55,0,2527
213,0,28455,Will Claxton,52,0,2530
214,0,02256,Tom Watson,51,0,2531
215,0,01226,Fred Couples,49,0,2533
216,0,01161,Mark Calcavecchia,49,0,2533
217,0,35450,Patrick Cantlay,48,0,2534
218,0,08793,Tiger Woods,45,0,2537
219,0,23497,Tag Ridings,42,0,2540
220,0,01577,Lee Janzen,41,0,2541
221,0,21949,Joe Ogilvie,40,0,2542
222,0,08931,Glen Day,40,0,2542
223,0,07457,Steve Flesch,37,0,2545
223,0,21805,Harrison Frazar,37,0,2545
225,0,24227,Justin Bolli,37,0,2545
226,0,06373,José María Olazábal,36,0,2546
227,0,20472,Alex Cejka,34,0,2548
228,0,06575,Dudley Hart,32,0,2550
229,0,26668,Marc Turnesa,31,0,2551
230,0,02106,Chris Smith,28,0,2554
231,0,01717,Sandy Lyle,25,0,2557
232,0,01766,Billy Mayfair,24,0,2558
233,0,24940,Edward Loar,23,0,2559
234,0,01761,Len Mattiace,21,0,2561
235,0,10733,Kent Jones,20,0,2562
235,0,01823,Larry Mize,20,0,2562
237,0,28087,Kris Blanks,19,0,2563
238,0,23788,D.J. Trahan,18,0,2564
239,0,26476,Chez Reavie,18,0,2564
240,0,31289,Benjamín Alvarado,15,0,2567
241,0,23718,Nathan Green,14,0,2568
242,0,36884,Ben Kohles,13,0,2569
243,0,23325,Vaughn Taylor,12,0,2570
244,0,06643,Paul Goydos,11,0,2571
245,0,21407,Arjun Atwal,11,0,2571
246,0,01473,Todd Hamilton,11,0,2571
247,0,28679,Fabián Gómez,10,0,2572
248,0,01381,Fred Funk,9,0,2573
249,0,20850,Daniel Chopra,9,0,2573
250,0,06034,Marco Dawson,4,0,2578
250,0,12660,Jesper Parnevik,4,0,2578
252,0,25936,Alex Aragon,2,0,2580
253,0,10585,Scott McCarron,2,0,2580
254,0,08375,Paul Stankowski,1,0,2581
255,0,02239,Scott Verplank,1,0,2581
256,0,06251,Chris DiMarco,1,0,2581
257,0,07749,Brett Quigley,1,0,2581
258,0,32698,Bobby Gates,1,0,2581
