RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
58,0,02106,Chris Smith,54.67,123,102,-68,-10
59,0,20850,Daniel Chopra,54.42,197,165,-128,-8
60,0,20098,Stuart Appleby,54.40,136,114,-80,-15
61,0,22946,Henrik Bjornstad,54.22,180,152,-86,+5
61,0,24361,Pat Perez,54.22,90,76,-51,-11
63,0,08375,Paul Stankowski,54.08,126,107,-56,+6
64,0,01161,Mark Calcavecchia,54.00,162,138,-72,-4
65,0,23623,Bo Van Pelt,53.95,191,163,-124,-5
66,0,12782,Tim Herron,53.92,117,100,-66,+4
67,0,24912,Will MacKenzie,53.85,161,138,-102,-9
68,0,01666,Bernhard Langer,53.74,122,105,-61,-13
69,0,22892,Jason Gore,53.55,151,131,-73,E
70,0,23621,Rory Sabbatini,53.33,120,105,-63,-9
71,0,21753,Brian Davis,53.31,169,148,-68,-24
72,0,23409,James Driscoll,53.13,153,135,-81,E
72,0,07013,Wes Short Jr.,53.13,178,157,-85,-2
74,0,06595,Kevin Sutherland,52.91,182,162,-111,+7
75,0,25345,Carl Pettersson,52.75,144,129,-71,E
76,0,23718,Nathan Green,52.56,185,167,-105,-7
77,0,01724,Jeff Maggert,52.24,128,117,-48,E
78,0,21407,Arjun Atwal,52.12,160,147,-83,+1
79,0,11032,Frank Lickliter II,52.11,173,159,-100,-16
80,0,24138,Ian Poulter,52.10,87,80,-43,-13
81,0,02246,Duffy Waldorf,52.02,167,154,-89,-10
82,0,08835,Kris Cox,51.59,146,137,-83,+7
82,0,10565,Ian Leggatt,51.59,146,137,-64,+1
84,0,24507,Jason Bohn,51.45,177,167,-104,-13
85,0,21660,Jason Schultz,51.19,129,123,-72,+2
86,0,01766,Billy Mayfair,51.06,145,139,-70,-3
87,0,07223,Brian Bateman,50.92,111,107,-57,+14
87,0,06573,Brandt Jobe,50.92,138,133,-75,-5
89,0,22405,Justin Rose,50.79,161,156,-91,-14
90,0,08123,Jeff Brehaut,50.75,170,165,-85,-22
91,0,23616,Ryan Hietala,50.53,96,94,-52,+2
92,0,06350,Bob May,50.48,106,104,-46,-11
93,0,09011,David Duval,50.26,98,97,-50,-6
94,0,20472,Alex Cejka,50.16,155,154,-84,-6
95,0,20645,John Senden,49.83,151,152,-88,-18
96,0,01945,Kenny Perry,49.77,107,108,-51,-8
97,0,07749,Brett Quigley,49.72,177,179,-112,-25
98,0,01941,Tom Pernice Jr.,49.69,161,163,-98,-27
99,0,24357,K.J. Choi,49.65,141,143,-77,-13
100,0,23325,Vaughn Taylor,49.32,145,149,-90,-21
100,0,25632,Jimmy Walker,49.32,109,112,-62,-5
102,0,20105,Jeff Gove,49.23,159,164,-90,-4
103,0,12760,Danny Ellis,49.15,116,120,-59,-11
104,0,01677,Tom Lehman,49.10,82,85,-47,+1
105,0,25842,Jon Mills,48.79,101,106,-57,+2
106,0,21731,Freddie Jacobson,48.58,103,109,-47,-5
107,0,21949,Joe Ogilvie,48.47,143,152,-77,-12
108,0,01948,Tim Petrovic,48.15,156,168,-81,-2
109,0,25936,Alex Aragon,48.10,101,109,-52,+18
110,0,01553,John Huston,47.79,119,130,-54,-3
111,0,21470,Daisuke Maruyama,47.78,129,141,-65,-17
112,0,07457,Steve Flesch,47.75,191,209,-97,+3
113,0,21646,David Branshaw,47.73,168,184,-84,-20
114,0,20229,Stewart Cink,47.58,118,130,-67,-23
115,0,12662,Thomas Levet,47.57,88,97,-35,-1
116,0,23353,J.J. Henry,47.47,141,156,-87,-14
117,0,20498,Briny Baird,47.41,128,142,-67,-32
118,0,20572,Rod Pampling,47.26,112,125,-58,-20
119,0,12510,Chad Campbell,47.23,111,124,-73,+6
120,0,12602,Dean Wilson,46.49,159,183,-89,-15
121,0,01685,J.L. Lewis,46.39,90,104,-42,+1
122,0,25240,D.A. Points,46.21,128,149,-62,+6
123,0,07867,Woody Austin,46.20,164,191,-86,-22
124,0,22293,Heath Slocum,45.82,148,175,-71,-29
125,0,20628,Arron Oberholser,45.61,104,124,-61,-19
126,0,06034,Marco Dawson,45.60,145,173,-85,-16
127,0,02206,David Toms,45.22,104,126,-67,-15
128,0,22548,Patrick Sheehan,45.18,150,182,-71,+7
129,0,06004,Stephen Ames,45.14,79,96,-55,-4
130,0,20631,David McKenzie,45.11,120,146,-57,+2
131,0,02223,Bob Tway,44.96,116,142,-59,-12
132,0,23983,Luke Donald,44.87,70,86,-40,-15
133,0,10733,Kent Jones,44.86,157,193,-90,-22
134,0,12680,Shigeki Maruyama,44.78,133,164,-63,-16
135,0,01042,Paul Azinger,44.74,136,168,-82,-12
136,0,06575,Dudley Hart,44.72,110,136,-70,-6
137,0,06515,Shaun Micheel,44.67,134,166,-70,-20
138,0,11011,Mike Sposa,44.44,100,125,-62,+2
139,0,12645,Brent Geiberger,44.41,151,189,-74,-11
140,0,10423,Mike Weir,44.35,110,138,-61,-18
141,0,21350,Ryuji Imada,43.88,147,188,-66,-30
142,0,01320,Bob Estes,43.45,126,164,-71,-16
143,0,23541,Ben Crane,43.44,106,138,-60,-10
144,0,10809,Jim Furyk,43.43,109,142,-72,-32
145,0,06197,Michael Allen,43.06,121,160,-80,-4
146,0,02101,Joey Sindelar,43.00,129,171,-64,-18
147,0,20634,Peter Lonard,42.41,95,129,-52,-12
148,0,01024,Billy Andrade,41.70,98,137,-48,-13
149,0,06251,Chris DiMarco,41.56,96,135,-46,-22
150,0,01473,Todd Hamilton,41.40,89,126,-38,-1
151,0,20127,Chris Riley,40.84,107,155,-59,-21
152,0,01313,Steve Elkington,40.76,75,109,-42,-16
153,0,08075,Jerry Kelly,40.69,129,188,-71,-19
154,0,25935,John Engler Jr.,40.64,102,149,-47,-5
155,0,20593,Greg Chalmers,40.37,88,130,-38,+15
156,0,08537,J.P. Hayes,39.70,79,120,-47,-35
157,0,02104,Jeff Sluman,39.44,127,195,-68,-18
158,0,26420,Richard Johnson,38.54,121,193,-61,-29
159,0,20812,Tjaart van der Walt,38.50,77,123,-41,-8
160,0,01577,Lee Janzen,38.38,104,167,-47,-22
161,0,19913,Ron Whittaker,38.32,105,169,-48,-23
162,0,19881,Robert Damron,38.27,124,200,-67,-23
163,0,02239,Scott Verplank,38.11,101,164,-55,-20
164,0,06527,Steve Stricker,38.10,72,117,-53,-26
165,0,01599,Steve Jones,38.08,99,161,-50,-10
166,0,24024,Zach Johnson,37.86,106,174,-64,-14
167,0,21878,Mark Wilson,37.59,106,176,-59,-27
168,0,01761,Len Mattiace,37.50,75,125,-37,-4
169,0,01142,Bart Bryant,37.23,102,172,-51,-16
170,0,08385,Omar Uresti,37.04,70,119,-39,-16
171,0,01388,Robert Gamez,36.73,108,186,-54,-10
172,0,01035,Tommy Armour III,36.71,76,131,-27,-6
173,0,23135,Tim Clark,36.40,83,145,-51,-40
174,0,20099,Doug Barron,36.23,96,169,-52,-11
175,0,12755,Vance Veazey,36.10,74,131,-48,-19
176,0,01619,Skip Kendall,35.59,84,152,-38,-28
176,0,10860,Justin Leonard,35.59,84,152,-41,-37
178,0,06643,Paul Goydos,35.48,88,160,-39,-42
178,0,02214,Kirk Triplett,35.48,66,120,-31,-21
180,0,20121,Todd Fischer,35.29,126,231,-70,-45
181,0,22621,Ben Curtis,34.85,84,157,-41,-31
182,0,01329,Brad Faxon,34.75,98,184,-49,-4
183,0,01381,Fred Funk,33.87,106,207,-47,-36
184,0,20382,Stephen Leaney,33.67,100,197,-55,-34
185,0,01139,Olin Browne,33.43,111,221,-62,-23
186,0,23673,Michael Connell,33.13,55,111,-27,-16
187,0,01132,Mark Brooks,32.40,93,194,-31,-17
188,0,20548,Hidemichi Tanaka,32.02,81,172,-36,+7
189,0,01928,Corey Pavin,31.00,62,138,-31,-21
190,0,10505,Shane Bertsch,30.66,107,242,-58,-55
191,0,06012,Greg Kraft,30.60,82,186,-29,-36
192,0,02110,Jerry Smith,30.09,99,230,-46,-34
193,0,01219,John Cook,29.91,64,150,-28,-17
194,0,19846,Brian Gay,29.53,114,272,-62,-55
195,0,01823,Larry Mize,28.40,46,116,-23,-5
196,0,01887,Mark O'Meara,23.78,34,109,-12,-24
