RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
84,0,24361,Pat Perez,55' 5",AT&T National,2,3 - Par 4 -
85,0,20645,John Senden,55' 5",The Greenbrier,4,18 - Par 3
86,0,20105,Jeff Gove,55' 4",Texas Open,4,11 - Par 4
87,0,01577,Lee Janzen,55' 1",The Greenbrier,1,1 - Par 4 -
88,0,27436,Graham DeLaet,55' 1",BMW Champ,4,15 - Par 4
90,0,32698,Bobby Gates,55' 0",St. Jude,2,4 - Par 3 -
91,0,33461,Morgan Hoffmann,55' 0",John Deere Clas,2,2 - Par 5 -
93,0,28475,Jeff Overton,54' 11",Honda Classic,1,5 - Par 3 -
94,0,25240,D.A. Points,54' 9",Shell Houston,1,17 - Par 4
95,0,23353,J.J. Henry,54' 8",HP Byron Nelson,1,17 - Par 3
101,0,20396,Lee Westwood,53' 8",WGC-Cadillac,1,14 - Par 4
102,0,23409,James Driscoll,53' 7",HP Byron Nelson,1,4 - Par 4 -
103,0,24781,Hunter Mahan,53' 4",Farmers Ins.,4,14 - Par 4
104,0,06332,Neal Lancaster,53' 4",The Greenbrier,1,13 - Par 4
105,0,25632,Jimmy Walker,53' 2",Farmers Ins.,4,13 - Par 5
107,0,29289,S.Y. Noh,53' 1",Arnold Palmer,1,14 - Par 3
108,0,24924,Bill Haas,53' 1",RBC Heritage,2,3 - Par 4 -
109,0,23320,Ryan Palmer,53' 1",AT&T National,4,12 - Par 4
111,0,31323,Gary Woodland,53' 0",The Barclays,2,15 - Par 4
112,0,30926,Chris Kirk,52' 7",Deutsche Bank,1,9 - Par 4 -
113,0,25444,Justin Hicks,52' 6",HP Byron Nelson,3,7 - Par 5 -
114,0,35139,Richard Lee,52' 6",AT&T National,4,13 - Par 3
115,0,28679,Fabián Gómez,52' 6",Sanderson Farms,2,18 - Par 5
116,0,29974,Branden Grace,52' 5",Honda Classic,1,9 - Par 4 -
117,0,23135,Tim Clark,52' 5",Wyndham Champ,1,11 - Par 4
118,0,01249,John Daly,52' 4",Sony Open,3,9 - Par 5 -
119,0,26695,Michael Letzig,52' 4",Zurich Classic,2,4 - Par 4 -
120,0,22806,Doug LaBelle II,52' 4",HP Byron Nelson,1,17 - Par 3
121,0,29720,Andres Gonzales,52' 2",Sony Open,1,17 - Par 3
122,0,01706,Davis Love III,52' 1",Crowne Plaza,1,10 - Par 4
123,0,27770,Camilo Villegas,52' 1",Memorial Tourn,4,1 - Par 4 -
124,0,34099,Harris English,52' 0",Farmers Ins.,1,16 - Par 3
125,0,30711,Colt Knost,52' 0",Phoenix Open,2,10 - Par 4
126,0,39910,Kevin Carrigan,52' 0",Canadian Open,2,18 - Par 5
130,0,23718,Nathan Green,51' 7",Sanderson Farms,2,9 - Par 4 -
132,0,20766,Padraig Harrington,51' 6",Travelers Champ,1,15 - Par 4
134,0,32366,Kevin Chappell,51' 5",Phoenix Open,1,11 - Par 4
135,0,29420,Billy Horschel,51' 5",AT&T National,1,10 - Par 3
137,0,20593,Greg Chalmers,51' 4",Northern Trust,2,14 - Par 3
141,0,27141,J.B. Holmes,51' 2",Farmers Ins.,2,14 - Par 4
142,0,28135,Aaron Watkins,51' 2",Travelers Champ,3,17 - Par 4
144,0,08375,Paul Stankowski,51' 0",Sanderson Farms,1,18 - Par 5
145,0,10860,Justin Leonard,51' 0",Deutsche Bank,4,14 - Par 4
146,0,35901,Paul Haley II,50' 11",Zurich Classic,1,18 - Par 5
148,0,26300,Matt Jones,50' 10",John Deere Clas,1,11 - Par 4
151,0,23621,Rory Sabbatini,50' 8",The Barclays,2,5 - Par 4 -
154,0,08725,Tom Gillis,50' 6",Travelers Champ,1,3 - Par 4 -
157,0,30852,Ryo Ishikawa,50' 2",Sanderson Farms,2,8 - Par 3 -
159,0,20160,Charlie Wi,50' 0",Northern Trust,2,15 - Par 4
160,0,28455,Will Claxton,50' 0",Northern Trust,2,17 - Par 5
165,0,39975,Michael Kim,49' 9",The Greenbrier,3,8 - Par 3 -
168,0,23983,Luke Donald,49' 7",Memorial Tourn,1,6 - Par 4 -
169,0,20443,Jin Park,49' 7",The Greenbrier,1,1 - Par 4 -
171,0,20848,Ángel Cabrera,49' 7",Deutsche Bank,2,10 - Par 4
174,0,22892,Jason Gore,49' 5",The Greenbrier,1,1 - Par 4 -
175,0,29425,Andrew Svoboda,49' 5",Canadian Open,1,15 - Par 3
177,0,32102,Rickie Fowler,49' 2",Wells Fargo,1,12 - Par 4
178,0,30692,Scott Stallings,49' 1",Texas Open,4,6 - Par 4 -
179,0,22961,David Mathis,49' 1",Wyndham Champ,4,16 - Par 3
184,0,12660,Jesper Parnevik,48' 9",Northern Trust,3,17 - Par 5
185,0,27330,Josh Teater,48' 9",THE PLAYERS,1,13 - Par 3
190,0,28310,Lee Williams,48' 7",John Deere Clas,2,5 - Par 4 -
191,0,27060,John Mallinger,48' 6",Sony Open,1,5 - Par 4 -
194,0,23638,Brendon de Jonge,48' 6",BMW Champ,2,11 - Par 3
195,0,26497,Casey Wittenberg,48' 5",Phoenix Open,1,14 - Par 4
197,0,27503,Steve LeBrun,48' 4",Zurich Classic,1,17 - Par 3
201,0,29479,Scott Brown,48' 3",THE PLAYERS,1,12 - Par 4
204,0,25900,Lucas Glover,48' 2",Tampa Bay,2,6 - Par 4 -
209,0,12782,Tim Herron,48' 0",Sony Open,2,16 - Par 4
212,0,28500,Martin Flores,48' 0",Tampa Bay,1,15 - Par 3
216,0,25686,Jason Dufner,47' 10",Honda Classic,1,16 - Par 4
217,0,30163,Henrik Norlander,47' 10",St. Jude,1,15 - Par 4
218,0,27895,Jonas Blixt,47' 9",Tampa Bay,2,18 - Par 4
220,0,22405,Justin Rose,47' 9",Memorial Tourn,4,5 - Par 5 -
226,0,21099,David Lynn,47' 7",BMW Champ,4,17 - Par 3
233,0,23481,Marcel Siem,47' 0",Zurich Classic,2,3 - Par 3 -
236,0,20229,Stewart Cink,46' 11",THE PLAYERS,1,16 - Par 5
238,0,27933,John Merrick,46' 10",Travelers Champ,2,18 - Par 4
240,0,34046,Jordan Spieth,46' 9",Wells Fargo,2,16 - Par 4
242,0,07457,Steve Flesch,46' 9",St. Jude,1,17 - Par 4
244,0,27963,Chris Stroud,46' 8",Phoenix Open,2,5 - Par 4 -
245,0,22913,John Rollins,46' 8",Northern Trust,2,12 - Par 4
249,0,23800,Bryce Molder,46' 8",Crowne Plaza,3,16 - Par 3
251,0,36884,Ben Kohles,46' 7",St. Jude,1,18 - Par 4
253,0,32448,James Hahn,46' 6",Farmers Ins.,3,12 - Par 4
255,0,22046,Geoff Ogilvy,46' 6",Canadian Open,1,6 - Par 4 -
256,0,22378,Trevor Immelman,46' 5",Honda Classic,1,15 - Par 3
258,0,33418,Shawn Stefani,46' 5",AT&T National,3,10 - Par 3
262,0,35879,Kelly Kraft,46' 3",Shell Houston,1,9 - Par 3 -
266,0,28307,Matt Every,46' 1",Shell Houston,2,7 - Par 3 -
267,0,23929,Paul Scaletta,46' 0",Honda Classic,2,6 - Par 4 -
270,0,28092,D.H. Lee,46' 0",AT&T National,1,13 - Par 3
274,0,06567,Vijay Singh,45' 10",Travelers Champ,2,14 - Par 4
280,0,12510,Chad Campbell,45' 8",Sanderson Farms,1,4 - Par 4 -
285,0,21209,Sergio Garcia,45' 6",The Barclays,2,6 - Par 5 -
287,0,33122,Russell Knox,45' 3",Travelers Champ,4,3 - Par 4 -
291,0,35539,Luke Guthrie,45' 2",Memorial Tourn,1,13 - Par 4
299,0,21528,Henrik Stenson,44' 9",Arnold Palmer,2,12 - Par 5
301,0,33141,Keegan Bradley,44' 9",Deutsche Bank,2,14 - Par 4
302,0,25274,Steven Bowditch,44' 7",Shell Houston,2,8 - Par 5 -
308,0,20376,Stephen Gallacher,44' 5",WGC-Bridgestone,3,9 - Par 4 -
313,0,24502,Adam Scott,44' 3",The Barclays,2,2 - Par 3 -
315,0,24459,Richard Sterne,44' 2",WGC-Cadillac,1,11 - Par 4
319,0,30750,Tommy Gainey,44' 1",Travelers Champ,2,1 - Par 4 -
321,0,20634,Peter Lonard,44' 1",Sanderson Farms,2,14 - Par 4
325,0,09011,David Duval,43' 11",Honda Classic,2,14 - Par 4
328,0,39301,Matt Bova,43' 10",RBC Heritage,1,7 - Par 3 -
336,0,24925,Jonathan Byrd,43' 9",Crowne Plaza,1,5 - Par 4 -
337,0,34431,Robert Streb,43' 9",St. Jude,2,8 - Par 3 -
338,0,01945,Kenny Perry,43' 9",The Greenbrier,1,8 - Par 3 -
339,0,24138,Ian Poulter,43' 9",WGC-Bridgestone,1,11 - Par 4
346,0,25562,Andres Romero,43' 7",AT&T National,1,13 - Par 3
354,0,23497,Tag Ridings,43' 4",Sony Open,1,7 - Par 3 -
355,0,29484,Peter Uihlein,43' 4",Tampa Bay,2,10 - Par 4
370,0,30925,Dustin Johnson,42' 11",Shell Houston,3,3 - Par 4 -
372,0,22056,Cameron Percy,42' 11",Texas Open,4,3 - Par 3 -
373,0,22293,Heath Slocum,42' 11",Travelers Champ,1,9 - Par 4 -
382,0,29518,Brendan Steele,42' 10",Canadian Open,1,15 - Par 3
384,0,06004,Stephen Ames,42' 9",Sony Open,3,7 - Par 3 -
389,0,32334,Charlie Beljan,42' 8",Shell Houston,1,9 - Par 3 -
390,0,23204,Gary Christian,42' 8",HP Byron Nelson,1,9 - Par 4 -
394,0,01343,Jon Fiedler,42' 7",Farmers Ins.,2,2 - Par 4 -
403,0,19846,Brian Gay,42' 4",Tampa Bay,2,12 - Par 4
405,0,10885,Robert Allenby,42' 4",Texas Open,1,16 - Par 3
406,0,27129,Luke List,42' 4",Wells Fargo,3,3 - Par 4 -
413,0,30927,Brendon Todd,42' 1",Sanderson Farms,2,8 - Par 3 -
421,0,32839,Hideki Matsuyama,41' 11",Wyndham Champ,2,5 - Par 5 -
436,0,24663,Y.E. Yang,41' 8",AT&T National,3,13 - Par 3
444,0,06150,Carl Cooper,41' 6",Texas Open,1,18 - Par 5
462,0,24227,Justin Bolli,41' 3",Texas Open,1,3 - Par 3 -
470,0,25191,Gonzalo Fernandez-Castaño,41' 0",WGC-Bridgestone,1,7 - Par 3 -
479,0,24940,Edward Loar,40' 10",Phoenix Open,2,18 - Par 4
480,0,25396,Kevin Na,40' 10",AT&T Pebble,2,4 - Par 4 -
481,0,38985,Steven Fox,40' 10",Crowne Plaza,1,8 - Par 3 -
486,0,28308,Troy Kelly,40' 9",Northern Trust,2,2 - Par 4 -
489,0,39480,T.J. Vogel,40' 9",John Deere Clas,2,2 - Par 5 -
495,0,02239,Scott Verplank,40' 7",Phoenix Open,1,18 - Par 4
499,0,21660,Jason Schultz,40' 6",HP Byron Nelson,1,3 - Par 4 -
515,0,28259,Sangmoon Bae,40' 4",The Barclays,1,7 - Par 4 -
521,0,32800,Franklin Corpening,40' 2",Crowne Plaza,2,9 - Par 4 -
522,0,06251,Chris DiMarco,40' 2",Sanderson Farms,4,5 - Par 5 -
527,0,24357,K.J. Choi,40' 0",Farmers Ins.,4,11 - Par 3
529,0,06595,Kevin Sutherland,40' 0",Travelers Champ,4,1 - Par 4 -
541,0,34021,Bud Cauley,39' 10",THE PLAYERS,2,4 - Par 4 -
546,0,28118,Peter Tomasulo,39' 9",Farmers Ins.,3,15 - Par 4
570,0,20070,Matt Bettencourt,39' 3",John Deere Clas,4,16 - Par 3
582,0,25369,Jamie Donaldson,39' 0",Honda Classic,2,1 - Par 4 -
599,0,20691,Greg Owen,38' 9",Farmers Ins.,3,12 - Par 4
621,0,23778,Brad Adamonis,38' 7",The Greenbrier,1,11 - Par 4
626,0,33911,Nate Smith,38' 5",Wells Fargo,1,4 - Par 4 -
639,0,23325,Vaughn Taylor,38' 3",Arnold Palmer,2,3 - Par 4 -
640,0,10809,Jim Furyk,38' 3",Texas Open,4,6 - Par 4 -
643,0,33869,Eric Meierdierks,38' 3",The Greenbrier,2,15 - Par 3
645,0,37455,Si Woo Kim,38' 3",Wyndham Champ,2,17 - Par 4
646,0,08075,Jerry Kelly,38' 3",Deutsche Bank,2,18 - Par 5
653,0,10585,Scott McCarron,38' 2",St. Jude,2,17 - Par 4
671,0,21731,Freddie Jacobson,37' 11",Texas Open,1,6 - Par 4 -
687,0,23548,Bill Lunde,37' 9",The Greenbrier,1,2 - Par 4 -
689,0,24399,Scott Gardiner,37' 8",Farmers Ins.,3,13 - Par 5
692,0,02136,Chris Starkjohann,37' 7",Humana,1,13 - Par 4
715,0,37460,Jeremiah Wooding,37' 4",Northern Trust,1,5 - Par 4 -
739,0,24358,Robert Garrigus,37' 2",Deutsche Bank,1,14 - Par 4
740,0,01203,Russ Cochran,37' 1",Sony Open,4,6 - Par 4 -
752,0,26733,John Kimbell,37' 0",John Deere Clas,3,18 - Par 4
762,0,35541,John Peterson,36' 11",Crowne Plaza,3,18 - Par 4
801,0,21951,Joey Snyder III,36' 5",John Deere Clas,3,3 - Par 3 -
811,0,26596,Ryan Moore,36' 3",Phoenix Open,1,12 - Par 3
814,0,33204,Shane Lowry,36' 3",Shell Houston,2,1 - Par 4 -
829,0,08931,Glen Day,36' 2",St. Jude,4,11 - Par 3
847,0,08793,Tiger Woods,35' 11",Deutsche Bank,2,18 - Par 5
869,0,29476,Kyle Reifers,35' 8",Sanderson Farms,2,9 - Par 4 -
890,0,21949,Joe Ogilvie,35' 6",Sanderson Farms,2,12 - Par 3
900,0,21878,Mark Wilson,35' 4",St. Jude,2,14 - Par 3
907,0,34409,David Lingmerth,35' 3",AT&T National,2,12 - Par 4
915,0,28237,Rory McIlroy,35' 1",WGC-Cadillac,3,14 - Par 4
952,0,23788,D.J. Trahan,34' 10",Tampa Bay,1,8 - Par 3 -
959,0,06527,Steve Stricker,34' 10",John Deere Clas,3,12 - Par 3
960,0,21407,Arjun Atwal,34' 10",Wyndham Champ,2,11 - Par 4
962,0,39040,Glen Griffith,34' 9",Phoenix Open,2,4 - Par 3 -
996,0,39537,Chris Naegel,34' 7",John Deere Clas,1,13 - Par 4
