RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
82,0,23638,Brendon de Jonge,14' 6",43.583,3,26,7
82,0,23353,J.J. Henry,14' 6",72.667,5,25,8
84,0,24138,Ian Poulter,13' 10",27.667,2,16,12
85,0,32334,Charlie Beljan,13' 8",41.083,3,22,9
86,0,26497,Casey Wittenberg,13' 7",13.583,1,14,14
87,0,23135,Tim Clark,13' 3",39.750,3,32,4
88,0,06567,Vijay Singh,12' 11",12.917,1,13,13
89,0,24357,K.J. Choi,12' 7",25.083,2,16,9
90,0,25572,Graeme McDowell,12' 6",25.000,2,20,5
90,0,23623,Bo Van Pelt,12' 6",37.500,3,18,4
92,0,22056,Cameron Percy,12' 1",24.167,2,20,5
93,0,21961,Charles Howell III,12' 0",72.167,6,16,4
94,0,28500,Martin Flores,11' 10",71.083,6,39,4
94,0,20766,Padraig Harrington,11' 10",35.583,3,19,8
94,0,08075,Jerry Kelly,11' 10",23.667,2,14,9
94,0,27120,Troy Matteson,11' 10",35.500,3,28,2
98,0,24846,Ricky Barnes,11' 9",11.750,1,12,12
98,0,24140,Sean O'Hair,11' 9",47.000,4,15,10
98,0,24502,Adam Scott,11' 9",46.917,4,15,5
101,0,27129,Luke List,11' 7",34.833,3,13,11
102,0,26596,Ryan Moore,11' 6",45.833,4,24,6"
102,0,23788,D.J. Trahan,11' 6",22.917,2,15,8
104,0,20104,Ken Duke,11' 4",22.583,2,16,7
104,0,27649,Brandt Snedeker,11' 4",56.500,5,22,4
106,0,24399,Scott Gardiner,11' 3",45.000,4,13,8
107,0,21753,Brian Davis,11' 2",11.167,1,11,11
107,0,28307,Matt Every,11' 2",55.750,5,21,2
109,0,22792,Peter Hanson,10' 10",21.583,2,18,4
109,0,28237,Rory McIlroy,10' 10",43.167,4,18,5
109,0,23320,Ryan Palmer,10' 10",21.583,2,15,7
109,0,25336,Alistair Presnell,10' 10",43.250,4,26,2
113,0,20098,Stuart Appleby,10' 9",21.417,2,20,1
114,0,27770,Camilo Villegas,10' 8",53.333,5,20,4
115,0,02206,David Toms,10' 6",20.917,2,13,8
115,0,20160,Charlie Wi,10' 6",21.000,2,15,6
117,0,27556,Ted Potter Jr.,10' 5",20.833,2,20,1
118,0,34098,Russell Henley,10' 2",50.750,5,25,2
118,0,30692,Scott Stallings,10' 2",20.250,2,16,4
120,0,06004,Stephen Ames,10' 1",20.167,2,12,8
121,0,22913,John Rollins,10' 0",20.000,2,15,5
122,0,30926,Chris Kirk,9' 9",97.333,10,34,1
123,0,24361,Pat Perez,9' 6",18.917,2,16,3
124,0,34409,David Lingmerth,9' 2",27.417,3,11,8
125,0,23409,James Driscoll,9' 1",9.083,1,9,9
126,0,23800,Bryce Molder,8' 10",17.667,2,16,2
126,0,20443,Jin Park,8' 10",8.833,1,9,9
126,0,27214,Kevin Streelman,8' 10",44.250,5,18,3
129,0,33419,Cameron Tringale,8' 8",43.417,5,21,1
130,0,37273,Derek Ernst,8' 6",17.000,2,11,7
131,0,31557,Jim Herman,8' 5",8.417,1,8,8
132,0,34174,John Huh,8' 3",24.833,3,15,1
133,0,12782,Tim Herron,7' 11",23.667,3,10,6
133,0,26851,Marc Leishman,7' 11",15.833,2,13,3
135,0,32366,Kevin Chappell,7' 7",45.333,6,16,1
136,0,30925,Dustin Johnson,7' 6",37.583,5,13,3
136,0,33418,Shawn Stefani,7' 6",15.000,2,13,2
138,0,24924,Bill Haas,7' 4",14.667,2,9,6
139,0,27936,Martin Laird,7' 3",36.083,5,12,5
140,0,10860,Justin Leonard,7' 0",20.917,3,12,3
141,0,20593,Greg Chalmers,6' 10",6.833,1,7,7
142,0,25834,Daniel Summerhays,6' 9",20.250,3,14,2
142,0,27330,Josh Teater,6' 9",20.333,3,10,4
144,0,23541,Ben Crane,6' 8",13.333,2,7,6
145,0,28475,Jeff Overton,6' 7",26.417,4,14,2
146,0,29420,Billy Horschel,6' 4",6.333,1,6,6
147,0,01810,Phil Mickelson,6' 3",31.333,5,17,3"
148,0,28135,Aaron Watkins,6' 1",6.083,1,6,6
149,0,29221,Webb Simpson,6' 0",12.000,2,9,3
150,0,23325,Vaughn Taylor,5' 6",5.500,1,6,6
151,0,35539,Luke Guthrie,5' 3",5.250,1,5,5
152,0,20848,Ángel Cabrera,4' 11",4.917,1,5,5
153,0,34021,Bud Cauley,4' 6",4.500,1,5,5
153,0,01320,Bob Estes,4' 6",13.417,3,8,3
155,0,01724,Jeff Maggert,4' 5",8.833,2,5,3
156,0,24358,Robert Garrigus,3' 4",6.583,2,4,3
156,0,26951,Johnson Wagner,3' 4",3.333,1,3,3
158,0,25562,Andres Romero,3' 2",9.583,3,7,7"
159,0,26289,Boo Weekley,2' 9",8.250,3,5,11"
160,0,34431,Robert Streb,11",.917,1,1,11"
