RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
106,0,28679,Fabián Gómez,71' 0",47726,56,399,3002001622
106,0,24781,Hunter Mahan,71' 0",57929,68,400,3702001883
109,0,25274,Steven Bowditch,70' 11",49372,58,399,2801001697
110,0,33141,Keegan Bradley,70' 9",61094,72,399,3904001482
110,0,19846,Brian Gay,70' 9",60265,71,400,0501001654
110,0,30925,Dustin Johnson,70' 9",43293,51,398,1404001717
113,0,28500,Martin Flores,70' 8",64430,76,397,2904001646
113,0,24502,Adam Scott,70' 8",37302,44,397,3802001527
115,0,20443,Jin Park,70' 7",36402,43,395,2801002513
116,0,10809,Jim Furyk,70' 6",54119,64,396,3803001587
117,0,29289,S.Y. Noh,70' 5",52397,62,395,3003001637
117,0,24138,Ian Poulter,70' 5",32970,39,398,1101001782
119,0,12782,Tim Herron,70' 4",37138,44,397,0401001494
119,0,27503,Steve LeBrun,70' 4",44754,53,395,1802001543
121,0,22913,John Rollins,70' 3",57348,68,395,0702001623
122,0,10885,Robert Allenby,70' 2",43784,52,394,1903001538
122,0,20645,John Senden,70' 2",51337,61,394,2804001563
124,0,22056,Cameron Percy,70' 1",47918,57,393,2602001575
124,0,23623,Bo Van Pelt,70' 1",45396,54,394,2002001544
126,0,25686,Jason Dufner,69' 11",51175,61,394,0902001624
126,0,34431,Robert Streb,69' 11",52044,62,393,0901001422
128,0,30852,Ryo Ishikawa,69' 9",46058,55,394,2903001486
128,0,26679,Kevin Stadler,69' 9",57778,69,393,0504001705
128,0,24663,Y.E. Yang,69' 9",34315,41,392,0204001616
131,0,32366,Kevin Chappell,69' 8",55983,67,392,0501001475
131,0,10860,Justin Leonard,69' 8",62685,75,392,3804001527
133,0,27933,John Merrick,69' 7",56776,68,393,3404001546
134,0,22295,Darron Stiles,69' 6",35046,42,392,0903001428
135,0,32448,James Hahn,69' 5",55809,67,393,0504001471
135,0,27644,Brian Harman,69' 5",63310,76,392,1202001739
137,0,27330,Josh Teater,69' 3",50672,61,389,0401001670
138,0,12510,Chad Campbell,69' 2",59793,72,389,3001001480
138,0,20229,Stewart Cink,69' 2",46479,56,387,1704001653
140,0,24227,Justin Bolli,69' 1",38128,46,388,2701001296
140,0,24357,K.J. Choi,69' 1",52233,63,389,3801002285
142,0,22621,Ben Curtis,69' 0",38073,46,388,2004002028
142,0,23638,Brendon de Jonge,69' 0",80340,97,389,3802001755
142,0,27120,Troy Matteson,69' 0",48856,59,391,3201001910
145,0,25834,Daniel Summerhays,68' 11",64520,78,390,2903001835
145,0,29425,Andrew Svoboda,68' 11",28948,35,385,3204002019
147,0,32334,Charlie Beljan,68' 10",45409,55,386,1401001820
147,0,23452,Nicolas Colsaerts,68' 10",29737,36,387,0501001595
149,0,30110,Kyle Stanley,68' 9",49519,60,385,3704001616
150,0,24361,Pat Perez,68' 8",52742,64,386,2703001494
150,0,22405,Justin Rose,68' 8",37888,46,388,1301001532
150,0,26289,Boo Weekley,68' 8",68366,83,385,3801001864
153,0,20396,Lee Westwood,68' 5",41869,51,384,1304001423
154,0,23353,J.J. Henry,68' 4",60680,74,383,2201001480
155,0,02206,David Toms,68' 3",26194,32,387,1302001482
156,0,08075,Jerry Kelly,68' 1",52292,64,385,0704001871
156,0,22961,David Mathis,68' 1",50661,62,383,3604001573
156,0,23325,Vaughn Taylor,68' 1",32687,40,381,2102001547
159,0,32200,Roberto Castro,68' 0",68557,84,381,3802001616
159,0,26596,Ryan Moore,68' 0",46520,57,383,0501001628
161,0,29518,Brendan Steele,67' 9",62593,77,380,3802001562
162,0,27129,Luke List,67' 8",42201,52,380,1903001818
163,0,29479,Scott Brown,67' 7",44614,55,381,3704001346
164,0,19970,Robert Karlsson,67' 6",29976,37,378,1502001627
165,0,28310,Lee Williams,67' 5",41276,51,380,2902001450
166,0,01116,Michael Bradley,67' 3",34699,43,377,0901001288
167,0,06522,Ernie Els,66' 11",38528,48,378,3904001435
168,0,24846,Ricky Barnes,66' 8",52009,65,371,1502001567
169,0,32698,Bobby Gates,66' 3",30209,38,371,2402001776
170,0,25804,Bubba Watson,66' 2",46861,59,371,3401002008
171,0,34021,Bud Cauley,66' 0",44342,56,373,2002001483
172,0,25900,Lucas Glover,65' 11",41145,52,371,3701001419
173,0,21878,Mark Wilson,65' 7",39328,50,369,1704001609
174,0,22378,Trevor Immelman,65' 4",48619,62,366,0902001464
174,0,20691,Greg Owen,65' 4",51739,66,368,3202001339
176,0,24358,Robert Garrigus,65' 1",38254,49,366,3801001616
177,0,33869,Eric Meierdierks,64' 5",28594,37,362,1201001292
178,0,06567,Vijay Singh,62' 1",35763,48,349,3203001315
179,0,28455,Will Claxton,61' 9",41501,56,346,3001001746
180,0,20572,Rod Pampling,59' 8",25053,35,335,2601001345
