RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
43,0,37455,Si Woo Kim,0.193,15.091,78
44,0,45522,Christiaan Bezuidenhout,0.177,12.756,72
45,0,47591,Eric Cole,0.172,16.480,96
45,0,59143,Mac Meissner,0.172,11.161,65
47,0,32333,Kevin Tway,0.171,7.696,45
48,0,25900,Lucas Glover,0.168,12.943,77
48,0,32791,K.H. Lee,0.168,11.457,68
50,0,60067,Joe Highsmith,0.167,9.700,58
51,0,52215,Robert MacIntyre,0.166,10.483,63
52,0,50188,S.H. Kim,0.164,14.778,90
52,0,52374,Brandon Wu,0.164,10.316,63
54,0,36799,Stephan Jaeger,0.159,11.627,73
55,0,28089,Jason Day,0.153,9.008,59
56,0,46414,Aaron Rai,0.152,11.383,75
57,0,34021,Bud Cauley,0.150,7.674,51
58,0,40115,Adam Svensson,0.145,14.478,100
59,0,60004,Jacob Bridgeman,0.140,8.371,60
60,0,36326,David Lipsky,0.139,8.070,58
60,0,33486,Roger Sloan,0.139,7.522,54
60,0,48119,Ben Taylor,0.139,7.516,54
63,0,26476,Chez Reavie,0.137,7.675,56
64,0,29420,Billy Horschel,0.136,9.133,67
65,0,48084,Wesley Bryan,0.135,4.710,35
66,0,48117,Kurt Kitayama,0.118,8.225,70
67,0,24024,Zach Johnson,0.117,5.041,43
68,0,37378,Min Woo Lee,0.111,6.524,59
69,0,30926,Chris Kirk,0.110,7.387,67
70,0,59095,Chris Gotterup,0.109,7.188,66
71,0,24502,Adam Scott,0.104,6.467,62
72,0,55893,Sam Stevens,0.098,7.876,80
73,0,34099,Harris English,0.097,7.599,78
74,0,27644,Brian Harman,0.092,7.260,79
75,0,40026,Daniel Berger,0.087,5.230,60
76,0,36699,Patrick Rodgers,0.086,7.641,89
77,0,39327,Ben Silverman,0.078,5.526,71
78,0,33408,Tyson Alexander,0.077,4.714,61
79,0,40098,Matt Fitzpatrick,0.075,4.658,62
80,0,47504,Sam Burns,0.069,4.524,66
81,0,51634,Sahith Theegala,0.064,5.454,85
82,0,32366,Kevin Chappell,0.063,2.572,41
83,0,51766,Wyndham Clark,0.061,3.762,62
83,0,34466,Peter Malnati,0.061,4.176,68
85,0,32757,Patton Kizzire,0.059,3.116,53
86,0,55182,Tom Kim,0.057,4.105,72
87,0,47983,Chad Ramey,0.056,3.860,69
88,0,52514,Trace Crowe,0.055,2.906,53
89,0,12716,Charley Hoffman,0.052,3.169,61
90,0,25493,Nick Taylor,0.051,3.885,76
91,0,32640,Troy Merritt,0.049,2.841,58
92,0,49947,Taylor Moore,0.048,4.250,88
92,0,54783,Dylan Wu,0.048,3.357,70
94,0,45157,Cam Davis,0.041,2.978,72
95,0,28252,Seamus Power,0.039,3.488,89
96,0,50484,Hayden Springer,0.031,1.721,56
97,0,39975,Michael Kim,0.027,1.722,63
98,0,57900,Chandler Phillips,0.026,1.937,75
99,0,30163,Henrik Norlander,0.021,1.016,49
100,0,33141,Keegan Bradley,0.008,0.552,71
101,0,39546,Keith Mitchell,0.006,0.438,76
102,0,57366,Cameron Young,0.005,0.328,72
103,0,33399,Adam Hadwin,0.004,0.313,71
104,0,33948,Byeong Hun An,-0.006,-0.376,66
105,0,52955,Ludvig Ãberg,-0.008,-0.519,66
106,0,52375,Doug Ghim,-0.011,-0.863,79
107,0,51287,Ryo Hisatsune,-0.016,-1.130,70
108,0,36801,Mark Hubbard,-0.024,-2.120,88
108,0,34046,Jordan Spieth,-0.024,-1.539,63
110,0,56149,Wilson Furr,-0.025,-1.130,46
111,0,50095,Austin Smotherman,-0.027,-1.033,38
112,0,22405,Justin Rose,-0.029,-1.540,53
112,0,39324,J.J. Spaun,-0.029,-2.143,73
114,0,33204,Shane Lowry,-0.033,-2.015,61
114,0,47679,Victor Perez,-0.033,-2.041,61
116,0,34374,Erik Barnes,-0.035,-1.529,44
117,0,27214,Kevin Streelman,-0.044,-2.511,57
118,0,40250,Taylor Pendrith,-0.047,-3.335,71
119,0,56630,Akshay Bhatia,-0.048,-3.819,79
119,0,55454,Carl Yuan,-0.048,-2.613,54
121,0,32102,Rickie Fowler,-0.049,-3.312,68
122,0,35617,Martin Trainer,-0.051,-2.083,41
123,0,27649,Brandt Snedeker,-0.054,-2.793,52
124,0,39997,Corey Conners,-0.057,-4.432,78
124,0,27770,Camilo Villegas,-0.057,-2.510,44
126,0,51349,Nico Echavarria,-0.062,-4.308,70
127,0,51696,Rico Hoey,-0.064,-4.256,67
128,0,51977,Max Greyserman,-0.072,-4.628,64
129,0,47995,Davis Riley,-0.074,-5.146,70
130,0,27330,Josh Teater,-0.077,-2.924,38
131,0,40162,Justin Lower,-0.081,-6.694,83
132,0,54421,Garrick Higgo,-0.088,-5.523,63
133,0,47347,Adam Schenk,-0.094,-7.647,81
134,0,59866,Nick Dunlap,-0.109,-6.979,64
135,0,23320,Ryan Palmer,-0.111,-3.979,36
136,0,27139,David Skinns,-0.113,-7.667,68
137,0,45609,Tyler Duncan,-0.124,-6.967,56
138,0,47483,Will Zalatoris,-0.127,-7.513,59
139,0,54576,Patrick Fishburn,-0.130,-7.306,56
140,0,47806,Raul Pereda,-0.137,-4.945,36
141,0,34076,Joel Dahmen,-0.144,-10.517,73
142,0,59442,Parker Coody,-0.159,-7.645,48
143,0,48699,Callum Tarren,-0.182,-10.551,58
144,0,50493,Justin Suh,-0.187,-11.604,62
145,0,47420,Jake Knapp,-0.197,-13.573,69
146,0,46340,Alex Smalley,-0.198,-11.705,59
146,0,27064,Jhonattan Vegas,-0.198,-12.086,61
148,0,36871,Matt NeSmith,-0.213,-13.181,62
149,0,40006,Erik van Rooyen,-0.216,-15.113,70
150,0,34563,Chesson Hadley,-0.220,-13.449,61
151,0,33653,Thomas Detry,-0.226,-14.661,65
152,0,50497,Adrien Dumont de Chassart,-0.227,-13.167,58
152,0,37275,Sam Ryder,-0.227,-13.593,60
154,0,29936,Ryan Fox,-0.232,-16.022,69
155,0,55708,Hayden Buckley,-0.233,-13.974,60
155,0,45242,Kevin Yu,-0.233,-15.392,66
157,0,57362,Austin Eckroat,-0.243,-18.943,78
157,0,48867,Matti Schmid,-0.243,-15.308,63
159,0,38991,Alejandro Tosti,-0.244,-14.914,61
160,0,54628,Lee Hodges,-0.247,-21.213,86
160,0,35532,Tom Hoge,-0.247,-22.479,91
162,0,27129,Luke List,-0.250,-16.471,66
163,0,59836,Pierceson Coody,-0.273,-16.902,62
164,0,46113,Ryan McCormick,-0.284,-13.330,47
165,0,52666,Sami Valimaki,-0.303,-17.271,57
166,0,31323,Gary Woodland,-0.312,-22.432,72
167,0,32070,Rafael Campos,-0.315,-13.857,44
168,0,52453,Nicolai HÃ¸jgaard,-0.316,-14.221,45
169,0,51070,Vincent Norrman,-0.322,-14.806,46
170,0,52513,Carson Young,-0.327,-24.168,74
171,0,36884,Ben Kohles,-0.332,-24.204,73
172,0,49960,Sepp Straka,-0.333,-21.996,66
173,0,47663,Kevin Dougherty,-0.372,-18.592,50
174,0,35310,Lanto Griffin,-0.377,-21.875,58
175,0,47988,Nick Hardy,-0.378,-28.719,76
176,0,48319,Tom Whitney,-0.392,-19.585,50
177,0,31646,Emiliano Grillo,-0.408,-31.451,77
178,0,29478,Kevin Kisner,-0.414,-19.451,47
178,0,48153,Matthieu Pavon,-0.414,-21.951,53
180,0,46717,Viktor Hovland,-0.514,-26.729,52
181,0,28420,Ryan Brehm,-0.521,-23.948,46
182,0,52372,Cameron Champ,-0.637,-31.198,49
183,0,60767,Blaine Hale Jr.,-0.661,-25.104,38
184,0,37212,Paul Barjon,-0.932,-40.991,44
