RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
68,0,23541,Ben Crane,.169,11.123,66
69,0,25562,Andres Romero,.167,12.005,72
70,0,28307,Matt Every,.166,8.489,51
71,0,20127,Chris Riley,.164,10.314,63
72,0,23638,Brendon de Jonge,.160,14.574,91
73,0,23108,Matt Kuchar,.158,11.851,75
74,0,22293,Heath Slocum,.156,11.414,73
75,0,24357,K.J. Choi,.151,9.185,61
76,0,10809,Jim Furyk,.150,9.018,60
77,0,33419,Cameron Tringale,.131,5.874,45
78,0,10425,Jay Williamson,.125,7.623,61
79,0,27302,Garth Mulroy,.124,5.211,42
80,0,01724,Jeff Maggert,.123,7.775,63
81,0,01707,Steve Lowery,.122,6.851,56
82,0,24024,Zach Johnson,.118,8.837,75
83,0,26695,Michael Letzig,.115,9.195,80
84,0,22371,Aaron Baddeley,.112,9.844,88
85,0,12510,Chad Campbell,.102,8.246,81
86,0,10585,Scott McCarron,.093,7.720,83
87,0,24925,Jonathan Byrd,.091,7.461,82
88,0,20070,Matt Bettencourt,.089,6.230,70
89,0,23307,Roger Tambellini,.085,5.263,62
90,0,24507,Jason Bohn,.082,6.099,74
91,0,20105,Jeff Gove,.081,3.573,44
92,0,22122,Andrew McLardy,.079,3.455,44
93,0,26851,Marc Leishman,.074,5.330,72
93,0,23325,Vaughn Taylor,.074,5.838,79
95,0,20572,Rod Pampling,.068,4.763,70
96,0,27466,Spencer Levin,.054,5.312,98
97,0,01766,Billy Mayfair,.053,3.415,65
98,0,08075,Jerry Kelly,.051,4.148,82
99,0,25240,D.A. Points,.045,3.543,79
100,0,08537,J.P. Hayes,.039,2.638,68
101,0,01948,Tim Petrovic,.029,2.764,94
102,0,08375,Paul Stankowski,.016,.840,53
103,0,06004,Stephen Ames,.011,.791,69
104,0,27963,Chris Stroud,.010,.747,72
105,0,25892,Steve Wheatcroft,.002,.108,58
106,0,08385,Omar Uresti,-.001,-.039,61
107,0,21949,Joe Ogilvie,-.005,-.468,86
107,0,24361,Pat Perez,-.005,-.424,83
109,0,21753,Brian Davis,-.007,-.586,89
110,0,07867,Woody Austin,-.010,-.866,83
111,0,25818,Scott Piercy,-.013,-1.084,81
112,0,23409,James Driscoll,-.014,-1.005,74
113,0,22946,Henrik Bjornstad,-.022,-1.312,59
114,0,23135,Tim Clark,-.025,-1.672,68
115,0,21961,Charles Howell III,-.041,-3.698,90
116,0,26287,Roland Thatcher,-.061,-4.121,68
117,0,21731,Freddie Jacobson,-.064,-4.955,77
118,0,01797,Rocco Mediate,-.082,-4.989,61
119,0,20686,Jeev Milkha Singh,-.092,-4.760,52
120,0,28620,Aron Price,-.100,-6.220,62
121,0,20766,Padraig Harrington,-.104,-4.593,44
122,0,24138,Ian Poulter,-.109,-3.693,34
123,0,26392,Chris Wilson,-.112,-5.825,52
124,0,02239,Scott Verplank,-.120,-6.711,56
125,0,26300,Matt Jones,-.122,-9.786,80
126,0,21959,Ted Purdy,-.124,-9.300,75
127,0,22056,Cameron Percy,-.128,-7.531,59
128,0,27060,John Mallinger,-.131,-8.485,65
129,0,06515,Shaun Micheel,-.136,-7.191,53
130,0,20472,Alex Cejka,-.146,-9.935,68
131,0,20436,Garrett Willis,-.155,-10.985,71
132,0,22621,Ben Curtis,-.159,-10.490,66
133,0,22046,Geoff Ogilvy,-.165,-8.240,50
134,0,01161,Mark Calcavecchia,-.177,-5.853,33
134,0,01577,Lee Janzen,-.177,-12.383,70
134,0,32640,Troy Merritt,-.177,-13.616,77
137,0,25345,Carl Pettersson,-.180,-14.931,83
138,0,10860,Justin Leonard,-.184,-13.258,72
139,0,26301,James Nitties,-.188,-15.205,81
140,0,12705,Cliff Kresge,-.191,-8.582,45
141,0,21878,Mark Wilson,-.196,-15.515,79
142,0,27797,Derek Lamely,-.199,-12.706,64
143,0,20498,Briny Baird,-.200,-15.815,79
144,0,31560,Brian Stuard,-.204,-14.510,71
145,0,01941,Tom Pernice Jr.,-.212,-12.312,58
146,0,28500,Martin Flores,-.223,-14.247,64
147,0,12652,Cameron Beckman,-.228,-13.475,59
148,0,12782,Tim Herron,-.233,-16.044,69
149,0,20098,Stuart Appleby,-.236,-20.741,88
150,0,24846,Ricky Barnes,-.244,-20.219,83
150,0,06251,Chris DiMarco,-.244,-19.022,78
152,0,25396,Kevin Na,-.247,-18.734,76
153,0,07363,Craig Bowden,-.253,-12.126,48
154,0,06643,Paul Goydos,-.257,-16.984,66
155,0,23548,Bill Lunde,-.265,-17.775,67
156,0,23673,Michael Connell,-.284,-21.861,77
157,0,20160,Charlie Wi,-.286,-25.492,89
158,0,27649,Brandt Snedeker,-.287,-21.536,75
159,0,21350,Ryuji Imada,-.298,-25.011,84
160,0,20850,Daniel Chopra,-.307,-20.563,67
161,0,29221,Webb Simpson,-.308,-28.353,92
162,0,01320,Bob Estes,-.330,-23.412,71
163,0,12602,Dean Wilson,-.341,-16.014,47
164,0,26882,Michael Sim,-.351,-18.611,53
164,0,32617,Jerod Turner,-.351,-14.032,40
166,0,09011,David Duval,-.354,-19.841,56
167,0,26951,Johnson Wagner,-.356,-26.312,74
168,0,27613,David Lutterus,-.368,-20.631,56
169,0,07457,Steve Flesch,-.386,-25.118,65
170,0,26420,Richard Johnson,-.388,-28.357,73
171,0,25190,Jeff Quinney,-.402,-32.142,80
172,0,23800,Bryce Molder,-.406,-29.673,73
173,0,07749,Brett Quigley,-.422,-37.167,88
174,0,29285,Brent Delahoussaye,-.467,-21.926,47
175,0,24227,Justin Bolli,-.475,-19.957,42
176,0,01619,Skip Kendall,-.486,-23.794,49
177,0,24490,George McNeill,-.488,-34.182,70
178,0,22378,Trevor Immelman,-.501,-21.543,43
179,0,23983,Luke Donald,-.506,-26.826,53
180,0,25632,Jimmy Walker,-.538,-37.637,70
181,0,20593,Greg Chalmers,-.555,-48.282,87
182,0,23718,Nathan Green,-.566,-45.873,81
183,0,20663,Brenden Pappas,-.593,-32.615,55
184,0,19846,Brian Gay,-.597,-48.933,82
185,0,25720,Chad Collins,-.660,-49.477,75
186,0,01116,Michael Bradley,-.676,-45.966,68
187,0,06514,Kevin Johnson,-.822,-40.292,49
188,0,06012,Greg Kraft,-.876,-34.164,39
189,0,23613,Rich Barcelo,-1.027,-59.549,58
190,0,12755,Vance Veazey,-1.117,-53.593,48
191,0,10423,Mike Weir,-1.246,-49.822,40
192,0,01329,Brad Faxon,-1.343,-64.486,48
