RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
157,0,25892,Steve Wheatcroft,-.185,-10.724,58
159,0,30946,Alex Prugh,-.197,-15.799,80
160,0,11123,Chris Couch,-.199,-11.767,59
161,0,20691,Greg Owen,-.205,-12.694,62
162,0,22056,Cameron Percy,-.206,-12.174,59
163,0,20574,Mathew Goggin,-.209,-15.903,76
164,0,28087,Kris Blanks,-.210,-15.548,74
165,0,10425,Jay Williamson,-.219,-13.386,61
166,0,26392,Chris Wilson,-.221,-11.489,52
167,0,25190,Jeff Quinney,-.232,-18.583,80
168,0,09011,David Duval,-.245,-13.710,56
169,0,20105,Jeff Gove,-.248,-10.921,44
170,0,26287,Roland Thatcher,-.253,-17.193,68
171,0,21959,Ted Purdy,-.256,-19.172,75
172,0,26301,James Nitties,-.258,-20.911,81
173,0,27120,Troy Matteson,-.269,-21.009,78
174,0,23322,Brett Wetterich,-.291,-15.433,53
175,0,01249,John Daly,-.298,-13.984,47
176,0,26679,Kevin Stadler,-.301,-21.693,72
177,0,27095,Nick Watney,-.304,-20.961,69
178,0,01161,Mark Calcavecchia,-.311,-10.273,33
179,0,23320,Ryan Palmer,-.324,-23.007,71
180,0,32640,Troy Merritt,-.326,-25.139,77
181,0,28780,Nicholas Thompson,-.331,-25.462,77
182,0,32617,Jerod Turner,-.353,-14.124,40
183,0,22122,Andrew McLardy,-.375,-16.495,44
184,0,23349,Charles Warren,-.387,-21.299,55
185,0,06012,Greg Kraft,-.408,-15.915,39
186,0,24227,Justin Bolli,-.423,-17.764,42
187,0,01724,Jeff Maggert,-.447,-28.176,63
188,0,29285,Brent Delahoussaye,-.465,-21.878,47
189,0,22946,Henrik Bjornstad,-.490,-28.910,59
190,0,01329,Brad Faxon,-.553,-26.537,48
191,0,01707,Steve Lowery,-.607,-34.009,56
192,0,24358,Robert Garrigus,-.845,-51.561,61
