RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
124,0,20593,Greg Chalmers,57' 2",Las Vegas Inv'l,4,15 - Par 4
125,0,07223,Brian Bateman,57' 1",Buick Open,2,6 - Par 4 -
127,0,20157,Retief Goosen,57' 0",Chrysler-Tampa,3,8 - Par 3 -
128,0,01388,Robert Gamez,56' 11",Las Vegas Inv'l,3,13 - Par 5
130,0,12663,Phil Tataurangi,56' 10",Buick Open,1,3 - Par 3 -
131,0,02257,Brian Watts,56' 8",HP Classic,2,8 - Par 3 -
132,0,01457,Jay Haas,56' 8",Memorial Tourna,3,15 - Par 5
133,0,08375,Paul Stankowski,56' 8",Deutsche Bank,4,2 - Par 5 -
134,0,06034,Marco Dawson,56' 6",Honda Classic,2,6 - Par 3 -
135,0,01014,Fulton Allem,56' 6",Colonial,2,10 - Par 4
137,0,10585,Scott McCarron,56' 5",Nissan Open,1,18 - Par 4
138,0,02246,Duffy Waldorf,56' 4",Bay Hill Invita,2,3 - Par 4 -
139,0,24781,Hunter Mahan,56' 4",100th Western,4,8 - Par 4 -
142,0,08537,J.P. Hayes,56' 3",100th Western,2,5 - Par 5 -
144,0,02104,Jeff Sluman,56' 1",Las Vegas Inv'l,5,3 - Par 5 -
146,0,22293,Heath Slocum,56' 0",Milwaukee Open,4,13 - Par 4
148,0,23177,Kenneth Staton,55' 11",Buick Classic,1,8 - Par 4 -
149,0,12602,Dean Wilson,55' 11",Chrysler-Tampa,1,16 - Par 4
150,0,24502,Adam Scott,55' 10",Deutsche Bank,2,2 - Par 5 -
153,0,22621,Ben Curtis,55' 4",BellSouth Class,4,15 - Par 4
159,0,23800,Bryce Molder,55' 0",Phoenix Open,2,16 - Par 3
160,0,10201,Matt Gogel,55' 0",Bay Hill Invita,3,9 - Par 4 -
161,0,01599,Steve Jones,55' 0",MCI Heritage,4,7 - Par 3 -
163,0,06581,David Sutherland,55' 0",Milwaukee Open,2,16 - Par 4
168,0,01175,Jim Carter,54' 10",Bell Canadian,1,3 - Par 4 -
172,0,20663,Brenden Pappas,54' 8",Greensboro,2,17 - Par 3
173,0,01143,Brad Bryant,54' 8",FUNAI-Disney,1,6 - Par 3 -
174,0,20473,Ignacio Garrido,54' 7",Texas Open,2,13 - Par 3
176,0,01096,Phil Blackmar,54' 4",Shell Houston,2,3 - Par 3 -
179,0,01724,Jeff Maggert,54' 3",B.C. Open,4,11 - Par 4
180,0,08067,John Gibson,54' 2",Shell Houston,2,16 - Par 4
181,0,01261,Jay Delsing,54' 1",Milwaukee Open,3,14 - Par 3
185,0,01945,Kenny Perry,53' 10",Colonial,2,1 - Par 5 -
186,0,20548,Hidemichi Tanaka,53' 10",Buick Open,2,14 - Par 4
187,0,01707,Steve Lowery,53' 9",Bob Hope Chrysl,5,10 - Par 4
188,0,01677,Tom Lehman,53' 9",Milwaukee Open,1,4 - Par 4 -
189,0,02131,Mike Springer,53' 9",Reno-Tahoe Open,1,16 - Par 3
195,0,10425,Jay Williamson,53' 6",Colonial,1,3 - Par 4 -
196,0,06809,Bob Burns,53' 4",THE PLAYERS,1,5 - Par 4 -
197,0,02170,Hal Sutton,53' 3",MCI Heritage,3,6 - Par 4 -
198,0,11011,Mike Sposa,53' 3",Hartford Open,2,17 - Par 4
200,0,20095,Carl Paulson,53' 2",Buick Open,1,13 - Par 5
201,0,08337,Mike Heinen,53' 1",Tucson,2,17 - Par 3
203,0,26489,Cameron Yancey,53' 1",Greensboro,1,10 - Par 4
212,0,25692,Akio Sadakata,52' 9",Shell Houston,1,15 - Par 5
217,0,07569,Mark Carnevale,52' 7",Milwaukee Open,2,4 - Par 4 -
223,0,21209,Sergio Garcia,52' 3",Buick Classic,4,9 - Par 5 -
224,0,07721,Pat Bates,52' 1",Phoenix Open,4,5 - Par 4 -
226,0,01666,Bernhard Langer,52' 1",Memorial Tourna,1,7 - Par 5 -
229,0,01381,Fred Funk,52' 0",FedEx St. Jude,1,14 - Par 3
230,0,19817,Michael Muehr,52' 0",Milwaukee Open,1,11 - Par 3
231,0,08339,Spike McRoy,52' 0",Buick Open,1,11 - Par 3
232,0,10213,Dicky Pride,52' 0",Bell Canadian,4,15 - Par 4
233,0,20229,Stewart Cink,52' 0",Texas Open,2,3 - Par 3 -
236,0,01139,Olin Browne,51' 10",Buick Open,4,5 - Par 4 -
242,0,10733,Kent Jones,51' 8",Texas Open,4,4 - Par 4 -
243,0,25031,Andy Miller,51' 7",Tucson,2,8 - Par 5 -
246,0,01306,David Edwards,51' 6",So. Farm Bureau,2,16 - Par 4
247,0,24846,Ricky Barnes,51' 5",Tucson,4,7 - Par 3 -
248,0,07101,Dave Stockton Jr.,51' 5",Capital Open,2,17 - Par 3
251,0,06251,Chris DiMarco,51' 3",Las Vegas Inv'l,2,8 - Par 3 -
254,0,23788,D.J. Trahan,51' 2",Buick Open,2,4 - Par 4 -
259,0,07003,David Berganio Jr.,50' 11",Tucson,1,6 - Par 4 -
260,0,01577,Lee Janzen,50' 11",Colonial,2,3 - Par 4 -
267,0,20472,Alex Cejka,50' 8",Phoenix Open,4,18 - Par 4
268,0,12661,Todd Barranger,50' 8",Buick Open,2,7 - Par 5 -
273,0,22400,Hennie Otto,50' 6",WGC-NEC Invit'l,2,12 - Par 3
277,0,22892,Jason Gore,50' 4",Ford Champ,2,18 - Par 4
279,0,20572,Rod Pampling,50' 3",Phoenix Open,2,11 - Par 4
287,0,01941,Tom Pernice Jr.,50' 2",Bell Canadian,4,6 - Par 3 -
288,0,01132,Mark Brooks,50' 1",Nissan Open,2,6 - Par 3 -
289,0,01313,Steve Elkington,50' 1",Nissan Open,3,5 - Par 4 -
290,0,01869,Jack Nicklaus,50' 1",Ford Champ,1,12 - Par 5
291,0,21805,Harrison Frazar,50' 1",Ford Champ,2,4 - Par 3 -
294,0,20623,Gavin Coles,50' 1",Milwaukee Open,2,1 - Par 4 -
298,0,01157,Tom Byrum,50' 0",FedEx St. Jude,2,5 - Par 5 -
309,0,25034,James McLean,49' 5",Phoenix Open,2,18 - Par 4
315,0,01320,Bob Estes,49' 3",Las Vegas Inv'l,4,4 - Par 4 -
317,0,02010,Loren Roberts,49' 2",Bell Canadian,1,16 - Par 3
318,0,07867,Woody Austin,49' 2",So. Farm Bureau,2,7 - Par 5 -
326,0,20566,Kaname Yokoo,48' 9",Buick Open,3,5 - Par 4 -
330,0,26485,Kelsey Cline,48' 8",EDS B. Nelson,1,18 - Par 4
331,0,25345,Carl Pettersson,48' 8",FUNAI-Disney,3,1 - Par 4 -
333,0,21633,Steve Allan,48' 6",FedEx St. Jude,2,10 - Par 4
336,0,01408,Kelly Gibson,48' 5",B.C. Open,2,7 - Par 3 -
341,0,22913,John Rollins,48' 2",EDS B. Nelson,2,15 - Par 4
345,0,02133,Craig Stadler,48' 0",B.C. Open,4,7 - Par 3 -
348,0,20848,Ángel Cabrera,47' 11",Bay Hill Invita,2,4 - Par 5 -
349,0,23338,David Gossett,47' 11",Wachovia Champ,4,17 - Par 3
356,0,01810,Phil Mickelson,47' 8",Shell Houston,1,3 - Par 3 -
358,0,01326,Nick Faldo,47' 6",THE PLAYERS,2,12 - Par 4
359,0,02020,Eduardo Romero,47' 6",THE PLAYERS,1,7 - Par 4 -
360,0,26950,John Morgan,47' 6",Buick Classic,3,17 - Par 4
361,0,20676,Patrick Moore,47' 5",Phoenix Open,1,5 - Par 4 -
362,0,23614,Rich Beem,47' 5",Colonial,1,1 - Par 5 -
363,0,20099,Doug Barron,47' 5",Milwaukee Open,1,13 - Par 4
370,0,06522,Ernie Els,47' 2",Bay Hill Invita,2,10 - Par 4
372,0,01361,Dan Forsman,47' 2",Deutsche Bank,2,2 - Par 5 -
373,0,01928,Corey Pavin,47' 1",Sony Open,3,11 - Par 3
380,0,01619,Skip Kendall,46' 11",Buick Classic,4,8 - Par 4 -
381,0,01771,Blaine McCallister,46' 11",B.C. Open,1,17 - Par 3
383,0,02106,Chris Smith,46' 10",Colonial,1,3 - Par 4 -
384,0,08793,Tiger Woods,46' 10",WGC-Am Express,1,15 - Par 3
385,0,01444,Ken Green,46' 9",Buick Invitatio,3,15 - Par 4
386,0,26838,Tony Rohlik,46' 9",Tucson,1,17 - Par 3
400,0,24847,Michael Harris,46' 7",Bell Canadian,1,14 - Par 4
402,0,24925,Jonathan Byrd,46' 6",Sony Open,1,17 - Par 3
406,0,24356,Jason Buha,46' 6",Buick Classic,1,8 - Par 4 -
407,0,01549,Mike Hulbert,46' 6",Reno-Tahoe Open,1,14 - Par 4
408,0,08725,Tom Gillis,46' 6",Pennsylvania,3,11 - Par 5
419,0,22046,Geoff Ogilvy,46' 3",FUNAI-Disney,3,1 - Par 4 -
421,0,12388,Michael Clark II,46' 2",MCI Heritage,1,7 - Par 3 -
422,0,12652,Cameron Beckman,46' 2",FedEx St. Jude,2,11 - Par 3
425,0,01713,David Lundstrom,46' 1",Shell Houston,1,11 - Par 4
426,0,01723,Andrew Magee,46' 0",Las Vegas Inv'l,1,12 - Par 4
428,0,06409,Brad Sherfy,45' 11",Nissan Open,1,12 - Par 4
429,0,20094,Jonathan Kaye,45' 11",Nissan Open,2,11 - Par 5
433,0,23135,Tim Clark,45' 11",WGC-NEC Invit'l,1,8 - Par 4 -
434,0,06573,Brandt Jobe,45' 11",Texas Open,1,13 - Par 3
440,0,01926,Steve Pate,45' 9",Hartford Open,1,3 - Par 4 -
441,0,22986,Søren Kjeldsen,45' 9",WGC-Am Express,1,13 - Par 3
446,0,02036,Jim Rutledge,45' 8",Bell Canadian,1,4 - Par 5 -
448,0,01685,J.L. Lewis,45' 7",Memorial Tourna,2,5 - Par 5 -
452,0,20645,John Senden,45' 6",Capital Open,2,17 - Par 3
456,0,12680,Shigeki Maruyama,45' 5",THE PLAYERS,3,18 - Par 4
461,0,02267,D.A. Weibring,45' 5",John Deere Clas,1,7 - Par 3 -
467,0,01797,Rocco Mediate,45' 3",Nissan Open,3,3 - Par 4 -
468,0,25541,Damian Hale,45' 3",Honda Classic,1,10 - Par 4
476,0,20634,Peter Lonard,45' 1",EDS B. Nelson,3,6 - Par 4 -
479,0,06575,Dudley Hart,45' 0",Colonial,3,13 - Par 3
481,0,27389,Tyler Swanson,45' 0",John Deere Clas,1,17 - Par 5
488,0,21007,Gabriel Hjertstedt,44' 11",Hartford Open,1,13 - Par 5
496,0,06515,Shaun Micheel,44' 10",WGC-Am Express,1,6 - Par 3 -
503,0,23497,Tag Ridings,44' 8",Ford Champ,2,2 - Par 4 -
510,0,01761,Len Mattiace,44' 7",MCI Heritage,1,6 - Par 4 -
515,0,22295,Darron Stiles,44' 7",Texas Open,1,5 - Par 4 -
523,0,06350,Bob May,44' 4",BellSouth Class,2,17 - Par 4
539,0,19972,José Coceres,44' 1",Ford Champ,1,1 - Par 5 -
543,0,20650,Jarrod Moseley,44' 1",WGC-NEC Invit'l,4,17 - Par 4
544,0,06643,Paul Goydos,44' 1",Bell Canadian,4,18 - Par 4
555,0,12662,Thomas Levet,43' 10",FedEx St. Jude,2,2 - Par 4 -
557,0,12660,Jesper Parnevik,43' 10",WGC-NEC Invit'l,3,2 - Par 5 -
561,0,01938,David Peoples,43' 9",FedEx St. Jude,4,16 - Par 5
562,0,12782,Tim Herron,43' 9",WGC-Am Express,1,2 - Par 4 -
564,0,23108,Matt Kuchar,43' 8",Memorial Tourna,1,12 - Par 3
600,0,28158,Steve Marino,43' 3",Pennsylvania,2,6 - Par 4 -
607,0,25818,Scott Piercy,43' 2",Wachovia Champ,2,13 - Par 3
613,0,21731,Freddie Jacobson,43' 1",Buick Classic,4,17 - Par 4
618,0,19904,Paul Lawrie,43' 0",BellSouth Class,1,4 - Par 5 -
619,0,06567,Vijay Singh,43' 0",Shell Houston,1,2 - Par 4 -
650,0,02239,Scott Verplank,42' 7",WGC-NEC Invit'l,3,7 - Par 3 -
651,0,27388,Jeff Seavey,42' 7",Deutsche Bank,1,7 - Par 5 -
657,0,20382,Stephen Leaney,42' 6",Memorial Tourna,3,13 - Par 4
661,0,27217,Tony Arvold,42' 6",Milwaukee Open,2,7 - Par 3 -
662,0,06513,Ken Allard,42' 6",Buick Open,2,18 - Par 4
670,0,20433,Mark Hensby,42' 4",Phoenix Open,3,10 - Par 4
689,0,20763,Pierre Fulke,42' 2",WGC-NEC Invit'l,4,6 - Par 4 -
696,0,06214,Guy Boros,42' 1",Bell Canadian,3,16 - Par 3
697,0,24184,Alastair Forsyth,42' 1",WGC-Am Express,3,17 - Par 4
711,0,08993,Franklin Langham,41' 11",HP Classic,1,1 - Par 4 -
717,0,25617,Carl Worley Jr.,41' 10",EDS B. Nelson,2,17 - Par 3
719,0,01282,Trevor Dodds,41' 10",B.C. Open,2,3 - Par 5 -
728,0,12755,Vance Veazey,41' 9",So. Farm Bureau,4,8 - Par 3 -
735,0,02099,Scott Simpson,41' 7",MCI Heritage,2,8 - Par 4 -
741,0,10565,Ian Leggatt,41' 6",Nissan Open,1,10 - Par 4
754,0,12676,Brian Smith,41' 5",Shell Houston,1,5 - Par 3 -
761,0,25190,Jeff Quinney,41' 4",Tucson,1,8 - Par 5 -
765,0,23034,Brent Schwarzrock,41' 4",Pennsylvania,2,7 - Par 3 -
767,0,01343,Jon Fiedler,41' 3",Buick Invitatio,1,15 - Par 4
773,0,20051,Joe Acosta Jr.,41' 2",Wachovia Champ,2,13 - Par 3
777,0,10649,Tom Scherrer,41' 1",Tucson,2,7 - Par 3 -
780,0,01468,Gary Hallberg,41' 1",Reno-Tahoe Open,4,3 - Par 4 -
781,0,08545,Glen Hnatiuk,41' 1",Texas Open,1,16 - Par 4
794,0,22624,Joel Kribel,40' 10",HP Classic,1,15 - Par 5
803,0,10912,Craig Perks,40' 8",Sony Open,1,14 - Par 4
807,0,21522,Rick Heath,40' 8",Milwaukee Open,2,8 - Par 4 -
824,0,22378,Trevor Immelman,40' 6",MCI Heritage,2,17 - Par 3
828,0,10944,Thomas Bjørn,40' 6",WGC-Am Express,4,1 - Par 4 -
842,0,01553,John Huston,40' 4",Texas Open,4,9 - Par 4 -
851,0,01116,Michael Bradley,40' 2",B.C. Open,2,5 - Par 5 -
865,0,02322,Richard Zokol,40' 0",Buick Classic,4,1 - Par 3 -
870,0,02002,John Riegger,40' 0",Las Vegas Inv'l,2,16 - Par 5
874,0,06373,José María Olazábal,39' 11",Capital Open,2,17 - Par 3
875,0,01891,David Ogrin,39' 11",B.C. Open,2,10 - Par 4
885,0,23397,Fred Sutton,39' 10",Deutsche Bank,1,9 - Par 4 -
906,0,01571,Barry Jaeckel,39' 7",B.C. Open,2,4 - Par 3 -
928,0,25396,Kevin Na,39' 4",WGC-NEC Invit'l,1,7 - Par 3 -
932,0,01418,Bill Glasson,39' 3",Capital Open,2,16 - Par 4
937,0,26758,David Hearn,39' 3",Bell Canadian,1,12 - Par 4
950,0,12645,Brent Geiberger,39' 1",Shell Houston,2,18 - Par 4
981,0,01191,Barry Cheesman,38' 10",B.C. Open,1,3 - Par 5 -
993,0,02159,Curtis Strange,38' 8",Bay Hill Invita,1,15 - Par 4
