RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
36,0,06090,Jim McGovern,66.67,2,3,+1.00
36,0,01927,Dennis Paulson,66.67,2,3,E
36,0,02279,Mark Wiebe,66.67,2,3,E
40,0,01381,Fred Funk,66.04,35,53,+2.00
40,0,08793,Tiger Woods,66.04,35,53,+3.00
42,0,10962,Bradley Hughes,65.85,27,41,-3.00
43,0,07867,Woody Austin,65.52,19,29,+1.00
44,0,02214,Kirk Triplett,65.38,17,26,E
45,0,22046,Geoff Ogilvy,65.22,15,23,E
46,0,01599,Steve Jones,65.00,13,20,E
47,0,01677,Tom Lehman,64.91,37,57,-3.00
48,0,06515,Shaun Micheel,64.71,33,51,E
49,0,20498,Briny Baird,64.29,36,56,E
49,0,01771,Blaine McCallister,64.29,36,56,+1.00
49,0,12753,David Morland IV,64.29,18,28,+4.00
52,0,06522,Ernie Els,63.83,30,47,-1.00
52,0,02218,Ted Tryba,63.83,30,47,+1.00
54,0,01945,Kenny Perry,63.75,51,80,+1.00
55,0,10565,Ian Leggatt,63.64,21,33,E
56,0,01098,Jay Don Blake,63.49,40,63,E
57,0,01823,Larry Mize,63.41,26,41,+3.00
58,0,12652,Cameron Beckman,63.27,31,49,-3.00
59,0,06078,Esteban Toledo,63.16,24,38,+1.00
60,0,02099,Scott Simpson,62.96,17,27,E
61,0,07003,David Berganio Jr.,62.86,22,35,-1.00
62,0,21961,Charles Howell III,62.69,42,67,-7.00
63,0,12760,Danny Ellis,62.50,35,56,+2.00
63,0,01527,Scott Hoch,62.50,25,40,+2.00
63,0,07547,Craig Kanada,62.50,10,16,E
66,0,01035,Tommy Armour III,62.26,33,53,-1.00
67,0,20574,Mathew Goggin,62.00,31,50,-1.00
68,0,02170,Hal Sutton,61.54,32,52,+1.00
69,0,20229,Stewart Cink,61.36,54,88,E
70,0,10885,Robert Allenby,61.02,36,59,-2.00
71,0,01887,Mark O'Meara,60.98,25,41,+1.00
72,0,01707,Steve Lowery,60.47,52,86,E
72,0,06567,Vijay Singh,60.47,52,86,+3.00
74,0,20593,Greg Chalmers,60.00,6,10,-1.00
74,0,01487,Jeff Hart,60.00,18,30,+1.00
76,0,01766,Billy Mayfair,59.74,46,77,+2.00
77,0,06617,Brian Henninger,59.68,37,62,+1.00
78,0,01685,J.L. Lewis,59.57,28,47,+1.00
79,0,21805,Harrison Frazar,59.38,19,32,E
80,0,21007,Gabriel Hjertstedt,58.33,14,24,E
81,0,12660,Jesper Parnevik,58.06,36,62,+1.00
82,0,20098,Stuart Appleby,57.81,37,64,+1.00
82,0,08931,Glen Day,57.81,37,64,+2.00
84,0,01249,John Daly,57.69,15,26,E
85,0,06251,Chris DiMarco,57.30,51,89,+3.00
86,0,01014,Fulton Allem,57.14,16,28,+3.00
86,0,01307,Joel Edwards,57.14,28,49,E
86,0,08075,Jerry Kelly,57.14,12,21,-1.00
86,0,10423,Mike Weir,57.14,28,49,-1.00
90,0,02206,David Toms,56.90,33,58,+1.00
91,0,02223,Bob Tway,56.45,35,62,-3.00
92,0,01418,Bill Glasson,56.41,22,39,-1.00
93,0,01706,Davis Love III,56.12,55,98,-2.00
94,0,01161,Mark Calcavecchia,55.88,19,34,E
95,0,08633,Per-Ulrik Johansson,55.81,24,43,-2.00
96,0,10809,Jim Furyk,55.56,30,54,-2.00
97,0,21209,Sergio Garcia,55.32,26,47,-1.00
97,0,02245,Grant Waite,55.32,26,47,-2.00
99,0,06004,Stephen Ames,55.17,16,29,+2.00
100,0,01042,Paul Azinger,55.10,27,49,-3.00
101,0,09011,David Duval,55.00,33,60,-1.00
101,0,20043,Edward Fryatt,55.00,11,20,+1.00
103,0,06621,Joe Durant,54.90,28,51,E
104,0,01320,Bob Estes,54.67,41,75,-5.00
105,0,08553,Lee Porter,54.55,12,22,E
106,0,08545,Glen Hnatiuk,54.29,19,35,+6.00
107,0,19972,José Coceres,54.24,32,59,+3.00
108,0,01374,Robin Freeman,54.17,13,24,E
109,0,10457,Frank Nobilo,53.85,21,39,E
110,0,08535,Gary Nicklaus,53.57,15,28,E
111,0,06332,Neal Lancaster,53.49,23,43,-1.00
112,0,06809,Bob Burns,53.33,24,45,+4.00
112,0,01175,Jim Carter,53.33,32,60,-1.00
112,0,01226,Fred Couples,53.33,16,30,E
115,0,01723,Andrew Magee,53.19,25,47,-1.00
115,0,19817,Michael Muehr,53.19,25,47,-1.00
117,0,21949,Joe Ogilvie,53.13,17,32,E
118,0,19846,Brian Gay,52.94,18,34,E
118,0,22892,Jason Gore,52.94,9,17,+1.00
120,0,01968,Nick Price,52.83,28,53,-1.00
121,0,07457,Steve Flesch,52.46,32,61,-2.00
122,0,20099,Doug Barron,52.38,11,21,+1.00
123,0,01219,John Cook,52.17,24,46,-1.00
124,0,02002,John Riegger,51.79,29,56,+1.00
125,0,01797,Rocco Mediate,51.61,16,31,E
126,0,06643,Paul Goydos,51.52,17,33,E
127,0,08339,Spike McRoy,51.28,20,39,+2.00
127,0,02010,Loren Roberts,51.28,20,39,E
129,0,01139,Olin Browne,51.16,22,43,-1.00
130,0,01666,Bernhard Langer,51.02,25,49,-1.00
131,0,01185,Brandel Chamblee,50.00,4,8,+1.00
131,0,22051,Ben Ferguson,50.00,4,8,+1.00
131,0,12782,Tim Herron,50.00,1,2,+1.00
131,0,01724,Jeff Maggert,50.00,21,42,-2.00
131,0,01926,Steve Pate,50.00,10,20,-1.00
136,0,12680,Shigeki Maruyama,48.84,21,43,-3.00
137,0,01157,Tom Byrum,48.78,20,41,+1.00
138,0,02110,Jerry Smith,48.57,17,35,E
139,0,01313,Steve Elkington,48.48,16,33,+1.00
140,0,01203,Russ Cochran,47.83,22,46,-1.00
140,0,07763,Doug Dunakey,47.83,11,23,+1.00
140,0,10213,Dicky Pride,47.83,11,23,E
143,0,06034,Marco Dawson,47.62,10,21,E
144,0,01577,Lee Janzen,46.67,28,60,-1.00
144,0,20127,Chris Riley,46.67,21,45,E
146,0,06595,Kevin Sutherland,45.83,22,48,+1.00
147,0,11011,Mike Sposa,45.61,26,57,-2.00
148,0,20095,Carl Paulson,45.24,19,42,E
149,0,01378,David Frost,45.00,18,40,-1.00
150,0,12388,Michael Clark II,44.74,17,38,+2.00
151,0,25083,Jeremy Anderson,44.44,4,9,E
151,0,10201,Matt Gogel,44.44,12,27,+1.00
151,0,12714,Chris Tidland,44.44,4,9,E
151,0,06613,Tommy Tolles,44.44,4,9,E
155,0,10963,Jimmy Green,44.19,19,43,E
155,0,20094,Jonathan Kaye,44.19,19,43,+1.00
157,0,01619,Skip Kendall,44.07,26,59,+1.00
158,0,12823,Carlos Franco,43.75,14,32,-1.00
159,0,06036,Scott Dunlap,43.48,10,23,+1.00
159,0,02106,Chris Smith,43.48,10,23,E
161,0,01943,Chris Perry,42.86,3,7,E
161,0,02246,Duffy Waldorf,42.86,6,14,+1.00
163,0,20566,Kaname Yokoo,42.22,19,45,-1.00
164,0,10649,Tom Scherrer,41.38,12,29,+2.00
165,0,23125,Brad Elder,40.54,15,37,E
166,0,08881,Tripp Isenhour,40.00,6,15,-1.00
167,0,23621,Rory Sabbatini,38.81,26,67,+2.00
168,0,01920,Craig Parry,37.50,6,16,-1.00
169,0,06315,Pete Jordan,34.29,12,35,+1.00
170,0,21584,Richie Coughlan,33.33,3,9,E
170,0,01388,Robert Gamez,33.33,1,3,E
170,0,24604,Hunter Haas,33.33,3,9,E
170,0,20433,Mark Hensby,33.33,2,6,+1.00
170,0,06140,Sean Murphy,33.33,2,6,E
