RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
60,0,24781,Hunter Mahan,36.929,775.500
61,0,01320,Bob Estes,36.250,72.500
62,0,25834,Daniel Summerhays,36.219,869.256
63,0,06373,José María Olazábal,36.000,36.000
64,0,24507,Jason Bohn,35.618,783.600
65,0,27649,Brandt Snedeker,35.313,812.190
66,0,23541,Ben Crane,35.178,773.920
67,0,34098,Russell Henley,34.560,864.000
68,0,31560,Brian Stuard,34.258,890.710
69,0,34431,Robert Streb,33.438,635.330
70,0,25444,Justin Hicks,32.964,922.987
71,0,33413,Ben Martin,32.868,788.833
72,0,25364,Paul Casey,31.411,471.167
73,0,29420,Billy Horschel,31.376,721.651
74,0,30852,Ryo Ishikawa,30.948,680.850
75,0,25274,Steven Bowditch,30.670,828.086
76,0,29518,Brendan Steele,30.357,728.557
77,0,20396,Lee Westwood,30.263,514.467
78,0,26329,Louis Oosthuizen,30.184,452.767
79,0,27895,Jonas Blixt,29.964,599.286
80,0,24494,Erik Compton,29.790,744.738
81,0,24361,Pat Perez,29.635,681.597
82,0,24358,Robert Garrigus,29.487,678.190
83,0,29425,Andrew Svoboda,29.408,646.970
84,0,29479,Scott Brown,29.158,816.410
85,0,06522,Ernie Els,29.045,609.940
86,0,33419,Cameron Tringale,28.933,781.202
87,0,32366,Kevin Chappell,28.920,723.000
88,0,28475,Jeff Overton,28.671,630.760
89,0,22046,Geoff Ogilvy,27.756,610.640
90,0,06567,Vijay Singh,27.189,625.340
91,0,34563,Chesson Hadley,27.096,704.503
92,0,32640,Troy Merritt,26.263,499.000
93,0,29222,Billy Hurley III,26.259,630.209
94,0,02206,David Toms,26.199,497.786
95,0,25345,Carl Pettersson,26.000,649.994
96,0,30692,Scott Stallings,25.710,668.460
97,0,34261,Scott Langley,25.401,685.830
98,0,22892,Jason Gore,24.929,174.500
99,0,31202,William McGirt,24.858,646.320
100,0,26758,David Hearn,24.809,645.045
101,0,23638,Brendon de Jonge,24.724,717.000
102,0,32150,Michael Thompson,24.517,514.850
103,0,27095,Nick Watney,24.315,583.556
104,0,29478,Kevin Kisner,23.483,587.083
105,0,10860,Justin Leonard,23.360,490.570
106,0,35539,Luke Guthrie,22.992,574.810
107,0,27064,Jhonattan Vegas,22.962,505.157
108,0,22371,Aaron Baddeley,22.953,527.920
109,0,20157,Retief Goosen,22.753,568.833
110,0,23621,Rory Sabbatini,22.671,566.770
111,0,34265,Will Wilcox,22.599,361.582
112,0,23623,Bo Van Pelt,22.522,518.000
113,0,28486,Michael Putnam,22.080,618.231
114,0,20229,Stewart Cink,21.892,503.517
115,0,26289,Boo Weekley,21.549,495.620
116,0,20498,Briny Baird,21.515,365.760
117,0,20098,Stuart Appleby,21.312,554.103
118,0,27936,Martin Laird,21.269,425.380
119,0,28500,Martin Flores,21.215,530.377
120,0,25562,Andres Romero,20.965,503.167
121,0,34174,John Huh,20.917,543.850
122,0,25349,Tim Wilkinson,20.566,493.575
123,0,25191,Gonzalo Fernandez-Castaño,20.452,470.390
124,0,28259,Sangmoon Bae,20.243,465.578
125,0,22792,Peter Hanson,20.120,261.563
126,0,01823,Larry Mize,20.000,20.000
127,0,24846,Ricky Barnes,19.905,517.538
128,0,25818,Scott Piercy,19.822,237.860
129,0,21753,Brian Davis,19.776,533.940
130,0,23800,Bryce Molder,18.960,455.036
131,0,29926,Danny Lee,18.827,489.500
132,0,34021,Bud Cauley,18.802,357.230
133,0,22293,Heath Slocum,18.231,419.320
134,0,29535,Brice Garnett,18.066,487.780
135,0,29740,Brad Fritsch,17.882,321.869
136,0,12510,Chad Campbell,17.628,317.296
137,0,32448,James Hahn,17.522,455.568
138,0,35300,Andrew Loupe,17.273,380.000
139,0,28158,Steve Marino,17.232,224.020
140,0,22621,Ben Curtis,16.933,406.390
141,0,01945,Kenny Perry,16.600,83.000
142,0,01226,Fred Couples,16.333,49.000
143,0,33461,Morgan Hoffmann,16.008,448.210
144,0,24925,Jonathan Byrd,15.947,382.730
145,0,27933,John Merrick,15.943,398.570
146,0,32334,Charlie Beljan,15.732,409.033
147,0,10885,Robert Allenby,15.643,438.000
148,0,23353,J.J. Henry,15.161,424.503
149,0,34409,David Lingmerth,15.057,391.490
150,0,10423,Mike Weir,15.009,375.217
151,0,20593,Greg Chalmers,14.890,402.023
152,0,06621,Joe Durant,14.745,221.170
153,0,28780,Nicholas Thompson,14.579,437.373
154,0,19846,Brian Gay,14.406,374.555
155,0,32200,Roberto Castro,14.345,387.310
156,0,35732,Wes Roach,14.261,313.750
157,0,28132,Tyrone Van Aswegen,14.220,355.490
158,0,23048,Eric Axley,14.084,140.840
159,0,35139,Richard Lee,13.933,376.200
160,0,31193,Jim Renner,13.832,345.797
161,0,34264,Hudson Swafford,13.510,351.250
162,0,26951,Johnson Wagner,13.448,322.760
163,0,20160,Charlie Wi,13.156,328.900
164,0,33968,Thorbjørn Olesen,12.982,181.750
165,0,27556,Ted Potter Jr.,12.962,311.083
166,0,22378,Trevor Immelman,12.633,353.723
167,0,01717,Sandy Lyle,12.500,25.000
168,0,23409,James Driscoll,12.440,311.000
169,0,27466,Spencer Levin,12.300,246.000
170,0,10213,Dicky Pride,12.192,158.500
171,0,20104,Ken Duke,12.182,304.550
172,0,30750,Tommy Gainey,11.952,310.740
173,0,27330,Josh Teater,11.924,333.860
174,0,01706,Davis Love III,11.518,253.400
175,0,29910,Blake Adams,11.388,91.100
176,0,24140,Sean O'Hair,11.117,277.920
177,0,20572,Rod Pampling,10.631,74.420
178,0,30110,Kyle Stanley,10.598,296.745
179,0,29461,Jamie Lovemark,10.591,211.813
180,0,25720,Chad Collins,10.530,294.830
181,0,12782,Tim Herron,10.477,157.160
182,0,27120,Troy Matteson,10.347,237.970
183,0,01724,Jeff Maggert,10.268,195.100
184,0,07867,Woody Austin,10.229,225.027
185,0,02256,Tom Watson,10.100,50.500
186,0,10733,Kent Jones,10.000,20.000
187,0,21350,Ryuji Imada,9.971,89.740
188,0,19972,José Coceres,9.810,58.860
189,0,35450,Patrick Cantlay,9.594,47.970
190,0,01948,Tim Petrovic,9.550,95.500
191,0,34466,Peter Malnati,9.528,171.500
192,0,21099,David Lynn,9.409,103.500
193,0,26476,Chez Reavie,8.750,17.500
194,0,22913,John Rollins,8.727,244.360
195,0,20691,Greg Owen,8.424,67.390
196,0,24663,Y.E. Yang,8.363,234.166
197,0,06575,Dudley Hart,8.098,32.390
198,0,08931,Glen Day,7.900,39.500
199,0,37273,Derek Ernst,7.776,217.733
200,0,28093,Miguel Angel Carballo,7.711,115.660
201,0,25240,D.A. Points,7.626,205.915
202,0,32333,Kevin Tway,7.478,172.000
203,0,23452,Nicolas Colsaerts,7.354,88.250
204,0,07457,Steve Flesch,7.350,36.750
205,0,20766,Padraig Harrington,7.266,116.250
206,0,26956,Bronson La'Cassie,7.137,128.460
207,0,24399,Scott Gardiner,6.936,124.853
208,0,33120,Mark Anderson,6.856,54.848
209,0,35541,John Peterson,6.783,169.583
210,0,31557,Jim Herman,6.764,142.050
211,0,22806,Doug LaBelle II,6.581,78.970
212,0,28455,Will Claxton,6.543,52.340
213,0,08793,Tiger Woods,6.399,44.790
214,0,24227,Justin Bolli,6.083,36.500
215,0,01161,Mark Calcavecchia,6.078,48.626
216,0,12652,Cameron Beckman,6.010,72.120
217,0,01766,Billy Mayfair,5.973,23.890
218,0,06004,Stephen Ames,5.759,103.660
219,0,20472,Alex Cejka,5.678,34.070
220,0,21878,Mark Wilson,5.675,141.870
221,0,28310,Lee Williams,5.673,73.750
222,0,19825,Darren Clarke,5.524,82.860
223,0,35840,Kevin Foley,5.219,78.290
224,0,01761,Len Mattiace,5.207,20.827
225,0,09011,David Duval,5.126,76.890
226,0,26668,Marc Turnesa,5.117,30.700
227,0,01577,Lee Janzen,5.098,40.783
228,0,25900,Lucas Glover,4.955,128.827
229,0,28092,D.H. Lee,4.693,93.850
230,0,30946,Alex Prugh,4.525,72.400
231,0,06034,Marco Dawson,4.375,4.375
232,0,36884,Ben Kohles,4.333,13.000
233,0,01249,John Daly,4.219,63.280
234,0,02106,Chris Smith,4.051,28.360
235,0,20070,Matt Bettencourt,4.036,56.500
236,0,23325,Vaughn Taylor,3.958,11.875
237,0,23788,D.J. Trahan,3.600,18.000
238,0,23718,Nathan Green,3.500,14.000
239,0,23497,Tag Ridings,3.479,41.747
240,0,21949,Joe Ogilvie,3.040,39.520
241,0,21407,Arjun Atwal,2.750,11.000
242,0,01473,Todd Hamilton,2.625,10.500
243,0,31289,Benjamín Alvarado,2.500,15.000
244,0,21805,Harrison Frazar,2.450,36.750
245,0,28679,Fabián Gómez,2.396,9.583
246,0,28087,Kris Blanks,2.375,19.000
247,0,12660,Jesper Parnevik,1.458,4.375
248,0,24940,Edward Loar,1.195,22.700
249,0,01381,Fred Funk,1.172,9.375
250,0,07749,Brett Quigley,.800,.800
251,0,06643,Paul Goydos,.601,11.410
252,0,20850,Daniel Chopra,.539,8.630
253,0,08375,Paul Stankowski,.307,.920
254,0,10585,Scott McCarron,.137,1.640
255,0,06251,Chris DiMarco,.117,.820
256,0,25936,Alex Aragon,.102,1.830
257,0,02239,Scott Verplank,.076,.910
258,0,32698,Bobby Gates,.056,.790
