RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
70,0,33413,Ben Martin,6.57,789,12000,0,3
71,0,30852,Ryo Ishikawa,6.16,681,11050,0,3
72,0,25274,Steven Bowditch,6.07,828,13650,1,1
73,0,29518,Brendan Steele,6.02,729,12100,0,4
74,0,25364,Paul Casey,6.00,471,7850,0
74,0,06373,José María Olazábal,6.00,36,600,0
76,0,29425,Andrew Svoboda,5.99,647,10800,0,2
77,0,29420,Billy Horschel,5.94,722,12150,0,2
78,0,24358,Robert Garrigus,5.85,678,11600,0,2
79,0,29479,Scott Brown,5.83,816,14000,0,4
79,0,24361,Pat Perez,5.83,682,11700,0,3
81,0,28475,Jeff Overton,5.79,631,10900,0,3
82,0,32366,Kevin Chappell,5.78,723,12500,0,1
83,0,24494,Erik Compton,5.77,745,12900,0,3
84,0,33419,Cameron Tringale,5.66,781,13800,0,2
85,0,27895,Jonas Blixt,5.60,599,10700,0,1
86,0,20396,Lee Westwood,5.59,514,9200,0,2
87,0,26329,Louis Oosthuizen,5.52,453,8200,0,1
88,0,22046,Geoff Ogilvy,5.50,611,11100,1,1
89,0,06522,Ernie Els,5.45,610,11200,0,2
90,0,02206,David Toms,5.41,498,9200,0,2
91,0,34563,Chesson Hadley,5.38,705,13100,1,3
92,0,32640,Troy Merritt,5.37,499,9300,0,1
93,0,06567,Vijay Singh,5.34,625,11700,0,1
94,0,22892,Jason Gore,5.29,175,3300,0,1
95,0,25345,Carl Pettersson,5.24,650,12400,0,3
96,0,29222,Billy Hurley III,5.17,630,12200,0,4
97,0,34261,Scott Langley,5.16,686,13300,0,1
98,0,31202,William McGirt,5.01,646,12900,0,3
99,0,30692,Scott Stallings,4.95,668,13500,1,1
100,0,32150,Michael Thompson,4.93,515,10450,0,1
101,0,26758,David Hearn,4.92,645,13100,0,3
102,0,27064,Jhonattan Vegas,4.77,505,10600,0,2
103,0,34265,Will Wilcox,4.76,362,7600,0,2
104,0,23638,Brendon de Jonge,4.75,717,15100,0,2
105,0,29478,Kevin Kisner,4.73,587,12400,0,3
106,0,27095,Nick Watney,4.69,584,12450,0,2
107,0,22371,Aaron Baddeley,4.59,528,11500,0,2
108,0,20157,Retief Goosen,4.55,569,12500,0,2
109,0,10860,Justin Leonard,4.54,491,10800,0,2
110,0,35539,Luke Guthrie,4.53,575,12700,0,2
110,0,23621,Rory Sabbatini,4.53,567,12500,0,3
112,0,28486,Michael Putnam,4.51,618,13700,0,1
113,0,23623,Bo Van Pelt,4.41,518,11750,0,1
114,0,20098,Stuart Appleby,4.30,554,12900,0,2
114,0,27936,Martin Laird,4.30,425,9900,0,1
114,0,25562,Andres Romero,4.30,503,11700,0,1
117,0,28500,Martin Flores,4.28,530,12400,0,1
118,0,20498,Briny Baird,4.25,366,8600,0,1
118,0,25349,Tim Wilkinson,4.25,494,11600,0,3
120,0,20229,Stewart Cink,4.20,504,12000,0
121,0,34174,John Huh,4.15,544,13100,0,2
122,0,24846,Ricky Barnes,4.11,518,12600,0,2
123,0,26289,Boo Weekley,4.08,496,12150,0,1
124,0,28259,Sangmoon Bae,3.98,466,11700,0
125,0,21753,Brian Davis,3.93,534,13600,0
126,0,22792,Peter Hanson,3.90,262,6700,0
127,0,29926,Danny Lee,3.88,490,12600,0,1
128,0,25191,Gonzalo Fernandez-Castaño,3.86,470,12200,0,1
129,0,34021,Bud Cauley,3.84,357,9300,0,1
129,0,25818,Scott Piercy,3.84,238,6200,0
131,0,23800,Bryce Molder,3.82,455,11900,0,2
132,0,29740,Brad Fritsch,3.74,322,8600,0,3
133,0,29535,Brice Garnett,3.72,488,13100,0,1
134,0,22293,Heath Slocum,3.71,419,11300,0,1
135,0,12510,Chad Campbell,3.69,317,8600,0,1
136,0,35300,Andrew Loupe,3.58,380,10600,0,1
137,0,28158,Steve Marino,3.56,224,6300,0
138,0,32448,James Hahn,3.53,456,12900,0,2
139,0,22621,Ben Curtis,3.42,406,11900,0,1
140,0,01823,Larry Mize,3.33,20,600,0
141,0,24925,Jonathan Byrd,3.27,383,11700,0,1
141,0,33461,Morgan Hoffmann,3.27,448,13700,0
143,0,10885,Robert Allenby,3.20,438,13700,0
143,0,27933,John Merrick,3.20,399,12450,0
145,0,32334,Charlie Beljan,3.17,409,12900,0,1
146,0,06621,Joe Durant,3.12,221,7100,0
147,0,23353,J.J. Henry,3.10,425,13700,0
148,0,23048,Eric Axley,3.06,141,4600,0
148,0,01226,Fred Couples,3.06,49,1600,0
150,0,34409,David Lingmerth,3.03,391,12900,0,2
150,0,10423,Mike Weir,3.03,375,12400,0,1
152,0,20593,Greg Chalmers,3.00,402,13400,0,1
153,0,28780,Nicholas Thompson,2.98,437,14700,0,1
154,0,01945,Kenny Perry,2.96,83,2800,0
154,0,35732,Wes Roach,2.96,314,10600,0,1
156,0,28132,Tyrone Van Aswegen,2.94,355,12100,0
157,0,19846,Brian Gay,2.89,375,12950,0,1
158,0,35139,Richard Lee,2.85,376,13200,0,2
159,0,32200,Roberto Castro,2.80,387,13850,0,1
160,0,31193,Jim Renner,2.79,346,12400,0,1
161,0,34264,Hudson Swafford,2.77,351,12700,0,1
162,0,26951,Johnson Wagner,2.76,323,11700,0,1
163,0,20160,Charlie Wi,2.65,329,12400,0
164,0,27556,Ted Potter Jr.,2.61,311,11900,0
165,0,10213,Dicky Pride,2.60,159,6100,0,1
166,0,22378,Trevor Immelman,2.58,354,13700,0,1
167,0,33968,Thorbjørn Olesen,2.54,182,7150,0,1
168,0,23409,James Driscoll,2.51,311,12400,0
169,0,10733,Kent Jones,2.50,20,800,0
170,0,30750,Tommy Gainey,2.47,311,12600,0,1
171,0,27466,Spencer Levin,2.46,246,10000,0
172,0,20104,Ken Duke,2.41,305,12650,0
173,0,27330,Josh Teater,2.40,334,13900,0
174,0,20572,Rod Pampling,2.33,74,3200,0,1
175,0,01706,Davis Love III,2.32,253,10900,0
176,0,29910,Blake Adams,2.28,91,4000,0
177,0,24140,Sean O'Hair,2.26,278,12300,0,1
178,0,29461,Jamie Lovemark,2.21,212,9600,0
179,0,21350,Ryuji Imada,2.19,90,4100,0
180,0,25720,Chad Collins,2.15,295,13700,0,1
180,0,12782,Tim Herron,2.15,157,7300,0
182,0,27120,Troy Matteson,2.14,238,11100,0,1
183,0,30110,Kyle Stanley,2.13,297,13900,0,1
184,0,19972,José Coceres,2.10,59,2800,0
185,0,01717,Sandy Lyle,2.08,25,1200,0
185,0,01948,Tim Petrovic,2.08,96,4600,0
187,0,07867,Woody Austin,2.06,225,10900,0
188,0,01724,Jeff Maggert,2.01,195,9700,0,1
189,0,34466,Peter Malnati,1.99,172,8600,0
190,0,35450,Patrick Cantlay,1.92,48,2500,0
191,0,08931,Glen Day,1.88,40,2100,0
192,0,21099,David Lynn,1.80,104,5750,0
192,0,02256,Tom Watson,1.80,51,2800,0
194,0,22913,John Rollins,1.78,244,13700,0
195,0,20691,Greg Owen,1.77,67,3800,0
196,0,07457,Steve Flesch,1.75,37,2100,0
196,0,26476,Chez Reavie,1.75,18,1000,0
198,0,24663,Y.E. Yang,1.66,234,14100,0
199,0,28093,Miguel Angel Carballo,1.63,116,7100,0
200,0,06575,Dudley Hart,1.62,32,2000,0
201,0,37273,Derek Ernst,1.55,218,14050,0
202,0,32333,Kevin Tway,1.54,172,11200,0
203,0,23452,Nicolas Colsaerts,1.50,88,5900,0
204,0,26956,Bronson La'Cassie,1.49,128,8600,0
204,0,25240,D.A. Points,1.49,206,13800,0
206,0,06034,Marco Dawson,1.46,4,300,0
207,0,20766,Padraig Harrington,1.45,116,8000,0
208,0,33120,Mark Anderson,1.44,55,3800,0
209,0,24399,Scott Gardiner,1.42,125,8800,0
210,0,31557,Jim Herman,1.41,142,10100,0
210,0,22806,Doug LaBelle II,1.41,79,5600,0
212,0,24227,Justin Bolli,1.40,37,2600,0
213,0,35541,John Peterson,1.37,170,12400,0
214,0,01766,Billy Mayfair,1.33,24,1800,0
215,0,28455,Will Claxton,1.31,52,4000,0
216,0,12652,Cameron Beckman,1.29,72,5600,0
217,0,20472,Alex Cejka,1.26,34,2700,0
218,0,01161,Mark Calcavecchia,1.22,49,4000,0
219,0,06004,Stephen Ames,1.18,104,8800,0
219,0,26668,Marc Turnesa,1.18,31,2600,0
219,0,08793,Tiger Woods,1.18,45,3800,0
222,0,28310,Lee Williams,1.17,74,6300,0
223,0,01761,Len Mattiace,1.16,21,1800,0
224,0,01577,Lee Janzen,1.13,41,3600,0
224,0,21878,Mark Wilson,1.13,142,12500,0
226,0,35840,Kevin Foley,1.10,78,7100,0
227,0,09011,David Duval,1.07,77,7200,0
228,0,19825,Darren Clarke,1.04,83,8000,0
229,0,36884,Ben Kohles,1.00,13,1300,0
230,0,25900,Lucas Glover,.98,129,13100,0
231,0,28092,D.H. Lee,.95,94,9900,0
231,0,30946,Alex Prugh,.95,72,7600,0
233,0,02106,Chris Smith,.91,28,3100,0
233,0,23325,Vaughn Taylor,.91,12,1300,0
235,0,23718,Nathan Green,.88,14,1600,0
236,0,01249,John Daly,.87,63,7300,0
237,0,20070,Matt Bettencourt,.86,57,6600,0
237,0,23788,D.J. Trahan,.86,18,2100,0
239,0,23497,Tag Ridings,.75,42,5600,0
240,0,21949,Joe Ogilvie,.64,40,6200,0
241,0,21407,Arjun Atwal,.61,11,1800,0
242,0,01473,Todd Hamilton,.55,11,1900,0
243,0,28679,Fabián Gómez,.53,10,1800,0
244,0,31289,Benjamín Alvarado,.50,15,3000,0
244,0,28087,Kris Blanks,.50,19,3800,0
244,0,21805,Harrison Frazar,.50,37,7300,0
247,0,12660,Jesper Parnevik,.34,4,1300,0
248,0,01381,Fred Funk,.25,9,3800,0
248,0,24940,Edward Loar,.25,23,9100,0
250,0,07749,Brett Quigley,.16,1,500,0
251,0,06643,Paul Goydos,.12,11,9500,0
252,0,20850,Daniel Chopra,.11,9,7600,0
253,0,08375,Paul Stankowski,.08,1,1100,0
254,0,06251,Chris DiMarco,.03,1,3100,0
254,0,10585,Scott McCarron,.03,2,5600,0
256,0,25936,Alex Aragon,.02,2,8600,0
256,0,02239,Scott Verplank,.02,1,6000,0
258,0,32698,Bobby Gates,.01,1,6900,0
