RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
41,0,22621,Ben Curtis,1.59,14,878,+0.50
42,0,10585,Scott McCarron,1.60,12,750,+0.83
43,0,22348,Nick O'Hern,1.62,16,986,+0.69
44,0,01388,Robert Gamez,1.64,16,977,+0.94
44,0,27060,John Mallinger,1.64,19,1162,+0.63
46,0,10505,Shane Bertsch,1.68,21,1248,+0.29
47,0,24925,Jonathan Byrd,1.69,18,1065,+0.56
48,0,01941,Tom Pernice Jr.,1.70,23,1353,+0.57
48,0,01948,Tim Petrovic,1.70,19,1120,+0.53
50,0,24781,Hunter Mahan,1.71,17,996,+0.53
50,0,23621,Rory Sabbatini,1.71,15,876,+0.80
52,0,19803,Ryan Armour,1.72,18,1046,+0.61
53,0,20498,Briny Baird,1.74,23,1322,+0.48
53,0,25720,Chad Collins,1.74,15,864,+1.07
53,0,21949,Joe Ogilvie,1.74,21,1205,+0.57
56,0,08075,Jerry Kelly,1.75,18,1030,+0.78
57,0,23353,J.J. Henry,1.76,24,1365,+0.58
58,0,01320,Bob Estes,1.77,21,1187,+0.62
58,0,26420,Richard Johnson,1.77,12,679,+0.67
58,0,23788,D.J. Trahan,1.77,19,1072,+1.16
61,0,23135,Tim Clark,1.78,18,1014,+0.61
62,0,02206,David Toms,1.80,14,776,+0.64
63,0,06251,Chris DiMarco,1.81,19,1051,+0.58
64,0,27561,Nick Flanagan,1.82,20,1101,+0.75
65,0,10649,Tom Scherrer,1.83,11,602,+1.55
66,0,22806,Doug LaBelle II,1.84,13,705,+0.85
67,0,12823,Carlos Franco,1.87,16,854,+0.63
68,0,01797,Rocco Mediate,1.88,18,958,+0.61
69,0,27933,John Merrick,1.89,20,1061,+0.90
70,0,20634,Peter Lonard,1.90,21,1105,+0.43
71,0,26289,Boo Weekley,1.91,17,888,-0.06
72,0,21731,Freddie Jacobson,1.92,17,884,+0.88
72,0,24912,Will MacKenzie,1.92,15,780,+0.40
74,0,06643,Paul Goydos,1.93,18,934,+0.28
75,0,06567,Vijay Singh,1.94,17,877,+0.41
76,0,20098,Stuart Appleby,1.95,18,923,+0.78
76,0,23108,Matt Kuchar,1.95,19,974,+0.84
78,0,01473,Todd Hamilton,1.96,20,1022,+0.75
79,0,27963,Chris Stroud,1.97,18,912,+0.33
79,0,20160,Charlie Wi,1.97,24,1219,+0.71
81,0,24227,Justin Bolli,1.98,20,1012,+0.70
82,0,25900,Lucas Glover,2.00,23,1149,+0.48
82,0,26679,Kevin Stadler,2.00,20,1001,+0.65
84,0,26668,Marc Turnesa,2.01,21,1047,+0.81
85,0,01724,Jeff Maggert,2.02,22,1090,+0.95
86,0,25364,Paul Casey,2.03,10,492,+0.80
86,0,20572,Rod Pampling,2.03,19,938,+0.47
88,0,22892,Jason Gore,2.04,24,1176,+0.67
88,0,20645,John Senden,2.04,23,1125,+0.04
90,0,20472,Alex Cejka,2.06,17,826,+0.82
90,0,06595,Kevin Sutherland,2.06,25,1216,+0.28
92,0,12660,Jesper Parnevik,2.07,21,1016,+0.95
92,0,21878,Mark Wilson,2.07,30,1446,+0.60
94,0,20766,Padraig Harrington,2.08,9,433,+1.00
95,0,23623,Bo Van Pelt,2.09,27,1294,+1.00
96,0,23614,Rich Beem,2.10,23,1096,+0.52
96,0,10733,Kent Jones,2.10,16,762,+0.94
98,0,21350,Ryuji Imada,2.13,20,938,+0.45
99,0,02223,Bob Tway,2.15,17,789,+0.41
100,0,11032,Frank Lickliter II,2.17,30,1382,+0.97
101,0,06004,Stephen Ames,2.18,20,917,+0.15
101,0,12705,Cliff Kresge,2.18,22,1007,+0.73
101,0,28780,Nicholas Thompson,2.18,29,1330,+0.93
104,0,24361,Pat Perez,2.19,24,1095,+0.33
105,0,24449,Parker McLachlin,2.21,24,1084,+0.42
105,0,01810,Phil Mickelson,2.21,18,815,+0.33
107,0,01553,John Huston,2.22,15,675,+0.33
107,0,25396,Kevin Na,2.22,28,1263,+0.86
109,0,30750,Tommy Gainey,2.23,14,628,+1.14
110,0,12309,Bob Sowards,2.24,16,713,+0.63
111,0,23349,Charles Warren,2.25,23,1022,+0.74
112,0,01161,Mark Calcavecchia,2.26,17,752,+0.82
112,0,24357,K.J. Choi,2.26,18,795,+0.72
114,0,12782,Tim Herron,2.27,27,1192,+0.63
114,0,10423,Mike Weir,2.27,21,925,+0.24
116,0,26631,Cody Freeman,2.28,17,746,+0.47
117,0,26500,Alejandro Cañizares,2.29,13,567,+1.38
117,0,20443,Jin Park,2.29,22,960,+1.09
117,0,22548,Patrick Sheehan,2.29,33,1440,+0.82
120,0,21209,Sergio Garcia,2.33,18,774,+0.67
121,0,25349,Tim Wilkinson,2.34,26,1111,+0.50
122,0,10875,Todd Demsey,2.36,23,976,+0.61
123,0,25345,Carl Pettersson,2.40,32,1333,+0.59
124,0,22378,Trevor Immelman,2.42,18,744,+0.61
125,0,01035,Tommy Armour III,2.43,22,907,+1.14
125,0,01577,Lee Janzen,2.43,25,1027,+0.60
125,0,24490,George McNeill,2.43,30,1237,+0.57
128,0,20229,Stewart Cink,2.44,21,861,+0.57
128,0,01226,Fred Couples,2.44,17,696,+0.88
128,0,25842,Jon Mills,2.44,26,1066,+0.65
131,0,27214,Kevin Streelman,2.46,33,1339,+0.48
132,0,20574,Mathew Goggin,2.47,28,1132,+0.57
132,0,27649,Brandt Snedeker,2.47,23,930,+0.57
134,0,24924,Bill Haas,2.50,31,1239,+0.55
135,0,12602,Dean Wilson,2.51,32,1275,+0.72
136,0,06527,Steve Stricker,2.52,20,793,+0.40
137,0,29718,Anthony Kim,2.55,23,902,+0.39
137,0,20127,Chris Riley,2.55,14,550,+0.43
139,0,01706,Davis Love III,2.57,23,896,+0.30
140,0,28089,Jason Day,2.58,27,1048,+0.26
140,0,25190,Jeff Quinney,2.58,26,1007,+0.85
142,0,07457,Steve Flesch,2.61,29,1113,+0.52
143,0,27770,Camilo Villegas,2.63,23,875,+0.43
144,0,26695,Michael Letzig,2.64,27,1023,+0.15
145,0,24140,Sean O'Hair,2.67,25,938,+0.28
146,0,23778,Brad Adamonis,2.69,28,1040,+0.57
146,0,20104,Ken Duke,2.69,39,1452,+0.51
148,0,23325,Vaughn Taylor,2.70,35,1295,+0.74
149,0,23718,Nathan Green,2.72,34,1250,+0.85
150,0,20382,Stephen Leaney,2.73,17,623,+0.71
151,0,06034,Marco Dawson,2.74,20,730,+0.85
152,0,27936,Martin Laird,2.75,32,1164,+0.63
153,0,20157,Retief Goosen,2.76,16,580,+0.75
153,0,20378,Mathias Grönberg,2.76,30,1086,+0.73
153,0,08537,J.P. Hayes,2.76,24,869,+0.92
156,0,12680,Shigeki Maruyama,2.80,16,572,+0.75
157,0,06575,Dudley Hart,2.81,26,926,+0.81
158,0,01707,Steve Lowery,2.82,26,921,+0.27
158,0,24663,Y.E. Yang,2.82,31,1098,+1.19
160,0,06522,Ernie Els,2.84,14,493,+0.29
161,0,22371,Aaron Baddeley,2.87,24,835,+0.50
162,0,07749,Brett Quigley,2.89,29,1002,+0.66
163,0,23320,Ryan Palmer,2.90,24,827,+0.42
164,0,12716,Charley Hoffman,2.94,35,1190,+0.43
165,0,21805,Harrison Frazar,2.96,25,846,+1.00
166,0,26951,Johnson Wagner,2.99,28,937,+0.71
167,0,20663,Brenden Pappas,3.05,23,753,+0.70
168,0,21959,Ted Purdy,3.07,25,815,+0.76
169,0,21961,Charles Howell III,3.10,37,1194,+0.41
170,0,27095,Nick Watney,3.18,37,1162,+0.51
171,0,27141,J.B. Holmes,3.22,30,933,+0.30
172,0,06090,Jim McGovern,3.24,28,865,+0.89
173,0,27120,Troy Matteson,3.28,40,1218,+0.53
174,0,27613,David Lutterus,3.33,23,691,+0.78
175,0,20850,Daniel Chopra,3.41,32,939,+0.44
176,0,06573,Brandt Jobe,3.55,23,647,+0.57
177,0,25632,Jimmy Walker,3.61,30,830,+0.73
178,0,20433,Mark Hensby,3.64,32,879,+1.03
179,0,01024,Billy Andrade,3.66,31,846,+0.61
179,0,23797,Brett Rumford,3.66,30,820,+1.00
181,0,22582,Kyle Thompson,3.70,29,784,+0.90
182,0,23540,Jason Allred,3.71,25,674,+0.24
182,0,23048,Eric Axley,3.71,49,1320,+0.41
184,0,21633,Steve Allan,3.82,25,654,+0.64
185,0,28475,Jeff Overton,3.84,48,1249,+0.48
186,0,26300,Matt Jones,3.87,44,1137,+0.64
187,0,20848,Ángel Cabrera,3.93,21,535,+0.52
187,0,09011,David Duval,3.93,21,535,+1.10
189,0,24502,Adam Scott,4.16,20,481,+0.20
190,0,23157,Richard Johnson,4.22,39,925,+0.67
191,0,23409,James Driscoll,4.24,44,1038,+0.61
192,0,23497,Tag Ridings,4.26,47,1103,+0.70
193,0,25562,Andres Romero,4.30,29,675,+0.52
194,0,25804,Bubba Watson,4.55,50,1099,+0.40
195,0,25594,Travis Perkins,4.76,26,546,+1.00
196,0,24358,Robert Garrigus,4.89,57,1166,+0.63
197,0,30925,Dustin Johnson,4.93,54,1095,+0.59
