RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
65,0,28620,Aron Price,70.31,914,13
65,0,24502,Adam Scott,70.31,914,13
69,0,25720,Chad Collins,70.33,1055,15
69,0,28475,Jeff Overton,70.33,1055,15
71,0,20498,Briny Baird,70.36,985,14
72,0,32640,Troy Merritt,70.38,1478,21
73,0,08537,J.P. Hayes,70.39,1619,23
74,0,07867,Woody Austin,70.40,1408,20
74,0,12705,Cliff Kresge,70.40,352,5
76,0,23409,James Driscoll,70.41,1197,17
76,0,20572,Rod Pampling,70.41,1197,17
78,0,01619,Skip Kendall,70.42,845,12
79,0,29910,Blake Adams,70.43,986,14
80,0,23638,Brendon de Jonge,70.44,1268,18
80,0,02239,Scott Verplank,70.44,634,9
80,0,25804,Bubba Watson,70.44,1268,18
83,0,26679,Kevin Stadler,70.45,775,11
84,0,20229,Stewart Cink,70.46,916,13
85,0,23800,Bryce Molder,70.47,1198,17
86,0,06251,Chris DiMarco,70.50,705,10
86,0,20160,Charlie Wi,70.50,1410,20
88,0,26881,Jarrod Lyle,70.54,917,13
89,0,06621,Joe Durant,70.55,776,11
90,0,24846,Ricky Barnes,70.56,1129,16
90,0,20472,Alex Cejka,70.56,1270,18
92,0,21753,Brian Davis,70.57,1976,28
92,0,25396,Kevin Na,70.57,988,14
94,0,24140,Sean O'Hair,70.58,847,12
95,0,27933,John Merrick,70.60,1765,25
96,0,24357,K.J. Choi,70.62,918,13
96,0,32102,Rickie Fowler,70.62,1483,21
98,0,10585,Scott McCarron,70.63,1130,16
98,0,21949,Joe Ogilvie,70.63,1695,24
98,0,12714,Chris Tidland,70.63,1130,16
101,0,01577,Lee Janzen,70.64,989,14
101,0,24781,Hunter Mahan,70.64,989,14
103,0,22946,Henrik Bjornstad,70.65,1201,17
103,0,26420,Richard Johnson,70.65,1201,17
105,0,12782,Tim Herron,70.67,848,12
105,0,08075,Jerry Kelly,70.67,1272,18
105,0,20127,Chris Riley,70.67,848,12
108,0,27649,Brandt Snedeker,70.69,1131,16
108,0,26289,Boo Weekley,70.69,1131,16
110,0,07749,Brett Quigley,70.70,1626,23
111,0,06515,Shaun Micheel,70.73,778,11
112,0,27797,Derek Lamely,70.78,1628,23
113,0,01945,Kenny Perry,70.80,708,10
114,0,24925,Jonathan Byrd,70.82,1204,17
115,0,27214,Kevin Streelman,70.83,1275,18
116,0,26851,Marc Leishman,70.85,1417,20
117,0,26300,Matt Jones,70.87,1063,15
118,0,22378,Trevor Immelman,70.88,567,8
119,0,11123,Chris Couch,70.89,638,9
120,0,22293,Heath Slocum,70.90,1418,20
120,0,33419,Cameron Tringale,70.90,709,10
122,0,01249,John Daly,70.92,922,13
122,0,25686,Jason Dufner,70.92,922,13
122,0,24924,Bill Haas,70.92,851,12
125,0,27330,Josh Teater,70.95,1490,21
126,0,20378,Mathias Grönberg,71.00,994,14
126,0,26695,Michael Letzig,71.00,1065,15
126,0,20686,Jeev Milkha Singh,71.00,923,13
129,0,25240,D.A. Points,71.05,1350,19
130,0,27120,Troy Matteson,71.06,1137,16
131,0,27060,John Mallinger,71.07,1066,15
131,0,25892,Steve Wheatcroft,71.07,1066,15
133,0,23621,Rory Sabbatini,71.08,924,13
133,0,23325,Vaughn Taylor,71.08,853,12
135,0,27963,Chris Stroud,71.11,1280,18
136,0,20098,Stuart Appleby,71.12,1209,17
137,0,24507,Jason Bohn,71.14,996,14
137,0,24663,Y.E. Yang,71.14,498,7
139,0,01320,Bob Estes,71.15,925,13
140,0,08725,Tom Gillis,71.17,854,12
141,0,20574,Mathew Goggin,71.18,1210,17
141,0,12602,Dean Wilson,71.18,783,11
143,0,26287,Roland Thatcher,71.20,712,10
144,0,07457,Steve Flesch,71.21,997,14
144,0,23718,Nathan Green,71.21,997,14
144,0,23307,Roger Tambellini,71.21,997,14
147,0,08385,Omar Uresti,71.29,998,14
148,0,24358,Robert Garrigus,71.31,927,13
148,0,23353,J.J. Henry,71.31,927,13
150,0,20157,Retief Goosen,71.33,642,9
151,0,01948,Tim Petrovic,71.35,1213,17
152,0,25818,Scott Piercy,71.40,1071,15
153,0,20663,Brenden Pappas,71.44,643,9
154,0,21959,Ted Purdy,71.46,1858,26
155,0,22913,John Rollins,71.47,1072,15
156,0,20070,Matt Bettencourt,71.53,1359,19
157,0,23541,Ben Crane,71.55,787,11
158,0,23548,Bill Lunde,71.60,1432,20
159,0,24490,George McNeill,71.63,1361,19
160,0,28500,Martin Flores,71.65,1433,20
161,0,01766,Billy Mayfair,71.67,860,12
161,0,01797,Rocco Mediate,71.67,1075,15
161,0,22046,Geoff Ogilvy,71.67,645,9
161,0,24138,Ian Poulter,71.67,645,9
165,0,12652,Cameron Beckman,71.70,717,10
166,0,01724,Jeff Maggert,71.72,1291,18
167,0,09011,David Duval,71.75,1148,16
168,0,12755,Vance Veazey,71.80,1077,15
169,0,31560,Brian Stuard,71.81,1149,16
170,0,26882,Michael Sim,71.86,503,7
171,0,20105,Jeff Gove,71.87,1078,15
172,0,27302,Garth Mulroy,71.92,863,12
173,0,28780,Nicholas Thompson,72.00,1656,23
173,0,27095,Nick Watney,72.00,936,13
173,0,26392,Chris Wilson,72.00,864,12
176,0,20848,Ángel Cabrera,72.25,867,12
176,0,21209,Sergio Garcia,72.25,867,12
176,0,06012,Greg Kraft,72.25,867,12
179,0,07363,Craig Bowden,72.29,1229,17
179,0,20850,Daniel Chopra,72.29,1229,17
181,0,26301,James Nitties,72.31,1157,16
182,0,28087,Kris Blanks,72.33,1085,15
183,0,23613,Rich Barcelo,72.43,1014,14
184,0,32617,Jerod Turner,72.64,799,11
185,0,01707,Steve Lowery,72.72,1309,18
186,0,01329,Brad Faxon,72.82,1238,17
187,0,20691,Greg Owen,72.93,1021,14
187,0,26951,Johnson Wagner,72.93,1021,14
189,0,22122,Andrew McLardy,73.00,730,10
190,0,27613,David Lutterus,73.19,1171,16
191,0,06514,Kevin Johnson,73.36,807,11
192,0,24227,Justin Bolli,74.70,747,10
