RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
63,0,23320,Ryan Palmer,42' 6",103589,203,8632.417,+25.00
65,0,10733,Kent Jones,42' 7",80685,158,6723.750,+38.00
65,0,25594,Travis Perkins,42' 7",90440,177,7536.667,+33.00
65,0,23349,Charles Warren,42' 7",124744,244,10395.333,+54.00
68,0,10505,Shane Bertsch,42' 8",128403,251,10700.250,+32.00
68,0,19846,Brian Gay,42' 8",120353,235,10029.417,+34.00
68,0,22892,Jason Gore,42' 8",125854,246,10487.833,+49.00
68,0,01707,Steve Lowery,42' 8",125993,246,10499.417,+33.00
68,0,23325,Vaughn Taylor,42' 8",163812,320,13651.000,+54.00
68,0,23623,Bo Van Pelt,42' 8",180376,352,15031.333,+54.00
74,0,24138,Ian Poulter,42' 9",68224,133,5685.333,+10.00
74,0,22548,Patrick Sheehan,42' 9",161688,315,13474.000,+41.00
74,0,27214,Kevin Streelman,42' 9",185201,361,15433.417,+37.00
77,0,23614,Rich Beem,42' 10",125971,245,10497.583,+36.00
78,0,08385,Omar Uresti,43' 0",88260,171,7355.000,+23.00
78,0,19913,Ron Whittaker,43' 0",54204,105,4517.000,+24.00
80,0,01226,Fred Couples,43' 1",109507,212,9125.583,+17.00
80,0,27095,Nick Watney,43' 1",172109,333,14342.417,+39.00
80,0,25804,Bubba Watson,43' 1",175874,340,14656.167,+19.00
80,0,26289,Boo Weekley,43' 1",120043,232,10003.583,+36.00
84,0,20104,Ken Duke,43' 2",211667,409,17638.917,+65.00
84,0,10649,Tom Scherrer,43' 2",76146,147,6345.500,+36.00
86,0,01473,Todd Hamilton,43' 3",108495,209,9041.250,+40.00
86,0,20433,Mark Hensby,43' 3",126598,244,10549.833,+35.00
86,0,26420,Richard Johnson,43' 3",102763,198,8563.583,+32.00
89,0,27561,Nick Flanagan,43' 4",146637,282,12219.750,+47.00
89,0,02002,John Riegger,43' 4",104574,201,8714.500,+27.00
89,0,28780,Nicholas Thompson,43' 4",165776,319,13814.667,+54.00
89,0,10425,Jay Williamson,43' 4",118001,227,9833.417,+48.00
93,0,30750,Tommy Gainey,43' 5",84331,162,7027.583,+39.00
93,0,27060,John Mallinger,43' 5",134532,258,11211.000,+37.00
95,0,28475,Jeff Overton,43' 6",211350,405,17612.500,+37.00
95,0,02223,Bob Tway,43' 6",96136,184,8011.333,+17.00
97,0,06522,Ernie Els,43' 7",69082,132,5756.833,+27.00
97,0,20382,Stephen Leaney,43' 7",65847,126,5487.250,+36.00
97,0,02206,David Toms,43' 7",94071,180,7839.250,+16.00
100,0,20098,Stuart Appleby,43' 8",137406,262,11450.500,+30.00
100,0,23409,James Driscoll,43' 8",178187,340,14848.917,+47.00
100,0,08845,Scott Sterling,43' 8",125181,239,10431.750,+21.00
103,0,20848,Ángel Cabrera,43' 9",101852,194,8487.667,+33.00
103,0,21753,Brian Davis,43' 9",137616,262,11468.000,+41.00
103,0,01388,Robert Gamez,43' 9",98149,187,8179.083,+50.00
103,0,30925,Dustin Johnson,43' 9",190970,364,15914.167,+45.00
107,0,12510,Chad Campbell,43' 10",142413,271,11867.750,+41.00
107,0,12602,Dean Wilson,43' 10",175839,334,14653.250,+46.00
109,0,07547,Craig Kanada,43' 11",88462,168,7371.833,+47.00
109,0,24781,Hunter Mahan,43' 11",120103,228,10008.583,+45.00
109,0,06090,Jim McGovern,43' 11",119639,227,9969.917,+38.00
109,0,01948,Tim Petrovic,43' 11",141321,268,11776.750,+31.00
109,0,25632,Jimmy Walker,43' 11",147618,280,12301.500,+30.00
114,0,23353,J.J. Henry,44' 1",160841,304,13403.417,+40.00
115,0,01810,Phil Mickelson,44' 2",133501,252,11125.083,+13.00
116,0,12823,Carlos Franco,44' 3",125883,237,10490.250,+32.00
116,0,24912,Will MacKenzie,44' 3",100962,190,8413.500,+42.00
118,0,01024,Billy Andrade,44' 5",126972,238,10581.000,+48.00
118,0,24358,Robert Garrigus,44' 5",191501,359,15958.417,+47.00
118,0,01677,Tom Lehman,44' 5",67663,127,5638.583,+19.00
118,0,24449,Parker McLachlin,44' 5",153494,288,12791.167,+10.00
118,0,06527,Steve Stricker,44' 5",122627,230,10218.917,+17.00
123,0,28089,Jason Day,44' 6",142574,267,11881.167,+41.00
123,0,21209,Sergio Garcia,44' 6",115435,216,9619.583,+13.00
123,0,01941,Tom Pernice Jr.,44' 6",181701,340,15141.750,+52.00
123,0,20127,Chris Riley,44' 6",66244,124,5520.333,+18.00
127,0,27936,Martin Laird,44' 7",161420,302,13451.667,+42.00
127,0,20443,Jin Park,44' 7",111725,209,9310.417,+37.00
127,0,24361,Pat Perez,44' 7",129922,243,10826.833,+28.00
130,0,25900,Lucas Glover,44' 8",162375,303,13531.250,+52.00
130,0,10585,Scott McCarron,44' 8",83140,155,6928.333,+21.00
130,0,20160,Charlie Wi,44' 8",143240,267,11936.667,+30.00
133,0,23718,Nathan Green,44' 9",182154,339,15179.500,+42.00
133,0,10423,Mike Weir,44' 9",120741,225,10061.750,+11.00
135,0,23778,Brad Adamonis,44' 10",174865,325,14572.083,+54.00
135,0,01139,Olin Browne,44' 10",81706,152,6808.833,+53.00
135,0,01706,Davis Love III,44' 10",129664,241,10805.333,+21.00
138,0,01797,Rocco Mediate,44' 11",116472,216,9706.000,+28.00
138,0,25349,Tim Wilkinson,44' 11",155115,288,12926.250,+49.00
140,0,24490,George McNeill,45' 1",182713,338,15226.083,+54.00
140,0,27770,Camilo Villegas,45' 1",119063,220,9921.917,+29.00
142,0,20572,Rod Pampling,45' 2",122538,226,10211.500,+46.00
143,0,27120,Troy Matteson,45' 3",171003,315,14250.250,+51.00
143,0,07749,Brett Quigley,45' 3",147639,272,12303.250,+28.00
143,0,23497,Tag Ridings,45' 3",176969,326,14747.417,+56.00
143,0,27649,Brandt Snedeker,45' 3",143255,264,11937.917,+30.00
147,0,09011,David Duval,45' 5",86598,159,7216.500,+29.00
147,0,23125,Brad Elder,45' 5",106329,195,8860.750,+30.00
147,0,01766,Billy Mayfair,45' 5",139397,256,11616.417,+21.00
150,0,21461,Kenneth Ferrie,45' 6",99290,182,8274.167,+31.00
150,0,29718,Anthony Kim,45' 6",136447,250,11370.583,+6.00
152,0,01142,Bart Bryant,45' 7",99595,182,8299.583,+38.00
152,0,26500,Alejandro Cañizares,45' 7",87483,160,7290.250,+19.00
152,0,20157,Retief Goosen,45' 7",82566,151,6880.500,+41.00
152,0,21350,Ryuji Imada,45' 7",145515,266,12126.250,+45.00
156,0,24925,Jonathan Byrd,45' 8",119552,218,9962.667,+28.00
157,0,23540,Jason Allred,45' 9",117970,215,9830.833,+39.00
157,0,20105,Jeff Gove,45' 9",60369,110,5030.750,+27.00
159,0,06012,Greg Kraft,45' 10",75341,137,6278.417,+31.00
159,0,01724,Jeff Maggert,45' 10",141266,257,11772.167,+55.00
159,0,23621,Rory Sabbatini,45' 10",123854,225,10321.167,+46.00
162,0,25720,Chad Collins,46' 0",132554,240,11046.167,+41.00
162,0,12705,Cliff Kresge,46' 0",137988,250,11499.000,+54.00
162,0,12680,Shigeki Maruyama,46' 0",95577,173,7964.750,+39.00
165,0,27141,J.B. Holmes,46' 1",175418,317,14618.167,+35.00
165,0,22378,Trevor Immelman,46' 1",103952,188,8662.667,+38.00
165,0,27963,Chris Stroud,46' 1",114375,207,9531.250,+40.00
168,0,06034,Marco Dawson,46' 2",102000,184,8500.000,+52.00
169,0,22806,Doug LaBelle II,46' 3",86046,155,7170.500,+20.00
169,0,27933,John Merrick,46' 3",140915,254,11742.917,+41.00
171,0,10885,Robert Allenby,46' 4",150157,270,12513.083,+39.00
171,0,23048,Eric Axley,46' 4",207781,374,17315.083,+71.00
171,0,01577,Lee Janzen,46' 4",133943,241,11161.917,+37.00
174,0,12782,Tim Herron,46' 5",186200,334,15516.667,+42.00
175,0,25364,Paul Casey,46' 6",67505,121,5625.417,+29.00
175,0,12660,Jesper Parnevik,46' 6",149989,269,12499.083,+45.00
177,0,21731,Freddie Jacobson,46' 9",127276,227,10606.333,+31.00
177,0,26596,Ryan Moore,46' 9",116688,208,9724.000,+36.00
179,0,12652,Cameron Beckman,46' 11",124531,221,10377.583,+40.00
179,0,08931,Glen Day,46' 11",113632,202,9469.333,+33.00
181,0,20634,Peter Lonard,47' 1",142309,252,11859.083,+28.00
182,0,26951,Johnson Wagner,47' 2",144956,256,12079.667,+50.00
183,0,20378,Mathias Grönberg,47' 4",169711,299,14142.583,+55.00
184,0,27613,David Lutterus,47' 6",104228,183,8685.667,+41.00
184,0,25396,Kevin Na,47' 6",161273,283,13439.417,+44.00
186,0,10809,Jim Furyk,47' 7",119323,209,9943.583,+31.00
187,0,10875,Todd Demsey,47' 8",140225,245,11685.417,+38.00
188,0,21878,Mark Wilson,47' 10",169911,296,14159.250,+48.00
189,0,26668,Marc Turnesa,47' 11",150186,261,12515.500,+33.00
190,0,20574,Mathew Goggin,48' 0",157269,273,13105.750,+28.00
190,0,08075,Jerry Kelly,48' 0",138213,240,11517.750,+24.00
192,0,26300,Matt Jones,48' 2",205859,356,17154.917,+49.00
193,0,24357,K.J. Choi,48' 7",125852,216,10487.667,+28.00
194,0,01928,Corey Pavin,49' 6",94499,159,7874.917,+26.00
195,0,22371,Aaron Baddeley,50' 0",136112,227,11342.667,+23.00
196,0,08537,J.P. Hayes,51' 7",137931,223,11494.250,+34.00
197,0,12826,Paul Claxton,52' 1",95695,153,7974.583,+38.00
