RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
267,0,01320,Bob Estes,27,Shell Houston,4,5 - Par 4 -
271,0,24138,Ian Poulter,26,Deutsche Bank,3,14 - Par 4
272,0,20157,Retief Goosen,26,WGC-Bridgestone,2,4 - Par 4 -
273,0,29222,Billy Hurley III,26,Turning Stone,4,13 - Par 4
279,0,26287,Roland Thatcher,26,St. Jude,2,2 - Par 4 -
282,0,24924,Bill Haas,25,THE PLAYERS,2,11 - Par 5
287,0,25349,Tim Wilkinson,25,Northern Trust,4,4 - Par 3 -
290,0,32617,Jerod Turner,25,HP Byron Nelson,2,14 - Par 4
304,0,08385,Omar Uresti,24,Shell Houston,2,5 - Par 4 -
305,0,11123,Chris Couch,24,Crowne Plaza,2,14 - Par 4
310,0,24925,Jonathan Byrd,24,Frys.com Open,1,11 - Par 3
317,0,29285,Brent Delahoussaye,24,Travelers Champ,2,10 - Par 4
320,0,25632,Jimmy Walker,24,Heritage,2,7 - Par 3 -
322,0,01132,Mark Brooks,24,Frys.com Open,2,10 - Par 4
332,0,33419,Cameron Tringale,23,J. Timberlake,1,6 - Par 4 -
334,0,27896,Ross Fisher,23,Transitions Chp,1,10 - Par 4
336,0,21878,Mark Wilson,23,Zurich Classic,1,18 - Par 5
337,0,02206,David Toms,23,Crowne Plaza,3,11 - Par 5
343,0,25804,Bubba Watson,23,Quail Hollow,2,10 - Par 5
346,0,20850,Daniel Chopra,23,Zurich Classic,2,7 - Par 5 -
351,0,23353,J.J. Henry,22,Reno-Tahoe Open,4,11 - Par 5
352,0,02106,Chris Smith,22,Memorial Tourn,1,13 - Par 4
355,0,27129,Luke List,22,Travelers Champ,1,8 - Par 3 -
357,0,01419,Tom Gleeton,22,Travelers Champ,2,8 - Par 3 -
358,0,01388,Robert Gamez,22,Reno-Tahoe Open,4,10 - Par 4
359,0,23623,Bo Van Pelt,22,Northern Trust,3,5 - Par 4 -
360,0,12602,Dean Wilson,22,St. Jude,1,12 - Par 4
361,0,02239,Scott Verplank,22,Northern Trust,3,8 - Par 4 -
363,0,28500,Martin Flores,22,Reno-Tahoe Open,3,9 - Par 5 -
364,0,24507,Jason Bohn,22,John Deere Clas,4,17 - Par 5
369,0,01928,Corey Pavin,22,HP Byron Nelson,3,17 - Par 3
371,0,25364,Paul Casey,22,The Barclays,2,8 - Par 3 -
373,0,28780,Nicholas Thompson,22,Quail Hollow,1,6 - Par 3 -
381,0,26498,Matt Weibring,21,Texas Open,2,11 - Par 4
384,0,33140,Alex Hamilton,21,The McGladrey,1,3 - Par 3 -
385,0,22348,Nick O'Hern,21,Transitions Chp,2,16 - Par 4
390,0,24361,Pat Perez,21,Northern Trust,2,7 - Par 4 -
396,0,10117,Bob Heintz,21,Canadian Open,1,4 - Par 4 -
401,0,02160,Ron Streck,21,Reno-Tahoe Open,2,14 - Par 4
406,0,29718,Anthony Kim,20,Honda Classic,2,7 - Par 3 -
407,0,21731,Freddie Jacobson,20,Crowne Plaza,4,4 - Par 3 -
418,0,23638,Brendon de Jonge,20,Farmers Ins.,1,12 - Par 4
427,0,26392,Chris Wilson,20,J. Timberlake,4,12 - Par 4
429,0,25190,Jeff Quinney,20,Sony Open,1,7 - Par 3 -
439,0,23614,Rich Beem,19,Farmers Ins.,3,7 - Par 4 -
440,0,20029,Notah Begay III,19,Quail Hollow,1,17 - Par 3
443,0,27060,John Mallinger,19,Disney,1,10 - Par 5
446,0,28486,Michael Putnam,19,Farmers Ins.,1,6 - Par 5 -
448,0,06012,Greg Kraft,19,Heritage,1,12 - Par 4
452,0,33168,Michael O'Neal,19,St. Jude,1,17 - Par 4
455,0,06514,Kevin Johnson,19,Canadian Open,2,18 - Par 4
456,0,23621,Rory Sabbatini,19,Sony Open,1,10 - Par 4
457,0,20098,Stuart Appleby,19,Shell Houston,3,16 - Par 3
459,0,26331,Charl Schwartzel,19,WGC-CA Champ,1,2 - Par 4 -
463,0,23307,Roger Tambellini,19,HP Byron Nelson,1,14 - Par 4
475,0,12716,Charley Hoffman,18,Deutsche Bank,2,12 - Par 4
477,0,27933,John Merrick,18,Zurich Classic,2,14 - Par 3
482,0,28237,Rory McIlroy,18,BMW Champ,4,17 - Par 4
489,0,28087,Kris Blanks,18,Heritage,1,4 - Par 3 -
495,0,27318,Ted Brown,18,Canadian Open,2,1 - Par 4 -
498,0,27506,Oliver Wilson,18,THE PLAYERS,1,2 - Par 5 -
500,0,32416,Benjamin Fox,18,Phoenix Open,1,12 - Par 3
508,0,25396,Kevin Na,18,Northern Trust,4,15 - Par 4
510,0,29223,Sam Saunders,18,Honda Classic,4,1 - Par 4 -
512,0,23624,Soren Hansen,18,WGC-CA Champ,4,13 - Par 3
514,0,21470,Daisuke Maruyama,18,Sony Open,2,3 - Par 4 -
516,0,21805,Harrison Frazar,18,Zurich Classic,2,13 - Par 4
524,0,23548,Bill Lunde,17,Travelers Champ,2,15 - Par 4
530,0,20105,Jeff Gove,17,St. Jude,2,16 - Par 5
531,0,26596,Ryan Moore,17,BMW Champ,1,11 - Par 5
534,0,22046,Geoff Ogilvy,17,WGC-Bridgestone,4,16 - Par 5
539,0,26679,Kevin Stadler,17,Memorial Tourn,4,2 - Par 4 -
551,0,01313,Steve Elkington,17,Bob Hope,1,18 - Par 5
557,0,01381,Fred Funk,17,THE PLAYERS,3,6 - Par 4 -
572,0,30930,Ty Harris,17,Transitions Chp,1,5 - Par 5 -
595,0,32698,Bobby Gates,16,Texas Open,1,13 - Par 3
597,0,08635,Colin Montgomerie,16,Arnold Palmer,3,18 - Par 4
610,0,20436,Garrett Willis,16,St. Jude,1,17 - Par 4
620,0,24781,Hunter Mahan,16,THE PLAYERS,2,2 - Par 5 -
636,0,24511,Thongchai Jaidee,15,THE PLAYERS,2,3 - Par 3 -
678,0,20663,Brenden Pappas,15,Bob Hope,5,18 - Par 5
679,0,20691,Greg Owen,15,Texas Open,1,6 - Par 4 -
686,0,34046,Jordan Spieth,15,St. Jude,2,16 - Par 5
692,0,07363,Craig Bowden,14,Texas Open,1,13 - Par 3
694,0,22892,Jason Gore,14,AT&T Pebble,3,17 - Par 3
697,0,29425,Andrew Svoboda,14,Shell Houston,2,4 - Par 5 -
713,0,10733,Kent Jones,14,Turning Stone,1,11 - Par 3
726,0,30004,Ross McGowan,14,WGC-CA Champ,3,8 - Par 5 -
750,0,25572,Graeme McDowell,14,WGC-Bridgestone,4,12 - Par 3
763,0,20574,Mathew Goggin,13,Zurich Classic,2,12 - Par 4
765,0,34384,Eugene Wong,13,Canadian Open,2,10 - Par 4
779,0,31323,Gary Woodland,13,St. Jude,1,5 - Par 4 -
783,0,06034,Marco Dawson,13,John Deere Clas,1,18 - Par 4
790,0,29420,Billy Horschel,13,Sony Open,2,13 - Par 4
809,0,24024,Zach Johnson,13,Phoenix Open,2,4 - Par 3 -
813,0,34478,Jerry Richardson Jr.,13,Wyndham Champ.,2,6 - Par 4 -
869,0,12309,Bob Sowards,12,The Greenbrier,1,16 - Par 4
877,0,20596,Michael Jonzon,12,WGC-Bridgestone,2,14 - Par 4
896,0,20859,Anders Hansen,12,WGC-CA Champ,2,7 - Par 4 -
910,0,34096,Matt Fast,12,Zurich Classic,2,13 - Par 4
917,0,27302,Garth Mulroy,12,HP Byron Nelson,1,11 - Par 4
926,0,23497,Tag Ridings,12,Shell Houston,1,2 - Par 4 -
943,0,27072,Alvaro Quiros,12,Phoenix Open,1,8 - Par 4 -
948,0,01761,Len Mattiace,12,Reno-Tahoe Open,2,12 - Par 3
949,0,08339,Spike McRoy,12,Texas Open,1,10 - Par 4
952,0,31688,Kenny Kim,12,Reno-Tahoe Open,2,7 - Par 3 -
960,0,25336,Alistair Presnell,12,WGC-CA Champ,4,9 - Par 3 -
970,0,22792,Peter Hanson,11,WGC-CA Champ,1,5 - Par 4 -
989,0,24503,Jeff Klauk,11,Quail Hollow,2,10 - Par 5
990,0,31437,Chris Rogers,11,St. Jude,4,18 - Par 4
