RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
165,0,46046,Scottie Scheffler,2.425,293.0,120.848,303,0200002752
167,0,28252,Seamus Power,2.424,285.2,117.656,243,0211402766
168,0,37338,Zecheng Dou,2.423,286.6,118.289,294,0204202756
168,0,27129,Luke List,2.423,293.3,121.020,310,0203402814
170,0,37275,Sam Ryder,2.420,277.6,114.700,338,0214202788
170,0,40115,Adam Svensson,2.420,278.3,115.004,370,0184302727
172,0,48081,Xander Schauffele,2.419,290.6,120.144,217,0193102764
173,0,39977,Max Homa,2.417,289.8,119.868,259,0207102779
174,0,58967,Trevor Werbylo,2.416,288.4,119.370,224,0195902788
175,0,46442,Maverick McNealy,2.415,282.6,117.042,183,0156402687
176,0,34431,Robert Streb,2.414,278.7,115.423,240,0205902710
177,0,33413,Ben Martin,2.413,278.6,115.448,309,0207202812
178,0,39335,Kevin Roy,2.410,286.7,118.996,186,0214802753
179,0,34610,Matthias Schwab,2.409,277.4,115.139,311,0205602766
180,0,39058,Lucas Herbert,2.408,294.8,122.424,164,0200702753
181,0,48699,Callum Tarren,2.407,293.5,121.977,296,0189602715
182,0,36801,Mark Hubbard,2.404,276.6,115.092,332,0200902693
183,0,52372,Cameron Champ,2.402,302.8,126.059,172,0189902748
183,0,46414,Aaron Rai,2.402,274.1,114.117,341,0198502697
183,0,32333,Kevin Tway,2.402,292.2,121.653,276,0193802700
186,0,27349,Alex Noren,2.388,281.0,117.679,246,0200602715
187,0,22371,Aaron Baddeley,2.383,267.1,112.109,204,0159602681
188,0,47347,Adam Schenk,2.381,289.8,121.700,348,0164202720
189,0,34256,Andrew Putnam,2.377,265.9,111.848,358,0202602679
189,0,27095,Nick Watney,2.377,280.3,117.929,184,0194102707
191,0,56762,Will Gordon,2.374,296.3,124.809,260,0203402644
192,0,40058,Zac Blair,2.371,262.6,110.747,247,0210702673
193,0,55789,Taylor Montgomery,2.360,287.6,121.854,271,0177902728
