RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
184,0,58967,Trevor Werbylo,360,174,186
185,0,22371,Aaron Baddeley,361,187,174
186,0,36801,Mark Hubbard,364,182,182
186,0,27095,Nick Watney,364,189,175
188,0,32333,Kevin Tway,366,183,183
189,0,34256,Andrew Putnam,367,189,178
190,0,39058,Lucas Herbert,369,180,189
191,0,47347,Adam Schenk,379,188,191
192,0,56762,Will Gordon,383,191,192
193,0,55789,Taylor Montgomery,386,193,193
