RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
126,0,50188,S.H. Kim,2.600,304.998,117.321,350,0136303133
128,0,54421,Garrick Higgo,2.599,311.673,119.935,339,0191503069
128,0,48119,Ben Taylor,2.599,305.148,117.430,286,0137203057
130,0,57366,Cameron Young,2.598,319.926,123.154,260,0193503198
131,0,34255,Joseph Bramlett,2.597,316.789,121.976,222,0104103098
131,0,34046,Jordan Spieth,2.597,302.842,116.611,278,0139603042
133,0,47504,Sam Burns,2.596,311.076,119.825,267,0143003347
134,0,40006,Erik van Rooyen,2.595,305.977,117.914,223,0203403066
135,0,49947,Taylor Moore,2.593,307.380,118.530,342,0148303127
136,0,51634,Sahith Theegala,2.592,304.680,117.527,354,0176203123
137,0,47591,Eric Cole,2.590,299.493,115.641,463,0066903184
137,0,40115,Adam Svensson,2.590,297.814,115.005,385,0085703076
139,0,27936,Martin Laird,2.589,293.659,113.429,223,0204302975
140,0,51070,Vincent Norrman,2.588,315.111,121.772,247,0212203078
141,0,35532,Tom Hoge,2.587,295.263,114.116,349,0128503099
141,0,36871,Matt NeSmith,2.587,296.498,114.601,336,0135603418
143,0,30911,Tommy Fleetwood,2.586,303.394,117.329,258,0205103042
143,0,29289,S.Y. Noh,2.586,302.202,116.882,171,0210103110
145,0,29725,Tony Finau,2.585,305.078,118.031,326,0146003221
146,0,27129,Luke List,2.584,312.577,120.982,327,0201803473
147,0,53165,Doc Redman,2.582,294.366,113.999,309,0003303072
147,0,36699,Patrick Rodgers,2.582,308.471,119.488,338,0126503140
149,0,51414,Brent Grant,2.581,316.822,122.769,211,0216903091
149,0,50493,Justin Suh,2.581,300.499,116.441,379,0200503152
151,0,40058,Zac Blair,2.580,285.656,110.725,256,0207003116
152,0,37338,Zecheng Dou,2.578,304.759,118.224,315,0001503190
152,0,28252,Seamus Power,2.578,303.211,117.622,253,0181603056
152,0,34610,Matthias Schwab,2.578,296.737,115.122,321,0005903124
155,0,37275,Sam Ryder,2.577,295.650,114.705,361,0206603013
155,0,34431,Robert Streb,2.577,297.315,115.374,254,0003403072
157,0,22405,Justin Rose,2.576,297.190,115.367,214,0197903256
157,0,39335,Kevin Roy,2.576,308.033,119.570,190,0217503334
159,0,32662,Michael Gligic,2.574,308.432,119.820,198,0216403104
159,0,48117,Kurt Kitayama,2.574,313.799,121.934,147,0145603070
161,0,28420,Ryan Brehm,2.573,312.975,121.643,233,0209803130
161,0,24502,Adam Scott,2.573,311.606,121.090,202,0003403021
163,0,39977,Max Homa,2.572,308.218,119.821,283,0180103155
163,0,46046,Scottie Scheffler,2.572,310.902,120.857,323,0139903116
163,0,48867,Matti Schmid,2.572,315.525,122.661,189,0112203268
166,0,35310,Lanto Griffin,2.571,303.853,118.204,165,0204702989
166,0,46414,Aaron Rai,2.571,293.467,114.137,351,0117303194
168,0,46601,Trey Mullinax,2.570,312.819,121.734,248,0002803094
169,0,52372,Cameron Champ,2.569,323.828,126.073,180,0201403035
169,0,54591,Ben Griffin,2.569,300.348,116.902,335,0163603187
171,0,29970,Dylan Frittelli,2.567,303.942,118.425,220,0154303073
171,0,46442,Maverick McNealy,2.567,300.452,117.023,195,0118803087
173,0,27349,Alex Noren,2.564,301.682,117.665,271,0166303060
174,0,22371,Aaron Baddeley,2.560,287.267,112.196,222,0145202973
175,0,33413,Ben Martin,2.556,294.951,115.416,322,0209903034
175,0,48699,Callum Tarren,2.556,312.696,122.328,324,0139902994
175,0,27095,Nick Watney,2.556,301.136,117.822,198,0189803096
178,0,34256,Andrew Putnam,2.553,285.454,111.833,381,0183803035
179,0,28089,Jason Day,2.551,302.671,118.646,258,0001403043
180,0,31577,Tano Goya,2.550,303.286,118.947,228,0145103180
181,0,48081,Xander Schauffele,2.548,306.293,120.210,236,0001403110
182,0,36801,Mark Hubbard,2.547,293.957,115.397,346,0172203045
183,0,32333,Kevin Tway,2.545,310.460,121.976,291,0149203027
184,0,51766,Wyndham Clark,2.541,317.224,124.821,272,0137503195
184,0,52411,Kyle Westmoreland,2.541,315.895,124.328,198,0218003094
186,0,58967,Trevor Werbylo,2.540,304.339,119.814,241,0002703065
187,0,33653,Thomas Detry,2.536,308.493,121.624,231,0205903004
188,0,31323,Gary Woodland,2.535,311.843,123.034,278,0124003043
189,0,39058,Lucas Herbert,2.518,308.222,122.406,181,0205403047
190,0,51491,Brandon Matthews,2.511,323.356,128.753,113,0216402986
191,0,47347,Adam Schenk,2.503,305.387,122.012,370,0127803019
192,0,56762,Will Gordon,2.502,312.315,124.840,275,0138402945
193,0,55789,Taylor Montgomery,2.495,305.131,122.303,283,0130003036
