RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
100,0,02159,Curtis Strange,29.27,1727,59,21
102,0,01040,Emlyn Aubrey,29.28,2108,72,24
102,0,01185,Brandel Chamblee,29.28,2313,79,23
102,0,06090,Jim McGovern,29.28,2606,89,24
105,0,01707,Steve Lowery,29.29,2900,99,24
105,0,01920,Craig Parry,29.29,2021,69,23
105,0,01928,Corey Pavin,29.29,1728,59,25
108,0,01261,Jay Delsing,29.30,2461,84,23
108,0,01864,Larry Nelson,29.30,1582,54,22
108,0,01943,Chris Perry,29.30,3076,105,23
108,0,01996,Mike Reid,29.30,2373,81,24
112,0,12782,Tim Herron,29.31,2960,101,22
113,0,06124,Patrick Burke,29.34,1907,65,23
113,0,01444,Ken Green,29.34,1555,53,23
113,0,06575,Dudley Hart,29.34,2259,77,24
113,0,02099,Scott Simpson,29.34,2347,80,25
117,0,01549,Mike Hulbert,29.35,2876,98,24
117,0,08793,Tiger Woods,29.35,2260,77,23
119,0,01139,Olin Browne,29.37,2966,101,23
120,0,02292,Bob Wolcott,29.38,2086,71,25
121,0,05466,Jack O'Keefe,29.39,2204,75,25
122,0,01133,Billy Ray Brown,29.41,2059,70,23
122,0,08075,Jerry Kelly,29.41,2588,88,24
122,0,02008,Lee Rinker,29.41,2794,95,23
125,0,01006,John Adams,29.43,2384,81,24
126,0,01042,Paul Azinger,29.45,1767,60,26
126,0,02104,Jeff Sluman,29.45,2886,98,23
128,0,07003,David Berganio Jr.,29.46,2445,83,24
128,0,07267,Allen Doyle,29.46,2504,85,24
128,0,01823,Larry Mize,29.46,2033,69,24
131,0,10837,Kevin Burton,29.47,2181,74,24
131,0,01161,Mark Calcavecchia,29.47,2741,93,23
131,0,01876,Greg Norman,29.47,1385,47,26
131,0,02049,Gene Sauers,29.47,1562,53,23
131,0,02279,Mark Wiebe,29.47,2210,75,25
136,0,01361,Dan Forsman,29.48,2476,84,23
137,0,01599,Steve Jones,29.49,2182,74,23
138,0,01203,Russ Cochran,29.50,3039,103,25
138,0,02218,Ted Tryba,29.50,3038,103,22
138,0,08385,Omar Uresti,29.50,2980,101,24
138,0,02256,Tom Watson,29.50,1416,48,24
142,0,01014,Fulton Allem,29.52,1830,62,24
142,0,01334,Keith Fergus,29.52,1712,58,24
142,0,20158,Anthony Rodriguez,29.52,1801,61,26
145,0,01418,Bill Glasson,29.53,2008,68,21
146,0,01143,Brad Bryant,29.54,2304,78,23
146,0,06567,Vijay Singh,29.54,2334,79,23
146,0,02223,Bob Tway,29.54,2688,91,24
149,0,01307,Joel Edwards,29.55,2719,92,23
150,0,01706,Davis Love III,29.58,2544,86,23
151,0,02166,Chip Sullivan,29.61,2280,77,23
152,0,01619,Skip Kendall,29.62,3021,102,25
153,0,01326,Nick Faldo,29.64,1334,45,23
153,0,01408,Kelly Gibson,29.64,3587,121,24
153,0,01633,Tom Kite,29.64,2075,70,24
156,0,01313,Steve Elkington,29.65,1779,60,22
156,0,01724,Jeff Maggert,29.65,2639,89,20
158,0,10505,Shane Bertsch,29.69,2464,83,24
159,0,01219,John Cook,29.71,2882,97,24
159,0,01553,John Huston,29.71,2228,75,24
159,0,10207,Jimmy Johnston,29.71,2525,85,25
162,0,06036,Scott Dunlap,29.72,2675,90,23
163,0,07363,Craig Bowden,29.73,1635,55,24
163,0,01487,Jeff Hart,29.73,2349,79,23
165,0,01766,Billy Mayfair,29.74,2677,90,24
166,0,01288,Ed Dougherty,29.75,1934,65,22
166,0,02245,Grant Waite,29.75,3035,102,23
168,0,01249,John Daly,29.78,1489,50,25
169,0,06144,John Dowdall,29.79,1817,61,24
169,0,02101,Joey Sindelar,29.79,3039,102,24
169,0,02246,Duffy Waldorf,29.79,2651,89,23
172,0,01945,Kenny Perry,29.80,2414,81,25
172,0,07087,Hugh Royer III,29.80,2473,83,24
172,0,06132,Sonny Skinner,29.80,2116,71,23
175,0,07867,Woody Austin,29.82,2594,87,24
176,0,10962,Bradley Hughes,29.83,2327,78,24
177,0,06621,Joe Durant,29.84,2924,98,23
177,0,06044,Scott Gump,29.84,3223,108,23
179,0,01569,Peter Jacobsen,29.87,2599,87,24
179,0,10213,Dicky Pride,29.87,2270,76,24
181,0,10457,Frank Nobilo,29.88,1793,60,25
182,0,01226,Fred Couples,29.89,1584,53,25
182,0,07465,Hideki Kase,29.89,2541,85,25
184,0,02170,Hal Sutton,29.91,2871,96,23
185,0,01677,Tom Lehman,29.96,2037,68,23
186,0,02226,Tray Tyner,29.97,2218,74,25
187,0,01771,Blaine McCallister,29.99,2549,85,24
188,0,08553,Lee Porter,30.07,2436,81,25
189,0,06515,Shaun Micheel,30.08,1594,53,24
190,0,01717,Sandy Lyle,30.18,1841,61,24
190,0,01797,Rocco Mediate,30.18,2414,80,25
192,0,01388,Robert Gamez,30.22,2478,82,24
193,0,02023,Clarence Rose,30.23,2781,92,23
194,0,01975,Tom Purtzer,30.34,1881,62,25
195,0,02321,Fuzzy Zoeller,30.52,1587,52,27
