RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
47,0,52215,Robert MacIntyre,76' 0",57467,63,35' 6",250
50,0,28252,Seamus Power,75' 11",81120,89,35' 7",10
50,0,47347,Adam Schenk,75' 11",72900,80,35' 7",60
52,0,28089,Jason Day,75' 10",53669,59,35' 7",300
52,0,54576,Patrick Fishburn,75' 10",49127,54,35' 5",460
54,0,39975,Michael Kim,75' 9",55478,61,35' 8",20
55,0,57900,Chandler Phillips,75' 8",67191,74,35' 6",250
56,0,59143,Mac Meissner,75' 6",58909,65,35' 4",370
56,0,51894,Vince Whaley,75' 6",47098,52,35' 4",200
58,0,52955,Ludvig Ãberg,75' 5",57944,64,35' 4",260
58,0,51696,Rico Hoey,75' 5",60616,67,35' 4",290
58,0,34256,Andrew Putnam,75' 5",66954,74,35' 4",280
58,0,27139,David Skinns,75' 5",61571,68,35' 4",350
62,0,46113,Ryan McCormick,75' 3",42447,47,35' 2",210
62,0,27649,Brandt Snedeker,75' 3",46069,51,35' 3",410
62,0,32333,Kevin Tway,75' 3",38810,43,35' 4",410
65,0,25493,Nick Taylor,75' 0",68412,76,35' 1",60
66,0,48084,Wesley Bryan,74' 11",31449,35,35' 0",440
66,0,47983,Chad Ramey,74' 11",61126,68,34' 11",300
66,0,27214,Kevin Streelman,74' 11",51217,57,35' 2",240
69,0,22405,Justin Rose,74' 10",47576,53,35' 1",180
70,0,51349,Nico Echavarria,74' 9",60967,68,34' 11",240
70,0,54783,Dylan Wu,74' 9",62815,70,34' 10",370
72,0,34098,Russell Henley,74' 7",57281,64,35' 1",20
73,0,47995,Davis Riley,74' 6",61673,69,34' 11",10
73,0,48887,Matt Wallace,74' 6",50076,56,34' 10",230
75,0,52372,Cameron Champ,74' 5",42847,48,34' 9",350
76,0,54591,Ben Griffin,74' 3",80198,90,34' 10",210
76,0,33968,ThorbjÃ¸rn Olesen,74' 3",35651,40,34' 9",210
76,0,47806,Raul Pereda,74' 3",32084,36,34' 10",430
76,0,24502,Adam Scott,74' 3",55271,62,34' 8",280
80,0,49771,J.T. Poston,74' 1",66703,75,34' 9",260
81,0,39977,Max Homa,74' 0",61304,69,34' 7",460
82,0,28237,Rory McIlroy,73' 11",55002,62,34' 8",220
83,0,33399,Adam Hadwin,73' 10",61126,69,34' 6",220
84,0,32102,Rickie Fowler,73' 9",60194,68,34' 6",460
84,0,35310,Lanto Griffin,73' 9",49545,56,34' 6",310
84,0,57975,Harry Hall,73' 9",62844,71,34' 9",250
84,0,27129,Luke List,73' 9",57553,65,34' 4",70
88,0,52514,Trace Crowe,73' 7",45929,52,34' 8",350
88,0,32640,Troy Merritt,73' 7",50305,57,34' 7",210
88,0,49947,Taylor Moore,73' 7",75967,86,34' 6",320
88,0,57366,Cameron Young,73' 7",63588,72,34' 7",90
92,0,56630,Akshay Bhatia,73' 6",69699,79,34' 4",220
93,0,47591,Eric Cole,73' 5",83666,95,34' 4",370
93,0,34587,Chan Kim,73' 5",62577,71,34' 6",90
93,0,32839,Hideki Matsuyama,73' 5",56388,64,34' 8",60
96,0,60767,Blaine Hale Jr.,73' 4",33427,38,34' 3",290
96,0,27644,Brian Harman,73' 4",67777,77,34' 3",10
98,0,34466,Peter Malnati,73' 3",58896,67,34' 3",140
99,0,28775,Nate Lashley,73' 2",53581,61,34' 5",250
100,0,50188,S.H. Kim,73' 0",77056,88,34' 3",250
100,0,34046,Jordan Spieth,73' 0",55198,63,34' 3",220
102,0,46442,Maverick McNealy,72' 10",67333,77,34' 3",450
103,0,29908,C.T. Pan,72' 9",49759,57,34' 3",20
104,0,56149,Wilson Furr,72' 8",39226,45,34' 2",300
105,0,40058,Zac Blair,72' 6",64370,74,34' 0",60
105,0,46441,Robby Shelton,72' 6",55663,64,34' 4",90
105,0,52374,Brandon Wu,72' 6",53055,61,34' 0",300
108,0,33141,Keegan Bradley,72' 3",61588,71,33' 10",280
108,0,31646,Emiliano Grillo,72' 3",66784,77,33' 9",60
110,0,39997,Corey Conners,72' 1",67451,78,33' 9",220
111,0,29221,Webb Simpson,72' 0",41493,48,33' 11",280
112,0,47988,Nick Hardy,71' 11",65589,76,33' 7",240
112,0,50525,Collin Morikawa,71' 11",59513,69,33' 10",270
114,0,34374,Erik Barnes,71' 10",37913,44,33' 9",240
115,0,36699,Patrick Rodgers,71' 9",74904,87,33' 6",280
116,0,50095,Austin Smotherman,71' 7",30919,36,33' 3",490
117,0,34255,Joseph Bramlett,71' 6",60034,70,33' 5",20
118,0,32757,Patton Kizzire,71' 4",44493,52,33' 5",290
119,0,30911,Tommy Fleetwood,71' 3",54692,64,33' 3",230
119,0,23108,Matt Kuchar,71' 3",57308,67,33' 4",240
121,0,37212,Paul Barjon,71' 2",37559,44,33' 4",430
122,0,47420,Jake Knapp,70' 11",56994,67,33' 1",200
122,0,39546,Keith Mitchell,70' 11",64638,76,33' 3",430
124,0,38991,Alejandro Tosti,70' 10",50993,60,33' 1",140
125,0,33948,Byeong Hun An,70' 9",56034,66,33' 1",220
125,0,12716,Charley Hoffman,70' 9",51777,61,33' 1",370
127,0,55182,Tom Kim,70' 8",61060,72,33' 1",180
128,0,32070,Rafael Campos,70' 6",37204,44,32' 11",300
129,0,36799,Stephan Jaeger,70' 5",61708,73,33' 0",80
129,0,47679,Victor Perez,70' 5",51573,61,32' 11",370
131,0,32367,Jorge Campillo,70' 4",35465,42,33' 1",370
132,0,52453,Nicolai HÃ¸jgaard,70' 2",37890,45,32' 7",250
132,0,26476,Chez Reavie,70' 2",46287,55,32' 11",440
132,0,46340,Alex Smalley,70' 2",49689,59,32' 9",370
135,0,25900,Lucas Glover,70' 1",63938,76,32' 11",300
135,0,54421,Garrick Higgo,70' 1",52163,62,32' 10",410
135,0,51997,Andrew Novak,70' 1",63932,76,32' 10",300
135,0,39324,J.J. Spaun,70' 1",61376,73,32' 9",440
135,0,47483,Will Zalatoris,70' 1",49603,59,32' 10",290
140,0,58168,Davis Thompson,70' 0",66392,79,32' 11",210
141,0,45157,Cam Davis,69' 11",60373,72,32' 9",20
142,0,34076,Joel Dahmen,69' 10",60313,72,32' 9",250
142,0,36801,Mark Hubbard,69' 10",72027,86,32' 9",20
142,0,36326,David Lipsky,69' 10",48589,58,32' 9",80
142,0,27064,Jhonattan Vegas,69' 10",51125,61,32' 5",460
146,0,49960,Sepp Straka,69' 9",55251,66,32' 7",280
147,0,48699,Callum Tarren,69' 8",46818,56,32' 6",310
147,0,31323,Gary Woodland,69' 8",59362,71,32' 8",60
149,0,27330,Josh Teater,69' 7",31719,38,32' 5",310
150,0,23320,Ryan Palmer,69' 6",30016,36,32' 7",300
151,0,50497,Adrien Dumont de Chassart,69' 5",46640,56,32' 5",410
152,0,54628,Lee Hodges,69' 3",69783,84,32' 4",120
153,0,57362,Austin Eckroat,69' 2",63936,77,32' 5",40
154,0,52375,Doug Ghim,69' 1",63834,77,32' 4",370
155,0,59095,Chris Gotterup,68' 11",54582,66,32' 3",210
155,0,27349,Alex Noren,68' 11",49608,60,32' 5",20
157,0,36871,Matt NeSmith,68' 10",51221,62,32' 3",90
158,0,46414,Aaron Rai,68' 9",61841,75,32' 0",300
159,0,29535,Brice Garnett,68' 8",35419,43,32' 3",350
159,0,37455,Si Woo Kim,68' 8",64289,78,32' 2",120
161,0,60067,Joe Highsmith,68' 6",46014,56,32' 3",200
162,0,47663,Kevin Dougherty,68' 5",41062,50,32' 0",130
162,0,29725,Tony Finau,68' 5",58303,71,32' 4",140
162,0,27770,Camilo Villegas,68' 5",35285,43,31' 9",10
165,0,40026,Daniel Berger,67' 10",47234,58,31' 10",440
166,0,22371,Aaron Baddeley,67' 9",47945,59,31' 9",80
166,0,48319,Tom Whitney,67' 9",40666,50,31' 8",430
168,0,48119,Ben Taylor,67' 8",43867,54,31' 10",300
169,0,37378,Min Woo Lee,67' 3",47592,59,31' 8",110
170,0,34021,Bud Cauley,67' 1",39422,49,31' 6",90
170,0,30163,Henrik Norlander,67' 1",37852,47,31' 5",80
170,0,45242,Kevin Yu,67' 1",52294,65,31' 4",430
173,0,30926,Chris Kirk,67' 0",53841,67,31' 7",400
173,0,40115,Adam Svensson,67' 0",78780,98,31' 5",180
175,0,48117,Kurt Kitayama,66' 10",56151,70,31' 4",280
175,0,55454,Carl Yuan,66' 10",43309,54,31' 7",20
177,0,33448,Justin Thomas,66' 9",48085,60,31' 4",180
178,0,28420,Ryan Brehm,66' 5",35886,45,30' 11",410
179,0,51890,Greyson Sigg,66' 3",51670,65,30' 11",80
180,0,45609,Tyler Duncan,66' 1",44393,56,30' 10",450
181,0,55708,Hayden Buckley,66' 0",47493,60,30' 11",210
181,0,26596,Ryan Moore,66' 0",50668,64,30' 11",60
183,0,59442,Parker Coody,64' 6",37164,48,30' 1",300
184,0,51070,Vincent Norrman,62' 4",34416,46,29' 1",240
