RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
143,0,20098,Stuart Appleby,39.11,97,151
144,0,31560,Brian Stuard,38.78,76,120
145,0,25572,Graeme McDowell,37.93,44,72
146,0,21878,Mark Wilson,37.91,58,95
147,0,10885,Robert Allenby,37.87,64,105
148,0,08075,Jerry Kelly,37.50,75,125
149,0,06004,Stephen Ames,36.72,47,81
150,0,22378,Trevor Immelman,36.68,73,126
151,0,22806,Doug LaBelle II,36.67,66,114
152,0,26476,Chez Reavie,36.63,74,128
153,0,26497,Casey Wittenberg,36.27,70,123
154,0,36884,Ben Kohles,36.08,70,124
155,0,20160,Charlie Wi,35.92,74,132
156,0,01116,Michael Bradley,35.07,47,87
157,0,01320,Bob Estes,35.05,68,126
158,0,35139,Richard Lee,34.87,83,155
159,0,10423,Mike Weir,34.64,53,100
160,0,23541,Ben Crane,34.57,56,106
161,0,26758,David Hearn,33.90,80,156
162,0,24507,Jason Bohn,33.17,69,139
163,0,21099,David Lynn,33.16,62,125
164,0,24357,K.J. Choi,32.83,65,133
165,0,22295,Darron Stiles,32.54,41,85
166,0,28310,Lee Williams,32.08,51,108
167,0,34261,Scott Langley,32.02,65,138
168,0,10213,Dicky Pride,32.00,56,119
169,0,20443,Jin Park,31.85,43,92
170,0,21753,Brian Davis,31.80,83,178
171,0,20104,Ken Duke,31.60,73,158
172,0,24227,Justin Bolli,31.03,45,100
173,0,22621,Ben Curtis,29.33,44,106
173,0,10809,Jim Furyk,29.33,61,147
175,0,30711,Colt Knost,29.12,53,129
176,0,28135,Aaron Watkins,27.62,29,76
177,0,19846,Brian Gay,27.14,57,153
178,0,10860,Justin Leonard,26.50,62,172
179,0,02206,David Toms,26.42,28,78
180,0,23800,Bryce Molder,25.00,54,162
