RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
78,0,02206,David Toms,24.5,25540.000,29
83,0,22371,Aaron Baddeley,24.6,99965.000,113
83,0,32334,Charlie Beljan,24.6,107189.000,121
83,0,30711,Colt Knost,24.6,50539.000,57
83,0,25818,Scott Piercy,24.6,129267.000,146
87,0,25274,Steven Bowditch,24.7,118315.000,133
87,0,20593,Greg Chalmers,24.7,99443.000,112
87,0,22056,Cameron Percy,24.7,98764.000,111
87,0,25345,Carl Pettersson,24.7,102076.000,115
87,0,06527,Steve Stricker,24.7,57731.000,65
87,0,27770,Camilo Villegas,24.7,95198.000,107
87,0,28310,Lee Williams,24.7,48968.000,55
94,0,30926,Chris Kirk,24.8,128399.000,144
95,0,29479,Scott Brown,24.9,95908.000,107
95,0,20691,Greg Owen,24.9,117629.000,131
95,0,21528,Henrik Stenson,24.9,99522.000,111
95,0,28780,Nicholas Thompson,24.9,142804.000,159
99,0,21209,Sergio Garcia,25.0,93625.000,104
99,0,34098,Russell Henley,25.0,103505.000,115
99,0,25562,Andres Romero,25.0,102475.000,114
99,0,27649,Brandt Snedeker,25.0,87413.000,97
99,0,27330,Josh Teater,25.0,116083.000,129
104,0,24846,Ricky Barnes,25.1,94820.000,105
104,0,25686,Jason Dufner,25.1,92274.000,102
104,0,19970,Robert Karlsson,25.1,53245.000,59
104,0,29425,Andrew Svoboda,25.1,58706.000,65
104,0,26951,Johnson Wagner,25.1,77848.000,86
109,0,34360,Patrick Reed,25.2,123601.000,136
110,0,10885,Robert Allenby,25.3,60194.000,66
111,0,21753,Brian Davis,25.4,91479.000,100
111,0,20443,Jin Park,25.4,42915.000,47
113,0,32102,Rickie Fowler,25.5,105758.000,115
113,0,23320,Ryan Palmer,25.5,139459.000,152
113,0,26679,Kevin Stadler,25.5,143365.000,156
116,0,24781,Hunter Mahan,25.6,151249.000,164
116,0,23800,Bryce Molder,25.6,60824.000,66
116,0,27095,Nick Watney,25.6,139195.000,151
119,0,08725,Tom Gillis,25.7,73081.000,79
120,0,33461,Morgan Hoffmann,25.8,91025.000,98
121,0,34409,David Lingmerth,25.9,78272.000,84
121,0,25336,Alistair Presnell,25.9,61441.000,66
123,0,20848,Ángel Cabrera,26.0,121901.000,130
123,0,23983,Luke Donald,26.0,62750.000,67
123,0,28500,Martin Flores,26.0,131934.000,141
123,0,21731,Freddie Jacobson,26.0,72113.000,77
127,0,25444,Justin Hicks,26.1,80686.000,86
127,0,01724,Jeff Maggert,26.1,75124.000,80
127,0,33418,Shawn Stefani,26.1,84720.000,90
130,0,06004,Stephen Ames,26.2,50938.000,54
130,0,06522,Ernie Els,26.2,84794.000,90
130,0,23353,J.J. Henry,26.2,104677.000,111
130,0,22806,Doug LaBelle II,26.2,68754.000,73
130,0,26851,Marc Leishman,26.2,125266.000,133
135,0,27895,Jonas Blixt,26.3,110903.000,117
135,0,20104,Ken Duke,26.3,77770.000,82
135,0,28307,Matt Every,26.3,171204.000,181
135,0,30852,Ryo Ishikawa,26.3,96639.000,102
139,0,21961,Charles Howell III,26.4,169162.000,178
139,0,33419,Cameron Tringale,26.4,113289.000,119
141,0,10860,Justin Leonard,26.5,70582.000,74
141,0,30692,Scott Stallings,26.5,133378.000,140
143,0,24507,Jason Bohn,26.6,72850.000,76
143,0,30944,Jason Kokrak,26.6,153410.000,160
145,0,28259,Sangmoon Bae,26.7,113269.000,118
145,0,26758,David Hearn,26.7,87422.000,91
145,0,26300,Matt Jones,26.7,132493.000,138
145,0,22961,David Mathis,26.7,84462.000,88
145,0,22295,Darron Stiles,26.7,43207.000,45
145,0,26497,Casey Wittenberg,26.7,76057.000,79
151,0,01320,Bob Estes,27.0,73749.000,76
151,0,20160,Charlie Wi,27.0,80729.000,83
153,0,01116,Michael Bradley,27.1,47855.000,49
153,0,24494,Erik Compton,27.1,108239.000,111
153,0,27556,Ted Potter Jr.,27.1,71251.000,73
153,0,23788,D.J. Trahan,27.1,69246.000,71
157,0,32698,Bobby Gates,27.2,56848.000,58
157,0,32448,James Hahn,27.2,118456.000,121
159,0,20098,Stuart Appleby,27.3,105967.000,108
159,0,34021,Bud Cauley,27.3,92542.000,94
161,0,22046,Geoff Ogilvy,27.4,73021.000,74
162,0,29289,S.Y. Noh,27.5,121921.000,123
163,0,23135,Tim Clark,27.8,60984.000,61
163,0,08075,Jerry Kelly,27.8,89139.000,89
165,0,28475,Jeff Overton,28.1,155040.000,153
165,0,28135,Aaron Watkins,28.1,34432.000,34
167,0,25900,Lucas Glover,28.4,120580.000,118
168,0,23541,Ben Crane,28.5,64660.000,63
169,0,27644,Brian Harman,28.7,143738.000,139
169,0,20572,Rod Pampling,28.7,65088.000,63
171,0,10423,Mike Weir,29.2,58845.000,56
172,0,20766,Padraig Harrington,29.4,81431.000,77
172,0,27120,Troy Matteson,29.4,104715.000,99
174,0,30750,Tommy Gainey,29.5,139303.000,131
175,0,24138,Ian Poulter,29.9,75333.000,70
176,0,19846,Brian Gay,30.7,75240.000,68
177,0,21099,David Lynn,31.3,80080.000,71
178,0,23409,James Driscoll,31.4,111896.000,99
179,0,24227,Justin Bolli,32.3,57013.000,49
180,0,35139,Richard Lee,32.6,111516.000,95
