RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
75,0,31560,Brian Stuard,23.46,19,81,-17,-17.00
76,0,24502,Adam Scott,23.40,22,94,-20,-8.00
77,0,27214,Kevin Streelman,23.38,36,154,-33,-5.00
78,0,29476,Kyle Reifers,23.33,28,120,-31,-4.00
79,0,32366,Kevin Chappell,23.30,41,176,-38,-3.00
80,0,25720,Chad Collins,23.29,17,73,-18,-12.00
81,0,28132,Tyrone Van Aswegen,23.28,27,116,-24,+1.00
82,0,35532,Tom Hoge,23.19,16,69,-16,+2.00
83,0,25493,Nick Taylor,23.17,38,164,-38,-30.00
84,0,24361,Pat Perez,23.02,32,139,-33,-8.00
85,0,25349,Tim Wilkinson,22.95,14,61,-15,-8.00
86,0,19803,Ryan Armour,22.92,11,48,-12,-16.00
86,0,06522,Ernie Els,22.92,11,48,-15,+2.00
88,0,31646,Emiliano Grillo,22.90,30,131,-26,-2.00
89,0,29461,Jamie Lovemark,22.77,46,202,-50,-1.00
90,0,31557,Jim Herman,22.76,33,145,-30,-10.00
91,0,33141,Keegan Bradley,22.66,46,203,-49,+6.00
91,0,23353,J.J. Henry,22.66,29,128,-32,-11.00
93,0,25834,Daniel Summerhays,22.64,36,159,-35,+4.00
94,0,34021,Bud Cauley,22.60,40,177,-40,-5.00
95,0,25345,Carl Pettersson,22.54,16,71,-18,-9.00
96,0,32333,Kevin Tway,22.47,40,178,-42,-7.00
97,0,46440,Smylie Kaufman,22.45,33,147,-35,-10.00
98,0,28089,Jason Day,22.22,30,135,-36,+2.00
98,0,29478,Kevin Kisner,22.22,28,126,-28,-20.00
98,0,33122,Russell Knox,22.22,22,99,-22,-8.00
101,0,33461,Morgan Hoffmann,22.08,34,154,-36,-17.00
101,0,46601,Trey Mullinax,22.08,34,154,-36,+8.00
103,0,24140,Sean O'Hair,22.07,32,145,-31,-10.00
104,0,32757,Patton Kizzire,22.03,26,118,-22,-1.00
105,0,29720,Andres Gonzales,21.85,26,119,-27,+4.00
106,0,35506,Mackenzie Hughes,21.83,43,197,-42,-27.00
107,0,47959,Bryson DeChambeau,21.77,32,147,-33,-4.00
107,0,23108,Matt Kuchar,21.77,27,124,-29,-36.00
109,0,35450,Patrick Cantlay,21.74,25,115,-27,-10.00
110,0,34098,Russell Henley,21.60,35,162,-36,-16.00
111,0,32102,Rickie Fowler,21.58,30,139,-31,-19.00
112,0,40026,Daniel Berger,21.57,33,153,-38,-15.00
112,0,25632,Jimmy Walker,21.57,22,102,-22,+3.00
114,0,35879,Kelly Kraft,21.55,25,116,-28,+14.00
115,0,25191,Gonzalo Fernandez-Castaño,21.52,17,79,-18,-10.00
116,0,22056,Cameron Percy,21.50,23,107,-23,+1.00
117,0,49771,J.T. Poston,21.48,32,149,-30,-9.00
118,0,29222,Billy Hurley III,21.28,20,94,-22,-26.00
119,0,26331,Charl Schwartzel,21.19,25,118,-28,+4.00
120,0,37278,Nicholas Lindheim,21.05,12,57,-14,+4.00
121,0,30110,Kyle Stanley,21.03,41,195,-49,-20.00
122,0,28252,Seamus Power,21.01,29,138,-28,-17.00
123,0,24924,Bill Haas,20.97,26,124,-24,-26.00
124,0,33418,Shawn Stefani,20.87,24,115,-28,-11.00
125,0,27936,Martin Laird,20.69,30,145,-33,-11.00
126,0,29974,Branden Grace,20.43,19,93,-19,-11.00
127,0,32640,Troy Merritt,20.31,26,128,-24,-17.00
128,0,29479,Scott Brown,20.28,29,143,-30,+1.00
129,0,35545,Blayne Barber,20.00,20,100,-22,-10.00
129,0,26476,Chez Reavie,20.00,25,125,-24,-20.00
131,0,40058,Zac Blair,19.80,20,101,-21,-16.00
132,0,46732,Rick Lamb,19.74,15,76,-15,-7.00
133,0,34213,Grayson Murray,19.72,42,213,-44,+11.00
134,0,26300,Matt Jones,19.61,20,102,-21,+4.00
135,0,29289,S.Y. Noh,19.44,28,144,-29,+5.00
136,0,24781,Hunter Mahan,19.35,24,124,-28,+1.00
137,0,28237,Rory McIlroy,19.27,21,109,-20,+1.00
138,0,20771,Steven Alker,19.23,10,52,-10,-7.00
139,0,46443,Brian Campbell,19.12,13,68,-13,+2.00
140,0,33399,Adam Hadwin,19.08,29,152,-29,-20.00
141,0,20472,Alex Cejka,18.81,19,101,-17,-6.00
142,0,39954,Cody Gribble,18.75,27,144,-30,+14.00
143,0,27958,Ryan Blaum,18.70,23,123,-22,-13.00
143,0,36699,Patrick Rodgers,18.70,23,123,-21,+4.00
145,0,25364,Paul Casey,18.59,29,156,-32,-11.00
146,0,31202,William McGirt,18.57,26,140,-28,+1.00
147,0,27644,Brian Harman,18.54,28,151,-34,-23.00
148,0,24138,Ian Poulter,18.28,17,93,-20,-1.00
149,0,23325,Vaughn Taylor,18.25,23,126,-23,-29.00
150,0,34431,Robert Streb,18.06,28,155,-22,+1.00
151,0,22371,Aaron Baddeley,17.89,17,95,-15,-4.00
152,0,25198,Francesco Molinari,17.83,23,129,-21,-7.00
153,0,34174,John Huh,17.78,24,135,-26,+1.00
154,0,26499,Rafa Cabrera Bello,17.72,14,79,-14,+6.00
155,0,34466,Peter Malnati,17.71,17,96,-19,-19.00
156,0,25274,Steven Bowditch,17.46,11,63,-10,+12.00
157,0,30852,Ryo Ishikawa,17.44,15,86,-14,+12.00
158,0,35110,Brett Drewitt,17.19,11,64,-7,+2.00
159,0,20572,Rod Pampling,17.14,24,140,-20,-10.00
160,0,30926,Chris Kirk,17.12,19,111,-17,E
161,0,19846,Brian Gay,17.11,13,76,-17,-28.00
162,0,27466,Spencer Levin,17.02,16,94,-18,-21.00
163,0,28679,Fabián Gómez,17.00,17,100,-17,-9.00
164,0,29908,C.T. Pan,16.90,24,142,-21,-4.00
165,0,20104,Ken Duke,16.87,14,83,-14,-29.00
166,0,34360,Patrick Reed,16.50,33,200,-30,-18.00
167,0,34358,Jonathan Randolph,16.49,16,97,-16,+1.00
168,0,37455,Si Woo Kim,16.39,20,122,-20,-6.00
169,0,24024,Zach Johnson,16.33,16,98,-14,-15.00
170,0,27649,Brandt Snedeker,16.05,13,81,-12,-9.00
171,0,33948,Byeong Hun An,16.03,21,131,-23,-1.00
172,0,40009,Dominic Bozzelli,15.79,18,114,-16,-13.00
173,0,26951,Johnson Wagner,15.63,15,96,-17,-10.00
174,0,25572,Graeme McDowell,15.15,10,66,-10,-14.00
175,0,23541,Ben Crane,15.09,16,106,-17,-8.00
176,0,24507,Jason Bohn,14.67,11,75,-13,-1.00
177,0,34409,David Lingmerth,14.63,18,123,-22,-23.00
178,0,23983,Luke Donald,14.58,7,48,-8,-13.00
179,0,21209,Sergio Garcia,14.16,16,113,-14,-3.00
180,0,25240,D.A. Points,13.98,13,93,-14,-15.00
181,0,29926,Danny Lee,13.73,21,153,-24,+5.00
182,0,22986,Søren Kjeldsen,13.64,6,44,-6,-2.00
183,0,32200,Roberto Castro,13.43,9,67,-8,-17.00
184,0,27895,Jonas Blixt,13.21,14,106,-17,-10.00
185,0,37454,Whee Kim,12.94,11,85,-15,-16.00
186,0,30191,Julián Etulain,12.90,12,93,-9,E
187,0,25892,Steve Wheatcroft,12.68,9,71,-10,-4.00
188,0,23800,Bryce Molder,11.11,7,63,-7,-29.00
189,0,27963,Chris Stroud,10.53,8,76,-8,-10.00
190,0,20593,Greg Chalmers,10.42,10,96,-10,-24.00
