RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
106,0,29720,Andres Gonzales,71.00,1633,23
106,0,22378,Trevor Immelman,71.00,1633,23
106,0,26300,Matt Jones,71.00,1704,24
106,0,29718,Anthony Kim,71.00,1775,25
106,0,23325,Vaughn Taylor,71.00,1775,25
111,0,25632,Jimmy Walker,71.03,2060,29
112,0,32698,Bobby Gates,71.04,1989,28
113,0,28158,Steve Marino,71.05,1421,20
113,0,10585,Scott McCarron,71.05,1563,22
115,0,27214,Kevin Streelman,71.09,2275,32
116,0,24663,Y.E. Yang,71.10,1493,21
117,0,06004,Stephen Ames,71.12,1209,17
118,0,27936,Martin Laird,71.14,1565,22
118,0,33413,Ben Martin,71.14,1565,22
120,0,24140,Sean O'Hair,71.15,1850,26
121,0,29420,Billy Horschel,71.18,1566,22
121,0,20436,Garrett Willis,71.18,1566,22
123,0,30692,Scott Stallings,71.19,2278,32
124,0,31557,Jim Herman,71.20,1424,20
124,0,29518,Brendan Steele,71.20,1780,25
126,0,33911,Nate Smith,71.21,1353,19
127,0,24490,George McNeill,71.22,1638,23
127,0,25240,D.A. Points,71.22,2564,36
129,0,21805,Harrison Frazar,71.23,1567,22
129,0,25900,Lucas Glover,71.23,1567,22
129,0,21350,Ryuji Imada,71.23,2208,31
129,0,21878,Mark Wilson,71.23,2137,30
133,0,20098,Stuart Appleby,71.24,1496,21
134,0,24507,Jason Bohn,71.25,1995,28
135,0,19970,Robert Karlsson,71.26,1639,23
136,0,12602,Dean Wilson,71.28,1283,18
137,0,28087,Kris Blanks,71.33,1926,27
138,0,34255,Joseph Bramlett,71.36,1784,25
139,0,24290,D.J. Brigman,71.39,1642,23
139,0,10860,Justin Leonard,71.39,1285,18
141,0,25444,Justin Hicks,71.41,1214,17
142,0,20593,Greg Chalmers,71.44,1786,25
142,0,24358,Robert Garrigus,71.44,2286,32
144,0,07457,Steve Flesch,71.45,1572,22
145,0,24604,Hunter Haas,71.46,2001,28
145,0,35087,Bio Kim,71.46,1858,26
147,0,23673,Michael Connell,71.48,1501,21
148,0,08725,Tom Gillis,71.50,1716,24
149,0,08375,Paul Stankowski,71.52,1645,23
150,0,30946,Alex Prugh,71.53,2289,32
151,0,26287,Roland Thatcher,71.55,1431,20
152,0,27797,Derek Lamely,71.60,1432,20
153,0,20766,Padraig Harrington,71.61,1289,18
153,0,06515,Shaun Micheel,71.61,2005,28
153,0,26679,Kevin Stadler,71.61,2005,28
156,0,27141,J.B. Holmes,71.63,1361,19
157,0,24846,Ricky Barnes,71.68,1577,22
157,0,28679,Fabián Gómez,71.68,1577,22
159,0,01577,Lee Janzen,71.72,2080,29
160,0,32640,Troy Merritt,71.75,1722,24
161,0,29478,Kevin Kisner,71.76,1794,25
162,0,27939,Matt McQuillan,71.84,1365,19
163,0,01313,Steve Elkington,71.85,934,13
164,0,24357,K.J. Choi,71.87,1078,15
165,0,21407,Arjun Atwal,71.88,2444,34
166,0,25457,Alexandre Rocha,71.90,1438,20
167,0,06522,Ernie Els,72.00,1440,20
168,0,31193,Jim Renner,72.05,1513,21
169,0,01948,Tim Petrovic,72.08,1730,24
170,0,10809,Jim Furyk,72.10,1442,20
171,0,26668,Marc Turnesa,72.11,1370,19
172,0,20472,Alex Cejka,72.14,1587,22
173,0,26420,Richard Johnson,72.15,1876,26
173,0,27064,Jhonattan Vegas,72.15,1443,20
175,0,30711,Colt Knost,72.21,1372,19
175,0,26881,Jarrod Lyle,72.21,1372,19
177,0,28475,Jeff Overton,72.22,2311,32
178,0,34072,Will Strickler,72.26,1373,19
179,0,30750,Tommy Gainey,72.47,2174,30
180,0,09011,David Duval,72.63,1743,24
181,0,32876,Martin Piller,72.76,1237,17
182,0,31401,Zack Miller,72.89,2041,28
183,0,25834,Daniel Summerhays,73.04,1680,23
184,0,23614,Rich Beem,73.06,1169,16
185,0,01797,Rocco Mediate,73.12,1243,17
186,0,06643,Paul Goydos,73.67,1326,18
