RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
45,0,30692,Scott Stallings,107' 4",80525' 9",750
46,0,26851,Marc Leishman,107' 3",55772' 11",520
46,0,32839,Hideki Matsuyama,107' 3",51177' 0",477
46,0,36871,Matt NeSmith,107' 3",67454' 10",629
46,0,23320,Ryan Palmer,107' 3",52558' 10",490
50,0,35891,Cameron Smith,107' 1",44005' 3",411
50,0,49964,Aaron Wise,107' 1",72830' 2",680
52,0,47988,Nick Hardy,106' 11",42763' 9",400
53,0,29221,Webb Simpson,106' 10",39742' 8",372
54,0,49771,J.T. Poston,106' 6",79461' 3",746
55,0,24925,Jonathan Byrd,105' 10",43059' 0",407
56,0,33667,Carlos Ortiz,105' 9",56373' 1",533
57,0,20229,Stewart Cink,105' 7",51414' 0",487
58,0,50095,Austin Smotherman,105' 5",64077' 8",608
59,0,29926,Danny Lee,105' 3",36928' 9",351
59,0,47128,Richy Werenski,105' 3",48423' 7",460
61,0,29518,Brendan Steele,105' 2",63197' 11",601
62,0,47983,Chad Ramey,105' 1",55372' 5",527
63,0,34264,Hudson Swafford,105' 0",37057' 2",353
64,0,46046,Scottie Scheffler,104' 11",68200' 0",650
65,0,33448,Justin Thomas,104' 9",53196' 4",508
66,0,35506,Mackenzie Hughes,104' 8",63843' 4",610
66,0,23325,Vaughn Taylor,104' 8",40074' 5",383
68,0,31646,Emiliano Grillo,104' 7",65181' 1",623
68,0,50525,Collin Morikawa,104' 7",35668' 8",341
70,0,39971,Sungjae Im,104' 6",72007' 11",689
71,0,32757,Patton Kizzire,104' 5",75103' 6",719
72,0,29478,Kevin Kisner,104' 1",51201' 5",492
72,0,29908,C.T. Pan,104' 1",71297' 7",685
72,0,39324,J.J. Spaun,104' 1",72945' 9",701
75,0,54783,Dylan Wu,104' 0",48684' 4",468
76,0,35532,Tom Hoge,103' 9",72733' 9",701
76,0,48081,Xander Schauffele,103' 9",45233' 4",436
78,0,27895,Jonas Blixt,103' 8",41886' 7",404
78,0,30926,Chris Kirk,103' 8",63029' 11",608
80,0,29725,Tony Finau,103' 7",64848' 8",626
81,0,48887,Matt Wallace,103' 5",51194' 8",495
82,0,27129,Luke List,103' 3",65573' 4",635
83,0,12716,Charley Hoffman,103' 1",61654' 11",598
84,0,45609,Tyler Duncan,102' 11",64096' 1",623
85,0,32150,Michael Thompson,102' 10",75695' 5",736
86,0,31420,Anirban Lahiri,102' 8",64268' 3",626
87,0,55708,Hayden Buckley,102' 5",69842' 8",682
87,0,40162,Justin Lower,102' 5",52631' 11",514
89,0,46550,Brandon Hagy,102' 0",57750' 1",566
90,0,27974,Sung Kang,101' 7",57901' 9",570
91,0,54628,Lee Hodges,101' 6",82341' 10",811
92,0,35110,Brett Drewitt,101' 2",39164' 8",387
92,0,51950,Max McGreevy,101' 2",53734' 11",531
94,0,35617,Martin Trainer,100' 11",57722' 2",572
95,0,46717,Viktor Hovland,100' 9",48356' 1",480
96,0,27214,Kevin Streelman,100' 8",79953' 7",794
97,0,46442,Maverick McNealy,100' 0",67000' 7",670
98,0,33399,Adam Hadwin,99' 8",67860' 6",681
99,0,23108,Matt Kuchar,99' 7",58858' 10",591
100,0,33204,Shane Lowry,99' 6",37598' 6",378
101,0,48822,Sebastián Muñoz,99' 4",70113' 5",706
101,0,40006,Erik van Rooyen,99' 4",26513' 1",267
103,0,27349,Alex Noren,98' 11",42344' 4",428
104,0,32139,Danny Willett,98' 8",37505' 11",380
105,0,46402,Talor Gooch,98' 7",37661' 11",382
106,0,34046,Jordan Spieth,98' 5",54206' 7",551
106,0,37189,Harold Varner III,98' 5",48626' 7",494
108,0,25493,Nick Taylor,98' 4",64293' 4",654
109,0,52375,Doug Ghim,98' 3",63966' 1",651
110,0,49766,Hank Lebioda,98' 1",65248' 9",665
111,0,27644,Brian Harman,98' 0",74459' 11",760
111,0,36326,David Lipsky,98' 0",71437' 3",729
113,0,30978,Kiradech Aphibarnrat,97' 11",37786' 10",386
113,0,47856,Seth Reeves,97' 11",48062' 7",491
115,0,24361,Pat Perez,97' 10",46549' 8",476
116,0,37212,Paul Barjon,97' 8",52170' 2",534
117,0,34098,Russell Henley,97' 1",56605' 3",583
118,0,39977,Max Homa,96' 11",63888' 6",659
118,0,32791,K.H. Lee,96' 11",71121' 2",734
120,0,29535,Brice Garnett,96' 10",57912' 3",598
120,0,27936,Martin Laird,96' 10",58497' 3",604
122,0,39436,Joshua Creel,96' 9",40066' 1",414
122,0,26476,Chez Reavie,96' 9",77226' 10",798
124,0,24138,Ian Poulter,96' 8",31313' 5",324
125,0,29970,Dylan Frittelli,96' 7",65287' 1",676
126,0,29420,Billy Horschel,96' 3",45129' 5",469
126,0,24024,Zach Johnson,96' 3",53415' 11",555
128,0,39997,Corey Conners,96' 2",68211' 8",709
129,0,30927,Brendon Todd,95' 9",63960' 1",668
130,0,32662,Michael Gligic,95' 8",49825' 2",521
130,0,33419,Cameron Tringale,95' 8",58829' 3",615
132,0,25818,Scott Piercy,95' 4",62513' 0",656
133,0,40098,Matt Fitzpatrick,95' 0",41045' 1",432
134,0,23983,Luke Donald,94' 9",39318' 11",415
134,0,28775,Nate Lashley,94' 9",58341' 2",616
136,0,47347,Adam Schenk,94' 8",64539' 0",682
137,0,23621,Rory Sabbatini,94' 6",50831' 9",538
137,0,24502,Adam Scott,94' 6",53470' 11",566
139,0,32333,Kevin Tway,94' 1",55246' 1",587
140,0,34174,John Huh,93' 9",57747' 6",616
141,0,47993,Denny McCarthy,93' 8",62087' 3",663
141,0,45486,Joaquin Niemann,93' 8",48253' 4",515
143,0,34563,Chesson Hadley,93' 5",50427' 10",540
144,0,37275,Sam Ryder,93' 0",69399' 6",746
145,0,45522,Christiaan Bezuidenhout,92' 11",47661' 3",513
146,0,53165,Doc Redman,92' 9",54273' 11",585
147,0,51997,Andrew Novak,92' 7",47386' 5",512
148,0,34076,Joel Dahmen,92' 4",64063' 6",694
148,0,47529,Mito Pereira,92' 4",70241' 6",761
150,0,45526,Abraham Ancer,92' 3",40671' 6",441
150,0,35310,Lanto Griffin,92' 3",56743' 6",615
152,0,36801,Mark Hubbard,92' 2",49386' 2",536
153,0,37455,Si Woo Kim,92' 1",74888' 9",813
154,0,52372,Cameron Champ,92' 0",37251' 8",405
155,0,33597,Harry Higgs,91' 11",59643' 6",649
156,0,34466,Peter Malnati,91' 10",86489' 0",942
157,0,48699,Callum Tarren,91' 9",45139' 1",492
158,0,52374,Brandon Wu,91' 7",41489' 2",453
159,0,27139,David Skinns,91' 6",42175' 8",461
160,0,27649,Brandt Snedeker,90' 6",45685' 2",505
161,0,30163,Henrik Norlander,90' 5",46118' 8",510
162,0,40115,Adam Svensson,90' 2",71580' 2",794
163,0,46435,Austin Cook,90' 0",48490' 5",539
163,0,51894,Vince Whaley,90' 0",61007' 9",678
165,0,36699,Patrick Rodgers,89' 9",61136' 2",681
166,0,27095,Nick Watney,89' 6",47689' 3",533
167,0,33122,Russell Knox,89' 5",64632' 5",723
168,0,51634,Sahith Theegala,88' 11",83034' 8",934
169,0,25900,Lucas Glover,88' 10",60243' 0",678
170,0,25686,Jason Dufner,88' 5",34224' 6",387
171,0,28114,Dawie van der Walt,88' 2",43010' 4",488
172,0,26300,Matt Jones,88' 0",43217' 7",491
173,0,34610,Matthias Schwab,87' 10",44713' 1",509
174,0,34256,Andrew Putnam,86' 11",63772' 6",734
175,0,32816,Satoshi Kodaira,86' 9",31562' 4",364
176,0,31557,Jim Herman,86' 7",31257' 5",361
177,0,39953,Chase Seiffert,86' 6",30373' 3",351
178,0,34431,Robert Streb,86' 4",59400' 7",688
179,0,28252,Seamus Power,86' 2",39213' 8",455
180,0,49298,Kramer Hickok,85' 11",59960' 1",698
181,0,29974,Branden Grace,85' 8",31255' 2",365
182,0,49947,Taylor Moore,85' 5",69930' 3",819
183,0,31560,Brian Stuard,84' 7",57034' 10",674
184,0,24980,Scott Gutschewski,84' 5",29877' 0",354
185,0,34360,Patrick Reed,84' 0",38306' 11",456
186,0,21961,Charles Howell III,82' 8",37034' 6",448
187,0,19803,Ryan Armour,82' 3",28466' 11",346
188,0,46340,Alex Smalley,81' 8",55045' 5",674
189,0,33490,Bo Hoag,80' 8",26606' 8",330
189,0,46414,Aaron Rai,80' 8",52848' 7",655
189,0,27770,Camilo Villegas,80' 8",36376' 4",451
192,0,35879,Kelly Kraft,80' 4",45066' 8",561
193,0,36884,Ben Kohles,71' 11",30004' 6",417
