RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
94,0,24980,Scott Gutschewski,114.96,16094.81,140
95,0,33667,Carlos Ortiz,114.92,17123.17,149
96,0,32757,Patton Kizzire,114.90,26656.95,232
97,0,40115,Adam Svensson,114.70,32459.18,283
98,0,29420,Billy Horschel,114.68,11811.58,103
98,0,35891,Cameron Smith,114.68,17086.87,149
100,0,33204,Shane Lowry,114.66,11465.68,100
100,0,22405,Justin Rose,114.66,12268.72,107
102,0,34563,Chesson Hadley,114.62,24756.86,216
103,0,51997,Andrew Novak,114.61,17993.04,157
104,0,33141,Keegan Bradley,114.55,18901.00,165
105,0,55708,Hayden Buckley,114.44,27923.85,244
106,0,36799,Stephan Jaeger,114.38,23677.04,207
107,0,36852,Jim Knous,114.33,14748.50,129
108,0,48887,Matt Wallace,114.24,16565.21,145
109,0,37275,Sam Ryder,114.18,31627.36,277
110,0,34610,Matthias Schwab,114.16,21575.42,189
111,0,24924,Bill Haas,114.10,22478.51,197
112,0,35110,Brett Drewitt,114.08,16198.82,142
113,0,34466,Peter Malnati,114.01,33291.90,292
114,0,36884,Ben Kohles,114.00,16415.57,144
115,0,27936,Martin Laird,113.95,16522.36,145
116,0,37455,Si Woo Kim,113.92,26316.12,231
116,0,50525,Collin Morikawa,113.92,12644.98,111
118,0,30163,Henrik Norlander,113.85,18671.29,164
119,0,35532,Tom Hoge,113.68,28193.54,248
120,0,49298,Kramer Hickok,113.66,25573.43,225
121,0,31646,Emiliano Grillo,113.65,26479.90,233
122,0,32791,K.H. Lee,113.64,26251.12,231
123,0,30978,Kiradech Aphibarnrat,113.63,9658.64,85
124,0,52374,Brandon Wu,113.62,13407.26,118
125,0,54628,Lee Hodges,113.50,35978.99,317
126,0,36801,Mark Hubbard,113.41,22229.21,196
127,0,49771,J.T. Poston,113.37,26074.69,230
128,0,49960,Sepp Straka,113.36,23465.04,207
129,0,50095,Austin Smotherman,113.33,22098.84,195
130,0,33486,Roger Sloan,113.27,17103.22,151
131,0,32448,James Hahn,113.23,22419.65,198
132,0,32139,Danny Willett,113.22,12793.71,113
133,0,31557,Jim Herman,113.01,15481.79,137
134,0,54783,Dylan Wu,112.98,18755.31,166
135,0,33399,Adam Hadwin,112.80,26283.53,233
136,0,34256,Andrew Putnam,112.75,28975.53,257
137,0,29221,Webb Simpson,112.74,15445.86,137
138,0,35506,Mackenzie Hughes,112.70,24005.84,213
139,0,31420,Anirban Lahiri,112.67,20618.86,183
140,0,25818,Scott Piercy,112.63,20386.08,181
141,0,25493,Nick Taylor,112.40,26750.48,238
142,0,25198,Francesco Molinari,112.23,11447.43,102
143,0,33490,Bo Hoag,112.21,11332.94,101
144,0,23983,Luke Donald,112.20,15820.27,141
145,0,30926,Chris Kirk,112.16,23665.78,211
146,0,27770,Camilo Villegas,112.13,16819.12,150
147,0,25900,Lucas Glover,112.11,27130.38,242
148,0,52375,Doug Ghim,112.10,23877.23,213
149,0,25686,Jason Dufner,112.08,14121.67,126
150,0,40162,Justin Lower,112.04,18486.48,165
151,0,24925,Jonathan Byrd,111.74,13631.91,122
152,0,47128,Richy Werenski,111.73,17429.43,156
153,0,27895,Jonas Blixt,111.72,15640.43,140
154,0,34098,Russell Henley,111.60,19307.57,173
155,0,39953,Chase Seiffert,111.48,13489.49,121
156,0,47993,Denny McCarthy,111.37,24389.53,219
156,0,27214,Kevin Streelman,111.37,31630.27,284
158,0,27974,Sung Kang,111.30,24596.45,221
159,0,51890,Greyson Sigg,111.25,28369.31,255
160,0,33122,Russell Knox,111.21,27357.48,246
161,0,36326,David Lipsky,111.11,27667.16,249
162,0,45609,Tyler Duncan,111.04,24428.16,220
163,0,29908,C.T. Pan,111.01,23200.57,209
164,0,47983,Chad Ramey,111.00,19425.02,175
165,0,49766,Hank Lebioda,110.98,26191.51,236
166,0,39324,J.J. Spaun,110.97,25744.76,232
167,0,27649,Brandt Snedeker,110.79,19055.72,172
168,0,34076,Joel Dahmen,110.66,21799.17,197
168,0,32640,Troy Merritt,110.66,24123.60,218
170,0,35449,Adam Long,110.56,29078.37,263
171,0,24138,Ian Poulter,110.53,12269.04,111
172,0,28775,Nate Lashley,110.51,22875.65,207
173,0,51950,Max McGreevy,110.49,20440.40,185
174,0,29478,Kevin Kisner,110.42,18661.19,169
175,0,29535,Brice Garnett,110.36,21188.23,192
176,0,23621,Rory Sabbatini,110.23,19180.10,174
177,0,22056,Cameron Percy,110.06,12216.74,111
178,0,45522,Christiaan Bezuidenhout,109.99,17707.91,161
179,0,45526,Abraham Ancer,109.98,12537.88,114
180,0,35879,Kelly Kraft,109.62,22580.95,206
181,0,34174,John Huh,109.53,24644.65,225
182,0,27644,Brian Harman,109.23,25232.16,231
183,0,46435,Austin Cook,109.17,22380.20,205
184,0,32150,Michael Thompson,108.40,27100.79,250
185,0,23108,Matt Kuchar,108.38,16799.19,155
186,0,32816,Satoshi Kodaira,108.09,12862.63,119
187,0,24024,Zach Johnson,107.70,19924.53,185
188,0,39436,Joshua Creel,106.75,14624.76,137
189,0,23325,Vaughn Taylor,106.53,13423.16,126
190,0,26476,Chez Reavie,106.23,27726.39,261
191,0,30927,Brendon Todd,105.86,24241.49,229
192,0,19803,Ryan Armour,105.80,13437.20,127
193,0,31560,Brian Stuard,104.80,25360.89,242
