RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND
86,0,32200,Roberto Castro,2
86,0,34021,Bud Cauley,2
86,0,46435,Austin Cook,2
86,0,34076,Joel Dahmen,2,1
86,0,35376,Roberto Díaz,2
86,0,25686,Jason Dufner,2
86,0,28307,Matt Every,2,1,1
86,0,40098,Matt Fitzpatrick,2,1
86,0,46523,Joey Garber,2
86,0,29535,Brice Garnett,2
86,0,19846,Brian Gay,2,1
86,0,46402,Talor Gooch,2,1
86,0,29974,Branden Grace,2,1
86,0,31646,Emiliano Grillo,2,1
86,0,24924,Bill Haas,2
86,0,12716,Charley Hoffman,2,1
86,0,27141,J.B. Holmes,2,1
86,0,39977,Max Homa,2,1
86,0,35506,Mackenzie Hughes,2,1
86,0,26300,Matt Jones,2
86,0,33122,Russell Knox,2
86,0,28775,Nate Lashley,2,1
86,0,32791,K.H. Lee,2,1
86,0,35449,Adam Long,2,1
86,0,47993,Denny McCarthy,2
86,0,01810,Phil Mickelson,2,1,1
86,0,26596,Ryan Moore,2,1,1
86,0,29908,C.T. Pan,2,1,1
86,0,28252,Seamus Power,2
86,0,35732,Wes Roach,2,1
86,0,37275,Sam Ryder,2,1
86,0,39324,J.J. Spaun,2,1
86,0,30692,Scott Stallings,2,1
86,0,33418,Shawn Stefani,2
86,0,34431,Robert Streb,2,1
86,0,27330,Josh Teater,2
86,0,33419,Cameron Tringale,2
86,0,32333,Kevin Tway,2,1
86,0,29484,Peter Uihlein,2
86,0,48887,Matt Wallace,2,1
86,0,32139,Danny Willett,2
86,0,37340,Chase Wright,2
131,0,49303,Anders Albertson,1
131,0,19803,Ryan Armour,1
131,0,40026,Daniel Berger,1,1
131,0,33803,Lucas Bjerregaard,1
131,0,27958,Ryan Blaum,1
131,0,27895,Jonas Blixt,1
131,0,24925,Jonathan Byrd,1
131,0,32366,Kevin Chappell,1
131,0,34306,John Chin,1,1
131,0,24357,K.J. Choi,1
131,0,23541,Ben Crane,1
131,0,49633,Charlie Danielson,1
131,0,23983,Luke Donald,1
131,0,45609,Tyler Duncan,1
131,0,29970,Dylan Frittelli,1,1
131,0,28938,Justin Harding,1
131,0,35421,Brandon Harkins,1
131,0,26758,David Hearn,1
131,0,34098,Russell Henley,1,1
131,0,23353,J.J. Henry,1
131,0,31557,Jim Herman,1,1
131,0,49298,Kramer Hickok,1
131,0,35532,Tom Hoge,1
131,0,47989,Sam Horsfield,1
131,0,46717,Viktor Hovland,1
131,0,29222,Billy Hurley III,1
131,0,24024,Zach Johnson,1
131,0,27408,Martin Kaymer,1,1
131,0,37454,Whee Kim,1
131,0,32757,Patton Kizzire,1
131,0,36852,Jim Knous,1
131,0,31420,Anirban Lahiri,1
131,0,33410,Andrew Landry,1,1
131,0,34261,Scott Langley,1
131,0,49766,Hank Lebioda,1
131,0,35296,Haotong Li,1
131,0,36326,David Lipsky,1
131,0,01706,Davis Love III,1
131,0,37380,Curtis Luck,1
131,0,28300,Joost Luiten,1
131,0,52215,Robert MacIntyre,1
131,0,34466,Peter Malnati,1
131,0,55421,Chip McDaniel,1
131,0,24490,George McNeill,1
131,0,52330,Dylan Meyer,1
131,0,24140,Sean O'Hair,1
131,0,33968,Thorbjørn Olesen,1
131,0,34709,Eddie Pepperell,1,1
131,0,27556,Ted Potter Jr.,1
131,0,53165,Doc Redman,1,1
131,0,47856,Seth Reeves,1
131,0,36699,Patrick Rodgers,1,1
131,0,29223,Sam Saunders,1
131,0,26331,Charl Schwartzel,1
131,0,39113,Shubhankar Sharma,1
131,0,06567,Vijay Singh,1
131,0,30110,Kyle Stanley,1
131,0,49960,Sepp Straka,1,1
131,0,33449,Zack Sucher,1,1
131,0,34264,Hudson Swafford,1,1
131,0,25493,Nick Taylor,1
131,0,35617,Martin Trainer,1,1
131,0,45733,Austen Truslow,1
131,0,40006,Erik van Rooyen,1
131,0,26951,Johnson Wagner,1,1
131,0,47128,Richy Werenski,1,1
131,0,20396,Lee Westwood,1
131,0,49964,Aaron Wise,1
131,0,56278,Matthew Wolff,1,1
