RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
105,0,24507,Jason Bohn,54.98,116,211,-121,+2.00
106,0,22913,John Rollins,54.97,83,151,-88,-9.00
107,0,02246,Duffy Waldorf,54.95,61,111,-69,-3.00
108,0,01139,Olin Browne,54.87,62,113,-65,-12.00
109,0,01161,Mark Calcavecchia,54.74,75,137,-81,+9.00
110,0,06373,José María Olazábal,54.72,29,53,-32,-14.00
111,0,23613,Rich Barcelo,54.55,60,110,-63,+1.00
112,0,01945,Kenny Perry,54.48,79,145,-82,-8.00
113,0,01797,Rocco Mediate,54.43,43,79,-46,-2.00
113,0,25396,Kevin Na,54.43,86,158,-90,-28.00
115,0,01024,Billy Andrade,54.39,93,171,-100,-14.00
115,0,20585,Niclas Fasth,54.39,62,114,-66,+9.00
115,0,20548,Hidemichi Tanaka,54.39,62,114,-68,-24.00
118,0,10885,Robert Allenby,54.38,87,160,-89,-8.00
119,0,20029,Notah Begay III,54.35,75,138,-77,-13.00
120,0,01707,Steve Lowery,54.27,89,164,-94,+3.00
121,0,01035,Tommy Armour III,54.26,70,129,-74,-19.00
122,0,20127,Chris Riley,54.22,45,83,-45,-18.00
123,0,23552,Hank Kuehne,54.21,116,214,-125,+8.00
124,0,02104,Jeff Sluman,54.11,79,146,-83,-15.00
125,0,08931,Glen Day,54.00,81,150,-85,-23.00
126,0,01553,John Huston,53.92,55,102,-57,-7.00
127,0,12394,Tom Carter,53.72,101,188,-112,-2.00
128,0,06595,Kevin Sutherland,53.62,74,138,-75,-13.00
129,0,23353,J.J. Henry,53.46,116,217,-119,+5.00
130,0,19825,Darren Clarke,53.33,48,90,-51,-3.00
131,0,21961,Charles Howell III,53.29,89,167,-96,-5.00
132,0,20628,Arron Oberholser,53.04,61,115,-70,-10.00
133,0,23135,Tim Clark,53.00,53,100,-54,-42.00
134,0,01766,Billy Mayfair,52.98,89,168,-95,-11.00
135,0,25686,Jason Dufner,52.83,84,159,-91,-3.00
135,0,23621,Rory Sabbatini,52.83,84,159,-87,-8.00
137,0,10733,Kent Jones,52.80,85,161,-92,-29.00
138,0,20472,Alex Cejka,52.76,67,127,-71,-5.00
139,0,20634,Peter Lonard,52.73,58,110,-62,+8.00
140,0,23497,Tag Ridings,52.68,59,112,-61,+2.00
141,0,20378,Mathias Grönberg,52.63,100,190,-106,E
141,0,01527,Scott Hoch,52.63,40,76,-42,-23.00
143,0,23108,Matt Kuchar,52.48,74,141,-78,-19.00
144,0,01142,Bart Bryant,52.34,56,107,-60,-17.00
144,0,06613,Tommy Tolles,52.34,67,128,-73,-3.00
146,0,23983,Luke Donald,52.29,57,109,-60,-12.00
147,0,01329,Brad Faxon,52.27,46,88,-47,-29.00
148,0,01666,Bernhard Langer,52.17,36,69,-37,-19.00
149,0,01320,Bob Estes,52.11,37,71,-39,-20.00
150,0,06621,Joe Durant,52.08,75,144,-81,-20.00
151,0,19846,Brian Gay,52.07,63,121,-66,-29.00
152,0,20593,Greg Chalmers,51.91,68,131,-72,+5.00
153,0,08835,Kris Cox,51.70,76,147,-81,+13.00
154,0,22621,Ben Curtis,51.25,41,80,-44,-8.00
155,0,21646,David Branshaw,51.22,63,123,-67,-18.00
156,0,12753,David Morland IV,51.19,43,84,-46,-11.00
157,0,21893,Brian Kortan,51.06,48,94,-49,+9.00
158,0,07457,Steve Flesch,51.02,75,147,-82,-12.00
159,0,01968,Nick Price,50.98,26,51,-33,-11.00
160,0,01219,John Cook,50.88,29,57,-30,-23.00
161,0,19881,Robert Damron,50.72,70,138,-72,E
161,0,10425,Jay Williamson,50.72,70,138,-73,-9.00
163,0,06251,Chris DiMarco,50.69,73,144,-76,-22.00
164,0,01203,Russ Cochran,50.63,40,79,-42,-3.00
165,0,01771,Blaine McCallister,50.62,41,81,-46,-16.00
166,0,01941,Tom Pernice Jr.,50.53,96,190,-101,-11.00
167,0,06078,Esteban Toledo,50.49,52,103,-53,-26.00
168,0,01388,Robert Gamez,50.30,85,169,-89,-11.00
169,0,10585,Scott McCarron,50.00,92,184,-95,+5.00
170,0,06515,Shaun Micheel,49.66,72,145,-79,-12.00
171,0,01261,Jay Delsing,49.62,65,131,-68,-4.00
172,0,06214,Guy Boros,49.51,51,103,-54,-3.00
173,0,01132,Mark Brooks,49.41,42,85,-44,-2.00
174,0,21878,Mark Wilson,49.40,41,83,-44,-9.00
175,0,21407,Arjun Atwal,49.37,78,158,-80,-2.00
176,0,07939,Dan Olsen,49.29,69,140,-77,+7.00
177,0,22548,Patrick Sheehan,49.20,92,187,-94,-10.00
178,0,12760,Danny Ellis,49.18,60,122,-69,-8.00
179,0,12510,Chad Campbell,49.03,76,155,-84,-14.00
180,0,01313,Steve Elkington,49.02,50,102,-51,-12.00
180,0,24361,Pat Perez,49.02,100,204,-104,-6.00
182,0,01926,Steve Pate,48.74,58,119,-63,-8.00
183,0,06332,Neal Lancaster,48.45,94,194,-105,-14.00
184,0,20580,Andre Stolz,48.42,46,95,-50,+2.00
185,0,25237,Kevin Muncrief,48.28,42,87,-47,+13.00
186,0,07721,Pat Bates,48.00,60,125,-62,-28.00
187,0,01761,Len Mattiace,47.37,45,95,-49,-5.00
188,0,20382,Stephen Leaney,47.06,40,85,-42,-11.00
188,0,02223,Bob Tway,47.06,48,102,-51,-18.00
190,0,02101,Joey Sindelar,46.74,86,184,-92,-18.00
191,0,26287,Roland Thatcher,46.04,64,139,-68,+4.00
192,0,24781,Hunter Mahan,45.99,86,187,-92,+1.00
193,0,06809,Bob Burns,45.92,45,98,-47,-20.00
194,0,01619,Skip Kendall,45.53,56,123,-60,-26.00
195,0,10213,Dicky Pride,42.86,42,98,-46,-4.00
196,0,23338,David Gossett,39.33,35,89,-37,+16.00
