RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
33,0,30927,Brendon Todd,34' 0",46278.333,1360,1 Under
33,0,26951,Johnson Wagner,34' 0",34850.083,1025,Under
37,0,32334,Charlie Beljan,34' 1",34761.833,1021,Over
37,0,32366,Kevin Chappell,34' 1",45613.500,1338,1 Under
37,0,27436,Graham DeLaet,34' 1",33017.250,969,Under
37,0,20104,Ken Duke,34' 1",47658.500,1397,Under
37,0,23623,Bo Van Pelt,34' 1",39798.583,1168,Under
42,0,34409,David Lingmerth,34' 2",45335.083,1328,Under
43,0,25686,Jason Dufner,34' 3",29413.833,858,Under
43,0,32448,James Hahn,34' 3",47965.833,1399,Under
43,0,10860,Justin Leonard,34' 3",33198.500,970,Even
43,0,27466,Spencer Levin,34' 3",51023.917,1488,Under
43,0,25198,Francesco Molinari,34' 3",26349.000,770,Under
48,0,12510,Chad Campbell,34' 4",56130.917,1634,1 Under
48,0,29478,Kevin Kisner,34' 4",57907.500,1686,1 Under
48,0,34261,Scott Langley,34' 4",48583.167,1416,Under
48,0,26329,Louis Oosthuizen,34' 4",28968.000,844,Under
52,0,35545,Blayne Barber,34' 5",38728.667,1126,Under
52,0,26758,David Hearn,34' 5",52236.750,1518,1 Under
52,0,23800,Bryce Molder,34' 5",47411.083,1376,1 Under
52,0,24361,Pat Perez,34' 5",51124.750,1487,1 Under
56,0,30925,Dustin Johnson,34' 6",33396.750,967,1 Under
56,0,24024,Zach Johnson,34' 6",43350.250,1257,1 Under
56,0,21878,Mark Wilson,34' 6",49940.917,1449,Under
59,0,24490,George McNeill,34' 7",55345.333,1600,1 Under
59,0,27933,John Merrick,34' 7",35928.333,1040,Even
59,0,31193,Jim Renner,34' 7",34565.833,1000,1 Over
62,0,23548,Bill Lunde,34' 8",22382.083,645,Over
62,0,26596,Ryan Moore,34' 8",37767.667,1090,1 Under
62,0,22293,Heath Slocum,34' 8",24247.500,699,Over
62,0,27963,Chris Stroud,34' 8",42299.667,1221,Under
62,0,33448,Justin Thomas,34' 8",59646.583,1719,1 Under
67,0,25349,Tim Wilkinson,34' 9",36041.333,1038,Over
68,0,35539,Luke Guthrie,34' 10",42358.917,1217,Under
68,0,01706,Davis Love III,34' 10",26123.000,750,Over
68,0,33413,Ben Martin,34' 10",48174.500,1383,1 Under
68,0,23320,Ryan Palmer,34' 10",33681.917,968,Under
72,0,23638,Brendon de Jonge,34' 11",57660.000,1650,1 Under
72,0,27644,Brian Harman,34' 11",48758.250,1396,1 Under
72,0,36689,Brooks Koepka,34' 11",40527.500,1162,1 Under
72,0,25818,Scott Piercy,34' 11",51942.250,1486,1 Under
72,0,25240,D.A. Points,34' 11",36255.417,1038,Under
72,0,30946,Alex Prugh,34' 11",44976.333,1289,Under
72,0,33418,Shawn Stefani,34' 11",55061.583,1578,1 Under
79,0,28679,Fabián Gómez,35' 0",43282.000,1237,Over
79,0,30926,Chris Kirk,35' 0",35086.417,1003,Under
79,0,23621,Rory Sabbatini,35' 0",41497.583,1185,1 Under
79,0,29223,Sam Saunders,35' 0",39496.917,1128,Under
79,0,06567,Vijay Singh,35' 0",43227.250,1235,1 Under
79,0,28023,Byron Smith,35' 0",26960.333,770,Under
85,0,32102,Rickie Fowler,35' 1",35772.083,1019,1 Under
85,0,33399,Adam Hadwin,35' 1",50790.833,1449,Under
85,0,35541,John Peterson,35' 1",48382.333,1379,Under
85,0,28486,Michael Putnam,35' 1",42807.500,1221,Under
85,0,26289,Boo Weekley,35' 1",42031.583,1198,1 Under
90,0,08075,Jerry Kelly,35' 2",41677.583,1184,1 Under
90,0,29289,S.Y. Noh,35' 2",33994.417,967,Under
90,0,28475,Jeff Overton,35' 2",47267.250,1344,Under
90,0,25345,Carl Pettersson,35' 2",60609.167,1722,Under
94,0,25834,Daniel Summerhays,35' 3",56307.833,1596,1 Under
95,0,40026,Daniel Berger,35' 4",52515.167,1485,1 Under
95,0,40058,Zac Blair,35' 4",55858.417,1581,Under
95,0,23541,Ben Crane,35' 4",33004.167,934,Under
95,0,34099,Harris English,35' 4",55663.750,1577,1 Under
95,0,23353,J.J. Henry,35' 4",48028.000,1360,Under
100,0,29479,Scott Brown,35' 5",51331.333,1450,1 Under
100,0,24494,Erik Compton,35' 5",44444.250,1254,Under
100,0,36801,Mark Hubbard,35' 5",38720.167,1094,Under
100,0,32640,Troy Merritt,35' 5",52088.250,1469,Under
104,0,23048,Eric Axley,35' 7",27449.500,771,Over
104,0,22056,Cameron Percy,35' 7",37081.667,1042,Under
106,0,25274,Steven Bowditch,35' 8",56290.167,1578,1 Under
106,0,24357,K.J. Choi,35' 8",36450.250,1023,Under
106,0,24138,Ian Poulter,35' 8",30719.000,862,Under
106,0,36699,Patrick Rodgers,35' 8",29175.500,818,Under
106,0,27649,Brandt Snedeker,35' 8",48023.000,1345,1 Under
106,0,29518,Brendan Steele,35' 8",48563.250,1362,1 Under
112,0,27895,Jonas Blixt,35' 9",33315.917,933,Over
112,0,33141,Keegan Bradley,35' 9",40901.250,1143,1 Under
112,0,23983,Luke Donald,35' 9",34526.833,965,Under
112,0,24924,Bill Haas,35' 9",45580.583,1275,Under
112,0,27936,Martin Laird,35' 9",46992.583,1313,Under
112,0,29476,Kyle Reifers,35' 9",51317.833,1435,Under
112,0,27214,Kevin Streelman,35' 9",46749.667,1309,1 Under
119,0,21753,Brian Davis,35' 10",45427.417,1269,Over
119,0,30736,Oscar Fraustro,35' 10",25559.083,714,Over
119,0,34563,Chesson Hadley,35' 10",57073.917,1591,Under
119,0,25396,Kevin Na,35' 10",45667.667,1273,1 Under
119,0,25493,Nick Taylor,35' 10",53347.000,1489,Under
119,0,27770,Camilo Villegas,35' 10",47604.667,1327,Under
125,0,24925,Jonathan Byrd,35' 11",32697.333,911,1 Under
125,0,29535,Brice Garnett,35' 11",41097.250,1145,Over
125,0,33486,Roger Sloan,35' 11",25666.667,715,Over
128,0,24358,Robert Garrigus,36' 0",35258.500,980,Over
128,0,35451,Scott Pinckney,36' 0",47650.500,1323,Under
128,0,21528,Henrik Stenson,36' 0",28467.500,790,1 Under
128,0,25804,Bubba Watson,36' 0",36153.167,1004,1 Under
132,0,29720,Andres Gonzales,36' 1",49114.417,1361,Over
132,0,12716,Charley Hoffman,36' 1",49270.333,1364,Under
132,0,34130,Sung Joon Park,36' 1",40762.667,1130,Over
135,0,24502,Adam Scott,36' 2",20683.417,572,Under
136,0,28089,Jason Day,36' 3",37106.833,1024,2 Under
137,0,34360,Patrick Reed,36' 4",49381.667,1360,1 Under
137,0,25632,Jimmy Walker,36' 4",41673.750,1148,1 Under
139,0,24846,Ricky Barnes,36' 5",41199.000,1131,Over
139,0,06522,Ernie Els,36' 5",25418.167,698,Over
139,0,37273,Derek Ernst,36' 5",41265.417,1132,Over
139,0,34431,Robert Streb,36' 5",62822.167,1724,1 Under
139,0,20396,Lee Westwood,36' 5",20885.000,573,Under
144,0,28259,Sangmoon Bae,36' 6",57552.000,1576,Under
144,0,25191,Gonzalo Fernandez-Castaño,36' 6",41176.417,1128,Over
144,0,26331,Charl Schwartzel,36' 6",26562.333,727,Under
147,0,29425,Andrew Svoboda,36' 8",45982.917,1255,Over
147,0,32150,Michael Thompson,36' 8",49314.667,1344,Under
149,0,28500,Martin Flores,36' 9",51937.083,1413,Under
149,0,39977,Max Homa,36' 9",40804.250,1111,Over
149,0,29420,Billy Horschel,36' 9",48107.167,1310,1 Under
149,0,23108,Matt Kuchar,36' 9",50695.833,1380,1 Under
153,0,27141,J.B. Holmes,36' 10",43453.083,1180,1 Under
153,0,30944,Jason Kokrak,36' 10",52618.750,1430,Under
153,0,25892,Steve Wheatcroft,36' 10",47364.833,1287,Under
156,0,20848,Ángel Cabrera,37' 0",27797.750,752,Over
156,0,34256,Andrew Putnam,37' 0",35777.083,966,Over
158,0,29725,Tony Finau,37' 1",60978.417,1645,1 Under
158,0,30692,Scott Stallings,37' 1",32625.667,880,Over
160,0,31416,Derek Fathauer,37' 2",43994.083,1184,Under
160,0,34098,Russell Henley,37' 2",44545.833,1199,1 Under
160,0,34358,Jonathan Randolph,37' 2",37330.333,1005,Over
160,0,33419,Cameron Tringale,37' 2",52433.250,1411,Under
164,0,20593,Greg Chalmers,37' 3",24004.083,644,Over
164,0,21961,Charles Howell III,37' 3",66171.500,1776,1 Under
166,0,20157,Retief Goosen,37' 4",40079.417,1073,Over
167,0,26851,Marc Leishman,37' 7",36503.333,971,Under
167,0,33667,Carlos Ortiz,37' 7",55799.917,1484,Under
169,0,28307,Matt Every,37' 8",37792.333,1004,1 Over
169,0,31323,Gary Woodland,37' 8",36338.417,964,Under
171,0,20645,John Senden,37' 9",34327.500,910,Under
172,0,24140,Sean O'Hair,38' 0",55044.167,1448,1 Under
173,0,34174,John Huh,38' 1",60842.667,1597,Under
174,0,01810,Phil Mickelson,38' 4",37535.667,979,Under
175,0,20766,Padraig Harrington,38' 6",33645.417,873,Over
176,0,27064,Jhonattan Vegas,38' 8",49709.000,1286,Under
177,0,25562,Andres Romero,38' 9",37352.083,964,Over
178,0,33461,Morgan Hoffmann,38' 10",48024.500,1237,Under
179,0,22371,Aaron Baddeley,38' 11",45860.500,1178,Under
180,0,24781,Hunter Mahan,39' 0",45466.667,1166,Under
181,0,26300,Matt Jones,39' 4",47139.333,1199,1 Under
182,0,25369,Jamie Donaldson,39' 9",22695.750,571,Under
182,0,21209,Sergio Garcia,39' 9",25534.500,643,Under
184,0,22046,Geoff Ogilvy,40' 2",25126.833,625,Over
