RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
159,0,32839,Hideki Matsuyama,4.37,43,984,-0.163
160,0,24507,Jason Bohn,4.29,52,1212,-0.019
161,0,29725,Tony Finau,4.28,55,1284,+0.200
162,0,27644,Brian Harman,4.20,46,1094,+0.043
163,0,12716,Charley Hoffman,4.04,43,1064,E
164,0,26476,Chez Reavie,4.02,28,697,+0.107
165,0,37273,Derek Ernst,3.99,35,878,+0.229
166,0,33448,Justin Thomas,3.96,53,1338,+0.094
167,0,27214,Kevin Streelman,3.92,40,1020,+0.050
168,0,29420,Billy Horschel,3.81,39,1024,-0.026
169,0,20593,Greg Chalmers,3.80,19,500,+0.211
170,0,30736,Oscar Fraustro,3.77,21,557,+0.286
171,0,28089,Jason Day,3.74,30,802,-0.133
172,0,21961,Charles Howell III,3.70,51,1380,+0.176
173,0,33141,Keegan Bradley,3.58,32,894,E
173,0,23320,Ryan Palmer,3.58,27,754,E
175,0,34046,Jordan Spieth,3.48,32,920,E
176,0,27141,J.B. Holmes,3.34,31,928,+0.226
177,0,23108,Matt Kuchar,3.25,35,1076,+0.114
178,0,29221,Webb Simpson,3.24,29,894,+0.103
179,0,36689,Brooks Koepka,3.19,29,910,+0.172
180,0,21209,Sergio Garcia,2.98,15,504,+0.067
181,0,01810,Phil Mickelson,2.86,22,768,+0.136
182,0,36699,Patrick Rodgers,2.80,18,642,+0.222
183,0,30925,Dustin Johnson,2.65,20,756,-0.150
184,0,25804,Bubba Watson,2.54,20,788,+0.300
