RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
35,0,22056,Cameron Percy,2.24,3,134,+0.67
36,0,24361,Pat Perez,2.17,4,184,+0.75
37,0,26596,Ryan Moore,2.14,3,140,E
38,0,40026,Daniel Berger,2.13,4,188,+0.75
39,0,27933,John Merrick,2.11,3,142,+0.33
40,0,21209,Sergio Garcia,2.08,2,96,+1.00
41,0,20157,Retief Goosen,2.05,3,146,+0.67
42,0,08075,Jerry Kelly,1.97,3,152,E
43,0,29425,Andrew Svoboda,1.95,3,154,+0.33
44,0,31202,William McGirt,1.94,4,206,+0.25
45,0,21753,Brian Davis,1.92,3,156,E
45,0,35532,Tom Hoge,1.92,3,156,+0.67
45,0,29221,Webb Simpson,1.92,3,156,E
45,0,32150,Michael Thompson,1.92,3,156,+1.33
49,0,28780,Nicholas Thompson,1.90,3,158,+1.00
50,0,20848,Ángel Cabrera,1.89,2,106,+0.50
50,0,30736,Oscar Fraustro,1.89,2,106,+0.50
52,0,33461,Morgan Hoffmann,1.88,3,160,+1.00
53,0,23048,Eric Axley,1.85,2,108,E
54,0,28679,Fabián Gómez,1.83,3,164,+1.33
55,0,26476,Chez Reavie,1.82,2,110,-0.50
56,0,24494,Erik Compton,1.81,3,166,+0.67
57,0,30852,Ryo Ishikawa,1.79,3,168,+1.33
57,0,23800,Bryce Molder,1.79,3,168,+0.33
59,0,29720,Andres Gonzales,1.76,3,170,E
59,0,34409,David Lingmerth,1.76,3,170,E
59,0,35451,Scott Pinckney,1.76,3,170,+1.00
62,0,24357,K.J. Choi,1.72,2,116,E
62,0,02206,David Toms,1.72,2,116,+1.00
64,0,28500,Martin Flores,1.70,3,176,+0.67
64,0,27649,Brandt Snedeker,1.70,3,176,+1.00
64,0,30927,Brendon Todd,1.70,3,176,E
67,0,20771,Steven Alker,1.69,2,118,E
68,0,33399,Adam Hadwin,1.67,3,180,+0.67
68,0,20766,Padraig Harrington,1.67,2,120,-0.50
70,0,34261,Scott Langley,1.65,3,182,-0.33
71,0,26851,Marc Leishman,1.64,2,122,+1.00
71,0,29289,S.Y. Noh,1.64,2,122,+1.00
71,0,24138,Ian Poulter,1.64,2,122,+0.50
74,0,20472,Alex Cejka,1.63,3,184,+1.00
74,0,34264,Hudson Swafford,1.63,3,184,+0.67
76,0,24490,George McNeill,1.61,3,186,+0.33
77,0,27466,Spencer Levin,1.60,3,188,+1.00
78,0,24507,Jason Bohn,1.58,3,190,+0.33
79,0,25804,Bubba Watson,1.56,2,128,+1.00
80,0,26758,David Hearn,1.55,3,194,E
81,0,34174,John Huh,1.53,3,196,+1.67
82,0,34099,Harris English,1.52,3,198,+0.67
83,0,32334,Charlie Beljan,1.49,2,134,E
83,0,37454,Whee Kim,1.49,2,134,+0.50
85,0,25345,Carl Pettersson,1.46,3,206,+1.00
86,0,25240,D.A. Points,1.45,2,138,E
87,0,23320,Ryan Palmer,1.43,2,140,+0.50
88,0,34130,Sung Joon Park,1.35,2,148,+0.50
89,0,35539,Luke Guthrie,1.33,2,150,+0.50
89,0,29926,Danny Lee,1.33,3,226,+1.00
91,0,27141,J.B. Holmes,1.30,2,154,+2.00
91,0,24781,Hunter Mahan,1.30,2,154,+0.50
93,0,25900,Lucas Glover,1.27,2,158,+0.50
93,0,28486,Michael Putnam,1.27,2,158,E
95,0,30711,Colt Knost,1.20,2,166,+0.50
95,0,27770,Camilo Villegas,1.20,2,166,+2.00
97,0,25369,Jamie Donaldson,1.16,1,86,E
98,0,30944,Jason Kokrak,1.14,2,176,+0.50
98,0,27095,Nick Watney,1.14,2,176,+1.00
100,0,23548,Bill Lunde,1.11,1,90,E
101,0,23108,Matt Kuchar,1.10,2,182,E
101,0,25493,Nick Taylor,1.10,2,182,E
103,0,34360,Patrick Reed,1.09,2,184,E
104,0,20593,Greg Chalmers,1.06,1,94,+1.00
104,0,22046,Geoff Ogilvy,1.06,1,94,E
106,0,25274,Steven Bowditch,1.04,2,192,+1.50
106,0,33122,Russell Knox,1.04,2,192,+1.00
106,0,22293,Heath Slocum,1.04,1,96,+1.00
109,0,33486,Roger Sloan,.98,1,102,+2.00
110,0,29725,Tony Finau,.97,2,206,+1.00
110,0,33448,Justin Thomas,.97,2,206,+1.50
112,0,21961,Charles Howell III,.96,2,208,E
113,0,28132,Tyrone Van Aswegen,.94,1,106,+1.00
114,0,20691,Greg Owen,.91,1,110,-1.00
115,0,24925,Jonathan Byrd,.86,1,116,E
116,0,27895,Jonas Blixt,.79,1,126,E
116,0,31323,Gary Woodland,.79,1,126,E
118,0,24358,Robert Garrigus,.78,1,128,E
119,0,25562,Andres Romero,.77,1,130,+1.00
120,0,34358,Jonathan Randolph,.75,1,134,E
120,0,26951,Johnson Wagner,.75,1,134,+1.00
122,0,32102,Rickie Fowler,.74,1,136,+1.00
123,0,30926,Chris Kirk,.72,1,138,E
124,0,01810,Phil Mickelson,.71,1,140,-1.00
125,0,22371,Aaron Baddeley,.68,1,146,-1.00
125,0,35545,Blayne Barber,.68,1,148,+1.00
125,0,20229,Stewart Cink,.68,1,146,+1.00
125,0,25191,Gonzalo Fernandez-Castaño,.68,1,148,-1.00
125,0,39977,Max Homa,.68,1,146,E
130,0,29535,Brice Garnett,.67,1,150,+2.00
131,0,31416,Derek Fathauer,.66,1,152,+2.00
131,0,27936,Martin Laird,.66,1,152,+2.00
133,0,33141,Keegan Bradley,.65,1,154,+2.00
134,0,25364,Paul Casey,.64,1,156,E
135,0,30946,Alex Prugh,.63,1,158,+1.00
135,0,25632,Jimmy Walker,.63,1,158,+2.00
137,0,32839,Hideki Matsuyama,.60,1,166,+1.00
137,0,35541,John Peterson,.60,1,168,E
139,0,31557,Jim Herman,.58,1,172,+1.00
139,0,24140,Sean O'Hair,.58,1,172,E
141,0,32448,James Hahn,.57,1,174,-1.00
141,0,27644,Brian Harman,.57,1,174,+1.00
141,0,29420,Billy Horschel,.57,1,176,E
141,0,32640,Troy Merritt,.57,1,174,E
145,0,33413,Ben Martin,.56,1,180,E
145,0,25818,Scott Piercy,.56,1,180,+1.00
147,0,12716,Charley Hoffman,.55,1,182,E
148,0,28259,Sangmoon Bae,.54,1,186,+1.00
149,0,34563,Chesson Hadley,.52,1,194,+1.00
149,0,33419,Cameron Tringale,.52,1,192,E
151,0,23638,Brendon de Jonge,.51,1,198,+2.00
152,0,34431,Robert Streb,.45,1,220,+1.00
153,0,29479,Scott Brown,.00,0,188,E
153,0,28089,Jason Day,.00,0,144,E
153,0,27436,Graham DeLaet,.00,0,124,E
153,0,06522,Ernie Els,.00,0,106,E
153,0,37273,Derek Ernst,.00,0,136,E
153,0,22892,Jason Gore,.00,0,142,E
153,0,24924,Bill Haas,.00,0,164,E
153,0,34098,Russell Henley,.00,0,154,E
153,0,23353,J.J. Henry,.00,0,178,E
153,0,30925,Dustin Johnson,.00,0,138,E
153,0,36689,Brooks Koepka,.00,0,156,E
153,0,01706,Davis Love III,.00,0,94,E
153,0,26329,Louis Oosthuizen,.00,0,118,E
153,0,33667,Carlos Ortiz,.00,0,180,E
153,0,28475,Jeff Overton,.00,0,170,E
153,0,36699,Patrick Rodgers,.00,0,104,E
153,0,22405,Justin Rose,.00,0,124,E
153,0,23621,Rory Sabbatini,.00,0,148,E
153,0,29223,Sam Saunders,.00,0,156,E
153,0,26331,Charl Schwartzel,.00,0,106,E
153,0,24502,Adam Scott,.00,0,88,E
153,0,20645,John Senden,.00,0,128,E
153,0,06567,Vijay Singh,.00,0,150,E
153,0,34046,Jordan Spieth,.00,0,162,E
153,0,29518,Brendan Steele,.00,0,166,E
153,0,33418,Shawn Stefani,.00,0,188,E
153,0,21528,Henrik Stenson,.00,0,112,E
153,0,27214,Kevin Streelman,.00,0,166,E
153,0,27064,Jhonattan Vegas,.00,0,158,E
153,0,26289,Boo Weekley,.00,0,146,E
153,0,20396,Lee Westwood,.00,0,88,E
153,0,34265,Will Wilcox,.00,0,94,E
