RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
46,0,23135,Tim Clark,.268,18.255,68
46,0,23541,Ben Crane,.268,17.712,66
48,0,20766,Padraig Harrington,.264,11.609,44
49,0,28158,Steve Marino,.260,16.366,63
49,0,02206,David Toms,.260,18.174,70
51,0,25562,Andres Romero,.254,18.303,72
52,0,25632,Jimmy Walker,.248,17.376,70
53,0,21731,Freddie Jacobson,.243,18.684,77
53,0,22405,Justin Rose,.243,17.031,70
55,0,28307,Matt Every,.237,12.093,51
55,0,06515,Shaun Micheel,.237,12.545,53
57,0,29285,Brent Delahoussaye,.235,11.045,47
57,0,12714,Chris Tidland,.235,15.990,68
59,0,22621,Ben Curtis,.230,15.156,66
60,0,23353,J.J. Henry,.220,17.356,79
61,0,25818,Scott Piercy,.216,17.514,81
62,0,24138,Ian Poulter,.207,7.044,34
62,0,25892,Steve Wheatcroft,.207,12.021,58
64,0,30946,Alex Prugh,.204,16.310,80
65,0,20229,Stewart Cink,.199,12.947,65
66,0,29910,Blake Adams,.198,14.879,75
67,0,26420,Richard Johnson,.193,14.115,73
68,0,20127,Chris Riley,.187,11.790,63
69,0,24663,Y.E. Yang,.185,10.747,58
70,0,10860,Justin Leonard,.183,13.188,72
71,0,12782,Tim Herron,.172,11.871,69
72,0,23613,Rich Barcelo,.149,8.637,58
73,0,21878,Mark Wilson,.143,11.307,79
74,0,10885,Robert Allenby,.142,8.646,61
75,0,27466,Spencer Levin,.131,12.789,98
76,0,32102,Rickie Fowler,.128,10.606,83
77,0,24507,Jason Bohn,.127,9.414,74
78,0,26301,James Nitties,.126,10.175,81
79,0,09011,David Duval,.119,6.668,56
80,0,30925,Dustin Johnson,.110,6.932,63
81,0,27095,Nick Watney,.109,7.492,69
82,0,12716,Charley Hoffman,.106,8.138,77
83,0,23623,Bo Van Pelt,.101,8.809,87
84,0,21949,Joe Ogilvie,.089,7.636,86
85,0,07749,Brett Quigley,.079,6.942,88
86,0,22378,Trevor Immelman,.078,3.339,43
87,0,24781,Hunter Mahan,.069,4.603,67
88,0,27141,J.B. Holmes,.068,5.953,88
89,0,26951,Johnson Wagner,.066,4.870,74
90,0,27963,Chris Stroud,.060,4.343,72
91,0,24357,K.J. Choi,.057,3.475,61
92,0,27060,John Mallinger,.053,3.442,65
93,0,26881,Jarrod Lyle,.045,2.090,46
94,0,27214,Kevin Streelman,.044,3.502,80
95,0,02239,Scott Verplank,.038,2.103,56
96,0,24925,Jonathan Byrd,.033,2.685,82
97,0,24846,Ricky Barnes,.024,1.975,83
98,0,08537,J.P. Hayes,.021,1.439,68
99,0,27797,Derek Lamely,.019,1.184,64
100,0,28620,Aron Price,.017,1.077,62
101,0,01320,Bob Estes,.015,1.094,71
102,0,23638,Brendon de Jonge,.005,.443,91
103,0,32617,Jerod Turner,-.002,-.071,40
104,0,23548,Bill Lunde,-.005,-.335,67
105,0,01948,Tim Petrovic,-.006,-.589,94
106,0,28089,Jason Day,-.014,-1.008,71
107,0,20498,Briny Baird,-.019,-1.534,79
108,0,10423,Mike Weir,-.020,-.808,40
109,0,20686,Jeev Milkha Singh,-.047,-2.441,52
110,0,20098,Stuart Appleby,-.059,-5.150,88
110,0,07867,Woody Austin,-.059,-4.930,83
110,0,23325,Vaughn Taylor,-.059,-4.647,79
113,0,06251,Chris DiMarco,-.063,-4.876,78
114,0,24924,Bill Haas,-.066,-4.976,75
115,0,25804,Bubba Watson,-.075,-5.032,67
116,0,07457,Steve Flesch,-.081,-5.248,65
117,0,01116,Michael Bradley,-.082,-5.573,68
117,0,26695,Michael Letzig,-.082,-6.593,80
117,0,24140,Sean O'Hair,-.082,-5.347,65
120,0,06595,Kevin Sutherland,-.090,-7.056,78
121,0,20663,Brenden Pappas,-.094,-5.173,55
122,0,25240,D.A. Points,-.103,-8.099,79
123,0,12510,Chad Campbell,-.105,-8.535,81
124,0,28500,Martin Flores,-.107,-6.829,64
125,0,21959,Ted Purdy,-.108,-8.102,75
126,0,12755,Vance Veazey,-.115,-5.513,48
127,0,25900,Lucas Glover,-.119,-7.035,59
128,0,23322,Brett Wetterich,-.123,-6.509,53
129,0,27933,John Merrick,-.125,-11.499,92
130,0,20436,Garrett Willis,-.137,-9.745,71
131,0,20645,John Senden,-.141,-12.255,87
132,0,26851,Marc Leishman,-.145,-10.459,72
133,0,01810,Phil Mickelson,-.149,-8.519,57
134,0,20848,Ángel Cabrera,-.151,-7.724,51
135,0,10425,Jay Williamson,-.155,-9.434,61
136,0,06643,Paul Goydos,-.156,-10.312,66
137,0,01941,Tom Pernice Jr.,-.163,-9.457,58
138,0,22122,Andrew McLardy,-.173,-7.612,44
139,0,24358,Robert Garrigus,-.179,-10.911,61
140,0,06012,Greg Kraft,-.185,-7.211,39
141,0,20378,Mathias Grönberg,-.187,-9.353,50
142,0,23621,Rory Sabbatini,-.198,-13.291,67
143,0,22946,Henrik Bjornstad,-.210,-12.385,59
144,0,22913,John Rollins,-.213,-15.954,75
145,0,28237,Rory McIlroy,-.230,-9.214,40
146,0,01945,Kenny Perry,-.244,-13.650,56
147,0,20572,Rod Pampling,-.247,-17.267,70
148,0,21753,Brian Davis,-.248,-22.045,89
149,0,22293,Heath Slocum,-.257,-18.744,73
150,0,26679,Kevin Stadler,-.276,-19.853,72
151,0,12652,Cameron Beckman,-.292,-17.235,59
152,0,06621,Joe Durant,-.294,-16.735,57
153,0,01577,Lee Janzen,-.300,-20.996,70
154,0,27936,Martin Laird,-.303,-23.921,79
155,0,27330,Josh Teater,-.315,-28.966,92
156,0,27613,David Lutterus,-.336,-18.839,56
157,0,06514,Kevin Johnson,-.352,-17.253,49
158,0,27436,Graham DeLaet,-.356,-27.036,76
158,0,21209,Sergio Garcia,-.356,-12.832,36
160,0,01724,Jeff Maggert,-.357,-22.489,63
161,0,26289,Boo Weekley,-.375,-27.759,74
162,0,20574,Mathew Goggin,-.379,-28.802,76
163,0,26287,Roland Thatcher,-.380,-25.859,68
164,0,01707,Steve Lowery,-.382,-21.412,56
165,0,27770,Camilo Villegas,-.396,-22.166,56
166,0,07363,Craig Bowden,-.406,-19.479,48
167,0,23349,Charles Warren,-.411,-22.628,55
168,0,24912,Will MacKenzie,-.442,-30.073,68
169,0,27120,Troy Matteson,-.445,-34.671,78
170,0,08075,Jerry Kelly,-.449,-36.836,82
171,0,20472,Alex Cejka,-.468,-31.856,68
172,0,23788,D.J. Trahan,-.469,-38.469,82
173,0,22056,Cameron Percy,-.491,-28.959,59
174,0,01706,Davis Love III,-.507,-33.449,66
175,0,01797,Rocco Mediate,-.543,-33.095,61
176,0,24227,Justin Bolli,-.557,-23.390,42
177,0,28087,Kris Blanks,-.569,-42.123,74
178,0,12705,Cliff Kresge,-.572,-25.736,45
179,0,27302,Garth Mulroy,-.584,-24.513,42
180,0,25686,Jason Dufner,-.600,-41.374,69
181,0,20691,Greg Owen,-.637,-39.492,62
182,0,01249,John Daly,-.654,-30.757,47
183,0,26392,Chris Wilson,-.670,-34.821,52
184,0,33419,Cameron Tringale,-.708,-31.846,45
185,0,06567,Vijay Singh,-.740,-42.204,57
186,0,24502,Adam Scott,-.748,-38.883,52
187,0,08385,Omar Uresti,-.755,-46.080,61
188,0,23307,Roger Tambellini,-.775,-48.037,62
189,0,01161,Mark Calcavecchia,-.870,-28.705,33
190,0,28780,Nicholas Thompson,-.886,-68.234,77
191,0,20105,Jeff Gove,-.953,-41.921,44
192,0,01766,Billy Mayfair,-1.010,-65.665,65
