RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
100,4,30163,Henrik Norlander,22.73,25,110,-23,-7.00
102,4,26476,Chez Reavie,22.68,22,97,-23,-24.00
103,4,34466,Peter Malnati,22.67,17,75,-18,-11.00
104,4,51894,Vince Whaley,22.64,12,53,-13,+5.00
105,4,33490,Bo Hoag,22.47,20,89,-19,+1.00
105,4,36699,Patrick Rodgers,22.47,40,178,-36,-2.00
107,4,22056,Cameron Percy,22.41,13,58,-15,-5.00
108,-8,35310,Lanto Griffin,22.40,41,183,-44,E
109,3,24024,Zach Johnson,22.22,20,90,-18,-11.00
109,3,25349,Tim Wilkinson,22.22,10,45,-13,-11.00
111,4,36871,Matthew NeSmith,22.12,23,104,-23,+2.00
112,4,29479,Scott Brown,22.11,21,95,-18,+1.00
112,4,35617,Martin Trainer,22.11,21,95,-25,+13.00
114,5,26329,Louis Oosthuizen,22.06,15,68,-14,-9.00
115,5,35230,Nelson Ledesma,22.00,11,50,-13,+5.00
115,5,27556,Ted Potter Jr.,22.00,11,50,-8,-1.00
117,5,46435,Austin Cook,21.84,19,87,-19,-10.00
118,6,25900,Lucas Glover,21.77,27,124,-28,+11.00
119,6,34314,Sebastian Cappelen,21.74,15,69,-17,+3.00
119,13,34363,Tyrrell Hatton,21.74,15,69,-14,-20.00
121,28,45526,Abraham Ancer,21.67,26,120,-28,-3.00
122,4,34098,Russell Henley,21.65,21,97,-20,-18.00
123,0,29725,Tony Finau,21.62,32,148,-35,-7.00
124,4,23621,Rory Sabbatini,21.51,20,93,-22,-11.00
125,4,32366,Kevin Chappell,21.43,15,70,-17,E
126,4,25364,Paul Casey,21.37,25,117,-23,-7.00
127,4,19846,Brian Gay,21.33,16,75,-18,-11.00
128,5,36689,Brooks Koepka,21.25,17,80,-19,+2.00
128,5,24502,Adam Scott,21.25,17,80,-18,-7.00
130,7,23623,Bo Van Pelt,21.05,12,57,-9,+9.00
131,-15,26851,Marc Leishman,21.00,21,100,-21,+1.00
132,7,25804,Bubba Watson,20.95,31,148,-32,+4.00
133,7,28089,Jason Day,20.93,18,86,-19,-1.00
133,2,23320,Ryan Palmer,20.93,27,129,-27,-17.00
133,7,30110,Kyle Stanley,20.93,18,86,-17,-5.00
136,22,35506,Mackenzie Hughes,20.91,23,110,-23,-2.00
137,5,29970,Dylan Frittelli,20.89,33,158,-35,-10.00
138,13,46970,Jon Rahm,20.75,33,159,-36,-3.00
139,-3,34099,Harris English,20.69,30,145,-31,-12.00
139,4,34431,Robert Streb,20.69,12,58,-10,-7.00
141,2,34360,Patrick Reed,20.67,31,150,-35,-8.00
142,3,51766,Wyndham Clark,20.66,25,121,-27,+1.00
143,3,27349,Alex Noren,20.65,19,92,-23,-5.00
144,-18,29478,Kevin Kisner,20.59,21,102,-20,-16.00
145,2,49766,Hank Lebioda,20.48,17,83,-16,-3.00
146,2,29268,Bronson Burgoon,20.21,19,94,-21,-6.00
147,3,37189,Harold Varner III,20.16,26,129,-27,E
148,4,33948,Byeong Hun An,20.00,26,130,-19,+6.00
148,4,40058,Zac Blair,20.00,12,60,-12,-26.00
148,4,26499,Rafa Cabrera Bello,20.00,15,75,-17,-5.00
148,4,24138,Ian Poulter,20.00,13,65,-16,-22.00
148,4,34046,Jordan Spieth,20.00,21,105,-24,-5.00
153,6,29974,Branden Grace,19.72,14,71,-11,-1.00
154,6,27974,Sung Kang,19.50,31,159,-30,+3.00
155,6,27095,Nick Watney,19.44,14,72,-14,-14.00
156,6,29926,Danny Lee,19.38,25,129,-23,+11.00
157,6,27644,Brian Harman,19.23,25,130,-30,-4.00
158,7,23325,Vaughn Taylor,19.05,12,63,-11,-14.00
159,8,33486,Roger Sloan,18.84,13,69,-14,-2.00
160,8,40098,Matt Fitzpatrick,18.82,16,85,-18,-11.00
161,8,24924,Bill Haas,18.46,12,65,-10,-15.00
162,8,39324,J.J. Spaun,18.45,19,103,-20,-17.00
163,8,32640,Troy Merritt,18.35,20,109,-21,-3.00
164,8,27942,Rob Oppenheim,18.31,13,71,-14,-3.00
165,8,37455,Si Woo Kim,18.06,28,155,-25,+2.00
166,0,25396,Kevin Na,18.02,20,111,-18,-6.00
167,7,31420,Anirban Lahiri,18.00,9,50,-6,-3.00
168,8,35450,Patrick Cantlay,17.80,21,118,-25,-3.00
169,8,25572,Graeme McDowell,17.74,11,62,-10,-8.00
170,8,29535,Brice Garnett,17.50,14,80,-16,-2.00
171,8,33410,Andrew Landry,17.43,19,109,-18,E
172,8,33399,Adam Hadwin,17.31,18,104,-23,-13.00
173,8,28775,Nate Lashley,17.28,14,81,-15,-10.00
174,8,40009,Dominic Bozzelli,17.07,7,41,-7,-3.00
175,8,32791,K.H. Lee,16.94,21,124,-18,-9.00
176,8,46442,Maverick McNealy,16.81,20,119,-22,E
176,-1,30927,Brendon Todd,16.81,19,113,-21,-18.00
178,7,33597,Harry Higgs,16.67,24,144,-24,+6.00
178,7,48887,Matt Wallace,16.67,16,96,-16,-7.00
178,7,32139,Danny Willett,16.67,13,78,-13,E
181,7,34021,Bud Cauley,16.50,17,103,-16,-16.00
182,8,47128,Richy Werenski,14.74,14,95,-15,-4.00
183,8,49771,J.T. Poston,14.50,19,131,-23,+1.00
184,8,27963,Chris Stroud,14.49,10,69,-9,-2.00
185,8,29908,C.T. Pan,14.46,12,83,-14,-12.00
186,8,35732,Wes Roach,14.29,6,42,-5,-1.00
187,8,26758,David Hearn,13.73,7,51,-7,-13.00
188,8,34256,Andrew Putnam,13.46,7,52,-8,-1.00
189,8,10809,Jim Furyk,13.21,7,53,-8,-19.00
190,8,27649,Brandt Snedeker,12.75,13,102,-14,-9.00
191,8,49964,Aaron Wise,12.64,11,87,-10,-4.00
192,8,31560,Brian Stuard,12.09,11,91,-11,-18.00
193,8,26596,Ryan Moore,12.00,9,75,-8,-6.00
