RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
92,0,32816,Satoshi Kodaira,23.17,19,82,-24,-8.00
93,0,37455,Si Woo Kim,23.11,49,212,-44,+1.00
94,0,35891,Cameron Smith,23.01,26,113,-31,-15.00
95,0,10381,Curtis Thompson,22.92,22,96,-24,-1.00
96,0,27129,Luke List,22.86,40,175,-44,+2.00
97,0,46340,Alex Smalley,22.82,34,149,-36,-9.00
98,0,40115,Adam Svensson,22.73,40,176,-40,-11.00
99,0,34255,Joseph Bramlett,22.63,43,190,-39,+11.00
100,0,40250,Taylor Pendrith,22.60,33,146,-34,-3.00
101,0,34563,Chesson Hadley,22.56,30,133,-30,-7.00
102,0,32791,K.H. Lee,22.49,47,209,-50,+9.00
103,0,48117,Kurt Kitayama,22.43,24,107,-24,+4.00
104,0,35617,Martin Trainer,22.38,32,143,-34,-3.00
105,0,48084,Wesley Bryan,22.37,17,76,-19,+3.00
105,0,24024,Zach Johnson,22.37,17,76,-15,-12.00
107,0,49960,Sepp Straka,22.36,36,161,-35,+4.00
108,0,47988,Nick Hardy,22.33,23,103,-30,+2.00
109,0,36884,Ben Kohles,22.22,18,81,-19,+7.00
110,0,32366,Kevin Chappell,22.11,21,95,-20,+2.00
111,0,56278,Matthew Wolff,22.09,19,86,-21,+20.00
112,0,34431,Robert Streb,22.01,35,159,-35,-20.00
113,0,27649,Brandt Snedeker,21.98,20,91,-23,-3.00
114,0,28089,Jason Day,21.93,25,114,-26,-2.00
115,0,30692,Scott Stallings,21.79,39,179,-42,-18.00
116,0,51634,Sahith Theegala,21.77,54,248,-58,-12.00
117,0,47995,Davis Riley,21.76,42,193,-44,-4.00
118,0,49766,Hank Lebioda,21.74,30,138,-29,-18.00
119,0,37189,Harold Varner III,21.64,29,134,-30,-2.00
120,0,39324,J.J. Spaun,21.53,31,144,-31,-12.00
121,0,47856,Seth Reeves,21.48,29,135,-33,+5.00
122,0,24138,Ian Poulter,21.43,15,70,-13,-10.00
123,0,46046,Scottie Scheffler,21.39,37,173,-41,-8.00
124,0,20229,Stewart Cink,21.37,28,131,-29,-3.00
125,0,27064,Jhonattan Vegas,21.30,36,169,-39,-4.00
126,0,40162,Justin Lower,21.10,23,109,-28,-12.00
127,0,27139,David Skinns,21.09,27,128,-27,+11.00
128,0,34174,John Huh,21.05,24,114,-25,E
128,0,47128,Richy Werenski,21.05,24,114,-22,+5.00
130,0,51894,Vince Whaley,20.78,32,154,-33,-10.00
131,0,34363,Tyrrell Hatton,20.73,17,82,-19,-6.00
132,0,33597,Harry Higgs,20.69,30,145,-28,-7.00
133,0,35879,Kelly Kraft,20.59,21,102,-22,-11.00
133,0,29926,Danny Lee,20.59,21,102,-24,-1.00
135,0,49947,Taylor Moore,20.54,38,185,-34,-5.00
136,0,52374,Brandon Wu,20.35,23,113,-25,-7.00
137,0,47993,Denny McCarthy,20.33,25,123,-26,-33.00
138,0,27936,Martin Laird,20.16,25,124,-25,-8.00
139,0,37275,Sam Ryder,20.12,33,164,-33,-12.00
140,0,39436,Joshua Creel,20.00,11,55,-11,+4.00
140,0,36799,Stephan Jaeger,20.00,31,155,-40,-10.00
142,0,34466,Peter Malnati,19.89,36,181,-34,-17.00
143,0,35310,Lanto Griffin,19.88,32,161,-30,+3.00
144,0,33122,Russell Knox,19.84,25,126,-25,-18.00
145,0,34256,Andrew Putnam,19.72,28,142,-31,-18.00
146,0,21961,Charles Howell III,19.66,23,117,-20,-9.00
147,0,24925,Jonathan Byrd,19.57,18,92,-17,-3.00
148,0,51890,Greyson Sigg,19.35,30,155,-29,-25.00
149,0,30163,Henrik Norlander,19.30,22,114,-23,-13.00
150,0,29478,Kevin Kisner,19.19,19,99,-19,-23.00
151,0,39058,Lucas Herbert,19.15,18,94,-17,+7.00
152,0,22405,Justin Rose,19.12,13,68,-17,+2.00
153,0,27895,Jonas Blixt,19.10,17,89,-19,+5.00
154,0,25686,Jason Dufner,19.05,12,63,-11,-5.00
155,0,51997,Andrew Novak,18.90,24,127,-19,-2.00
155,0,27214,Kevin Streelman,18.90,31,164,-30,-22.00
157,0,45486,Joaquin Niemann,18.88,27,143,-29,-5.00
157,0,33667,Carlos Ortiz,18.88,27,143,-28,+1.00
159,0,47347,Adam Schenk,18.79,31,165,-33,-6.00
160,0,30978,Kiradech Aphibarnrat,18.75,15,80,-14,-1.00
160,0,28775,Nate Lashley,18.75,24,128,-27,-4.00
162,0,26476,Chez Reavie,18.58,21,113,-24,-20.00
163,0,27974,Sung Kang,18.54,28,151,-31,+3.00
164,0,35461,Beau Hossler,18.13,29,160,-31,+8.00
165,0,28114,Dawie van der Walt,18.00,18,100,-19,+7.00
166,0,26300,Matt Jones,17.93,26,145,-27,-4.00
167,0,24924,Bill Haas,17.89,22,123,-22,-19.00
168,0,25818,Scott Piercy,17.81,26,146,-28,-10.00
169,0,29908,C.T. Pan,17.78,24,135,-24,-1.00
170,0,53165,Doc Redman,17.73,25,141,-31,-12.00
171,0,19803,Ryan Armour,17.65,9,51,-9,-2.00
172,0,45526,Abraham Ancer,17.50,21,120,-23,-8.00
172,0,47529,Mito Pereira,17.50,28,160,-33,-19.00
174,0,23108,Matt Kuchar,17.27,19,110,-18,-21.00
175,0,32139,Danny Willett,17.24,15,87,-15,-6.00
176,0,29221,Webb Simpson,17.14,18,105,-18,-12.00
177,0,25198,Francesco Molinari,17.02,16,94,-19,+8.00
178,0,36871,Matthew NeSmith,16.86,29,172,-31,-22.00
179,0,35110,Brett Drewitt,16.67,12,72,-12,-1.00
179,0,35506,Mackenzie Hughes,16.67,22,132,-23,+2.00
181,0,32333,Kevin Tway,16.56,25,151,-28,-5.00
182,0,23983,Luke Donald,16.22,12,74,-10,-3.00
183,0,30911,Tommy Fleetwood,16.13,15,93,-12,-6.00
183,0,27770,Camilo Villegas,16.13,15,93,-17,-9.00
185,0,33486,Roger Sloan,16.03,21,131,-22,-11.00
186,0,34610,Matthias Schwab,15.73,14,89,-18,-17.00
187,0,31560,Brian Stuard,15.29,13,85,-10,-16.00
188,0,24361,Pat Perez,14.78,17,115,-18,-11.00
189,0,25493,Nick Taylor,14.18,19,134,-18,-8.00
190,0,51950,Max McGreevy,14.02,15,107,-11,+1.00
191,0,34360,Patrick Reed,12.73,14,110,-14,-7.00
192,0,29970,Dylan Frittelli,12.50,22,176,-21,+5.00
193,0,35449,Adam Long,12.23,17,139,-17,-20.00
