RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
88,0,30852,Ryo Ishikawa,113.55,3974.42,35
89,0,28093,Miguel Angel Carballo,113.49,5447.70,48
90,0,22913,John Rollins,113.48,7943.38,70
91,0,21731,Freddie Jacobson,113.47,4992.57,44
92,0,28307,Matt Every,113.43,6579.17,58
93,0,29221,Webb Simpson,113.34,6800.43,60
94,0,06522,Ernie Els,113.20,6905.31,61
95,0,27933,John Merrick,113.11,7012.75,62
96,0,20070,Matt Bettencourt,113.04,5086.94,45
97,0,27770,Camilo Villegas,113.03,8251.36,73
98,0,25396,Kevin Na,112.97,6778.29,60
99,0,30750,Tommy Gainey,112.91,9822.94,87
100,0,25834,Daniel Summerhays,112.88,7450.17,66
101,0,12510,Chad Campbell,112.85,8238.22,73
102,0,32200,Roberto Castro,112.83,7898.22,70
102,0,31202,William McGirt,112.83,9252.21,82
104,0,30926,Chris Kirk,112.78,9248.32,82
105,0,20574,Mathew Goggin,112.76,6088.94,54
106,0,12782,Tim Herron,112.74,8230.04,73
107,0,24663,Y.E. Yang,112.73,4847.20,43
108,0,25686,Jason Dufner,112.60,7093.75,63
109,0,29479,Scott Brown,112.59,5066.76,45
110,0,26287,Roland Thatcher,112.54,4276.52,38
111,0,25572,Graeme McDowell,112.40,4608.52,41
112,0,34021,Bud Cauley,112.39,10115.40,90
113,0,20098,Stuart Appleby,112.32,6963.86,62
114,0,20572,Rod Pampling,112.31,7412.74,66
115,0,29518,Brendan Steele,112.22,6957.36,62
115,0,06527,Steve Stricker,112.22,5498.56,49
117,0,23621,Rory Sabbatini,112.20,7966.17,71
118,0,28087,Kris Blanks,112.19,5721.60,51
119,0,24781,Hunter Mahan,112.05,6947.18,62
120,0,28475,Jeff Overton,112.04,10196.06,91
121,0,24604,Hunter Haas,111.96,5150.17,46
122,0,27895,Jonas Blixt,111.94,6940.53,62
122,0,23548,Bill Lunde,111.94,7164.32,64
124,0,01320,Bob Estes,111.90,6378.33,57
125,0,28455,Will Claxton,111.67,9380.52,84
126,0,32150,Michael Thompson,111.63,6809.39,61
127,0,10885,Robert Allenby,111.62,6920.17,62
128,0,29476,Kyle Reifers,111.58,7364.03,66
129,0,26596,Ryan Moore,111.51,9144.08,82
130,0,20160,Charlie Wi,111.36,7460.99,67
131,0,29420,Billy Horschel,111.33,5121.05,46
132,0,06034,Marco Dawson,111.24,4560.99,41
133,0,27963,Chris Stroud,111.13,7557.07,68
134,0,34174,John Huh,111.11,9221.86,83
135,0,29478,Kevin Kisner,111.01,5661.60,51
136,0,27644,Brian Harman,110.98,9987.84,90
137,0,24138,Ian Poulter,110.97,4660.81,42
138,0,20104,Ken Duke,110.89,9758.20,88
139,0,27649,Brandt Snedeker,110.75,6866.56,62
140,0,06036,Scott Dunlap,110.72,4871.88,44
141,0,23983,Luke Donald,110.69,5534.73,50
142,0,30927,Brendon Todd,110.64,6085.36,55
143,0,26951,Johnson Wagner,110.58,8072.14,73
144,0,25240,D.A. Points,110.52,8178.25,74
145,0,27466,Spencer Levin,110.50,6850.92,62
146,0,01766,Billy Mayfair,110.09,8036.49,73
147,0,23541,Ben Crane,109.99,7259.56,66
148,0,26476,Chez Reavie,109.88,6702.78,61
149,0,21350,Ryuji Imada,109.87,6592.14,60
150,0,06004,Stephen Ames,109.85,3405.35,31
151,0,24507,Jason Bohn,109.84,6920.22,63
152,0,20593,Greg Chalmers,109.83,8457.14,77
153,0,27974,Sung Kang,109.78,6147.75,56
153,0,35139,Richard Lee,109.78,5159.80,47
155,0,12652,Cameron Beckman,109.77,7464.22,68
156,0,27556,Ted Potter Jr.,109.76,6585.49,60
157,0,26758,David Hearn,109.74,8778.87,80
158,0,21407,Arjun Atwal,109.69,6800.77,62
159,0,25892,Steve Wheatcroft,109.68,4167.83,38
160,0,24357,K.J. Choi,109.62,6029.15,55
161,0,10809,Jim Furyk,109.60,7343.28,67
162,0,33122,Russell Knox,109.55,5806.18,53
163,0,23542,Tommy Biershenk,109.46,5910.67,54
164,0,25457,Alexandre Rocha,109.42,5252.04,48
165,0,10213,Dicky Pride,109.38,5468.77,50
166,0,23204,Gary Christian,109.30,6995.07,64
167,0,23800,Bryce Molder,109.28,7759.00,71
168,0,29222,Billy Hurley III,109.17,5676.63,52
169,0,23325,Vaughn Taylor,108.43,6072.16,56
170,0,22621,Ben Curtis,108.25,5629.24,52
171,0,23108,Matt Kuchar,108.13,7352.64,68
172,0,27060,John Mallinger,108.00,6479.79,60
173,0,22548,Patrick Sheehan,107.94,4425.60,41
174,0,22582,Kyle Thompson,107.68,3661.08,34
175,0,22961,David Mathis,107.66,6998.03,65
176,0,24024,Zach Johnson,107.57,7960.48,74
177,0,21878,Mark Wilson,107.55,7313.27,68
178,0,01797,Rocco Mediate,107.53,6021.64,56
179,0,10860,Justin Leonard,107.31,6009.19,56
180,0,06251,Chris DiMarco,107.15,7072.09,66
181,0,01941,Tom Pernice Jr.,107.02,5457.85,51
182,0,30711,Colt Knost,106.78,6833.80,64
183,0,01724,Jeff Maggert,106.17,8068.78,76
184,0,22293,Heath Slocum,106.13,7535.54,71
185,0,21753,Brian Davis,105.79,8568.97,81
186,0,08075,Jerry Kelly,105.40,7694.55,73
187,0,20623,Gavin Coles,104.78,5343.59,51
188,0,22348,Nick O'Hern,104.68,6804.10,65
189,0,19846,Brian Gay,104.58,7633.99,73
190,0,23135,Tim Clark,104.37,5740.11,55
191,0,02206,David Toms,104.29,4275.85,41
