RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
106,0,54591,Ben Griffin,37' 6",60323.583,1609,103
106,0,39977,Max Homa,37' 6",51654.417,1377,T106
106,0,49947,Taylor Moore,37' 6",54210.083,1447,170
106,0,29289,S.Y. Noh,37' 6",30758.167,820,T111
111,0,47079,Harrison Endycott,37' 7",45630.167,1215,128
111,0,39954,Cody Gribble,37' 7",33426.833,890,89
111,0,49298,Kramer Hickok,37' 7",52467.417,1396,53
111,0,47993,Denny McCarthy,37' 7",59125.083,1573,102
111,0,25818,Scott Piercy,37' 7",47091.500,1253,155
116,0,51349,Nico Echavarria,37' 8",36737.083,975,T141
116,0,59018,Ryan Gerard,37' 8",33085.167,878,158
116,0,39546,Keith Mitchell,37' 8",49608.750,1317,83
116,0,46414,Aaron Rai,37' 8",58492.167,1553,T25
120,0,57362,Austin Eckroat,37' 9",48579.917,1287,94
120,0,29535,Brice Garnett,37' 9",42529.500,1127,17
120,0,36799,Stephan Jaeger,37' 9",72075.000,1911,16
123,0,58168,Davis Thompson,37' 10",58567.167,1549,34
124,0,45609,Tyler Duncan,37' 11",53606.500,1415,9
124,0,51414,Brent Grant,37' 11",38297.667,1010,61
124,0,32448,James Hahn,37' 11",46682.250,1230,T64
124,0,34046,Jordan Spieth,37' 11",41898.500,1105,175
128,0,56762,Will Gordon,38' 0",60351.750,1589,8
128,0,32791,K.H. Lee,38' 0",55624.917,1464,54
130,0,34409,David Lingmerth,38' 1",40160.917,1054,192
130,0,31202,William McGirt,38' 1",25182.000,661,137
130,0,31560,Brian Stuard,38' 1",34116.000,896,189
133,0,28089,Jason Day,38' 2",43665.833,1143,110
133,0,33597,Harry Higgs,38' 2",40002.583,1047,163
133,0,36724,Augusto Núñez,38' 2",39466.083,1035,58
133,0,32139,Danny Willett,38' 2",36173.667,948,191
137,0,33413,Ben Martin,38' 3",54790.333,1432,67
137,0,48081,Xander Schauffele,38' 3",42467.917,1110,60
137,0,34431,Robert Streb,38' 3",42348.667,1107,117
137,0,48887,Matt Wallace,38' 3",45661.917,1193,164
141,0,33948,Byeong Hun An,38' 4",60812.833,1585,171
141,0,48119,Ben Taylor,38' 4",58240.833,1520,162
143,0,33408,Tyson Alexander,38' 5",47594.167,1238,177
143,0,47128,Richy Werenski,38' 5",49058.000,1276,188
145,0,54628,Lee Hodges,38' 6",61324.333,1593,147
145,0,27129,Luke List,38' 6",56735.667,1475,10
145,0,30692,Scott Stallings,38' 6",46035.250,1197,133
145,0,27095,Nick Watney,38' 6",37720.833,979,T181
149,0,24502,Adam Scott,38' 7",35503.583,920,T138
149,0,48699,Callum Tarren,38' 7",56472.750,1463,84
149,0,33448,Justin Thomas,38' 7",46124.000,1196,T141
149,0,40006,Erik van Rooyen,38' 7",38432.917,997,T62
153,0,34255,Joseph Bramlett,38' 9",46847.750,1208,T64
153,0,20229,Stewart Cink,38' 9",45126.167,1165,131
153,0,40098,Matt Fitzpatrick,38' 9",43488.750,1123,156
153,0,30911,Tommy Fleetwood,38' 9",43133.750,1113,166
153,0,54421,Garrick Higgo,38' 9",62150.417,1604,104
158,0,22371,Aaron Baddeley,38' 10",40976.083,1056,140
159,0,57975,Harry Hall,38' 11",51183.583,1315,T122
159,0,46601,Trey Mullinax,38' 11",46595.250,1198,180
159,0,35617,Martin Trainer,38' 11",26407.333,679,153
162,0,49453,Trevor Cone,39' 0",44058.667,1129,24
162,0,31577,Tano Goya,39' 0",45254.333,1160,49
162,0,27349,Alex Noren,39' 0",50923.583,1306,130
165,0,51491,Brandon Matthews,39' 2",29193.583,745,168
165,0,51950,Max McGreevy,39' 2",44596.583,1139,179
165,0,36699,Patrick Rodgers,39' 2",58871.000,1502,143
168,0,29420,Billy Horschel,39' 3",37034.667,943,174
168,0,50188,S.H. Kim,39' 3",67965.000,1730,183
168,0,35449,Adam Long,39' 3",60259.333,1534,126
168,0,34610,Matthias Schwab,39' 3",56391.833,1438,T145
172,0,24925,Jonathan Byrd,39' 4",25883.750,658,152
172,0,35461,Beau Hossler,39' 4",61449.583,1562,105
172,0,34466,Peter Malnati,39' 4",53122.917,1352,187
175,0,34099,Harris English,39' 5",57605.833,1462,165
175,0,34256,Andrew Putnam,39' 5",63446.000,1610,23
175,0,51634,Sahith Theegala,39' 5",60462.583,1533,159
178,0,32333,Kevin Tway,39' 6",56574.083,1433,T76
178,0,25632,Jimmy Walker,39' 6",53705.000,1360,173
180,0,28420,Ryan Brehm,39' 7",47095.000,1190,167
181,0,47504,Sam Burns,39' 8",51651.417,1303,178
181,0,35310,Lanto Griffin,39' 8",31901.083,805,T56
181,0,27554,Scott Harrington,39' 8",40484.500,1021,T122
181,0,52411,Kyle Westmoreland,39' 8",41162.417,1038,118
185,0,55789,Taylor Montgomery,39' 9",60099.333,1511,186
186,0,52372,Cameron Champ,39' 11",42301.083,1060,36
187,0,32662,Michael Gligic,40' 0",37151.250,929,169
188,0,29970,Dylan Frittelli,40' 3",42174.417,1048,193
189,0,28252,Seamus Power,40' 4",46508.083,1153,149
190,0,58967,Trevor Werbylo,40' 8",41928.000,1031,172
191,0,35506,Mackenzie Hughes,41' 3",52413.917,1271,144
192,0,39058,Lucas Herbert,41' 7",35359.167,850,190
193,0,46442,Maverick McNealy,41' 8",36577.833,877,185
