RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
35,0,26596,Ryan Moore,36' 1",41312.500,1146,55
35,0,30163,Henrik Norlander,36' 1",31816.250,881,8
35,0,33486,Roger Sloan,36' 1",34871.417,966,93
39,0,45522,Christiaan Bezuidenhout,36' 2",46415.083,1284,179
39,0,56149,Wilson Furr,36' 2",29595.333,819,104
39,0,27644,Brian Harman,36' 2",51086.833,1412,131
39,0,36871,Matt NeSmith,36' 2",40013.667,1107,20
43,0,47591,Eric Cole,36' 3",61791.417,1704,174
43,0,29535,Brice Garnett,36' 3",27814.083,768,14
43,0,34098,Russell Henley,36' 3",41495.000,1145,150
43,0,54628,Lee Hodges,36' 3",55786.917,1539,T74
43,0,12716,Charley Hoffman,36' 3",39652.750,1094,T98
48,0,33141,Keegan Bradley,36' 4",45783.083,1261,95
48,0,57362,Austin Eckroat,36' 4",50431.167,1387,T117
48,0,46414,Aaron Rai,36' 4",48766.000,1343,9
51,0,40026,Daniel Berger,36' 5",38897.333,1067,12
51,0,48153,Matthieu Pavon,36' 5",34365.083,944,126
51,0,46340,Alex Smalley,36' 5",38219.833,1050,19
54,0,48867,Matti Schmid,36' 6",41147.167,1128,42
54,0,27064,Jhonattan Vegas,36' 6",39819.500,1092,6
54,0,45242,Kevin Yu,36' 6",43096.667,1182,10
57,0,39997,Corey Conners,36' 7",51161.917,1397,26
57,0,47988,Nick Hardy,36' 7",49774.667,1362,22
57,0,60067,Joe Highsmith,36' 7",37841.250,1034,25
57,0,28252,Seamus Power,36' 7",58216.917,1592,79
57,0,55893,Sam Stevens,36' 7",52274.833,1429,31
62,0,60004,Jacob Bridgeman,36' 8",39238.583,1070,T64
62,0,54576,Patrick Fishburn,36' 8",36833.750,1004,1
62,0,31646,Emiliano Grillo,36' 8",50352.417,1373,129
62,0,37455,Si Woo Kim,36' 8",50935.583,1390,T137
62,0,46442,Maverick McNealy,36' 8",51996.667,1417,78
62,0,47983,Chad Ramey,36' 8",45126.083,1232,57
68,0,40058,Zac Blair,36' 9",48695.250,1324,102
68,0,34021,Bud Cauley,36' 9",33567.750,913,21
68,0,34563,Chesson Hadley,36' 9",39998.667,1088,63
68,0,51287,Ryo Hisatsune,36' 9",46149.000,1255,T23
68,0,24024,Zach Johnson,36' 9",28273.500,770,115
68,0,33204,Shane Lowry,36' 9",39963.167,1087,T98
68,0,29908,C.T. Pan,36' 9",37537.667,1021,84
68,0,50484,Hayden Springer,36' 9",36690.417,999,48
76,0,33948,Byeong Hun An,36' 10",43232.750,1175,89
77,0,56630,Akshay Bhatia,36' 11",52053.917,1409,124
77,0,47504,Sam Burns,36' 11",43472.250,1177,T153
77,0,51349,Nico Echavarria,36' 11",46155.167,1251,30
77,0,35310,Lanto Griffin,36' 11",38305.583,1037,5
77,0,54783,Dylan Wu,36' 11",45988.917,1246,T74
82,0,29936,Ryan Fox,37' 0",45510.750,1229,127
82,0,33399,Adam Hadwin,37' 0",46666.083,1261,151
82,0,36801,Mark Hubbard,37' 0",58081.083,1571,72
82,0,55182,Tom Kim,37' 0",47566.667,1286,T117
82,0,55454,Carl Yuan,37' 0",35498.083,960,170
87,0,32366,Kevin Chappell,37' 2",27206.250,732,T70
87,0,52453,Nicolai Højgaard,37' 2",29926.667,805,146
87,0,28237,Rory McIlroy,37' 2",40809.667,1098,134
87,0,49771,J.T. Poston,37' 2",50947.417,1371,120
87,0,40115,Adam Svensson,37' 2",66501.833,1791,91
92,0,30926,Chris Kirk,37' 3",44566.583,1197,133
92,0,36884,Ben Kohles,37' 3",48451.083,1302,32
92,0,36699,Patrick Rodgers,37' 3",59359.833,1594,T38
92,0,27139,David Skinns,37' 3",45411.417,1219,33
92,0,58168,Davis Thompson,37' 3",53423.000,1433,59
97,0,47679,Victor Perez,37' 4",40791.833,1093,61
97,0,52374,Brandon Wu,37' 4",41789.000,1120,85
97,0,57366,Cameron Young,37' 4",47665.750,1277,116
100,0,54591,Ben Griffin,37' 5",60644.167,1622,40
100,0,23108,Matt Kuchar,37' 5",44698.167,1194,106
100,0,27936,Martin Laird,37' 5",38685.167,1033,47
100,0,52215,Robert MacIntyre,37' 5",42137.917,1127,125
100,0,33448,Justin Thomas,37' 5",39966.750,1069,135
105,0,46441,Robby Shelton,37' 6",44021.833,1174,T153
105,0,40006,Erik van Rooyen,37' 6",46716.833,1247,T38
107,0,57975,Harry Hall,37' 7",47808.417,1272,T108
107,0,36326,David Lipsky,37' 7",38927.417,1035,T68
109,0,55708,Hayden Buckley,37' 8",40343.500,1071,132
109,0,50497,Adrien Dumont de Chassart,37' 8",38894.083,1033,114
109,0,54421,Garrick Higgo,37' 8",42267.250,1123,T80
109,0,47993,Denny McCarthy,37' 8",53172.333,1413,175
113,0,32367,Jorge Campillo,37' 9",28327.167,750,T110
113,0,59442,Parker Coody,37' 9",32416.583,858,122
113,0,50525,Collin Morikawa,37' 9",46395.417,1228,143
116,0,59866,Nick Dunlap,37' 10",43113.750,1140,157
116,0,36799,Stephan Jaeger,37' 10",49047.417,1295,123
116,0,32791,K.H. Lee,37' 10",45783.250,1211,T87
119,0,34255,Joseph Bramlett,37' 11",48788.833,1287,37
119,0,27330,Josh Teater,37' 11",25717.500,679,T64
119,0,47483,Will Zalatoris,37' 11",39992.583,1055,141
122,0,35450,Patrick Cantlay,38' 0",37202.583,978,T171
122,0,33653,Thomas Detry,38' 0",43965.250,1158,166
122,0,34046,Jordan Spieth,38' 0",42555.917,1120,130
125,0,51766,Wyndham Clark,38' 1",41936.250,1100,140
125,0,51977,Max Greyserman,38' 1",43444.167,1142,60
125,0,33968,Thorbjørn Olesen,38' 1",27293.000,716,158
125,0,48887,Matt Wallace,38' 1",39306.167,1033,46
129,0,47420,Jake Knapp,38' 2",46625.833,1221,136
129,0,40250,Taylor Pendrith,38' 2",48168.917,1262,97
129,0,49960,Sepp Straka,38' 2",44713.667,1172,92
132,0,47995,Davis Riley,38' 3",47500.083,1242,156
132,0,29221,Webb Simpson,38' 3",33301.333,870,180
134,0,45157,Cam Davis,38' 4",49072.750,1280,163
134,0,32102,Rickie Fowler,38' 4",46303.083,1207,149
134,0,38991,Alejandro Tosti,38' 4",41502.333,1083,148
137,0,25493,Nick Taylor,38' 5",52235.333,1360,152
138,0,60767,Blaine Hale Jr.,38' 6",26244.750,682,142
138,0,29420,Billy Horschel,38' 6",45971.667,1193,105
140,0,32070,Rafael Campos,38' 7",30230.417,784,66
140,0,23320,Ryan Palmer,38' 7",24834.750,643,168
140,0,34256,Andrew Putnam,38' 7",51466.750,1335,53
143,0,27129,Luke List,38' 8",45503.583,1176,77
143,0,48081,Xander Schauffele,38' 8",47853.833,1237,T35
143,0,51634,Sahith Theegala,38' 8",58394.750,1511,T80
143,0,30927,Brendon Todd,38' 8",61184.500,1583,T171
147,0,46113,Ryan McCormick,38' 9",32606.750,842,62
147,0,27770,Camilo Villegas,38' 9",30394.417,785,112
149,0,39977,Max Homa,38' 11",48007.167,1233,T159
149,0,47347,Adam Schenk,38' 11",56109.500,1443,144
151,0,34374,Erik Barnes,39' 0",30509.167,782,181
151,0,35461,Beau Hossler,39' 0",54858.250,1407,45
151,0,24502,Adam Scott,39' 0",43183.583,1107,T110
151,0,31323,Gary Woodland,39' 0",50034.083,1284,113
155,0,59836,Pierceson Coody,39' 1",43026.667,1102,58
155,0,47663,Kevin Dougherty,39' 1",35015.250,896,56
155,0,45609,Tyler Duncan,39' 1",39101.250,1000,90
155,0,37378,Min Woo Lee,39' 1",41193.917,1055,T137
155,0,22405,Justin Rose,39' 1",37012.500,948,167
155,0,48699,Callum Tarren,39' 1",40567.583,1037,107
161,0,22371,Aaron Baddeley,39' 2",41279.000,1054,165
161,0,37212,Paul Barjon,39' 2",30527.417,779,173
161,0,40098,Matt Fitzpatrick,39' 2",43415.500,1108,155
161,0,29478,Kevin Kisner,39' 2",32667.500,834,176
165,0,30911,Tommy Fleetwood,39' 3",44962.083,1145,94
165,0,34466,Peter Malnati,39' 3",47647.417,1214,182
167,0,51070,Vincent Norrman,39' 4",32375.417,823,T70
167,0,48119,Ben Taylor,39' 4",37898.917,964,T159
169,0,52372,Cameron Champ,39' 7",34754.083,878,67
169,0,59095,Chris Gotterup,39' 7",46551.500,1175,86
169,0,51894,Vince Whaley,39' 7",38261.500,967,T100
172,0,49947,Taylor Moore,39' 8",62066.083,1566,T108
173,0,27349,Alex Noren,40' 0",42816.833,1071,T68
173,0,47806,Raul Pereda,40' 0",25659.667,642,184
175,0,50188,S.H. Kim,40' 1",64359.250,1606,177
176,0,28089,Jason Day,40' 4",42453.750,1052,164
177,0,55789,Taylor Montgomery,40' 5",33833.583,837,183
178,0,27649,Brandt Snedeker,40' 6",37415.417,923,161
178,0,35617,Martin Trainer,40' 6",29597.667,731,178
180,0,34099,Harris English,40' 8",56530.250,1391,128
181,0,28420,Ryan Brehm,41' 0",33680.833,821,119
182,0,35506,Mackenzie Hughes,41' 1",61430.000,1495,162
183,0,33408,Tyson Alexander,41' 2",44566.500,1083,169
184,0,32333,Kevin Tway,41' 3",33273.917,806,27
