RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
163,0,26881,Jarrod Lyle,227,0,2,1619
164,0,31560,Brian Stuard,226,0,1,1620
165,0,23307,Roger Tambellini,219,0,1,1627
166,0,25892,Steve Wheatcroft,213,0,1,1633
167,0,01226,Fred Couples,208,0,1,1638
168,0,22056,Cameron Percy,206,0,1640
169,0,01677,Tom Lehman,204,0,1642
170,0,02214,Kirk Triplett,199,0,1647
171,0,20378,Mathias Grönberg,198,0,1,1648
172,0,26951,Johnson Wagner,197,0,1649
173,0,08385,Omar Uresti,192,0,1,1654
174,0,21407,Arjun Atwal,192,1,2,1654
175,0,22946,Henrik Bjornstad,188,0,1658
176,0,23613,Rich Barcelo,187,0,1659
177,0,20691,Greg Owen,184,0,1662
178,0,27302,Garth Mulroy,160,0,1,1686
179,0,01619,Skip Kendall,159,0,1,1687
180,0,01797,Rocco Mediate,150,0,1696
181,0,24503,Jeff Klauk,148,0,1698
182,0,08931,Glen Day,144,0,1702
183,0,20433,Mark Hensby,142,0,1704
184,0,26287,Roland Thatcher,142,0,1,1704
185,0,20850,Daniel Chopra,142,0,1704
186,0,28500,Martin Flores,137,0,1,1709
187,0,25349,Tim Wilkinson,133,0,1713
188,0,26476,Chez Reavie,125,0,1721
189,0,10733,Kent Jones,117,0,1,1729
190,0,21805,Harrison Frazar,116,0,1730
191,0,23349,Charles Warren,116,0,1,1730
192,0,31323,Gary Woodland,110,0,1736
193,0,33419,Cameron Tringale,107,0,1739
194,0,27613,David Lutterus,103,0,1743
195,0,19824,Craig Barlow,100,0,1,1746
196,0,01249,John Daly,97,0,1749
197,0,12823,Carlos Franco,92,0,1754
197,0,02256,Tom Watson,92,0,1754
199,0,12705,Cliff Kresge,91,0,1755
200,0,25572,Graeme McDowell,91,1,2,1755
201,0,20663,Brenden Pappas,89,0,1757
202,0,01161,Mark Calcavecchia,88,0,1758
203,0,26498,Matt Weibring,83,0,1763
204,0,06034,Marco Dawson,82,0,1764
205,0,22892,Jason Gore,81,0,1765
206,0,23614,Rich Beem,80,0,1766
207,0,07363,Craig Bowden,79,0,1767
208,0,20105,Jeff Gove,77,0,1769
209,0,12755,Vance Veazey,73,0,1773
210,0,11032,Frank Lickliter II,67,0,1779
211,0,01707,Steve Lowery,67,0,1779
212,0,01473,Todd Hamilton,64,0,1782
213,0,26392,Chris Wilson,58,0,1788
214,0,32617,Jerod Turner,57,0,1789
215,0,10505,Shane Bertsch,53,0,1793
216,0,06514,Kevin Johnson,53,0,1793
217,0,06214,Guy Boros,48,0,1798
218,0,01388,Robert Gamez,47,0,1,1799
219,0,01381,Fred Funk,44,0,1802
220,0,29285,Brent Delahoussaye,43,0,1803
221,0,01553,John Huston,40,0,1806
222,0,01329,Brad Faxon,39,0,1807
223,0,10213,Dicky Pride,39,0,1807
224,0,20094,Jonathan Kaye,34,0,1812
225,0,24449,Parker McLachlin,32,0,1814
226,0,01132,Mark Brooks,29,0,1817
227,0,02106,Chris Smith,27,0,1819
228,0,01978,Fran Quinn,26,0,1820
229,0,19881,Robert Damron,24,0,1822
230,0,22122,Andrew McLardy,23,0,1823
231,0,01761,Len Mattiace,22,0,1824
232,0,12680,Shigeki Maruyama,20,0,1826
233,0,12388,Michael Clark II,19,0,1827
234,0,07235,John Morse,19,0,1827
235,0,01175,Jim Carter,18,0,1828
236,0,06012,Greg Kraft,14,0,1832
237,0,01685,J.L. Lewis,14,0,1832
238,0,12663,Phil Tataurangi,12,0,1834
239,0,01157,Tom Byrum,11,0,1835
240,0,27124,Chris Baryla,9,0,1837
241,0,24227,Justin Bolli,6,0,1840
242,0,01035,Tommy Armour III,6,0,1840
243,0,23048,Eric Axley,6,0,1840
244,0,02294,Willie Wood,5,0,1841
245,0,01374,Robin Freeman,2,0,1844
246,0,23778,Brad Adamonis,2,0,1844
247,0,01042,Paul Azinger,1,0,1845
248,0,08339,Spike McRoy,0,1846
