RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
120,3,54591,Ben Griffin,171.81,124393.95,724
121,-10,32791,K.H. Lee,171.78,106846.03,622
122,-7,59143,Mac Meissner,171.71,100792.83,587
123,17,29221,Webb Simpson,171.65,72950.66,425
124,-18,40026,Daniel Berger,171.57,107061.93,624
125,-7,37275,Sam Ryder,171.39,109005.51,636
126,-9,55708,Hayden Buckley,171.31,105015.90,613
127,-5,54783,Dylan Wu,171.00,115255.40,674
128,9,30926,Chris Kirk,170.91,114335.72,669
129,4,54628,Lee Hodges,170.89,127140.53,744
130,18,50525,Collin Morikawa,170.86,96196.57,563
131,-3,33486,Roger Sloan,170.64,104432.66,612
132,-6,48084,Wesley Bryan,170.63,66202.97,388
133,11,55182,Tom Kim,170.61,116868.29,685
134,-10,36801,Mark Hubbard,170.49,147646.04,866
135,-5,48319,Tom Whitney,170.44,90334.45,530
136,-4,32367,Jorge Campillo,170.43,61186.09,359
137,18,31646,Emiliano Grillo,169.88,114839.02,676
138,-7,27936,Martin Laird,169.77,96427.84,568
139,-14,50095,Austin Smotherman,169.56,69857.60,412
140,-11,30163,Henrik Norlander,169.50,76107.66,449
141,-6,51287,Ryo Hisatsune,169.45,116414.91,687
141,-2,27330,Josh Teater,169.45,69814.58,412
143,-2,27214,Kevin Streelman,169.34,93478.28,552
144,12,37455,Si Woo Kim,169.33,134617.46,795
145,-3,47983,Chad Ramey,169.32,108705.52,642
146,0,23320,Ryan Palmer,169.25,65838.23,389
147,-9,52374,Brandon Wu,169.03,113251.15,670
148,-1,45609,Tyler Duncan,168.88,98796.53,585
149,8,49771,J.T. Poston,168.77,130798.44,775
150,9,25493,Nick Taylor,168.71,119274.76,707
151,-6,51349,Nico Echavarria,168.54,113762.74,675
152,-3,52375,Doug Ghim,168.51,126380.73,750
153,-3,57900,Chandler Phillips,168.50,127385.39,756
154,-2,40162,Justin Lower,168.39,124105.69,737
155,-12,34021,Bud Cauley,168.32,90052.46,535
156,-2,27770,Camilo Villegas,168.17,70464.21,419
157,9,45522,Christiaan Bezuidenhout,168.15,110640.08,658
158,9,49960,Sepp Straka,168.08,100679.03,599
159,-6,52513,Carson Young,167.95,122100.32,727
160,-9,46441,Robby Shelton,167.89,116348.75,693
161,2,47993,Denny McCarthy,167.71,128127.64,764
162,-1,39327,Ben Silverman,167.50,134001.48,800
163,-5,22371,Aaron Baddeley,167.47,98138.66,586
164,-4,32640,Troy Merritt,167.35,106101.19,634
165,4,25900,Lucas Glover,167.22,126080.33,754
166,5,34098,Russell Henley,167.17,107320.48,642
167,-5,51890,Greyson Sigg,167.11,111128.54,665
168,-3,29908,C.T. Pan,166.93,88474.45,530
169,-1,36884,Ben Kohles,166.51,113895.41,684
170,-6,34076,Joel Dahmen,166.47,131180.34,788
171,-1,28775,Nate Lashley,166.39,103160.52,620
172,1,27644,Brian Harman,165.81,141766.78,855
173,-1,47806,Raul Pereda,165.26,65110.48,394
174,0,36326,David Lipsky,164.96,91225.32,553
175,1,34256,Andrew Putnam,164.63,114252.95,694
176,-1,29535,Brice Garnett,163.92,69501.89,424
177,0,24024,Zach Johnson,163.38,75479.42,462
178,0,26596,Ryan Moore,163.31,110236.17,675
179,0,29478,Kevin Kisner,163.17,78810.44,483
180,0,40058,Zac Blair,162.79,134468.20,826
181,0,23108,Matt Kuchar,162.68,109160.67,671
182,2,30927,Brendon Todd,162.05,134014.24,827
183,-1,26476,Chez Reavie,162.04,93497.12,577
184,-1,27649,Brandt Snedeker,161.94,93927.40,580
